Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,171120,0,2900160,0,0,0,983280,0,2349840,49320,43560,0,4861920,0,3544440,4641840,3120,36000,25440,0,0,0,0,0,16560,228120,0,0,0,0,0,1659840,0,56400,552840,365040,142320,51480,1583640,5679720,0,226560,18720,0,4800,0,0,377400,0,0,2987880,485880,280200,663480,221640,3000,0,1958520,44760,0,0,0,0,0,0,0,0,0,0,0,0,490560,86160,324840,1620240,3169440,0,0,1080,0,0,4320,0,9720,2916240,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADL,0,447840,0,9000,0,10560,3025800,0,2120880,242640,144240,3555120,0,0,3505800,1711560,3264480,0,90240,0,73320,166440,0,194520,50640,235320,0,0,120,0,119520,141480,61080,144480,667200,845880,2176800,109320,111120,19800,148800,355440,1492920,0,0,0,515760,564960,0,0,0,0,0,14760,0,0,6600,0,90360,59520,0,8760,0,0,0,0,0,0,0,0,600,0,157080,0,0,3167280,96120,4680,0,0,135600,0,1549080,450600,796680,1327080,0,0,0,0,0,0,1146360,0,0,0,244080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD,2900160,0,167040,0,0,0,3568560,0,23280,694560,0,3000,4869840,84600,847680,348480,1439520,2743320,0,0,15960,163080,0,24480,75600,0,0,0,98280,0,0,348480,6240,0,0,0,1435080,7411080,8492280,2447400,600,0,0,0,0,0,0,0,0,0,34680,40560,0,38040,0,0,0,219000,55800,15960,0,55680,0,0,0,0,0,173640,0,0,0,0,183120,0,0,0,0,0,240,0,0,0,0,0,53880,0,0,0,0,12480,0,0,0,0,665400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALM,0,9000,0,0,12000,0,0,0,15720,0,104280,0,0,1250400,0,0,0,0,0,0,0,108000,0,0,0,0,0,468360,38160,2807400,283680,621000,10320,35400,2082120,0,0,300000,0,0,66960,1317840,1874640,322320,3158400,0,375360,0,3644520,0,0,0,999360,0,0,11160,15000,0,5640,192720,0,0,202560,0,0,0,0,0,0,312960,1287720,0,548760,194040,1013400,0,28320,720,0,0,237120,782160,3480,667440,629040,1016760,0,0,784080,1121880,0,0,78360,22440,538080,0,206400,0,0,0,0,0,0,4080,53520,0,0,17160,0,0,0,0,0
ALN,0,0,0,12000,0,0,0,0,0,0,15840,0,0,0,0,0,0,0,0,0,0,4800,0,145320,0,0,0,1047480,1919880,54840,102360,27480,0,0,58440,0,0,0,0,0,143400,5280,0,0,0,0,0,0,0,0,325440,0,0,118800,0,180240,0,0,0,2280,0,540480,425520,285000,320400,0,0,0,0,786840,767160,65520,138720,365040,1115280,187440,1474800,574920,0,0,980400,44760,3240,18840,4680,30960,0,0,0,0,0,0,0,266280,3480,0,2403720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,0,10560,0,0,0,0,0,0,8760,0,0,0,0,0,0,360,0,2632680,5785560,349680,0,0,7320,0,720,30960,0,0,0,59760,0,441960,30960,0,201480,0,622920,0,71520,50760,3223680,4739160,1028760,661920,0,1513080,5333400,7267080,2880,316440,193080,16800,0,1515000,283080,13920,0,1835520,0,0,0,103200,0,0,0,0,0,30480,0,0,7920,27840,207360,764280,585360,253920,0,48360,8520,68760,341400,0,0,0,1441200,815640,993360,108840,0,0,0,0,0,0,128880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASE,983280,3025800,3568560,0,0,0,235080,679920,1812360,1944840,736080,906600,115200,0,8521440,2802360,7014360,1774680,0,0,11640,54960,0,73080,89280,0,0,0,240840,0,0,118800,10680,0,13920,2931000,6546120,1696320,10697040,3505680,20040,0,0,0,0,0,0,0,0,0,132360,115560,411120,0,0,93960,0,27840,48960,39720,0,8160,0,0,0,0,0,0,0,0,0,0,4680,0,0,36960,0,0,0,0,0,11880,82560,320640,194520,0,0,0,0,78960,0,0,1080240,0,388200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASG,0,0,0,0,0,0,679920,0,82080,2132160,263400,328440,0,0,849720,0,2118000,0,0,0,0,0,0,0,0,0,0,0,180600,0,0,0,0,0,0,6653400,1879200,397920,74880,827280,0,12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341520,0,85920,0,0,0,3913680,0,0,0,0,0,0,0,303480,0,0,0,405960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2349840,2120880,23280,15720,0,8760,1812360,82080,166560,360,0,1904040,0,93000,4160640,2629560,0,0,0,0,0,5760,0,0,79560,0,0,0,0,720,0,1309440,24960,600,4461120,3601920,2901120,0,125400,1300080,467160,4120200,1397760,293160,11760,0,69120,954000,0,0,387120,0,6112080,0,0,1317720,0,82920,0,0,0,0,0,0,0,0,0,199440,0,0,17160,0,8280,114840,84720,2597160,17400,131040,2640,0,0,364200,0,3165600,3590280,590880,0,0,0,0,0,0,559920,684360,13440,481920,972600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASI,49320,242640,694560,0,0,0,1944840,2132160,360,140880,764400,935640,0,0,1017600,1047600,13826880,363000,0,0,81000,31320,0,20760,43560,0,0,0,56760,0,0,30000,4560,0,0,2511240,742080,342720,752880,12960,6840,0,0,0,0,0,0,0,0,0,117840,262440,0,0,0,43440,0,0,32280,89640,0,14280,0,0,0,0,0,0,0,0,0,0,113400,0,0,0,0,0,0,0,0,102840,0,0,0,0,0,0,13440,373080,0,0,0,0,23280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
