Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,178200,141000,3137800,0,0,0,2841800,121000,2325700,93700,183500,0,3751200,0,3838600,6383700,42900,0,156600,0,0,2271400,0,0,0,188600,0,0,0,0,0,2854800,0,219100,959600,1104900,333300,31300,1502900,7812000,43300,1100400,135400,77500,0,0,0,44600,0,0,3820300,713000,2852600,0,460800,207800,977900,3256700,0,0,0,0,0,0,0,0,0,43300,0,0,3500,339200,364900,425000,2373000,3754500,0,0,0,0,0,6085200,0,1251300,3785900,1065900,0,0,0,0,0,0,0,0,45900,2600,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADL,141000,800200,0,0,0,0,2912600,0,1119900,3120900,183700,4718300,0,0,3691000,2387500,2841900,0,0,0,0,231000,0,200800,144000,78800,0,0,70600,0,20600,0,148700,44000,1452600,1671800,3767100,79400,8700,0,999900,0,2219700,17800,0,0,0,0,0,0,20400,0,0,0,0,0,381800,0,122600,105400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064800,0,0,0,0,0,294000,3779000,469000,174100,1901100,0,0,0,0,0,0,534700,0,0,0,465600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD,3137800,0,526200,0,0,200,10012900,0,0,251500,0,0,7535600,0,3554600,645000,2165800,884800,0,0,4000,860300,0,262900,63800,76000,0,0,81900,0,26200,116800,57000,0,0,543800,2545200,13782500,15975600,2646500,9600,0,0,0,0,0,0,0,0,0,22000,356600,35600,0,196800,124400,28000,628200,2400,153500,0,102100,0,0,0,0,0,130900,0,0,0,0,633600,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,1100,20700,0,0,0,0,935400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALM,0,0,0,0,0,0,0,0,0,0,9900,0,0,3624700,0,0,0,0,0,0,0,0,0,0,0,0,0,576400,0,3279400,101500,579200,18100,0,2000400,0,0,628400,0,0,0,1854800,3378800,293100,1654500,0,1066200,1700,2258500,0,0,0,53600,0,0,0,731400,0,0,253700,0,0,214600,0,0,0,0,0,40400,0,1724900,0,972600,70400,772800,0,3600,0,0,0,747600,405700,0,14400,889000,1454900,0,0,770300,2033000,0,6648800,0,415300,357800,0,276400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298200,0,0,195200,1834800,3766000,0,276400,0,0,0,0,0,0,28600,0,0,509800,0,33000,35900,0,0,0,0,0,45700,0,0,0,1453800,0,630100,0,0,0,59200,0,498100,350200,314600,9400,0,0,0,1358500,3984300,2527000,0,868800,499800,3480300,259500,2664100,698300,0,0,235600,0,0,0,0,0,719800,0,7900,0,0,0,0,39400,0,0,4497500,0,0,0,0,0,0,25800,0,0,0,0,0,0,0,0,0
AQR,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388200,6658700,67600,0,0,97800,0,0,0,0,251400,0,0,0,610000,0,1600,447200,0,315700,0,789100,0,4769400,3360000,453500,0,0,933800,5080700,7827200,47600,632900,396100,0,0,470500,0,0,36000,2155600,0,0,62200,106800,0,0,0,0,0,0,0,0,5600,250300,907900,2558400,0,0,0,0,0,0,1552600,66800,0,0,1398400,7700,340000,0,0,0,0,0,0,2328500,774200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASE,2841800,2912600,10012900,0,0,0,455400,2239700,979600,2201500,1226500,2084900,47500,0,13798200,2719600,10735100,1104600,0,0,44600,127400,0,36400,100800,285800,0,0,452600,0,12900,23300,250200,0,52200,4169900,13216300,5697900,12967400,3412400,82800,0,15000,0,0,0,0,0,0,0,762100,148700,195300,0,327300,0,463100,1192800,53700,223000,0,238600,0,0,0,0,0,0,53200,0,0,0,0,0,0,400,0,118800,0,0,0,653900,286900,1600,15200,20700,0,0,40800,302600,0,0,842700,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASG,121000,0,0,0,0,0,2239700,0,0,14505700,4537900,1300900,0,0,344400,0,7554000,11800,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,3112800,415400,311000,88200,557700,0,158800,0,0,0,0,0,0,0,0,0,0,0,0,600,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9685200,184900,0,0,0,0,0,0,307200,0,0,0,516000,34600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2325700,1119900,0,0,0,0,979600,0,550400,0,33600,371500,0,0,5077000,1683900,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,1296000,77600,0,4770700,3581600,2360100,0,138000,1348000,5297700,2730400,4571000,124600,3004000,0,0,0,0,0,227600,0,7981700,0,955500,184800,4726500,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100800,0,0,1401900,13600,400,0,0,0,1535400,0,1948200,427500,4408800,0,0,0,0,0,152300,237600,803300,601600,886400,1202700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASI,93700,3120900,251500,0,0,0,2201500,14505700,0,138000,3165700,1042800,0,0,1457800,865400,14307400,15500,0,0,19300,212200,0,115200,207400,132600,0,0,177600,0,0,21400,124200,0,0,1887200,579800,1049600,52200,152200,519200,0,0,0,0,0,0,0,0,0,361200,436600,0,0,70200,100900,0,0,142100,251400,0,18800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,32600,0,0,64200,1280700,0,0,153000,0,0,0,719700,0,0,0,0,77600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJ,183500,183700,0,9900,0,0,1226500,4537900,33600,3165700,695300,5956300,0,0,1066400,447800,0,0,0,0,0,235100,0,245000,140500,0,0,0,96200,0,153400,281400,110800,0,0,770600,0,18200,0,0,1400,0,283100,107800,14900,0,0,0,0,0,0,151900,0,0,0,0,683300,0,67300,145500,0,0,0,0,0,0,0,0,0,0,0,0,214000,0,0,661600,32800,0,17600,0,22400,4778300,3086800,1910400,481700,283700,0,0,37200,262600,0,0,8612500,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASK,0,4718300,0,0,0,0,2084900,1300900,371500,1042800,5956300,850500,0,0,682500,900,885500,0,0,0,0,28200,0,79900,63600,0,0,0,96500,0,500,0,141800,0,490300,7425600,1906500,4200,0,0,0,0,45400,0,232000,0,0,0,0,0,0,1000,144800,0,0,23000,4397800,0,137200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021400,7951700,386900,0,646600,0,0,0,19900,0,0,6665800,0,0,0,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUA,3751200,0,7535600,0,0,0,47500,0,0,0,0,0,311500,0,0,130000,174500,1820200,1346800,0,323100,3147500,0,3800,25000,459900,0,0,17500,0,0,6574700,136900,153100,0,0,757000,7459700,5773300,1143900,3547100,190400,652800,1952200,0,19300,0,29600,0,0,3396200,12539000,0,220600,258900,721300,0,609400,236700,0,0,613200,0,0,0,0,0,490400,0,0,0,0,628800,0,0,0,0,58900,0,0,0,0,0,0,0,0,0,0,150200,54400,0,0,0,0,152500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,0,0,0,3624700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59100,557400,0,0,0,0,0,0,31300,0,0,135200,0,0,0,0,35000,0,0,0,255400,0,0,3451100,4012200,0,240000,0,5043500,215800,2792300,0,0,0,361400,0,0,47700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118900,0,0,32400,0,0,0,0,0,0,0,777500,9420600,0,0,0,165800,0,7689500,0,323100,651600,831800,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWA,3838600,3691000,3554600,0,0,0,13798200,344400,5077000,1457800,1066400,682500,0,0,61100,9493600,990700,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,37600,0,85800,2657300,721900,20000,2623800,3809500,10000,327100,10000,0,356300,0,0,0,0,0,2400,3600,1551100,0,363200,0,3154000,459400,27200,5000,0,16600,0,0,0,0,0,0,0,0,0,0,0,0,66800,87100,0,29200,0,0,0,210800,114300,1592900,44600,767300,0,0,0,0,0,0,1486900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWB,6383700,2387500,645000,0,0,0,2719600,0,1683900,865400,447800,900,130000,0,9493600,270500,315200,0,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271600,1185300,831600,12600,895400,3378600,20200,0,90000,0,0,0,0,0,0,0,266600,763600,2464600,0,15400,0,656200,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,135700,0,16400,559300,2328800,0,0,0,0,0,1947200,0,2065100,291700,584400,0,0,0,0,0,0,152500,2400,0,0,228600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWC,42900,2841900,2165800,0,0,0,10735100,7554000,0,14307400,0,885500,174500,0,990700,315200,8056400,1691200,0,0,178500,55200,0,11100,454200,45800,0,0,124000,0,0,107000,178400,0,152800,8955400,9666000,2793000,7684700,3068200,467500,0,0,0,0,0,0,0,0,0,161400,933200,0,0,438400,622600,0,1312400,199800,20800,0,27600,0,0,0,0,0,73600,13400,0,0,0,765000,0,0,0,0,4000,33800,0,0,710400,543400,0,0,40000,0,0,86500,383500,0,0,0,0,89100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAG,0,0,884800,0,0,3388200,1104600,11800,0,15500,0,0,1820200,0,0,0,1691200,2617200,806100,0,259900,46200,71300,8800,206900,181900,0,28000,347400,0,0,145400,224800,114800,0,19200,777200,2467900,2112300,361500,4325300,1456900,2407900,3813600,0,826800,11200,0,0,18200,6074400,12194900,0,2778300,761100,629600,0,1852100,106600,6000,0,421900,0,0,61000,0,0,113400,3695200,0,16500,24000,447100,543200,0,0,0,407700,2200,0,0,0,0,0,0,0,0,0,0,942100,0,0,0,0,5232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,156600,0,0,0,0,6658700,0,0,0,0,0,0,1346800,59100,0,51700,0,806100,0,794000,287600,653200,417000,0,0,153000,542000,126400,408400,1157600,339200,454500,621000,42200,2856100,0,1878000,0,2490900,5620800,2543300,2356300,2771500,6346600,389100,4000,581200,6144100,674000,0,328200,134700,47400,170500,289800,692200,0,2175200,0,0,157200,141500,0,0,216800,0,0,28200,413300,812200,3127200,6632000,685400,7048800,1251200,998800,82600,2453300,0,187400,431000,0,0,312500,1691200,0,150500,0,0,0,0,635200,0,2036500,2941500,0,69400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLP,0,0,0,0,0,67600,0,0,0,0,0,0,0,557400,0,0,0,0,794000,3900500,0,0,0,0,0,0,0,0,0,1684700,0,0,0,0,630400,10900,853300,0,252500,91500,4805800,1833100,1088600,2345000,67600,4900,2924300,30100,356400,0,38900,0,280400,0,14800,520100,0,0,0,0,0,411200,0,0,0,0,0,0,533000,0,6800,726500,0,224200,832700,260200,0,0,0,0,3243000,134600,0,0,0,79300,11000,0,0,0,0,174700,102400,0,0,745000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2D,0,0,4000,0,0,0,44600,0,10800,19300,0,0,323100,0,1600,0,178500,259900,287600,0,0,432100,0,0,3365800,0,0,0,374000,0,0,1456800,2578200,0,491200,0,0,248500,22400,16800,675700,210500,1292200,18900,136600,946200,20200,0,51000,185800,0,283200,110700,984000,2496800,0,5459800,0,5801200,0,0,672100,43000,0,52200,1033100,2616300,404200,3000,284400,67600,0,116800,92800,414100,0,51800,16600,4101600,0,0,17400,201800,0,208500,356900,132900,134100,2958800,0,0,586900,0,761900,282700,141800,0,28800,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L/R,2271400,231000,860300,0,0,0,127400,0,0,212200,235100,28200,3147500,0,0,0,55200,46200,653200,0,432100,0,279300,4836000,1506000,1714900,0,87600,0,0,5462000,5126600,360000,250000,244800,0,0,253800,1716700,461700,1800,0,21700,64100,0,982900,0,0,0,0,80200,1325600,0,60000,3274400,0,185500,1354400,104100,5253300,321500,502600,0,0,0,594300,7870500,588000,0,820300,0,0,17000,204600,0,504900,0,126900,920500,396000,1375200,195500,873800,530000,553400,208600,0,0,0,0,0,0,4800,152900,0,0,156600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2V,0,0,0,0,0,97800,0,0,0,0,0,0,0,0,0,0,0,71300,417000,0,0,279300,0,0,0,2423900,48800,389000,0,0,0,220900,0,1920300,232300,0,17500,0,0,0,156800,330900,608300,0,0,2469000,222600,214400,0,394800,656300,364800,0,1315800,1307300,19400,2954600,31200,0,0,4290600,0,40500,0,26500,635600,2478100,857900,340900,117800,447400,153400,208500,382400,83300,195200,0,0,0,5184700,0,0,0,0,197300,228200,4700,86100,0,3533700,0,0,0,235600,145800,0,0,0,162700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLL,0,200800,262900,0,298200,0,36400,0,0,115200,245000,79900,3800,0,0,0,11100,8800,0,0,0,4836000,0,583400,1499600,3189200,0,2801200,239400,0,6399300,82800,173100,929100,145500,0,0,196000,0,0,14000,0,225400,6792600,0,278200,0,0,0,475900,4600,4326400,0,3022300,132200,193600,0,0,4478600,3536700,3797600,8600,5677200,643100,5357400,3451400,5989200,3326100,2024300,693200,0,288000,165800,278900,23200,499600,3044400,3625400,0,101700,0,286400,313400,115300,18900,217000,89100,142000,2734700,3800200,0,0,0,43700,0,82400,164500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
