pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_tem,adult_sem,dauer_sem_1,dauer_sem_2,dauer_daf2
AIBL,AVKR,0,0,0,0,0,0,0,0,1,0,0
AIBL,BAGL,0,1,0,0,0,0,0,1,0,0,0
AIBL,PVPR,0,0,0,0,0,0,0,0,1,0,0
AIBL,RIBL,0,0,1,0,0,0,1,1,0,0,3
AIBL,RIBR,3,3,4,2,6,3,6,10,7,4,5
AIBL,RID,0,0,0,0,0,0,0,0,1,0,0
AIBL,RIGR,0,0,0,0,0,0,1,2,1,0,0
AIBL,RIML,0,0,1,1,1,1,1,0,1,1,1
AIBL,RIMR,7,7,8,9,13,17,26,23,10,11,10
AIBL,RIS,0,0,0,0,0,0,0,0,0,0,1
AIBL,RIVL,0,0,0,1,0,0,0,0,0,0,1
AIBL,RMFR,0,0,0,0,0,0,0,3,0,2,0
AIBL,SAADL,0,0,0,1,0,0,3,2,1,1,1
AIBL,SAADR,0,0,0,0,0,0,1,0,0,0,0
AIBL,SAAVL,0,0,0,0,0,1,0,2,0,0,0
AIBL,SAAVR,0,0,0,0,0,0,0,0,0,0,1
AIBL,SIADR,0,0,0,0,0,1,0,0,0,0,1
AIBL,SIAVR,0,0,0,0,0,0,0,0,1,0,0
AIBL,SIBDL,0,0,0,0,0,0,0,0,0,0,1
AIBL,SIBVL,0,0,0,0,0,0,0,1,0,0,0
AIBL,SMDDR,2,2,3,3,3,5,4,5,0,3,3
AIBL,SMDVL,0,0,0,0,0,0,0,0,0,0,1
AIBL,SMDVR,1,2,3,3,2,4,9,7,5,3,3
AIBL,URYDR,0,0,0,0,0,0,0,0,2,0,0
AIBR,ADAL,0,0,0,0,0,0,1,0,0,0,1
AIBR,AIBL,0,0,0,0,0,0,0,0,0,0,1
AIBR,AIZL,0,0,0,0,1,0,0,2,6,2,2
AIBR,AQR,0,0,0,0,0,0,1,0,0,0,0
AIBR,AUAL,0,0,0,0,0,0,0,2,0,0,0
AIBR,AVAL,0,0,0,0,0,0,0,1,0,0,1
AIBR,AVAR,0,0,0,0,1,0,2,4,2,2,1
AIBR,AVBR,1,4,5,6,4,5,8,7,5,6,6
AIBR,AVEL,1,1,0,0,1,0,0,2,3,1,1
AIBR,AVER,1,0,1,0,0,0,1,1,2,2,0
AIBR,AVKL,0,0,0,0,0,0,0,1,0,0,0
AIBR,AVKR,0,0,0,0,0,0,0,0,2,0,0
AIBR,BAGR,0,0,0,0,0,1,1,1,1,1,0
AIBR,DVA,0,0,0,0,0,1,2,1,0,0,0
AIBR,DVC,0,0,0,0,0,0,1,0,0,0,0
AIBR,FLPL,0,0,0,0,0,0,0,0,1,0,0
AIBR,IL2VL,0,0,0,0,0,0,0,0,1,0,0
AIBR,PVPL,0,1,0,0,0,0,0,0,0,0,0
AIBR,RIAL,0,0,0,0,0,0,1,1,0,0,0
AIBR,RIBL,2,3,1,7,4,5,8,10,3,4,3
AIBR,RIBR,0,1,0,1,1,1,0,1,2,0,0
AIBR,RID,0,0,0,0,0,0,0,0,1,0,0
AIBR,RIGL,0,0,1,0,0,0,0,2,1,0,1
AIBR,RIGR,0,0,0,0,0,0,0,0,1,0,0
AIBR,RIML,5,10,10,7,12,13,24,19,12,12,12
AIBR,RIMR,0,0,0,2,1,0,2,1,1,1,1
AIBR,RIVR,0,0,0,0,0,0,1,1,0,0,0
AIBR,RMED,0,0,0,0,0,0,0,0,1,0,0
AIBR,RMEV,0,0,0,1,0,0,0,0,0,0,0
AIBR,RMFL,0,0,0,0,0,0,2,1,0,1,0
AIBR,RMFR,0,0,0,0,0,1,0,0,0,0,0
AIBR,SAADL,0,0,0,0,1,0,3,2,1,0,1
AIBR,SAADR,1,0,2,1,1,1,1,1,1,0,0
AIBR,SAAVL,0,0,0,0,0,0,0,0,0,0,1
AIBR,SAAVR,0,0,0,0,0,0,2,2,0,0,2
AIBR,SIADL,1,0,0,0,0,1,1,0,1,0,1
AIBR,SIBVR,0,0,0,0,0,0,1,0,0,0,0
AIBR,SMBDL,0,0,0,0,1,0,0,0,2,0,1
AIBR,SMDDL,2,4,3,2,5,4,2,6,5,3,5
AIBR,SMDVL,1,2,1,3,3,4,9,6,3,3,1
AIML,ADAL,0,0,0,0,0,0,1,0,0,0,0
AIML,ADFL,0,0,0,0,0,0,0,0,0,0,1
AIML,AIAL,2,4,5,3,4,4,8,9,5,1,1
AIML,AIBL,0,0,0,0,0,0,0,0,5,1,0
AIML,AIMR,0,0,0,1,0,0,1,0,0,0,0
AIML,AIZL,0,0,0,0,0,0,0,2,0,0,1
AIML,ALML,0,0,0,1,1,0,1,1,2,1,0
AIML,ASGL,2,4,3,2,4,3,7,6,0,0,0
AIML,ASHL,0,0,1,0,0,0,3,0,1,0,2
AIML,ASIL,0,0,0,0,1,0,0,0,0,0,0
AIML,ASJL,2,2,0,1,0,2,1,4,2,0,0
AIML,ASKL,0,0,0,2,2,2,4,5,0,0,0
AIML,AVAL,0,0,0,0,0,0,1,0,5,7,7
AIML,AVBL,0,0,0,0,0,0,3,3,5,2,4
AIML,AVDL,0,0,0,1,1,0,0,0,6,1,2
AIML,AVDR,0,0,0,0,0,0,0,0,1,2,2
AIML,AVEL,0,0,0,0,1,0,0,0,3,2,2
AIML,AVFL,0,0,0,0,1,2,4,3,0,0,0
AIML,AVFR,0,0,0,0,3,2,3,2,0,0,1
AIML,AVHR,0,0,0,0,0,0,0,0,1,0,0
AIML,AVJL,0,0,0,0,0,0,0,1,4,1,0
AIML,AVJR,0,0,0,0,0,0,0,0,0,0,1
AIML,AWBL,0,0,0,0,0,0,2,1,0,0,0
AIML,CEPVL,0,0,0,0,0,0,1,1,0,0,0
AIML,HSNL,0,0,0,0,0,0,2,0,0,0,0
AIML,PVQL,0,0,1,0,0,0,0,0,0,0,0
AIML,PVWL,0,0,0,0,0,0,1,0,0,0,0
AIML,RID,0,0,0,0,0,0,2,0,0,0,0
AIML,RIFL,0,0,0,0,0,0,0,1,2,0,0
AIML,RMGL,0,0,0,0,0,0,0,1,0,0,2
AIML,SDQL,0,0,0,0,0,0,1,0,0,0,0
AIML,SIADR,0,0,0,0,0,0,1,0,0,1,0
AIML,SMBDR,0,0,0,0,0,0,1,0,0,0,0
AIML,SMBVL,0,0,0,0,0,0,1,1,1,1,0
AIMR,ADAR,0,0,0,0,0,0,0,2,2,0,1
AIMR,ADLR,0,0,0,0,0,0,0,0,0,1,1
AIMR,AIAL,0,0,0,1,0,0,0,0,0,0,0
AIMR,AIAR,4,5,4,2,6,8,7,10,5,5,2
AIMR,AIBR,0,0,0,0,1,0,0,0,4,4,1
AIMR,AIML,0,0,0,0,0,0,0,1,0,0,0
AIMR,AIMR,0,0,0,0,0,0,1,0,0,0,0
AIMR,AIYR,0,0,0,0,0,0,1,0,0,0,1
AIMR,AIZR,0,0,0,0,0,0,1,1,0,0,0
AIMR,ALMR,0,0,0,1,2,0,0,1,1,0,1
AIMR,ASGR,2,5,2,3,3,5,6,8,0,0,0
AIMR,ASHL,0,0,0,1,0,0,0,0,0,0,0
AIMR,ASHR,0,0,0,1,0,0,1,2,0,1,0
AIMR,ASJL,0,1,0,0,0,0,0,0,0,0,0
AIMR,ASJR,1,2,0,0,0,2,0,0,0,1,0
AIMR,ASKR,1,1,1,0,3,2,2,3,1,0,0
AIMR,AVAR,0,0,0,0,0,0,0,1,3,12,7
AIMR,AVBR,0,0,0,1,0,1,0,0,2,2,2
AIMR,AVDL,0,0,0,0,0,0,0,0,4,7,1
AIMR,AVDR,0,0,0,0,1,0,2,3,3,1,3
AIMR,AVER,0,0,0,0,0,0,0,0,2,1,0
AIMR,AVFL,0,0,0,0,1,0,1,1,0,0,1
AIMR,AVFR,0,0,0,0,1,2,2,1,1,0,0
AIMR,AVHL,0,0,0,0,0,0,0,0,0,0,1
AIMR,AVHR,0,0,0,0,0,1,0,0,0,0,0
AIMR,AVJL,0,0,0,0,0,0,0,0,2,2,0
AIMR,AVJR,0,0,0,0,0,0,1,1,0,0,2
AIMR,AWBR,0,0,0,0,0,1,0,1,1,0,0
AIMR,AWCR,1,0,0,0,0,0,0,0,0,0,0
AIMR,HSNL,0,0,0,0,0,0,1,0,0,0,0
AIMR,PVPR,0,0,0,0,0,0,0,0,0,1,0
AIMR,PVWL,0,0,0,0,0,0,1,0,0,0,0
AIMR,RICR,0,0,0,0,0,0,1,0,0,0,0
AIMR,RIFL,0,0,0,0,0,0,2,0,0,0,0
AIMR,RIFR,0,0,0,0,0,0,0,3,1,1,1
AIMR,RMGR,0,0,0,0,0,1,1,0,1,0,0
AIMR,SIADL,0,0,0,0,0,0,0,1,0,0,0
AIMR,SIBDL,0,0,0,1,2,1,0,1,0,1,0
AIMR,SMBDL,0,0,0,0,0,1,0,1,0,0,0
AIMR,SMBVR,0,0,0,0,0,0,0,0,1,0,0
AIMR,SMDDL,0,0,0,0,1,0,0,0,0,0,0
AIMR,URBR,0,0,0,0,0,0,0,0,0,0,1
AIMR,URXR,0,0,0,0,1,1,1,0,1,0,0
AIMR,URYDR,0,0,0,0,0,0,0,0,1,0,1
AIMR,URYVR,0,0,0,0,0,0,0,0,0,1,0
AINL,ADFR,0,1,0,0,0,0,0,0,0,0,0
AINL,AFDL,0,0,0,1,0,0,2,2,1,2,1
AINL,AFDR,1,1,4,4,3,4,7,7,2,4,1
AINL,AIAR,0,1,0,0,0,0,0,0,0,1,1
AINL,AIBL,0,0,0,0,0,0,1,1,1,0,0
AINL,AIBR,0,1,0,0,0,0,1,0,0,1,1
AINL,AINR,0,1,0,0,0,2,0,1,0,0,0
AINL,AIYR,0,0,0,0,0,0,0,1,0,0,0
AINL,ASEL,0,0,1,1,0,0,1,2,2,1,1
AINL,ASER,0,0,0,0,0,0,0,0,0,1,0
AINL,ASGR,0,1,0,0,0,0,0,0,0,1,0
AINL,AUAL,0,0,0,0,1,0,0,0,0,0,1
AINL,AUAR,1,3,3,3,4,3,1,3,2,1,3
AINL,AVAR,0,0,0,0,0,0,0,1,0,0,0
AINL,AVEL,0,0,0,0,0,0,0,0,1,0,1
AINL,AVER,0,0,0,0,0,0,0,0,0,0,1
AINL,BAGL,2,1,0,1,2,4,9,8,5,9,8
AINL,BAGR,0,0,0,0,1,0,0,0,2,1,0
AINL,CEPDR,0,0,0,0,0,0,0,0,0,0,1
AINL,CEPVR,0,0,0,0,1,0,1,2,0,0,2
AINL,IL2DR,0,0,0,0,0,0,0,0,0,0,1
AINL,IL2R,0,0,0,0,1,0,0,0,0,0,0
AINL,RIAR,0,0,0,0,0,0,1,0,0,0,0
AINL,RIBL,0,0,0,0,0,2,1,0,4,1,4
AINL,RIBR,1,0,1,2,3,1,4,7,5,7,10
AINL,RID,0,0,0,1,1,0,0,2,3,1,3
AINL,RIMR,0,0,0,0,1,0,3,2,1,0,0
AINL,RMFL,0,0,0,0,0,0,0,2,0,0,0
AINL,RMFR,0,0,0,0,0,0,0,0,4,5,4
AINL,URXR,0,0,0,0,0,0,1,0,0,0,0
AINR,AFDL,4,3,4,4,6,3,7,7,2,3,3
AINR,AFDR,0,1,0,0,1,2,0,1,0,0,0
AINR,AIAR,1,0,0,0,0,0,0,1,1,0,1
AINR,AIBL,1,1,0,0,0,0,0,0,0,0,0
AINR,AIBR,0,0,0,0,0,0,2,1,0,0,0
AINR,AINL,0,0,0,0,0,0,0,0,1,0,0
AINR,ASEL,0,0,0,0,0,0,0,0,2,0,0
AINR,ASER,1,1,3,0,0,1,2,1,2,2,2
AINR,ASGR,1,0,0,0,0,0,0,0,0,0,0
AINR,ASIL,0,0,0,0,0,0,0,0,1,0,0
AINR,ASJR,0,0,0,0,0,0,0,0,0,0,1
AINR,ASKR,0,0,0,0,0,0,0,0,0,0,3
AINR,AUAL,2,1,1,1,3,3,5,2,1,1,4
AINR,AUAR,0,0,0,0,0,0,1,0,0,0,0
AINR,AVAL,0,0,0,0,0,0,0,0,0,0,2
AINR,AVER,0,0,0,0,0,0,0,0,1,0,0
AINR,AWCL,0,1,0,0,0,0,0,0,1,0,2
AINR,AWCR,0,1,0,2,0,0,1,0,1,0,1
AINR,BAGL,0,0,0,1,0,2,0,1,1,1,0
AINR,BAGR,1,0,4,5,2,6,10,7,10,3,4
AINR,BWM-VL03,0,0,0,0,0,0,0,0,0,0,2
AINR,CEPVL,1,0,0,1,0,1,2,3,0,0,0
AINR,PVQR,0,0,0,0,0,0,0,0,0,0,3
AINR,RIAL,0,0,0,0,0,0,0,0,0,0,1
AINR,RIBL,1,0,0,1,2,2,8,5,4,3,5
AINR,RIBR,0,0,0,0,0,2,2,1,1,1,0
AINR,RID,0,1,1,1,0,0,1,3,0,3,1
AINR,RIML,0,0,0,0,0,0,1,0,0,0,0
AINR,RIPL,0,0,0,0,0,0,0,0,0,0,2
AINR,RMFL,0,0,0,0,0,0,0,0,6,4,2
AIYL,ADFL,2,5,2,1,0,0,0,1,0,1,0
AIYL,AFDL,0,0,0,1,0,0,1,0,0,1,1
AIYL,AIAL,0,1,0,0,0,0,0,0,0,0,0
AIYL,AIBL,0,0,0,0,0,0,0,2,0,0,0
AIYL,AIZL,5,7,6,9,12,11,10,10,13,12,5
AIYL,AIZR,0,0,1,0,0,0,1,1,2,2,0
AIYL,ASEL,0,0,1,0,0,0,0,1,0,0,1
AIYL,AUAL,0,0,0,0,0,0,0,1,0,0,1
AIYL,AUAR,0,0,0,0,0,0,0,0,0,0,1
AIYL,AVBL,0,0,0,0,0,0,0,1,0,1,0
AIYL,AWAL,0,1,0,0,2,2,0,1,1,0,1
AIYL,AWBL,0,1,1,0,0,1,0,1,0,0,0
AIYL,AWCL,0,0,0,0,0,0,0,0,0,2,0
AIYL,BAGL,0,0,0,2,0,0,0,0,0,0,0
AIYL,BAGR,1,0,0,3,1,0,0,2,0,0,0
AIYL,RIAL,2,3,2,4,5,4,6,1,4,3,3
AIYL,RIAR,0,0,0,0,0,0,0,2,2,2,0
AIYL,RIBL,2,5,2,6,3,4,4,7,4,7,4
AIYL,RIBR,0,0,0,0,0,0,0,1,0,0,1
AIYL,RIH,0,0,0,0,0,0,0,0,0,0,1
AIYL,RIML,0,0,0,0,0,0,0,1,0,1,0
AIYL,RIR,0,1,0,0,0,1,0,0,2,2,2
AIYL,SIBDL,1,0,0,0,0,0,0,0,0,0,0
AIYL,URXL,0,0,0,0,0,0,0,0,1,0,0
AIYR,ADFR,1,1,0,1,0,0,2,0,1,0,0
AIYR,AFDR,0,0,0,1,1,1,1,1,0,2,0
AIYR,AIBR,0,0,0,0,0,0,1,0,0,0,0
AIYR,AIYL,0,0,0,0,0,1,1,0,0,0,0
AIYR,AIZL,0,0,0,0,1,1,0,0,0,1,1
AIYR,AIZR,3,5,5,5,10,9,15,12,10,11,6
AIYR,ASEL,0,0,0,0,0,0,0,0,1,0,0
AIYR,ASER,0,0,0,0,0,0,4,2,2,0,0
AIYR,AUAR,1,0,0,1,0,0,0,2,2,0,0
AIYR,AVBR,0,0,0,0,0,0,0,0,1,0,0
AIYR,AWAR,0,0,0,0,0,1,1,2,1,1,0
AIYR,AWBR,0,0,1,0,1,0,0,1,0,0,0
AIYR,AWCL,0,0,0,0,0,0,1,0,1,0,0
AIYR,AWCR,0,0,0,0,0,0,0,0,1,1,0
AIYR,BAGL,1,0,1,1,1,0,1,1,2,0,0
AIYR,BAGR,0,0,0,0,1,0,0,0,0,0,0
AIYR,DVA,0,0,0,0,0,0,0,0,1,1,0
AIYR,RIAL,0,0,0,0,2,0,0,0,0,0,0
AIYR,RIAR,1,3,3,2,3,3,5,3,2,3,3
AIYR,RIBR,3,4,4,2,5,3,8,4,5,2,4
AIYR,RIH,0,0,0,0,0,0,0,0,0,2,0
AIYR,RIMR,0,0,0,0,0,0,0,0,1,0,0
AIYR,RIR,0,0,0,0,0,1,1,0,1,1,0
AIYR,RIVR,0,1,0,0,0,0,0,0,0,0,0
AIYR,SIBDR,0,1,0,0,0,0,0,0,0,0,0
AIZL,ADFL,0,0,0,3,1,2,1,0,1,1,0
AIZL,AIAL,1,2,2,2,4,3,5,12,8,6,3
AIZL,AIBL,0,0,1,1,1,6,3,11,6,5,3
AIZL,AIBR,4,7,4,11,15,11,23,27,6,10,8
AIZL,AIML,0,0,0,0,0,0,0,0,1,0,0
AIZL,AIYL,0,0,0,0,0,1,0,0,0,0,0
AIZL,AIZL,0,0,0,0,0,0,0,0,0,1,0
AIZL,AIZR,0,0,0,0,1,0,0,1,0,0,0
AIZL,ASEL,0,1,0,0,1,1,2,2,2,1,1
AIZL,ASER,1,0,0,0,0,0,0,0,0,1,0
AIZL,ASGL,0,0,0,0,0,0,0,1,1,0,0
AIZL,AUAL,0,0,0,0,1,0,0,0,0,0,0
AIZL,AVAL,0,0,0,1,0,0,0,0,0,0,0
AIZL,AVAR,0,0,0,0,0,0,0,0,0,0,1
AIZL,AVDL,0,0,0,0,0,0,0,1,0,0,0
AIZL,AVEL,0,0,0,2,1,1,5,3,1,1,0
AIZL,AVER,1,1,1,2,4,4,10,8,1,5,2
AIZL,AVHR,0,0,0,0,0,1,0,0,0,0,0
AIZL,AVKL,0,0,0,0,0,1,0,0,0,0,0
AIZL,AWAL,0,0,0,0,0,0,2,0,1,0,0
AIZL,AWBL,0,1,0,1,0,0,1,0,0,0,0
AIZL,AWCL,0,0,0,0,0,0,0,0,3,0,1
AIZL,AWCR,0,0,0,0,1,0,0,1,1,1,0
AIZL,BAGR,0,0,0,1,0,1,1,1,0,0,0
AIZL,DVA,0,0,0,0,0,0,0,1,0,1,0
AIZL,RIAL,2,4,2,9,7,8,12,9,9,12,6
AIZL,RIAR,1,0,1,0,1,1,0,3,1,1,0
AIZL,RIBL,1,1,1,1,0,0,0,0,0,0,0
AIZL,RID,0,0,0,0,0,0,0,1,0,0,0
AIZL,RIH,0,0,0,0,0,0,0,0,1,0,0
AIZL,RIML,4,7,4,9,13,8,12,20,4,4,6
AIZL,RIMR,0,0,0,0,0,1,0,0,0,0,0
AIZL,SIBDL,0,1,0,0,0,0,0,0,0,1,0
AIZL,SMBDL,2,4,4,7,5,11,11,13,7,12,4
AIZL,SMBDR,0,0,0,0,2,0,0,1,0,0,0
AIZL,SMBVL,1,4,2,10,8,11,13,13,7,10,5
AIZL,SMBVR,0,0,1,0,0,1,0,3,0,0,0
AIZL,SMDDL,0,0,0,0,0,0,0,0,1,0,1
AIZL,SMDVL,0,0,0,1,0,0,0,0,0,0,0
AIZL,URYDL,0,0,0,0,0,0,1,0,0,0,0
AIZR,ADFR,2,0,0,1,0,0,0,0,0,0,0
AIZR,AFDR,0,0,0,0,0,0,1,0,1,0,0
AIZR,AIAR,1,0,0,4,2,6,5,10,8,7,5
AIZR,AIBL,4,5,6,6,11,14,18,26,5,7,13
AIZR,AIBR,0,0,0,3,2,3,2,9,7,4,5
AIZR,AIMR,0,0,0,0,0,0,0,0,1,1,0
AIZR,AINL,0,0,0,0,0,0,0,0,1,0,0
AIZR,AIYR,0,0,0,0,1,0,0,1,0,1,0
AIZR,AIZL,0,0,0,0,0,0,0,0,1,0,0
AIZR,ASEL,0,0,0,0,0,0,0,0,1,0,0
AIZR,ASER,0,0,0,0,2,3,1,1,3,5,2
AIZR,ASGR,0,0,0,0,0,0,0,0,0,1,0
AIZR,ASHR,0,0,0,0,0,0,0,0,0,0,1
AIZR,AVAL,0,0,0,0,1,0,0,1,0,0,1
AIZR,AVEL,2,2,2,1,3,5,7,7,1,3,1
AIZR,AVER,1,0,1,0,0,1,2,2,1,0,2
AIZR,AVKL,0,0,0,0,0,0,0,0,1,0,0
AIZR,AWAR,0,0,0,0,0,1,0,1,0,1,0
AIZR,AWBR,0,0,0,0,0,1,0,2,0,3,0
AIZR,AWCL,0,0,0,0,0,0,3,0,1,0,0
AIZR,AWCR,0,0,0,0,0,0,0,2,0,1,1
AIZR,BAGL,0,0,0,0,0,0,1,1,0,0,0
AIZR,DVA,0,0,0,0,0,0,1,0,1,0,0
AIZR,RIAL,0,0,0,0,1,0,1,0,0,0,1
AIZR,RIAR,2,3,1,3,6,8,11,8,10,9,7
AIZR,RIBR,0,0,0,0,1,0,0,0,0,0,0
AIZR,RIGL,0,0,0,0,0,0,0,0,1,0,0
AIZR,RIGR,0,0,0,0,0,0,0,0,1,0,1
AIZR,RIH,0,0,0,0,0,0,0,1,0,0,1
AIZR,RIMR,3,4,4,5,7,8,12,20,4,4,10
AIZR,SMBDL,0,0,0,0,0,0,1,0,0,0,0
AIZR,SMBDR,3,2,2,6,7,8,16,8,11,10,7
AIZR,SMBVL,0,0,0,0,1,0,0,0,1,0,0
AIZR,SMBVR,4,2,2,6,9,9,15,11,15,10,8
AIZR,SMDDR,0,0,0,0,0,0,0,0,0,0,1
AIZR,SMDVR,0,0,0,2,0,0,0,0,0,0,7
ALA,ADAR,0,0,0,0,0,0,0,0,0,0,1
ALA,ADLL,0,0,0,0,0,0,1,1,3,1,2
ALA,ADLR,0,0,0,0,0,0,0,0,3,0,4
ALA,AIAL,0,0,0,0,0,0,0,0,1,1,0
ALA,AIAR,0,0,0,0,0,0,0,0,1,1,1
ALA,ASGL,0,0,0,0,0,0,0,0,0,0,1
ALA,ASIL,0,0,0,0,0,0,0,0,1,0,1
ALA,ASIR,0,0,0,0,0,0,0,0,0,0,2
ALA,ASJL,0,0,0,1,0,0,0,0,3,4,1
ALA,ASJR,0,0,0,1,1,0,0,0,1,0,0
ALA,ASKL,0,0,0,0,0,0,0,0,7,4,4
ALA,ASKR,0,0,0,0,0,0,0,0,2,3,6
ALA,AVAR,0,0,0,0,0,0,0,1,0,0,0
ALA,AVDL,0,0,0,0,0,0,0,0,1,0,1
ALA,AVEL,1,1,2,3,2,2,3,2,2,2,0
ALA,AVER,1,2,1,1,2,1,4,2,0,0,1
ALA,AVFL,0,0,0,0,0,0,0,0,2,0,0
ALA,AVFR,0,0,0,0,0,0,0,0,1,0,0
ALA,AVHL,0,0,0,0,0,0,0,0,2,0,0
ALA,AVHR,0,0,0,0,0,0,0,0,1,0,0
ALA,AVJL,0,0,0,0,0,0,0,0,3,0,1
ALA,AVJR,0,0,0,0,0,0,0,0,2,3,0
ALA,AWAR,0,0,0,0,0,0,0,0,0,0,1
ALA,AWCL,0,0,0,0,0,0,0,0,0,0,1
ALA,AWCR,0,0,0,0,0,0,0,0,0,0,4
ALA,BDUL,0,0,0,0,0,0,1,0,0,0,0
ALA,BWM-DR01,0,0,0,0,0,0,0,0,0,0,1
ALA,IL1DL,0,0,0,0,0,0,0,0,0,1,0
ALA,IL1L,1,0,0,1,0,0,0,0,0,0,1
ALA,IL1R,0,0,0,1,0,0,0,0,0,0,1
ALA,IL2DL,0,0,0,0,0,0,0,0,3,1,0
ALA,IL2DR,0,0,0,0,0,0,0,0,3,0,2
ALA,IL2L,0,0,0,1,0,0,0,0,0,1,0
ALA,IL2R,0,0,0,1,0,0,0,0,1,1,0
ALA,OLLL,0,0,0,0,0,0,0,0,0,1,0
ALA,PVQL,0,0,0,0,0,0,0,0,3,1,1
ALA,PVQR,0,0,0,0,0,0,0,0,2,2,2
ALA,PVWL,0,0,0,0,0,0,1,0,0,0,0
ALA,RIFL,0,0,0,0,0,0,0,0,1,0,0
ALA,RIPL,0,0,0,0,0,0,0,0,0,0,2
ALA,URBL,0,0,0,0,0,0,0,0,0,1,1
ALA,URBR,0,0,0,0,0,0,0,0,1,1,0
ALA,URXR,0,0,0,0,0,0,0,0,2,0,1
ALML,AIML,0,0,0,0,1,0,0,0,0,0,0
ALML,AVBL,0,0,0,0,1,1,0,0,0,0,0
ALML,AVDL,0,0,0,0,0,0,0,0,2,3,2
ALML,AVDR,0,0,0,0,0,0,0,1,0,2,0
ALML,AVEL,0,0,0,0,1,0,0,0,1,0,0
ALML,AVJL,0,0,0,0,0,0,0,0,2,0,1
ALML,AVM,0,0,0,0,0,0,0,1,2,0,0
ALML,BDUL,1,1,2,3,3,4,10,9,1,2,2
ALML,CEPDL,0,1,0,1,3,3,1,4,1,1,1
ALML,CEPVL,0,0,2,2,2,3,5,4,2,2,1
ALML,IL2L,0,0,0,0,1,0,0,0,0,0,0
ALML,PVCL,0,0,0,0,0,4,5,10,1,2,1
ALML,PVCR,0,0,0,1,0,0,0,0,0,0,0
ALML,PVR,1,0,1,0,1,0,1,0,0,0,0
ALML,PVWL,0,0,0,0,0,0,2,1,0,1,0
ALML,RID,0,0,0,0,1,0,0,1,1,1,0
ALML,RIFL,0,0,0,0,0,1,0,1,0,0,0
ALML,RIPL,0,0,0,0,0,0,0,0,0,1,0
ALML,RMDDR,0,0,0,0,0,0,1,0,0,0,0
ALML,RMGL,0,0,0,0,1,0,0,0,0,0,0
ALML,SDQL,0,0,0,0,1,2,0,0,1,1,0
ALML,SIBDR,0,0,0,0,0,0,0,0,0,1,0
ALML,SMBDR,0,0,0,0,0,0,1,0,0,0,0
ALML,URBL,0,0,1,0,0,0,0,0,0,0,0
ALML,URXL,0,0,0,0,0,0,0,0,1,0,0
ALMR,ADAR,0,0,0,0,1,0,0,0,0,1,0
ALMR,ADER,0,0,0,0,0,0,0,2,0,0,0
ALMR,AINR,0,0,0,0,0,0,0,0,0,1,0
ALMR,ALNR,0,0,0,0,0,0,1,0,0,0,0
ALMR,AVBR,0,0,0,1,0,0,1,0,0,0,0
ALMR,AVDL,0,0,0,0,0,3,1,2,0,1,1
ALMR,AVDR,0,0,0,0,0,0,0,2,0,2,0
ALMR,AVFL,0,0,0,0,1,0,0,0,0,0,0
ALMR,AVJL,0,0,0,0,0,0,0,0,0,0,3
ALMR,AVJR,0,0,0,0,0,0,0,0,1,1,0
ALMR,AVM,0,0,0,0,0,0,0,0,1,0,0
ALMR,BDUR,1,1,2,3,6,7,6,6,2,1,0
ALMR,CEPDR,1,2,1,1,2,2,4,4,2,1,4
ALMR,CEPVR,0,0,1,3,3,3,4,5,4,2,1
ALMR,PVCL,0,0,0,1,0,1,0,0,0,0,0
ALMR,PVCR,0,0,0,0,2,4,7,7,2,2,0
ALMR,PVR,1,0,1,0,0,0,1,0,0,0,0
ALMR,PVWL,0,0,0,0,0,0,0,1,0,0,0
ALMR,RIFR,0,1,0,2,1,1,0,1,0,0,0
ALMR,SDQR,0,0,0,0,1,2,1,0,0,0,0
ALNL,ADEL,0,0,0,0,0,0,0,1,1,0,0
ALNL,AVAR,0,0,0,0,0,1,0,0,0,0,0
ALNL,RIAL,0,0,0,0,1,0,1,0,2,0,0
ALNL,RIVR,0,0,0,0,0,0,2,1,0,1,0
ALNL,RMDL,0,0,0,0,0,0,0,0,0,1,0
ALNL,RMGL,0,0,0,0,0,0,2,0,1,1,0
ALNL,SAADL,0,0,0,0,0,0,0,0,1,2,0
ALNL,SAAVL,0,0,0,0,1,5,9,10,7,5,0
ALNL,SIBDR,0,0,0,0,0,0,0,0,1,0,0
ALNL,SMBDR,0,0,0,0,1,3,4,4,2,4,0
ALNL,SMDDR,0,0,0,0,0,0,0,0,3,0,0
ALNL,SMDVL,0,0,0,0,0,0,0,1,0,0,0
ALNL,SMDVR,0,0,0,0,0,0,1,1,1,1,0
ALNR,AVAL,0,0,0,0,0,1,0,2,1,0,1
ALNR,AVKL,0,0,0,0,0,0,0,0,0,1,0
ALNR,BWM-DR04,0,0,0,0,0,0,0,1,0,0,0
ALNR,BWM-DR06,0,0,0,0,0,0,1,0,0,0,0
ALNR,RIAR,0,0,0,0,0,0,0,1,0,0,0
ALNR,RICL,0,0,0,0,0,0,0,0,0,0,1
ALNR,RIGR,0,0,0,0,0,0,1,0,0,0,0
ALNR,RIML,0,0,0,0,0,0,0,0,1,1,0
ALNR,RIVL,0,0,0,0,0,1,2,0,0,0,1
ALNR,RMDVR,0,0,0,0,0,0,0,0,1,0,1
ALNR,RMFL,0,0,0,0,0,0,0,0,1,1,0
