pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_tem,adult_sem,dauer_sem_1,dauer_sem_2,dauer_daf2
AQR,AIB,0,0,0,1,0,0,1,1,0,0,0
AQR,ASH,0,0,0,0,0,0,0,0,1,0,1
AQR,AUA,0,0,0,0,0,0,0,1,0,0,0
AQR,AVA,0,0,0,4,12,11,8,12,10,11,9
AQR,AVB,0,0,0,3,13,6,11,5,8,5,6
AQR,AVD,0,0,0,2,1,1,2,3,0,0,6
AQR,AVH,0,0,0,0,0,0,1,0,0,0,0
AQR,AVJ,0,0,0,0,0,0,0,0,2,0,0
AQR,BAG,0,0,0,0,3,5,8,11,2,0,6
AQR,BDU,0,0,0,0,0,0,0,0,1,0,0
AQR,DVA,0,0,0,0,0,1,2,0,1,2,0
AQR,FLP,0,0,0,0,0,0,0,1,0,0,0
AQR,IL1V,0,0,0,0,0,0,0,1,0,0,0
AQR,PVC,0,0,0,2,6,4,6,10,7,8,0
AQR,PVP,0,0,0,0,1,1,0,3,0,1,0
AQR,PVW,0,0,0,0,0,0,0,0,2,0,0
AQR,RIA,0,0,0,1,2,5,10,17,1,0,1
AQR,RIB,0,0,0,0,1,0,0,0,0,0,2
AQR,RIC,0,0,0,0,0,0,0,0,0,0,1
AQR,RIG,0,0,0,0,2,0,0,0,0,0,7
AQR,RIR,0,0,0,1,1,1,3,9,0,0,0
AQR,SAAV,0,0,0,0,0,0,0,0,0,0,1
AQR,SDQ,0,0,0,0,0,0,1,0,0,0,0
AQR,SIBV,0,0,0,0,0,0,0,0,0,0,1
ASE,ADA,0,0,0,0,0,0,0,0,1,3,1
ASE,ADF,0,0,0,0,0,0,0,0,1,1,1
ASE,ADL,0,0,1,0,0,0,2,2,1,2,0
ASE,AFD,1,1,1,3,6,5,8,8,10,6,8
ASE,AIA,0,1,0,1,4,6,5,2,9,8,5
ASE,AIB,14,14,18,18,26,22,40,37,26,25,20
ASE,AIM,0,0,0,0,0,0,0,0,1,0,0
ASE,AIN,0,0,0,0,1,0,1,1,3,0,0
ASE,AIY,19,15,18,21,38,32,47,49,37,35,36
ASE,AIZ,1,1,0,1,4,1,1,1,13,6,6
ASE,ASE,0,0,0,1,1,1,2,0,2,1,2
ASE,ASG,0,0,0,0,0,0,0,2,1,0,0
ASE,ASH,0,0,0,0,0,0,0,0,0,1,1
ASE,ASI,1,0,0,0,0,0,1,1,1,0,0
ASE,ASJ,0,0,0,0,0,0,0,0,1,0,0
ASE,ASK,0,0,0,0,0,0,0,0,2,1,0
ASE,AUA,0,0,0,0,0,0,0,0,1,0,0
ASE,AWA,0,0,1,0,0,0,2,1,3,1,3
ASE,AWC,3,4,4,7,13,5,11,15,12,3,4
ASE,BAG,0,0,2,0,1,0,1,2,1,0,0
ASE,DVA,0,0,0,0,0,0,0,0,0,0,2
ASE,HSN,0,0,0,0,0,0,1,0,0,0,0
ASE,PVQ,0,0,0,0,0,0,1,0,0,0,0
ASE,RIA,0,0,0,0,0,0,5,1,4,0,1
ASE,RIP,0,0,0,0,0,0,0,0,0,0,1
ASE,RIR,0,0,0,0,0,0,0,0,15,9,7
ASE,URX,0,0,0,0,0,0,0,0,0,0,1
ASG,AIA,7,7,9,13,17,13,29,19,2,1,0
ASG,AIB,0,1,1,1,2,6,7,4,0,0,0
ASG,AIM,3,3,3,3,2,0,2,3,3,0,0
ASG,AIZ,0,0,0,0,0,0,0,1,0,0,0
ASG,ASE,0,1,0,0,1,0,0,0,0,0,0
ASG,ASI,0,0,0,0,0,0,0,0,21,19,12
ASG,ASJ,1,0,0,0,0,0,1,1,0,0,0
ASG,ASK,0,0,0,0,0,0,0,0,1,0,0
ASG,AVF,0,0,0,0,0,0,0,0,0,0,1
ASG,AWC,0,0,2,0,0,0,1,0,1,0,0
ASG,CEPV,0,0,0,0,0,0,0,1,0,0,0
ASH,ADA,2,2,3,4,5,5,6,5,4,4,1
ASH,ADF,0,1,2,0,6,4,4,1,2,1,6
ASH,ADL,0,0,0,0,2,0,3,7,1,0,1
ASH,AIA,4,7,7,10,16,20,28,25,13,17,15
ASH,AIB,3,7,6,3,11,15,14,14,5,5,5
ASH,AIM,0,0,0,0,0,0,0,1,3,0,2
ASH,AIY,0,0,0,0,0,0,2,1,1,0,0
ASH,AIZ,0,1,0,0,0,0,0,1,1,0,0
ASH,ALM,0,0,1,0,0,0,0,0,0,0,0
ASH,AQR,0,0,0,0,0,0,0,0,0,0,1
ASH,ASE,0,0,1,0,0,0,0,0,0,0,0
ASH,ASH,0,0,0,0,0,0,1,0,1,0,2
ASH,ASJ,0,0,0,0,0,0,0,0,0,0,1
ASH,ASK,0,1,2,3,1,0,1,0,0,0,1
ASH,AVA,0,1,4,17,5,12,14,36,12,20,15
ASH,AVB,3,2,4,10,13,13,23,22,3,1,2
ASH,AVD,2,2,6,8,13,15,22,24,14,22,20
ASH,AVE,0,0,0,0,2,1,1,4,0,1,0
ASH,AVF,0,0,0,0,0,0,2,0,0,0,4
ASH,AVH,1,0,0,1,2,0,4,3,0,1,0
ASH,AVJ,0,2,2,0,1,1,5,2,15,12,24
ASH,AWA,0,1,2,3,2,0,1,2,1,4,0
ASH,AWB,0,0,0,0,2,1,4,3,5,0,4
ASH,BDU,0,0,0,0,0,0,0,0,8,5,4
ASH,HSN,0,0,0,0,0,0,7,5,0,0,0
ASH,IL2D,0,0,0,0,0,0,0,0,2,0,0
ASH,PVC,0,0,0,1,0,0,0,2,0,0,0
ASH,PVQ,0,1,0,1,0,0,0,2,0,0,0
ASH,PVW,0,0,0,0,0,0,4,0,1,0,2
ASH,RIA,0,2,3,4,5,4,3,2,1,0,1
ASH,RIF,0,1,0,0,1,0,1,1,8,3,1
ASH,RIM,0,0,1,0,3,3,0,1,0,0,1
ASH,RIP,0,0,0,0,0,0,0,0,0,4,1
ASH,RIR,0,0,0,0,0,0,0,0,1,1,1
ASH,RMG,0,0,0,0,0,1,0,4,0,0,0
ASH,SIBV,0,0,1,0,0,0,0,0,0,0,0
ASH,SMBD,1,0,1,0,1,0,0,0,0,0,0
ASH,SMBV,1,1,0,1,0,0,0,1,0,0,0
ASH,URX,0,0,0,1,1,0,0,2,0,0,0
ASH,URYD,0,0,0,0,0,0,0,0,1,0,0
ASI,ADL,0,1,0,0,0,0,0,0,2,0,1
ASI,AFD,0,0,0,0,2,1,1,1,0,0,0
ASI,AIA,1,0,2,1,4,5,12,11,8,5,4
ASI,AIB,2,0,0,1,2,4,12,13,0,0,0
ASI,AIN,1,0,0,0,0,0,0,0,3,2,7
ASI,AIY,0,0,0,0,2,1,1,2,0,0,0
ASI,ALA,0,0,0,0,0,0,0,0,1,0,0
ASI,ASE,1,0,1,0,1,0,0,1,2,2,2
ASI,ASG,0,0,1,1,1,3,5,8,33,32,5
ASI,ASH,0,0,0,0,0,0,0,1,0,0,0
ASI,ASK,0,0,0,0,0,2,2,1,1,0,0
ASI,AVA,0,0,0,0,0,1,0,0,0,0,0
ASI,AVF,0,0,0,0,0,0,0,0,0,0,1
ASI,AVJ,0,0,0,0,0,0,0,0,3,0,0
ASI,AWA,0,0,0,0,0,0,3,1,0,0,0
ASI,AWB,0,0,0,0,0,0,0,1,0,0,0
ASI,AWC,4,4,4,10,11,15,34,28,9,5,11
ASI,BAG,1,0,0,0,0,2,1,0,0,0,0
ASI,CEPV,0,0,0,0,0,1,0,1,0,0,0
ASI,IL1L/R,0,0,0,0,0,1,0,0,0,1,1
ASI,RIA,0,0,0,0,0,2,2,0,1,1,1
ASI,RIH,0,0,0,0,0,0,0,0,0,1,0
ASI,SAAV,0,0,0,0,0,0,0,0,1,0,0
ASI,SMDV,0,0,0,0,0,0,0,0,0,0,2
ASJ,ADL,0,0,0,0,0,0,0,0,0,0,1
ASJ,AIA,1,0,1,0,1,0,1,1,0,0,0
ASJ,AIM,0,0,1,0,0,0,0,0,2,1,5
ASJ,AIN,0,0,0,0,0,0,0,1,0,0,2
ASJ,ALA,0,0,0,0,0,0,0,2,1,0,1
ASJ,ASG,0,0,0,0,0,0,1,0,1,1,3
ASJ,ASH,0,0,0,0,0,0,0,0,0,0,1
ASJ,ASJ,0,0,0,0,0,0,0,0,1,0,0
ASJ,ASK,1,4,6,6,9,5,11,8,8,3,13
ASJ,AVA,0,0,0,0,0,0,0,0,0,0,1
ASJ,AVF,0,0,0,0,1,0,0,0,5,3,2
ASJ,AWA,0,0,2,0,0,0,0,0,0,1,1
ASJ,BDU,0,0,0,0,0,0,0,0,0,0,2
ASJ,CEPV,0,0,0,0,0,0,0,0,0,0,1
ASJ,HSN,0,0,0,0,0,0,2,0,0,0,0
ASJ,PVQ,5,10,10,15,16,16,24,27,18,18,19
ASJ,PVW,0,0,0,0,0,0,1,0,0,0,0
ASJ,RIP,0,0,0,0,0,0,0,0,1,2,0
ASJ,SMBV,0,0,0,0,0,0,0,0,0,1,1
ASK,ADA,0,0,1,0,0,0,0,1,1,2,2
ASK,ADL,0,0,0,0,0,1,4,4,0,4,2
ASK,AIA,5,11,12,14,22,30,42,56,21,18,13
ASK,AIB,0,0,0,4,0,6,15,12,2,0,3
ASK,AIM,0,0,1,0,4,10,12,14,12,10,10
ASK,AIN,0,0,0,1,0,0,2,1,2,0,4
ASK,ALA,0,0,0,0,0,0,0,0,10,9,6
ASK,ASE,0,0,0,0,0,0,0,2,1,0,0
ASK,ASG,0,0,0,0,0,0,1,1,0,1,1
ASK,ASH,0,0,0,0,1,0,1,0,0,0,1
ASK,ASI,0,0,0,0,0,0,1,1,0,1,0
ASK,ASJ,0,1,0,0,0,1,0,0,2,1,2
ASK,ASK,0,0,0,0,1,0,0,1,0,0,2
ASK,AVD,0,0,0,0,0,0,1,0,0,0,0
ASK,AVF,0,0,0,0,0,0,0,2,0,0,0
ASK,AVH,0,0,0,0,0,0,0,0,0,0,1
ASK,AVJ,0,0,0,0,0,0,1,0,5,6,3
ASK,AWB,0,0,0,0,0,0,0,1,0,0,0
ASK,AWC,0,0,0,0,0,0,0,0,0,1,0
ASK,HSN,0,0,0,0,0,0,3,3,0,0,0
ASK,PVQ,0,0,0,1,0,0,0,2,0,0,1
ASK,PVW,0,0,0,0,0,0,1,0,0,0,0
ASK,RIF,0,1,0,0,0,0,0,0,0,0,0
ASK,RIP,0,0,0,0,0,0,0,0,1,1,3
ASK,RMG,0,0,0,0,0,0,1,0,0,0,0
ASK,SIBD,0,0,0,0,0,0,0,1,0,0,0
ASK,SMDD,0,0,0,0,0,0,0,1,0,0,0
AUA,ADF,0,0,0,0,0,0,0,2,1,0,0
AUA,AIB,0,0,0,0,0,0,0,0,0,0,1
AUA,AIN,0,0,0,0,0,0,0,3,0,1,1
AUA,AIZ,0,0,0,0,0,0,0,0,0,0,1
AUA,AVA,0,2,4,3,6,7,11,15,8,4,2
AUA,AVD,0,0,0,0,1,2,2,0,2,1,1
AUA,AVE,2,4,6,9,4,6,21,20,4,4,12
AUA,BAG,0,0,0,0,0,0,1,0,3,1,2
AUA,DVA,0,0,0,0,1,1,0,3,2,0,0
AUA,RIA,3,5,12,13,13,14,32,38,22,16,21
AUA,RIB,5,8,14,20,13,16,43,33,26,18,28
AUA,RID,0,0,0,0,0,0,0,0,0,0,1
AUA,RIH,0,0,0,0,0,0,0,0,0,0,1
AUA,RIR,0,0,0,0,0,0,0,1,0,0,0
AUA,RIV,0,0,0,0,0,0,0,0,0,1,0
AUA,SAAV,0,0,0,0,0,0,1,0,0,0,0
AUA,URX,1,0,5,2,3,0,3,5,3,1,3
AUA,URYV,0,0,0,1,0,0,0,0,0,0,0
AVA,ADE,0,0,0,0,0,0,0,0,0,1,0
AVA,AIB,0,0,0,0,0,0,0,0,1,1,0
AVA,AVA,0,0,0,0,0,0,0,0,0,1,0
AVA,AVB,0,0,0,0,0,0,0,0,0,2,0
AVA,AVK,0,0,0,0,0,0,0,0,0,1,0
AVA,FLP,0,0,0,0,0,0,0,0,0,1,0
AVA,RIG,0,0,0,0,0,0,0,0,0,1,0
AVA,RIM,0,0,0,0,0,0,0,0,0,1,0
AVA,SMDD,0,0,0,0,0,0,0,0,1,0,0
AVA,SMDV,0,0,0,0,0,0,0,0,1,0,0
AVB,AIY,0,0,0,0,0,0,0,0,0,0,1
AVB,AQR,0,0,0,0,0,0,0,0,0,0,1
AVB,AVA,0,0,0,0,0,0,0,0,0,2,1
AVB,AVJ,0,0,0,0,0,0,0,0,0,2,0
AVB,PVC,0,0,0,0,0,0,0,0,0,2,0
AVB,RIG,0,0,0,0,0,0,0,0,0,0,1
AVB,RIS,0,0,0,0,0,0,0,0,0,1,1
AVB,RMG,0,0,0,0,0,0,0,0,0,1,0
AVF,ADA,0,0,0,0,0,0,1,0,1,4,1
AVF,ADE,0,0,0,0,0,0,0,0,0,2,0
AVF,ADF,0,0,0,0,0,0,0,0,0,1,0
AVF,ADL,0,0,0,0,0,0,0,0,2,1,0
AVF,AIA,0,0,0,0,0,0,0,1,1,3,0
AVF,AIM,0,0,0,0,0,0,1,1,4,2,0
AVF,AIY,0,0,0,0,0,0,0,0,0,0,1
AVF,ALA,0,0,0,0,0,0,0,0,1,0,0
AVF,ALM,0,0,0,0,2,0,0,0,0,0,0
AVF,ALN,0,0,0,0,0,0,0,0,1,0,0
AVF,AQR,0,0,0,0,0,0,1,0,0,0,0
AVF,ASH,0,0,0,0,1,0,0,0,0,2,1
AVF,ASJ,0,0,0,0,0,0,0,2,2,2,0
AVF,ASK,0,0,0,0,0,0,0,1,1,1,0
AVF,AVA,0,0,0,0,0,0,0,1,0,0,1
AVF,AVB,0,0,0,0,2,3,6,5,0,0,8
AVF,AVE,0,0,0,0,0,0,1,0,1,0,0
AVF,AVF,0,0,0,0,3,2,3,7,7,2,0
AVF,AVH,0,0,0,0,0,0,0,1,3,1,1
AVF,AVJ,0,0,0,0,0,0,2,1,1,1,3
AVF,AVK,0,0,0,0,0,0,0,1,0,2,0
AVF,AVM,0,0,0,0,0,0,1,0,0,0,0
AVF,AWA,0,0,0,0,0,0,1,0,0,0,0
AVF,AWB,0,0,0,0,0,0,1,0,2,1,0
AVF,BAG,0,0,0,0,0,0,0,0,0,0,1
AVF,BDU,0,0,0,0,1,0,2,4,2,1,0
AVF,CEPD,0,0,0,0,0,0,0,0,1,1,0
AVF,CEPV,0,0,0,0,0,0,0,0,1,1,0
AVF,DVA,0,0,0,0,0,0,3,1,0,0,0
AVF,HSN,0,0,0,0,0,0,4,9,0,0,0
AVF,IL1D,0,0,0,0,0,0,0,0,3,0,0
AVF,IL1L/R,0,0,0,0,0,0,0,0,1,0,0
AVF,IL2D,0,0,0,0,0,0,0,0,1,0,0
AVF,IL2L/R,0,0,0,0,0,0,0,0,2,2,0
AVF,PVQ,0,0,0,0,8,0,1,4,2,2,0
AVF,PVW,0,0,0,0,0,0,6,2,2,0,0
AVF,RIB,0,0,0,0,0,0,0,0,0,0,1
AVF,RID,0,0,0,0,0,0,0,1,0,0,0
AVF,RIF,0,0,0,0,1,0,2,5,3,3,1
AVF,RIP,0,0,0,0,0,0,0,0,4,1,0
AVF,RMG,0,0,0,0,1,0,0,0,8,6,1
AVF,SIAV,0,0,0,0,0,0,1,0,0,0,0
AVF,SIBD,0,0,0,0,0,0,0,0,0,0,1
AVF,SMBV,0,0,0,0,0,0,0,1,1,2,1
AVF,SMDD,0,0,0,0,0,0,0,0,1,0,0
AVF,SMDV,0,0,0,0,0,0,1,0,0,0,0
AVF,URAD,0,0,0,0,0,0,0,1,1,1,0
AVF,URB,0,0,0,0,0,0,0,0,0,1,0
AVF,URX,0,0,0,0,0,0,0,0,0,3,0
AVH,ADA,0,1,0,1,1,0,0,0,4,0,0
AVH,ADF,1,2,4,5,7,5,3,6,3,3,1
AVH,ADL,1,1,0,1,1,1,1,1,0,0,0
AVH,AFD,0,0,1,0,0,0,0,0,0,0,0
AVH,AIA,0,0,0,1,0,1,1,0,0,0,0
AVH,AIB,0,0,0,0,0,0,1,0,1,0,0
AVH,AIM,0,0,0,0,1,0,0,0,1,1,1
AVH,AIN,0,0,0,0,0,0,1,2,0,0,1
AVH,AIZ,1,2,3,4,3,1,0,0,0,0,0
AVH,ALA,0,0,0,0,0,0,0,0,2,1,1
AVH,AQR,0,0,0,0,0,1,2,0,1,1,1
AVH,ASE,0,1,0,0,2,0,0,0,0,0,0
AVH,ASH,0,1,1,2,0,1,2,1,0,1,0
AVH,ASJ,0,0,0,0,0,0,0,0,1,1,0
AVH,AVA,0,1,0,1,0,1,3,1,4,2,2
AVH,AVB,0,1,0,0,3,0,1,5,11,7,12
AVH,AVD,0,0,0,0,0,0,0,0,0,0,1
AVH,AVE,0,0,0,0,0,0,0,0,1,0,0
AVH,AVF,0,0,0,0,1,0,0,0,3,1,3
AVH,AVH,0,0,0,1,0,0,1,0,0,0,1
AVH,AVJ,0,0,0,1,2,0,2,4,11,10,9
AVH,AVM,0,0,0,0,0,0,1,0,0,1,0
AVH,AWA,0,0,1,0,0,0,0,0,0,0,0
AVH,AWB,0,3,3,8,11,1,5,6,1,1,0
AVH,BAG,0,0,0,0,0,0,1,0,0,0,1
AVH,BDU,1,0,0,0,1,0,1,0,1,0,0
AVH,CEPD,0,0,0,0,0,0,0,0,1,0,0
AVH,DVA,1,0,1,1,2,2,5,1,1,3,2
AVH,FLP,0,0,0,0,0,0,0,0,1,0,0
AVH,IL2D,0,0,0,0,0,0,0,0,1,1,1
AVH,IL2L/R,0,0,0,0,0,0,0,0,0,1,1
AVH,OLQD,0,0,0,0,0,0,0,0,0,0,1
AVH,OLQV,0,0,1,0,0,0,0,0,0,0,0
AVH,PVC,0,0,0,0,0,0,2,1,4,1,2
AVH,PVP,0,1,1,1,3,2,7,5,4,2,3
AVH,RIC,0,0,0,0,0,0,0,0,1,1,1
AVH,RID,0,0,0,0,0,0,0,0,0,0,1
AVH,RIF,1,0,0,1,1,0,1,0,4,2,1
AVH,RIG,0,1,0,0,0,0,0,1,0,2,3
AVH,RIM,0,0,0,0,1,1,1,1,4,2,0
AVH,RIP,0,0,0,0,0,0,0,0,3,4,3
AVH,RIR,0,0,3,1,3,6,7,13,3,5,4
AVH,RIV,0,0,0,0,0,0,3,0,0,1,1
AVH,RMF,0,0,0,0,0,0,0,1,0,0,0
AVH,RMG,0,0,0,0,0,0,0,0,0,1,0
AVH,SAAD,0,0,0,0,0,0,0,0,1,0,0
AVH,SDQ,0,0,0,0,0,0,0,0,1,0,0
AVH,SIAV,0,0,0,0,1,0,1,0,0,0,0
AVH,SIBD,0,0,0,0,0,0,0,0,1,0,0
AVH,SMBD,0,0,0,0,1,0,2,3,0,0,0
AVH,SMBV,0,1,0,3,3,2,4,7,3,3,0
AVH,SMDD,0,0,0,0,0,0,0,0,0,1,0
AVH,SMDV,0,0,0,0,0,0,2,1,0,0,0
AVH,URAD,0,0,0,0,0,0,0,0,1,1,1
AVH,URX,0,0,1,1,2,5,2,1,5,5,2
AVH,URYD,0,0,0,0,0,0,0,0,0,0,1
AVH,URYV,0,0,0,0,0,0,0,0,0,0,1
AVJ,ADA,0,0,0,0,0,0,1,0,2,3,1
AVJ,ADE,0,0,0,0,0,0,0,0,0,1,0
AVJ,ADL,0,0,0,0,0,0,0,0,2,1,1
AVJ,AIM,0,0,0,0,0,0,0,0,1,0,1
AVJ,AIY,0,1,2,0,0,0,0,1,2,0,0
AVJ,ALA,0,0,0,0,0,0,0,0,0,0,1
AVJ,ALM,0,0,0,0,0,0,0,0,1,1,0
AVJ,AQR,0,0,0,0,0,0,0,1,1,0,0
AVJ,ASE,0,0,0,0,0,0,0,0,1,0,0
AVJ,ASH,0,1,0,0,1,0,0,0,0,1,3
AVJ,ASK,0,0,0,0,0,0,0,1,0,0,0
AVJ,AVA,0,0,0,0,0,0,1,1,7,11,7
AVJ,AVB,1,0,2,4,7,6,11,7,22,19,15
AVJ,AVD,1,0,0,1,0,1,0,1,6,12,5
AVJ,AVE,0,1,0,0,0,0,0,0,1,0,1
AVJ,AVF,0,0,0,0,0,0,0,0,0,0,1
AVJ,AVH,0,1,0,0,0,0,0,0,3,1,3
AVJ,AVJ,0,0,1,0,0,0,0,0,0,0,0
AVJ,AVM,0,0,0,0,0,1,2,2,2,5,0
AVJ,AWA,0,0,0,0,0,0,0,0,2,0,0
AVJ,BDU,0,0,0,1,0,0,0,0,1,0,0
AVJ,FLP,0,0,0,1,0,2,0,0,0,0,0
AVJ,IL2D,0,0,0,0,0,0,0,0,0,0,1
AVJ,PVC,2,1,0,3,4,4,8,4,10,6,1
AVJ,PVP,0,0,0,0,0,0,0,1,0,0,0
AVJ,PVR,0,0,0,0,0,0,0,0,0,0,2
AVJ,PVW,0,0,0,0,0,0,0,1,0,1,1
AVJ,RIC,0,0,0,0,0,0,0,0,1,0,0
AVJ,RID,0,0,0,0,0,0,2,0,0,0,1
AVJ,RIF,0,2,0,2,2,0,0,0,1,0,2
AVJ,RIM,0,0,0,0,0,0,0,1,0,1,0
AVJ,RIP,0,0,0,0,0,0,0,0,4,1,1
AVJ,RIS,0,0,0,0,2,4,1,1,2,2,0
AVJ,RIV,0,0,0,0,0,0,0,0,1,0,0
AVJ,SIBV,0,0,0,0,0,0,0,0,0,0,1
AVJ,SMBV,0,1,1,0,0,0,0,0,0,0,0
AVJ,URB,0,0,0,0,0,0,0,0,0,1,0
AVJ,URX,0,0,0,0,0,0,0,0,1,0,0
AVJ,URYD,0,0,0,0,0,0,0,0,1,0,0
AVJ,URYV,0,0,0,0,0,0,0,0,0,0,1
AVK,AIB,1,2,0,2,2,0,3,0,5,2,5
AVK,ALN,0,0,0,0,0,1,0,0,0,1,0
AVK,AVA,0,0,0,0,0,0,0,0,1,0,0
AVK,AVB,0,0,0,0,0,0,1,0,0,0,0
AVK,AVE,4,3,5,5,7,4,8,7,5,4,2
AVK,AVK,0,1,0,2,1,0,0,4,4,4,6
AVK,AVL,0,0,0,0,1,0,3,1,0,0,0
AVK,CEPV,0,0,0,0,0,0,0,0,0,0,1
AVK,DVA,0,0,0,0,0,0,0,0,1,0,0
AVK,DVC,1,0,0,0,0,0,2,0,2,1,0
AVK,OLL,0,0,0,0,0,0,0,0,0,0,2
AVK,PVP,1,0,0,0,1,1,0,0,0,0,0
AVK,PVT,0,0,0,0,1,0,0,0,4,0,0
AVK,RIC,0,0,0,0,0,1,0,0,5,0,3
AVK,RIG,2,0,1,0,2,1,5,0,3,4,3
AVK,RIM,5,8,8,7,10,9,14,14,13,7,12
AVK,RIS,0,0,2,3,2,0,6,11,6,3,2
AVK,RIV,0,1,0,0,0,1,3,3,1,2,2
AVK,RMDL/R,1,3,3,2,5,3,6,12,13,5,2
AVK,RMF,0,0,0,0,0,0,2,2,8,2,1
AVK,RMG,1,2,1,2,2,0,0,0,2,0,0
AVK,SAAD,0,4,2,2,7,2,4,4,4,0,1
AVK,SAAV,1,3,2,1,1,2,3,2,2,0,0
AVK,SDQ,0,0,0,0,0,0,0,0,1,1,0
AVK,SIAD,0,0,0,1,1,0,0,2,3,3,1
AVK,SIAV,0,0,0,0,0,0,0,0,0,4,0
AVK,SIBD,0,0,0,0,0,0,0,1,0,0,0
AVK,SMBD,0,0,0,0,0,0,1,1,0,2,1
AVK,SMBV,1,0,0,0,0,0,0,0,0,1,0
AVK,SMDD,0,0,0,0,0,1,2,3,5,4,3
AVK,SMDV,0,0,1,1,0,2,4,2,5,2,3
AVL,BAG,0,0,1,0,0,0,0,0,0,0,0
AVL,OLL,0,0,0,0,0,0,0,0,1,0,0
AVL,PVT,0,0,0,0,0,0,1,1,0,1,0
AVL,RIB,0,0,0,0,0,0,0,1,0,0,0
AVL,RIS,0,0,1,2,2,0,1,1,0,0,1
AVL,RMEL/R,0,1,2,2,2,0,1,1,1,1,1
AVL,URYV,0,0,0,0,0,0,0,1,0,0,0
AVM,ADA,0,0,0,0,0,1,0,0,0,0,0
AVM,ADE,0,0,0,0,1,2,0,0,0,0,0
AVM,ALM,0,0,0,0,0,0,0,2,2,0,0
AVM,ASH,0,0,0,0,0,0,0,0,1,0,0
AVM,AVB,0,0,0,0,6,10,14,13,17,17,2
AVM,AVD,0,0,0,0,3,1,3,1,2,4,0
AVM,AVE,0,0,0,0,0,1,0,0,0,0,0
AVM,AVH,0,0,0,0,1,0,0,0,0,0,0
AVM,AVJ,0,0,0,0,1,4,5,6,1,5,1
AVM,BDU,0,0,0,0,1,2,6,5,0,0,1
AVM,CEPV,0,0,0,0,0,0,0,0,1,0,1
AVM,FLP,0,0,0,0,0,0,0,1,1,0,0
AVM,PVC,0,0,0,0,2,6,13,16,19,15,2
AVM,PVP,0,0,0,0,1,0,0,0,0,1,0
AVM,PVR,0,0,0,0,3,0,0,0,0,0,0
AVM,PVW,0,0,0,0,0,0,1,1,2,0,0
AVM,RIC,0,0,0,0,0,0,0,0,1,0,0
AVM,RID,0,0,0,0,0,0,0,0,1,0,0
AVM,RIF,0,0,0,0,0,0,0,0,1,0,0
AVM,RIM,0,0,0,0,0,0,0,0,2,0,0
AVM,RIS,0,0,0,0,2,1,0,0,0,0,0
AVM,SIBV,0,0,0,0,0,0,0,0,1,0,0
AWA,ADA,0,0,0,0,0,0,1,0,1,2,0
AWA,ADF,2,0,1,0,1,4,3,3,2,2,8
AWA,ADL,3,2,5,3,2,1,1,3,0,3,1
AWA,AFD,0,0,0,1,5,4,9,11,11,8,4
AWA,AIA,3,2,2,2,4,0,4,4,3,3,3
AWA,AIB,0,0,0,0,0,0,1,0,3,4,5
AWA,AIM,0,0,0,0,0,0,0,1,0,0,0
AWA,AIY,2,1,1,2,2,3,7,9,12,8,10
AWA,AIZ,0,2,4,7,13,12,26,26,17,17,22
AWA,ASE,2,4,4,6,7,4,10,12,11,11,17
AWA,ASG,0,0,0,0,0,0,0,2,0,0,0
AWA,ASH,0,0,0,0,0,3,3,2,8,6,6
AWA,ASI,0,0,0,0,0,0,0,1,1,0,1
AWA,ASJ,0,0,1,0,0,0,0,0,0,1,0
AWA,ASK,1,0,0,0,0,0,2,0,0,0,1
AWA,AUA,0,0,0,0,1,0,2,0,0,0,0
AWA,AVB,0,0,0,0,0,1,0,0,0,0,1
AWA,AVH,0,0,1,0,0,0,0,0,0,0,0
AWA,AVJ,0,0,0,0,0,0,0,0,8,6,6
AWA,AWA,0,1,0,1,1,0,0,0,1,0,1
AWA,AWB,5,5,8,10,12,9,9,11,8,4,11
AWA,AWC,0,1,0,0,0,0,0,0,1,2,0
AWA,BDU,0,0,0,0,0,0,0,0,1,0,0
AWA,DVA,0,0,0,0,0,0,0,0,0,0,1
AWA,HSN,0,0,0,0,0,0,1,2,0,0,0
AWA,PVP,0,0,0,0,0,0,0,0,0,0,1
AWA,PVQ,2,1,0,0,0,0,0,1,2,1,0
AWA,RIB,0,0,0,0,1,0,0,0,0,0,1
AWA,RIF,0,0,0,0,0,1,5,1,5,3,2
AWA,RIG,0,0,0,0,0,0,0,1,0,0,0
AWA,RIP,0,0,0,0,0,0,0,0,10,9,15
AWA,RIR,0,0,0,0,0,0,0,0,5,6,5
AWA,SMBV,0,0,1,0,0,0,0,0,0,0,0
AWB,ADA,0,0,0,0,0,0,0,0,5,7,3
AWB,ADF,3,3,6,12,12,17,23,21,2,4,4
AWB,ADL,0,0,0,0,0,0,0,0,2,0,0
AWB,AIA,1,2,0,0,1,0,1,5,2,2,2
AWB,AIB,0,0,0,0,0,0,0,0,6,3,3
AWB,AIM,0,0,0,0,0,0,0,1,2,1,2
AWB,AIY,0,0,0,0,0,1,1,1,5,2,4
AWB,AIZ,3,4,5,4,12,15,13,14,6,5,7
AWB,ASE,1,0,0,1,2,0,1,0,4,0,1
AWB,ASH,0,0,0,2,1,1,0,1,2,2,2
AWB,ASI,0,0,0,0,0,0,0,0,0,1,0
AWB,AUA,0,0,0,1,0,1,1,2,2,0,1
