pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
BWM-VR04,SAADR,0,6912,0,0,0,0,0,0,0,0
RIAR,SAAVR,153600,225280,302640,467160,623520,1349990,357600,427300,1406400,1253920
AWCL,URBR,0,0,0,0,0,0,0,0,0,6240
FLPL,RIVR,130440,52992,51000,0,112320,115906,98880,4400,0,757080
AWBL,SMBVL,149520,93952,127800,379200,176520,1291192,1456080,1220800,1133700,1096720
BWM-DL03,RMEL,0,0,0,0,6120,0,2880,0,0,0
ADLL,AVHL,0,35840,1200,0,84960,86845,0,0,0,0
BWM-VL01,RMDDL,132960,109312,185400,155400,308520,281487,197040,180300,306700,347920
AVHR,RIML,0,0,42360,36120,79920,495390,339840,206600,879000,212000
AVAL,SIBDR,59400,2816,1920,840,162960,34805,94560,145000,228600,194960
CEPDR,PVWR,0,0,0,0,0,0,0,0,40600,88360
AIZL,SMDDL,0,0,0,0,0,0,0,38800,0,15840
RIR,SMDVR,0,0,0,0,0,0,0,0,40600,0
BAGR,URYVR,19080,0,18480,0,0,0,0,0,0,0
AVER,URXR,105240,203008,52920,118920,852840,234516,561120,498600,302200,380320
IL1DR,RICR,0,0,480,1680,960,0,0,0,0,0
ADFR,RMGR,0,0,0,0,0,0,0,0,0,197280
RMED,URAVL,340560,467456,257280,402600,541560,720107,1419840,1283000,1200400,912400
DVA,URXL,52800,195840,139440,960,307920,268308,0,137500,102200,120720
ADLL,ASIL,132120,457472,296880,114840,162840,141250,49680,925900,1376000,1212800
AIZR,URXR,55800,11008,25320,208680,73560,156456,225120,8800,26200,18480
RIBL,RMDVL,227520,54784,0,1680,34560,8110,0,17000,31200,136160
AIZL,AWAL,87360,473088,427560,588000,2091600,1454069,3878880,1498200,1773400,1685440
AVHR,SDQR,0,0,0,182640,0,140236,95520,0,544800,537560
BWM-VR03,RIAL,0,0,36240,1320,0,0,0,0,0,0
AFDL,ASEL,39000,0,261360,197880,61440,29061,1050000,149200,146000,72160
ADAR,AVFR,0,0,0,0,269640,7772,5520,0,0,32480
RIFL,SDQL,0,0,0,0,390480,234854,292080,168800,82200,0
RMEV,SMBVL,57360,128768,41400,135720,148800,401448,568560,1061500,791600,622000
BWM-VL05,SIBDL,0,0,17640,6360,19680,20275,0,0,0,0
AVKR,RMEV,77040,2816,0,0,1200,18923,17280,0,109300,79240
AVEL,OLLR,717480,1724928,1320360,1360680,2774760,2927400,4811040,4590200,2839800,4398960
AUAR,IL2R,50040,28928,7080,0,137520,173690,0,1078400,1412500,1331520
URADR,URBR,0,0,0,0,0,0,0,306500,629600,609680
RMDVR,SMBVL,700560,650496,485880,530880,1764600,1731840,3054480,3167200,2402000,2394000
ADER,IL2R,0,0,0,4920,960,609269,1580160,1499000,732200,1124880
ASKL,AVJR,0,0,1800,0,0,0,0,38400,0,0
ASGL,RIBL,0,0,0,3120,0,0,0,0,0,0
AIAR,AIYR,14160,93440,108360,207600,607440,118609,719280,48200,878400,400000
PVT,URXL,48240,0,28680,2040,0,0,0,0,0,0
ASKL,AWCL,67440,387584,365520,23520,281640,650158,402960,534200,619400,661200
AVEL,SIADL,87840,1280,0,96600,0,174028,399840,207600,5100,20800
AIBL,SIBVR,152880,37632,34080,113640,109560,146657,476160,81200,103200,108880
SMBDL,URBR,319680,321536,330600,377640,828600,937390,951600,736700,847600,734680
AIML,ALML,24000,250624,125880,295440,369120,590346,1702800,597600,322000,330960
OLLL,RMDVR,51720,29440,0,3840,143280,2027,18720,32200,1600,16640
AIZL,PVPL,7800,0,12480,0,333600,1689,0,124000,0,1020960
AVL,FLPR,0,0,2040,0,2040,0,0,0,0,0
AIBR,SDQR,0,0,0,0,0,663674,156960,19900,197200,31320
SAAVR,SMBDL,255240,730368,616560,1267680,1998720,2116055,4172640,383800,2640000,3287520
BWM-VR08,RMDVL,0,0,0,17880,0,0,154800,11100,0,0
AWAL,SMDDR,0,0,0,0,720,0,0,0,0,0
AIYR,RIML,0,0,0,0,0,0,10320,0,55600,0
CEPDL,PVWL,0,0,0,0,0,0,153840,213300,89200,106240
IL1DR,RIPL,0,0,345720,0,0,0,0,0,0,0
AVAR,AVKL,0,6912,210600,185040,259800,512962,353280,51500,536200,3800
AVEL,DVA,248400,385280,234960,321960,702480,1338501,2565840,3477000,3521200,2682160
BWM-DR04,RMGR,58080,0,40200,25080,64200,0,119520,639600,879100,680000
ALNR,RMDR,0,0,0,0,0,0,0,0,2200,480
CEPDL,RMFR,0,0,0,0,0,0,1043280,1081700,1143800,975920
AIML,AWBL,105240,0,84120,0,170880,494714,895920,912000,758600,1148560
AVAR,RMHL,0,0,0,561480,307200,691046,365280,281000,220200,712240
FLPL,RIFR,0,0,0,101640,360,0,0,0,186000,0
OLLR,SAADR,0,38656,1320,0,15120,0,0,0,0,2720
RIML,RIPL,0,0,0,0,0,0,0,0,120100,0
DVA,OLQVL,4680,0,23040,31680,51960,50688,92880,0,58200,62800
BWM-DR03,BWM-DR07,42000,207104,103920,220920,290400,357857,163200,0,34400,42080
CEPDL,RIGL,0,0,0,0,0,2027,10560,0,0,0
AVAL,RMGR,120,0,840,0,92880,103403,0,0,0,0
AVHL,AWAL,2280,0,36000,0,4920,57784,0,0,0,0
BWM-VR05,CEPVR,250080,0,260640,172800,776400,777891,1239120,663000,656200,642240
FLPR,PVR,15000,31488,83640,220920,0,0,21360,0,248200,88560
AQR,AVHL,0,0,0,348360,1127640,1014773,2003760,1093100,878200,586400
AINR,OLLL,3720,19200,7680,0,19320,2027,63360,125400,61000,204800
BWM-VR03,URYVL,0,0,0,0,0,54067,0,0,0,0
RMDVL,RMER,16320,0,7320,10680,59400,0,2160,0,0,5040
ALMR,URXR,69600,243712,16320,108600,412560,162201,707760,130900,380600,223560
BWM-VL05,RIVL,0,0,0,0,0,0,75360,0,5200,0
ADFR,AFDL,0,0,0,0,0,0,0,7400,0,0
AVL,RMER,183240,472832,204480,363840,478320,647792,1061520,403400,631500,990480
AIYL,AVER,0,0,0,0,152520,0,168960,0,236200,103760
AVL,RIBL,168480,268544,79680,394200,426120,515665,889200,316000,250400,361200
AVHR,AWBL,391200,1001472,523800,1140120,1111320,832634,3264240,140200,94000,406080
PLNL,RMDL,0,0,0,0,0,0,45360,0,23900,0
BWM-VR05,RMEL,0,0,0,2160,0,0,30480,0,0,0
IL2R,RMER,791760,969984,999240,317640,576600,1611540,1243680,963200,1341700,1139760
AVAL,RICL,234600,733184,485280,222720,2005440,1766307,2829600,290200,1017800,721760
AVFL,SIBVL,0,0,0,0,0,81776,0,0,0,0
RMFL,SIAVL,0,0,0,0,139440,0,1262160,0,57500,0
AIZL,AVHL,0,0,0,0,0,0,0,0,0,13040
ADER,BWM-DR04,0,0,0,0,0,364953,24480,145400,21100,35720
RMDVR,RMEL,360,0,42480,40320,0,0,107040,35600,0,57040
SAAVL,SMBDR,242880,796416,831120,1050480,1900440,2430658,3567120,2449600,2427700,2641920
RMDDR,URBR,0,0,0,480,0,139898,51360,0,0,160
ASHR,URXR,326880,345344,235080,527880,768720,944824,1314000,531800,632600,472440
AVER,URAVL,0,0,0,0,0,0,0,0,0,82560
ALML,SMDVL,0,0,0,8640,0,0,0,0,0,0
AVM,RICR,0,0,0,0,86040,14530,0,379800,322400,160480
SIBDR,URYDR,28200,6144,10920,0,10560,20275,1440,0,0,0
AIZL,ASIL,0,0,86640,16440,8640,38522,0,8000,0,0
AVDR,URXR,1440,26368,12120,14760,3240,30412,30960,212600,94400,14320
BWM-VR05,RMDL,0,0,0,0,0,34467,0,0,17800,0
IL2L,PVPL,0,0,0,0,0,0,0,62800,0,272640
AVKR,RMHR,0,0,0,24720,243240,188897,536640,203000,329200,523200
AVBR,URYDR,16320,27904,17520,14040,6720,74342,86400,546400,269000,241520
AVJL,BWM-DL02,1680,0,0,4680,0,0,0,0,0,0
AINL,RMFR,0,0,0,0,0,0,0,676900,880100,987520
RID,SIAVL,26280,12800,79080,192600,517320,22302,2424720,519800,606400,292240
AIBR,AIMR,0,8960,82920,4320,12120,0,14880,982400,814700,962400
CEPVL,DVC,0,0,0,0,11400,0,0,1100,109600,76600
AINL,RIGL,0,0,0,0,0,0,1440,0,0,5440
ASGL,SIBVR,0,0,0,82440,0,63866,0,0,0,0
ALML,AVBR,0,0,0,0,0,0,0,0,0,118680
IL1VR,SMDDL,0,11776,0,0,0,0,0,0,1900,0
AIYR,AWBL,0,9472,0,0,0,77721,0,0,2000,0
RIGR,RMHL,0,0,0,104880,906000,1011732,1056960,1612300,591200,1321680
AIBL,OLLR,60360,13056,97560,3600,136680,140574,74160,357500,0,339120
AWBR,RIFR,85920,188416,163320,234840,196560,643737,266160,1121500,920400,633920
BWM-DR01,SMDDL,7680,14592,8160,39480,57600,1689,33600,96300,138800,225040
AVKR,PVPR,0,0,14280,58440,0,200048,456960,0,0,0
PVPR,RIS,0,0,0,0,34440,0,0,0,0,0
AVBR,RIVR,6480,36096,0,126240,0,0,275520,0,283200,126760
AVBR,URADL,0,0,0,0,27240,0,0,129000,1200,0
AIAR,CEPDR,0,0,6960,0,480,0,0,0,0,0
AVFR,HSNL,0,0,0,0,0,0,7946880,0,0,0
AIZR,AQR,0,0,0,0,5880,2703,30000,0,0,0
RICR,RMDVR,29760,236032,17640,293400,198480,105768,515520,99400,24900,177640
AVM,RIPL,0,0,0,0,0,0,0,63000,0,0
ADAL,PVQL,24360,116736,159120,486960,540240,177745,312240,162800,74400,298080
RIAL,SIBDL,44520,98560,72600,33360,207720,160849,2160,150800,0,247680
RMDVL,SIBVR,171600,302336,244920,355680,389520,942796,1517760,884800,974200,1216960
RIAR,SAADR,64800,43776,47400,142680,446760,326430,510720,610200,416200,441600
DVA,IL2R,0,0,0,0,0,0,0,344800,292400,241200
AINL,RMED,0,0,0,25200,0,0,0,0,0,0
CEPDR,RIS,159240,616448,324600,355080,557520,1437511,709920,1684300,736400,1240800
IL1DL,SIBVL,0,13568,0,0,0,0,0,0,0,0
IL2DR,RMHL,0,0,0,0,0,0,0,0,0,45280
RIAL,RMDDR,652560,1457920,1716120,1373400,2881440,3397109,5659440,2792800,3527300,3433200
ASJR,AVDR,43920,37120,12960,360,68280,67246,25680,103600,137300,167200
AVL,SIBVR,103800,408832,0,81960,41040,363939,365520,197200,247000,440440
IL2R,SIBVR,7800,0,0,0,96360,82790,0,117200,66800,0
IL2DL,IL2L,14280,98304,59040,10440,4200,130775,111120,240200,234900,432000
OLLL,RICR,0,0,0,0,42360,0,0,0,0,0
AVFR,AVJL,0,0,0,0,0,423075,503040,226000,83600,14480
BWM-VR04,URXR,0,0,0,0,11280,51363,0,0,0,0
RIPL,URADR,360,0,0,0,0,0,0,0,0,0
ALML,BDUL,45720,496128,959040,686400,1262880,1815306,3383520,223600,651400,805880
ADAL,RIR,30240,0,11160,0,0,0,0,0,0,0
IL1DL,OLLL,186000,547840,236640,474480,663720,538644,2459280,2776200,2509300,3254720
AWCR,SIBDL,2160,0,0,0,0,0,0,0,0,0
AIAL,RIH,0,0,0,0,0,0,0,0,427600,223880
FLPL,SMDVR,0,0,0,0,0,0,0,0,0,480
AVHL,RIFL,125400,236032,0,286320,463080,603187,734400,622800,310800,182600
ADER,AIZR,0,0,0,0,0,0,108720,0,0,0
ADLR,AVDR,29160,40704,60480,90120,158880,108810,273840,37600,43500,256960
AINR,AVJR,40920,191744,137160,247440,239520,627517,1201200,461400,1019800,1073480
AIYL,AVJL,29880,0,0,0,48960,0,0,66200,0,0
AINL,ASGR,0,254464,123000,0,74280,317644,0,0,247400,0
AINR,AWCL,28560,205568,27840,251880,217920,74004,483120,26100,0,123000
AVDL,IL2VR,0,0,0,3600,0,0,0,400600,310700,0
RIAL,URBL,0,49664,67440,0,5040,0,0,0,0,0
ADLL,RIML,0,0,0,0,0,0,426720,0,0,0
ALMR,AQR,0,0,0,38760,0,0,0,0,0,0
AVBR,CEPVL,0,0,0,0,0,0,960,5300,0,250320
CEPVL,RMHL,0,0,0,59040,277440,505190,94320,561000,750200,599960
AIBR,URYDL,52440,111872,109800,108120,180480,152064,167520,89600,0,33400
AIMR,AVFL,0,0,0,0,604920,886026,1293360,351400,1327600,939120
AVBR,RIFR,644520,547584,543120,534240,1232040,1820712,3069600,1100200,2329600,1590720
ASHL,RMEV,126360,145152,122040,0,199440,215592,137280,70800,0,240520
AUAR,SIBVL,0,0,0,0,0,0,0,12000,0,0
ADER,SIBVL,0,0,88680,0,169680,337,107520,0,334100,62480
BWM-VL03,RMEL,0,0,0,9720,240,0,95520,0,0,0
AVBL,SMBVL,52800,111360,7320,2520,150360,71639,94560,0,68600,60280
AUAR,OLQVR,66960,12288,6000,5520,26640,0,0,63800,95500,41840
AWCL,IL2DR,39840,63232,17160,36960,35640,35143,23760,0,63400,0
PVCR,PVQR,0,0,0,46560,0,0,0,0,0,0
AVM,RIPR,0,0,0,0,0,0,0,70500,0,1040
IL2VL,PLNL,0,0,0,0,0,0,0,0,48800,0
RIPL,RMEL,163560,196608,181200,379320,315000,535265,489600,2184300,1392600,1058160
CEPVR,PVR,376560,787456,589560,704400,1239600,17909,3031440,2892900,2021400,1878560
ALML,PVWL,0,0,0,0,0,0,1128000,2360100,2170200,228120
ASEL,OLQDR,24120,768,1800,3840,0,71301,0,0,46600,0
AVER,RIGR,2280,111616,81720,159720,497760,166932,580080,354400,718700,517280
AWCR,URBL,0,0,0,0,0,0,0,0,0,36480
ALML,RMFR,0,0,0,0,0,0,96960,7500,40400,0
AVFL,AVJR,0,0,0,0,0,0,433440,156200,279000,675640
AWAL,RIBL,0,256,0,32520,30120,9123,16080,0,0,257400
ASGL,DVA,0,0,0,0,0,0,4080,0,0,0
AIZR,RIGR,754920,839936,614160,648120,1651800,2005555,2714640,4051300,3098400,2600200
IL1VL,RIH,64560,512,45960,129360,146400,373063,346080,616600,792200,556160
PVWL,RMGR,0,0,0,0,0,0,3138480,595600,1931100,1927840
AIAR,FLPL,0,0,0,0,0,0,7200,0,10900,0
ADFR,BAGL,0,27136,0,3600,5040,0,78720,0,0,0
AVJL,PVWL,0,0,0,0,0,0,2475120,1347600,1010600,939520
ASKR,AWCR,122760,171520,149640,110520,160200,372049,89040,727800,237300,467120
OLLR,URXR,17520,65792,0,115920,389520,0,211440,1310800,0,0
ADAR,AWAR,56040,0,0,0,98040,0,135840,31300,6000,53360
IL1L,RMEV,0,18432,17520,33480,45120,3717,290640,0,0,0
AVL,OLLR,0,68864,33120,0,134760,95969,106080,0,51500,35040
ALNL,AVAL,0,0,0,0,1800,0,0,0,0,0
SMBVR,SMBVR,0,0,0,3720,18600,0,78240,0,0,0
AVJL,RIGL,31920,0,0,0,0,0,0,0,0,0
AIZR,SMBDL,100680,155136,16920,0,15960,81100,10320,294200,407600,433520
IL2R,OLLR,653160,935936,657000,903360,1844880,2229934,1671840,1992500,2544400,2044720
BWM-DR03,RIPR,0,0,0,0,0,0,10560,0,0,0
RIVR,SIBDL,180840,426240,255960,358680,175320,475115,928560,654200,700100,327760
AFDR,OLLR,5280,0,0,0,0,131450,6720,147400,220100,280960
ASHL,AVFL,0,0,0,0,1044360,818104,1431600,285000,470500,213360
ADLL,ALML,21360,0,1440,0,7320,11489,4560,0,0,0
RIVR,RMDDR,0,139264,0,0,0,0,0,0,0,0
RICR,RICR,0,0,0,0,0,0,0,13088200,0,0
AVM,PLNR,0,0,0,0,0,0,0,0,31300,115560
RIFR,URXR,0,0,10200,2280,43800,33116,248880,0,16800,75400
RIML,RIR,0,512,5640,0,0,0,0,0,0,0
BDUR,URYDR,0,0,0,1320,0,11151,0,0,76000,5200
BWM-VL03,RMDR,0,6400,0,0,0,0,0,0,0,0
ADLL,AIML,1920,0,29280,0,0,3041,0,129100,40800,148960
AVDR,SAAVL,54120,8192,0,0,145200,160174,204720,13800,0,0
ADLL,AWBL,11160,235776,186000,338880,906600,1216512,3016560,490800,1121700,635200
BWM-DR06,RMDR,138600,349952,24120,233400,59040,63528,246000,23200,109800,45680
AFDR,DVA,0,0,1800,0,0,0,0,0,0,0
ADLR,AIYR,0,3072,1200,5400,106560,56770,0,19400,8700,0
AIZL,RIML,643320,1856512,894840,1019400,2815080,2970654,6137520,3881600,3787900,3765800
AVKL,OLQDR,2880,6912,0,0,30240,8448,0,0,47800,760
RMDDL,SMBVL,0,259328,0,19920,127920,134830,366000,59700,0,38400
ASJL,ASKL,582360,1472768,826800,1159920,2256600,2597253,3683760,2890000,3147600,2412320
AIZR,AVKR,35520,0,81360,0,40320,675,373680,0,78900,337360
PVQR,RIMR,0,0,0,0,0,3041,0,0,0,0
BWM-VR08,PLNR,0,0,0,0,0,0,0,8400,132200,50640
RIVL,RMHR,0,0,0,259800,192240,1335797,1515120,1150700,849200,969840
PVQR,SMBVR,124680,96512,140160,23280,307320,152739,1440,0,3400,0
IL1R,PVQR,0,0,0,13920,0,15544,0,0,0,0
CEPDR,OLQDL,0,0,0,0,0,0,0,0,40800,0
AVAL,BAGL,114360,68352,55800,104880,136920,139223,957600,138600,261800,68760
AVEL,SAAVR,20880,39168,0,4080,29040,68259,57120,17400,0,80880
SIBDR,SMDDR,289680,406272,409800,305400,847680,1335459,1792080,491600,1609000,638640
AVKR,SIBDL,0,0,0,0,0,68259,0,342400,0,880
AIAL,AIBR,0,0,0,9840,37920,0,0,360800,2600,0
RID,RIS,36000,164096,0,0,0,25006,0,0,502200,320
AVBL,AVDR,87360,586752,197400,500520,795240,1002270,2884560,590200,1182000,867760
AVDR,SMDDL,0,0,0,0,58320,86169,0,51800,2200,138400
AWAL,SIBVR,0,0,0,8520,0,0,0,0,0,0
OLQVL,RMHL,0,0,0,150600,213600,779581,804000,823400,780000,535360
AIML,URYVL,0,0,0,0,0,0,0,274400,110100,283800
RICR,RIPL,0,0,23760,0,62280,123002,0,113800,50000,114120
AIBR,RIAL,203280,89088,45240,80160,608760,268308,268800,93200,0,144960
ASHR,RIGR,8160,0,0,0,0,0,0,0,0,0
IL1VL,IL1VR,0,0,0,0,41880,6758,0,26500,12400,24320
SIBDR,SMDVR,91680,119808,125760,135000,405360,206131,505920,205800,286200,231760
FLPL,FLPR,403920,333824,443760,833640,1300800,862709,1677840,1775400,3900500,1188400
PVQL,URXL,26760,135168,7920,0,8880,0,0,0,0,0
RIH,SIAVL,0,0,0,0,0,0,0,0,0,43680
AVKR,IL2VL,0,0,0,0,0,0,0,0,4700,11360
BAGR,SMDVL,2400,29696,47160,10200,20640,0,0,26500,0,88400
IL2VL,SIBDL,35160,30720,19800,16800,0,29736,111360,23600,139300,190280
AVBR,SMDVR,0,0,0,0,0,0,8400,0,0,0
RMDR,RMFL,0,0,0,0,0,239923,1732800,3091500,2621100,4954000
IL1L,RMHR,0,0,0,0,0,422737,924480,3083800,3197200,4116040
AIYR,RIAL,0,0,0,0,391560,73666,0,0,0,0
AIYL,ASIR,0,8448,0,0,0,0,0,0,0,0
RIAR,SIBVL,0,0,0,0,0,0,23520,0,26500,113120
PLNL,RID,0,0,0,0,0,0,98880,36500,304500,3520
AVJR,URADL,5400,0,17040,33240,34920,83466,0,0,78800,0
ALA,ALNR,0,0,0,2400,0,11489,0,0,0,43120
ADAL,RMFL,0,0,0,0,68760,0,365760,293600,17800,0
ADFL,AUAR,15000,61696,9840,49320,419880,159498,116400,424600,0,0
OLLL,SAAVL,0,0,0,0,0,4392,0,0,0,0
AVER,RIFL,0,0,0,0,0,0,293520,0,0,0
ALA,URXR,3480,64768,27240,65280,205320,147333,0,285600,114200,253040
RIVL,SIADR,32520,216576,17760,20880,100920,16896,48000,52200,46000,37280
AIYL,AVFR,0,0,0,0,0,0,0,0,19500,0
AVM,BWM-VR08,0,0,0,0,0,0,0,65100,0,0
ASIR,RMFL,0,0,0,0,0,0,440640,0,0,0
HSNR,RIMR,0,0,0,0,0,0,12240,0,0,0
BWM-VL02,PVR,26040,17664,0,0,3840,0,0,0,4400,0
ADER,AVJR,3120,0,0,45840,0,100362,204720,18200,189200,26640
AVDR,PVPL,232440,307712,110400,1080,2640,0,657360,375400,302500,49280
AIZR,RIFL,0,0,0,0,0,0,0,0,19800,0
RIR,SIADL,1800,0,0,600,0,0,960,0,0,0
ADLR,ASGR,0,0,960,0,0,0,0,0,0,0
AUAR,AWCL,22320,0,9600,0,0,0,0,76200,167400,0
ASJR,CEPDR,0,0,9240,19320,48480,11489,0,0,37200,46560
PVQR,RMDDL,0,0,0,0,2160,0,0,0,0,0
RIGL,SAAVL,37800,231936,9360,31440,6600,0,0,31600,0,18840
FLPR,RIH,678240,854528,1097160,210240,1227840,2625300,3601440,9300,14800,0
PVCR,SIAVL,42960,0,0,28800,0,102051,0,0,0,34440
BDUR,RIFR,1365240,1744128,1021800,940320,2439840,1383782,4344000,3188400,3665400,2790640
AIZL,AWBL,572280,969728,645720,679560,2124000,1875118,3439200,806500,1429900,1751440
AIBR,URYVL,199200,101376,180960,172440,192600,328458,244560,38600,0,90800
AIBL,IL2VR,44760,66048,45360,44640,118800,128071,128640,0,0,162720
BWM-VL01,PVR,59880,0,17880,0,18960,0,60000,176400,50400,29680
AWCL,IL2DL,0,0,0,30600,150120,50688,146400,4800,24300,22840
IL2VL,URBL,0,0,0,0,0,0,0,0,0,130400
AINL,IL2DR,36840,20992,13200,9720,0,84142,60240,96400,44700,30080
ADEL,AVEL,0,0,0,0,77640,0,0,0,0,0
AVKL,PVT,1626720,2384384,1656240,2482440,7388280,4924846,9237840,4626300,6509400,6842120
RMEL,RMFR,0,0,0,0,0,0,0,0,0,60440
ADFR,AVBR,36480,109312,148560,104640,102600,324741,167520,281400,410200,371280
AWAR,URYDR,0,0,22680,0,2760,10475,0,0,0,3160
AVBL,DVC,0,0,0,0,3480,158822,640800,0,559600,717080
AVKR,IL1DL,0,0,600,0,25080,0,14880,0,82800,27280
ASKR,URYDR,2520,0,7680,18600,840,0,55920,0,102700,53200
ASIR,AWAR,76560,158720,146880,24000,445320,19261,965040,1289600,510600,714800
ASEL,AUAR,0,37632,0,15360,0,103741,18480,0,25200,137280
AIBR,RIBR,0,78848,0,36600,189000,15882,114000,185600,0,0
AVDL,IL1VR,0,0,0,6600,0,0,0,0,0,0
RIGL,SMDDL,0,38144,7920,0,0,0,0,0,0,19400
AVDL,SAADR,2280,0,0,0,0,0,82800,97000,0,0
ALA,AVAR,0,0,0,0,0,0,91440,0,19200,72400
ALNR,RIVR,0,0,0,352920,315000,0,572640,22500,100,365280
OLLL,PVQL,14520,0,0,4320,0,19261,15600,0,0,6120
AVDR,AVHL,0,0,19560,0,19560,0,0,155400,6200,0
AQR,PVCL,0,0,0,1093320,2415720,1571328,4458720,2104800,2045800,2858000
BWM-DR04,PVR,35280,12800,0,32760,0,0,140640,178400,36400,44920
CEPVR,IL2VR,432840,803840,226680,199680,2067840,618055,1557360,1633400,1284400,2109040
BWM-DL03,RIVR,3360,0,0,0,0,0,0,0,0,0
BWM-DL03,URADL,0,0,240,0,164880,452474,1051200,126800,72300,313200
RICL,SAAVL,6480,158464,0,0,17160,7772,2880,2900,3600,0
AIYR,RIBR,881040,1130240,790800,1265400,2376480,3086899,4236720,3048300,3507000,2992640
RMHR,SIBDL,0,0,0,323160,402960,223703,502080,468500,1170800,759600
AVAL,PVR,11400,0,1680,0,21720,0,147360,0,0,0
SIADR,SMDVL,391200,877056,517800,1020600,1346280,1621002,3153360,1425400,2098800,2666480
IL1VR,RIML,0,0,0,0,0,0,0,0,0,11640
AINL,RMDVR,13080,0,9480,0,0,0,0,0,0,0
ADEL,RMEV,0,0,0,0,0,0,173520,0,0,0
AIMR,SIBDL,27240,39424,22800,109920,89400,169635,105600,101800,190400,188800
AVKL,URADR,0,0,0,0,0,37847,0,0,0,0
BWM-DL06,RMDDR,0,48896,2400,37200,407040,1074247,1273200,70900,239400,87760
BDUL,IL1DR,0,0,0,0,0,17233,0,0,0,0
IL1DR,RMFL,0,0,0,0,0,41226,0,0,0,24000
AVFR,PVQR,0,0,0,0,1479840,1420615,1692960,2654800,1028000,377080
AWAL,DVA,0,0,0,0,0,5068,720,2200,0,0
ASER,AVJR,0,0,0,0,0,0,0,158800,20700,107520
CEPVL,IL1L,0,0,0,0,0,10475,0,81000,140000,3280
BWM-VR06,RMHL,0,0,0,115440,46200,28723,0,0,120900,0
RIML,RMFL,0,0,0,0,0,409221,2485440,1318200,2572800,2979600
ADAL,SDQR,0,0,0,0,0,464640,1031520,239100,36700,696920
ASHR,RIFL,0,0,0,187920,24720,32440,0,0,0,0
ADFR,BDUL,0,0,0,0,4800,0,0,0,0,0
IL2DR,RMDVL,0,0,0,0,37320,0,0,0,0,0
RICL,SMDDL,216240,727552,300240,365640,208320,1230366,1844640,1254300,2216500,1673440
PVPL,RICR,0,0,0,0,5280,0,0,0,688200,0
FLPR,PVCR,186480,210688,231240,28680,247080,92590,506160,219900,826200,1215760
AQR,SMBDR,0,0,0,0,204720,0,0,0,0,0
ASIL,AWCR,479760,943616,1058880,1924320,1761480,3138938,5858400,3693700,3221400,2000920
BDUL,SDQL,0,0,0,0,1157640,415303,963840,381000,521600,395200
RICR,SAAVL,53280,83968,162240,720,64920,72314,90240,910100,248800,27400
AVKL,CEPVR,0,0,22080,0,0,0,0,0,56800,0
AVAR,BWM-DR05,0,60928,0,0,0,0,0,0,0,0
AFDL,AIYR,106200,30976,177000,14280,0,12503,27360,50500,6300,0
AVAR,HSNL,0,0,0,0,0,0,797520,0,0,0
SAADL,URXR,0,0,0,720,0,0,0,24600,12300,0
RMEV,URYDR,3960,67072,0,21360,212280,371712,74880,0,0,0
OLQDR,URADR,286800,233472,198840,130680,874560,510935,378240,221200,318800,251840
BAGR,RMFR,0,0,0,0,0,17909,711120,174400,0,33760
AVKL,RMEL,0,4096,0,0,3240,60825,0,0,7800,85840
AVBL,AVKL,2520,258304,41400,299160,0,21964,44160,0,1394200,1144160
BWM-DL06,URBL,6120,10240,0,24480,133920,0,0,0,0,0
BWM-VL07,RIVL,0,0,0,0,0,39874,372000,281500,66600,0
AVEL,SAADR,114720,223488,138480,200640,244080,321024,505200,128200,273000,233720
AVHR,AWBR,0,0,20640,0,297480,0,0,0,0,0
PLNL,RIVR,0,0,0,0,0,0,348000,727100,223300,672000
FLPL,PVQR,0,0,0,6600,2760,0,0,0,102400,0
RMDVR,URYDR,146640,550656,930840,1263480,2580000,3025735,3184320,1018000,1129800,1727920
AVBR,FLPR,0,0,33000,0,50160,35819,0,211000,105800,609000
BWM-VL04,BWM-VL06,386640,974592,498240,1700880,2719440,4465950,14679840,4832700,4270100,2494000
AVBL,RMHL,0,0,0,34200,0,0,0,0,0,0
AIBR,IL1R,0,0,9360,0,0,0,0,0,0,0
BAGR,RIGL,773520,1054208,591120,814560,2156040,1404057,3466320,2070400,1260900,1430960
BWM-DL02,URYDL,0,0,0,0,0,1013,0,0,0,0
AINL,RMDVL,3240,0,0,0,0,0,0,0,0,0
AVHL,PVCL,103440,171008,124320,86160,149280,69949,196800,400200,186600,438280
OLLR,RIGR,242280,372480,420240,238440,728040,847165,716160,1981600,1403400,1750400
BWM-VR01,RMDDR,140520,110592,131160,86400,209760,212889,118080,130800,224600,261280
ALML,ASHL,0,0,60480,21120,8640,15544,0,0,0,0
AWAR,RIFR,46080,0,45120,289200,185160,652185,1224240,3277800,963500,1448080
BWM-VR06,CEPDR,0,0,0,0,0,0,0,0,21800,0
CEPDL,IL2DL,232080,932352,840600,344880,814200,1434470,1038480,1611600,1440400,1851440
AQR,AVM,0,0,0,0,0,62177,0,0,0,0
AVKR,RMGR,41760,501760,365760,341520,381600,133816,81120,0,3100,0
ADFL,AVDL,17160,0,0,0,0,0,0,0,75800,49440
ADEL,AVFL,0,0,0,472440,214200,0,47280,0,136200,335560
