pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
ASG,AWA,268680,178176,210240,419280,849720,905286,1525920,894900,344400,451040
IL1D,PVR,179160,453632,289200,276480,1048680,204102,818880,1383200,841400,1039760
DVA,PLN,0,0,0,0,0,0,142560,15200,542000,44760
RMEV,SMDV,298080,564480,717480,742320,2392920,2487766,3830160,4703400,5373600,5941520
ALM,HSN,0,0,0,0,0,0,508320,0,0,0
ADF,SMBD,74160,461568,863040,228720,1620240,1813953,295680,1592800,2373000,1088400
BWM03D,RIH,0,0,0,0,0,0,69840,0,0,0
IL1V,RIH,143760,26880,45960,189360,388560,622447,823680,1458000,1334000,1157520
PVC,URYD,0,0,4200,10200,480,1013,0,0,0,138200
ADA,RID,109440,169216,64680,352440,357840,198021,239280,5400,19800,10160
BWM06D,PVR,1680,0,0,7080,24360,0,539040,180100,81800,16960
AWA,RIC,0,0,0,48600,0,67921,76800,17400,0,0
RMDL/R,SMBD,76920,10496,64560,0,535080,29398,5760,0,0,0
AVK,RIR,0,0,0,2640,0,0,0,0,101400,0
IL1L/R,RIV,228720,231424,110280,90240,362760,333526,328560,276000,932400,885440
AVB,RIP,9480,0,21120,57120,603360,77383,1923840,2175800,2717500,2270360
ALM,IL2L/R,0,129280,3000,0,108000,0,0,0,0,0
IL1V,RIG,59040,76288,68160,9480,26880,126719,233040,117800,48000,158440
BWM06V,SMBV,285120,208384,125280,252720,150120,164904,656880,466300,252800,601520
RIG,RMDV,0,0,0,0,0,90224,0,0,0,0
RMF,URB,0,0,0,0,0,0,95040,1511300,979100,708000
RIC,URAV,25200,31488,47040,67440,22680,70287,18000,137000,140700,268240
OLL,RIS,17040,80896,54840,0,411600,293652,442080,4200,82400,11040
AVH,PVT,0,0,0,83880,0,0,168000,0,146800,0
PVQ,RIP,0,0,0,0,0,0,0,5511800,4450700,3808560
AVJ,OLL,119280,166400,44160,43440,0,11489,63360,261000,217000,466320
AVB,IL2D,0,0,0,31320,60960,0,84720,523800,210500,789840
AVD,AVF,0,0,0,33600,712920,46970,540960,79600,741600,214000
AVJ,SMDD,10320,25600,45000,11520,116160,74680,212160,115400,19200,0
BWM01D,RIH,0,0,0,13560,0,0,178560,0,0,0
ALM,ASH,6000,0,138240,33360,15720,42915,0,131400,0,320
PVP,SMDD,0,0,0,4680,1440,0,0,0,0,0
RMG,SAAV,411600,1227520,575760,484440,812400,1223945,1757520,571600,644000,561400
BAG,SAAV,325920,238592,225480,297720,86760,225729,814560,344900,347400,269920
AVL,SMBD,305400,347392,0,337920,140640,860344,1345440,1094100,298400,730000
AVD,RMH,0,0,0,50160,0,11151,0,107600,0,0
RMDD,SMBD,995880,2064896,1450560,860280,2818560,4232446,6517680,7305800,6015700,6434560
ASH,OLQV,0,0,0,36480,0,0,0,0,0,0
AVK,RIC,18360,175104,258960,197040,1146240,842771,1123680,1649200,445100,956960
AVL,RMDD,0,0,0,240,65640,0,19200,442600,291600,45440
ADA,ASE,13560,0,1200,0,13920,0,3840,639700,52200,91200
ASK,PVW,0,0,0,0,0,0,164880,0,0,0
AUA,AVB,126960,197632,130560,312000,444120,260873,1160400,84200,190400,71840
BAG,BAG,895200,2147584,916560,1221360,2388840,2058270,5107200,2559700,2617200,3474920
RMDD,RMDD,238800,428544,560640,645600,1520280,1256724,1979280,1771300,1169800,1716720
SAAD,URYV,199920,291584,161280,64680,360480,303452,257760,596000,579900,649120
AVJ,SIBD,37800,81920,198480,61200,336360,84817,528240,70000,311800,320
AIN,URX,117600,159744,55200,63000,417480,616026,1108320,356500,496400,342480
RMG,SMBV,368640,599552,247200,428160,640560,2327592,2790240,942800,1346700,949280
RIR,SDQ,0,0,0,0,0,91238,131520,311400,350500,0
AVJ,AVM,0,0,0,0,1978560,4331120,7207680,7881800,9420600,4132000
BWM02V,RMED,0,0,0,0,0,0,0,8600,0,190560
AQR,SMDV,0,0,0,2040,48360,57783,43920,0,0,12160
IL1L/R,SAAD,162960,6144,122160,42120,96960,214579,234960,447300,1000,196320
AQR,RMF,0,0,0,0,0,0,11760,0,0,0
AFD,CEPD,0,0,240,4080,0,0,32160,14000,1100,85600
HSN,PVC,0,0,0,0,0,0,3600,0,0,0
AQR,AVE,0,0,0,0,661920,93603,20640,126800,0,0
ADF,RIM,0,0,3240,174840,3000,19937,425280,240600,207800,139960
IL1V,SIBD,69360,103168,57120,24840,39600,141588,177840,141200,242300,114720
BWM02D,RMEV,0,0,2520,0,0,35819,129600,0,0,0
ASE,PLN,0,0,0,0,0,0,17520,0,0,0
ALN,RMDL/R,0,0,0,0,285000,840068,299760,666600,314600,1423600
BWM03V,RMED,19080,24064,89640,231960,296880,1515909,2447040,597600,1091500,576480
PVC,RID,660960,678400,408840,1128720,1006560,1891337,2989200,1650000,1853500,1528640
RIC,RIH,0,258560,2400,0,0,0,0,277800,0,0
AWC,SMDV,17760,1536,600,0,0,0,0,0,4000,0
RMF,SAAV,0,0,0,0,832920,7065906,9189120,7840400,6544200,6631640
ADA,AIM,13440,10496,0,17280,49200,41563,194880,380500,7000,280360
BWM05D,RIV,61440,0,0,1200,0,4392,0,0,7600,0
RIA,SIBV,95760,196096,208320,196440,565320,710307,881520,525400,936200,698240
SIBV,URB,462480,1150464,898440,1037640,2696640,3421775,5016720,354700,1292000,1179200
AVF,PVC,0,0,0,0,0,27709,0,0,0,0
IL1L/R,SDQ,0,0,0,12840,11040,248033,271920,211400,92300,303080
BWM04V,SMDV,6360,15872,118680,58320,4920,14192,56640,120500,200,21520
OLL,RIG,556680,813312,757440,605280,1538280,1632153,2137200,3819400,3022300,3513360
IL2D,RIM,0,0,0,0,27720,0,0,0,0,4000
AIM,ALM,98040,485632,226440,607320,782160,1484820,2350080,772000,405700,558800
ADA,RIG,0,14336,0,8160,0,0,0,0,0,160
ADE,BDU,0,104704,51360,86400,214320,319334,982320,0,67500,270840
PVT,RIB,289080,241152,173400,107760,241560,1232731,1044720,690500,747800,844680
HSN,OLL,0,0,0,0,0,0,5280,0,0,0
HSN,SMDD,0,0,0,0,0,0,480,0,0,0
ASE,AVH,65760,40192,11880,130080,194520,0,6960,0,15200,0
BDU,BWM04D,0,0,0,44640,103440,0,0,1600,0,0
ASK,CEPV,10920,4864,0,0,37320,58459,222000,4900,19900,1080
PVR,SAAV,0,0,0,20040,0,0,0,0,0,0
PVC,RIS,137520,144128,190080,79200,30360,306492,742320,0,322900,215520
URAV,URX,140880,210432,195240,30000,142800,214578,150960,94600,0,0
ADL,RIR,0,0,0,0,0,0,101040,0,0,0
ASI,AUA,0,0,0,6600,0,10813,11040,0,0,0
AVL,RIM,302760,410624,318480,30840,469920,553850,142080,23600,85100,66720
CEPV,RID,85920,768,0,0,120360,264591,547680,0,140100,0
ALA,AVH,1440,11776,84960,13680,190080,243301,284160,1211200,819600,1007560
RMF,SMBV,0,0,0,0,385320,266956,2259360,722600,148800,1698240
SIBD,URB,285360,790784,443880,366720,903840,871495,2092320,568700,1245600,1039160
AVF,OLL,0,0,0,0,3480,61500,321840,195000,115300,301000
AVF,SMDD,0,0,0,36360,87000,88534,365760,155000,72000,137720
BDU,BWM03D,0,0,0,64440,0,0,0,20300,0,0
ASE,RIB,34560,0,0,5400,115560,157808,21360,69400,148700,0
BDU,SMBD,0,0,0,0,27240,0,93840,0,0,22400
PVT,RMEL/R,259320,157952,105480,383880,385320,641709,1425840,602500,1214300,1726880
AQR,PVR,0,0,0,95280,2880,0,13680,0,47600,0
IL2L/R,RIA,0,0,48000,0,0,0,0,209200,80200,109520
BDU,RMDD,0,0,0,0,0,0,5760,0,0,0
ASJ,AWA,360840,250624,497160,31560,73680,180448,214560,154200,1066400,928320
AWA,PVP,13800,57344,45120,17760,105000,0,0,0,0,71840
OLQD,RIB,234960,539136,143040,277200,970920,367318,777600,858700,717700,440000
ALN,RMDV,0,0,0,0,320400,56094,25680,170200,9400,149560
RIC,SMDV,153120,1240832,777840,641520,1712040,2589141,2920560,4068000,1347000,3495800
CEPV,RIS,570840,1134592,825720,442080,2245920,2478304,3172080,3140900,1925700,4072640
ADE,CEPD,0,0,0,0,237480,137871,681840,223200,43800,134480
ADL,RIC,0,0,0,0,0,0,7440,11800,0,0
ASG,SIAV,0,0,0,0,0,0,2880,0,0,0
RMDV,SAAV,772800,539392,331680,462600,748440,862033,1154160,1119600,993600,1069600
OLQD,RMEL/R,601320,2134272,1973280,1483440,3142920,3544442,4124400,2994200,2302400,4093000
AIY,RIR,236280,649728,544680,132120,994680,2076855,1614480,3174900,3066500,3292880
OLL,SIBD,79320,224768,100560,102000,64560,118271,363840,287100,165800,215360
BWM06D,BWM07D,0,0,0,0,0,0,0,303200,0,0
AVB,AVJ,1707120,3249920,2281680,2891760,7042800,5776403,16357680,8034300,9278500,7739120
ADA,SIBD,482280,937472,509640,507720,1284360,889404,470880,754300,1256000,1103360
RID,SIAV,26280,12800,79080,192600,517320,22302,2424720,519800,606400,292240
ALM,OLQV,31560,4608,9360,0,0,124354,0,0,0,0
AIZ,URYV,54720,34304,0,17760,15480,54742,6000,0,0,7840
AVL,PVT,1409880,1826048,1356120,2089560,2534640,1963991,8896560,3785000,2708800,3550480
DVA,RMG,59640,404992,183720,26760,55080,0,241200,51000,69400,170880
ASG,HSN,0,0,0,0,0,0,73920,0,0,0
AVK,PVP,421320,531456,188400,689400,1890960,1136085,3768480,92600,1154600,1780840
ADA,AVM,0,0,0,0,441720,30412,0,55100,35000,0
ALM,IL2V,0,0,0,0,0,0,0,0,0,23920
ADA,AIZ,133440,225536,0,116760,310920,232151,14160,279800,220400,27920
PVC,RIG,199920,116224,85320,0,386760,337,0,0,4400,0
ASI,URX,0,0,0,8040,30000,0,86160,272600,21400,2240
AVA,URYV,40560,96512,155400,125520,463440,379821,955680,864100,704000,1191200
BWM01V,IL1L/R,0,0,0,0,0,54405,30480,0,0,0
PLN,RMG,0,0,0,0,0,0,4764240,4294800,3274900,5253280
AVB,RIA,0,0,2400,1200,148680,0,162960,106700,0,0
ADF,RIF,0,73216,136560,280440,280200,672459,1440720,2251900,2852600,2121720
AIY,RIC,0,0,0,0,0,0,0,41200,0,0
AWA,DVA,6720,58112,8040,0,0,5068,76320,69300,0,0
BDU,RIM,0,0,0,0,38400,522761,1080240,609200,308900,1504160
AUA,AVH,0,0,28080,0,106560,0,60240,52900,0,0
AVH,URB,0,0,0,0,0,0,71040,0,0,0
RIS,RMEL/R,424440,823552,995160,1134840,1692600,1863290,4058880,2402100,3205200,3476560
ADF,PVQ,3120,9984,720,63480,0,0,0,0,0,0
RID,RMEV,39480,91904,71400,0,235800,0,306480,28000,0,233120
SDQ,SMDV,0,0,0,264720,532440,754575,398400,1254200,2025400,630200
AVE,RMDL/R,230160,421120,382920,510000,436320,514313,2791920,1062700,1601600,1037800
AIZ,BDU,0,0,0,0,5280,0,0,0,0,0
DVC,RMED,0,341760,232680,206160,484680,257832,666960,291200,260200,360320
IL2L/R,URAD,244080,446976,509760,410880,1540920,3032155,2930880,673200,920500,879440
CEPV,RIG,0,20736,0,0,0,0,0,0,283000,37760
RIM,URYV,0,7936,40080,2160,0,86169,192960,22800,74800,7680
IL2D,RIF,31200,98048,32880,20280,75360,96306,161520,41500,110700,32120
SIBD,SMBV,637440,1782528,1594800,1570080,3512520,4674109,7548960,2458200,3096000,1654120
AIB,ASG,595080,905984,909000,723720,1879200,2601645,2280960,763700,415400,346040
OLQD,SIAD,0,0,5280,1080,121080,33116,426480,430500,43600,382960
ADF,AIY,1695960,2431232,1221000,812160,1583640,1250641,1492800,1635000,1502900,1561760
ALA,SIAD,18360,87552,39000,63600,44040,112865,118080,47100,0,92760
AUA,RIB,1895280,3169024,2669760,4758600,6051120,8391904,16788480,9765900,12539000,11504440
PVC,SMDD,6360,13312,28680,0,0,92252,0,0,0,11040
AIB,AVA,891720,1569024,802920,1943400,3361680,2229257,8922000,2690100,3733000,4867040
AIB,IL1L/R,15960,0,53880,0,0,0,0,58600,0,76640
AWB,RIA,0,0,4440,1080,6960,136857,575280,273600,266600,9880
ASH,RIH,0,0,0,0,0,0,0,127400,955500,78400
RIR,SMBD,154680,0,0,3120,12360,13178,563040,687900,0,85720
RIG,URYV,358560,519168,458160,520560,1428960,1038090,2314800,1096000,890800,917680
RIB,RMDL/R,187080,183040,202920,683400,416160,426116,2674800,338600,738400,475400
PVT,RMG,9360,0,600,0,0,2703,3360,0,0,276520
RIA,RIV,865200,1931008,1501080,1533240,2956320,2735798,4583040,3365100,3759900,3258520
RIR,RMDD,0,0,0,19800,183480,0,0,261600,56300,40320
AVK,DVA,0,0,37560,0,626880,0,0,572400,150500,0
AVF,PLN,0,0,0,0,0,0,53520,0,0,300040
ADE,RMH,0,0,0,681240,320520,1772052,2751600,5021400,2070600,3590560
AIN,RMDV,18720,0,9480,0,0,0,0,0,0,0
ASK,ASK,146640,374528,247680,106080,495480,452136,567600,455300,850500,583200
ADF,ASJ,0,0,0,0,43560,0,0,0,183500,41440
AVJ,BWM08D,0,0,0,0,0,0,3600,0,0,0
BWM08D,OLQD,480,256,1200,5040,0,0,0,0,0,0
PVC,SIBD,14640,11520,720,199680,0,302099,1298640,751300,362800,157200
BWM06V,IL1L/R,0,0,0,0,0,0,36480,0,0,0
CEPV,OLL,824640,1280000,494520,1587120,1934400,2738503,5793600,3536200,3800200,2810440
CEPV,SMDD,9120,87808,23880,0,0,0,3600,0,0,2080
RMEL/R,URYD,306720,321792,403800,408840,836880,685977,956400,6500,206600,335080
ASE,RMG,0,55808,0,0,0,0,55680,0,0,0
AVE,RMDV,374880,642816,332640,365280,1002840,1134395,2296320,1098500,1349200,943760
AFD,RIR,1560,8960,70800,57240,219000,6082,24000,471600,628200,488720
AVF,AVH,0,0,0,117720,383400,1016124,597840,1130200,1003500,365080
AVH,AWB,719760,1500672,990840,2484720,2859120,2364763,6678480,155200,291700,721720
AIA,URAD,0,0,0,0,0,0,0,0,0,4800
AVD,AVD,64200,131840,74280,63000,92640,141250,198240,176500,151500,275280
CEPD,RIC,354000,892160,828960,979800,1840800,2858801,4560240,4458500,2546000,2887680
AVA,CEPD,0,66816,142080,2040,284760,56432,222000,0,5800,60320
IL1D,IL2L/R,123600,25600,3480,75240,76800,283176,450000,122500,104100,33600
ALA,RMG,0,0,0,6120,1440,0,74160,0,0,0
AVH,SAAV,0,0,0,0,4080,0,0,163900,1400,16800
OLQD,RMG,0,0,0,2760,0,0,960,0,0,0
RMH,SAAD,0,0,0,590400,1164720,261211,843120,1670900,446500,831120
SMBD,URX,0,7680,6000,8640,113880,210185,514800,133200,14600,0
ASK,BDU,0,0,0,0,0,0,266160,126400,232000,191880
CEPV,SIBD,107760,204544,257520,120720,401760,632586,338400,165900,462400,271400
BWM01V,RMED,422880,311296,183720,342240,879720,889742,1498320,917400,696000,1361200
ADL,PVP,0,178176,72240,21240,564960,803235,632400,0,0,0
AVH,BAG,60480,34816,1560,0,98520,0,0,37400,0,0
BWM03D,RIP,0,0,0,0,0,0,15120,0,0,0
IL1V,RIP,741600,1555968,1468920,1328520,3834480,4130395,4811280,2928300,2679000,3095040
IL2L/R,SIBV,150480,153856,141360,36000,418800,334539,172320,229500,204600,260000
RMH,SDQ,0,0,0,629160,76440,3005121,2067840,2099800,2550100,2444240
RIA,SAAD,126120,159744,124200,285720,540600,596428,1082640,1125200,790400,954960
RMEV,SIAV,61200,44288,53880,0,252600,154767,294240,34200,0,167200
BAG,IL1L/R,18960,2304,17400,6000,51960,2365,311040,0,6000,0
AVH,SMBV,154440,316928,267000,611880,778440,1111756,3556560,349300,920100,750560
AVD,URB,284160,550144,425520,242760,885120,626840,2596800,242700,840200,847960
BWM03D,IL2D,7320,0,0,4560,44040,0,3840,0,0,0
PVW,URYD,0,0,0,0,0,0,0,0,435300,227120
RIH,SMDV,0,342272,209400,10080,0,156118,642240,0,28200,1000
ASJ,HSN,0,0,0,0,0,0,3831840,0,0,0
RIH,RMF,0,0,0,0,949680,1401353,1416240,0,58000,120480
ADF,RMF,0,0,0,0,0,0,307920,0,0,0
RIP,URX,76320,126720,41280,337800,629760,280472,136320,169400,0,346240
ADF,AVE,11520,0,0,4320,0,55080,0,0,77500,0
AIM,URYV,0,0,0,0,0,0,0,344800,234400,435400
BWM01D,RIP,156360,82944,73800,75600,198960,218633,197520,4400,393700,79200
AIY,PVP,0,0,6120,0,18120,337,0,0,7800,19000
BDU,PVQ,328320,500224,190800,67440,1274760,689694,713760,2148900,3267300,2880240
DVA,URX,65040,415232,197040,26640,404880,483225,707040,895700,454500,120720
IL2D,SMDV,0,0,0,0,0,0,0,113700,16600,234080
IL2D,RMF,0,0,0,0,0,0,0,6400,3000,169600
BWM01D,IL2D,23280,0,108600,102000,63960,0,356160,78200,28800,37200
RMEV,RMEV,0,13312,14400,5280,40800,0,960,2351200,2317150,0
ADE,RIR,0,0,0,23400,0,0,0,348600,166800,0
AVH,BWM05D,0,0,0,7440,0,0,0,0,0,0
IL1L/R,RIM,71040,0,78480,0,0,0,0,0,0,352480
ASE,AUA,129000,42240,3840,99840,115200,142600,756960,713400,47500,153760
AVM,BDU,0,0,0,0,1754040,2859140,2977680,577400,240000,886880
ADL,DVA,0,0,0,0,90240,0,0,0,0,0
AIA,PVW,0,0,0,0,0,0,124080,23100,31200,0
AIZ,RMH,0,0,0,10800,0,0,0,0,0,0
AIA,SIBV,0,0,0,0,0,0,0,0,0,95040
AWA,AWA,52560,98816,119160,186840,232680,493363,0,190400,61100,141640
BWM02D,URAV,0,2816,0,14520,44040,79749,27120,0,0,560
AQR,AVL,0,0,0,7440,108840,0,51360,0,0,8880
AIM,BDU,70800,65024,1800,78480,135960,5744,958320,103800,171000,637280
RIV,SIAV,497880,813824,678840,654720,2355360,2689166,4907280,2979500,3260900,2860800
SIAV,SIBV,1672080,2129920,1587840,1360680,5313840,5045819,8083920,3822700,7984100,4610680
RIG,SMBD,831600,1081856,696960,263040,1426320,1854165,2394720,1960700,1782200,2017920
BWM02V,OLL,11280,15872,43560,2400,0,0,0,0,0,0
ALN,AQR,0,0,0,0,0,0,0,63000,0,0
AVA,RMH,0,0,0,1856640,2140920,1821387,3083280,956700,1478200,3403360
AVF,SIAD,0,0,0,0,480,30411,41040,100000,0,22640
RMED,SMDV,79080,84224,346200,180120,315600,323726,87360,585000,1179300,876400
AVD,AWB,960,1024,0,0,0,0,0,40800,90000,13360
AVD,DVA,950160,1399296,958440,1206840,2250960,1485833,3414720,2794400,2771500,2240200
ASI,RMDV,8280,0,0,0,0,0,0,0,0,0
AQR,SIAV,0,0,0,0,27840,0,253440,377400,250300,40280
RMED,RMF,0,0,0,0,0,29736,443040,47200,13600,7120
DVC,RID,0,498688,190200,166440,59520,358871,318480,152000,357400,473040
ADE,RIC,0,0,0,57720,0,0,0,0,0,3280
FLP,RIA,0,0,9840,104040,38640,109824,132720,99400,38900,82880
BWM03V,OLL,0,0,0,0,0,23654,269520,0,0,0
BWM03V,SMDD,17760,2816,53400,109680,61200,118946,673680,33900,268600,154440
OLQV,RIS,103800,253184,187920,239640,411000,328457,554160,596600,672700,861960
IL2D,PVR,159120,196608,195480,145440,146640,180110,9120,2800,51000,149400
PVT,URX,48240,0,28680,2040,6840,0,0,0,0,0
RIM,RMH,0,0,0,448560,488400,59811,310560,46200,10000,640
RMDL/R,SAAV,118320,282112,140400,22800,110520,237555,4560,78600,57800,6880
BWM02V,BWM05V,0,0,0,0,360,0,0,0,0,0
ADA,IL2D,0,63232,24960,0,90240,98334,270480,442200,491200,268920
BAG,RMED,0,147968,0,33360,322440,0,26400,0,0,0
AIB,URYD,123480,247040,174360,175080,450720,425779,264000,175100,115900,348600
DVC,RIS,0,8704,6480,72720,29880,0,55920,59300,0,0
SAAV,SIBV,26280,248576,26760,31080,64440,35819,660240,217600,109800,60160
AVD,SMBV,0,157952,171000,43800,424920,98672,891360,199200,382100,202640
AQR,IL2L/R,0,0,0,0,0,0,0,0,0,17040
BWM07V,RMDL/R,100560,0,79440,12120,104760,47308,0,0,0,0
AIM,CEPD,38040,0,42240,8040,7920,128409,100800,363500,44400,15440
SIBV,URAD,7920,3840,67080,3480,35160,0,17040,0,0,3320
AIA,CEPV,8160,15872,0,25920,600,0,49680,0,0,0
AQR,RMEV,0,0,0,0,30480,0,0,0,0,0
AIY,AVE,0,5888,0,0,252120,0,344640,169000,387600,105840
ASE,URX,84240,67328,70560,25320,118800,0,22080,25200,23300,42040
AWC,HSN,0,0,0,0,0,0,6000,0,0,0
BWM03V,SIBD,0,0,0,0,39000,0,65280,0,16700,0
RIG,RMH,0,0,0,481440,1487160,2024815,2755440,2631600,1538400,2504720
RMDL/R,SMBV,191640,361472,232680,402480,290760,602848,1625520,288100,246400,162960
AVF,RMG,0,0,0,247440,4248120,5052240,10501440,5878900,4319000,5109320
AVJ,AVJ,119160,289024,188400,348840,345960,874536,937680,300400,101800,251600
AQR,ASH,0,0,0,105120,8760,81776,0,93600,0,0
AIN,SDQ,0,0,0,35040,1560,0,122160,0,414000,187120
ALA,URX,87600,95744,77760,90960,302160,337581,221520,498200,129200,405840
RMDD,SAAV,0,167168,1320,0,218040,114216,1440,0,0,0
ALM,BWM06D,0,0,0,0,17160,2703,0,0,0,0
AIB,IL1D,20160,8960,0,600,31200,23654,129600,3200,0,9840
AWC,RMEV,0,0,0,72720,0,0,0,0,73600,0
AFD,URB,0,0,0,0,0,0,0,0,26200,63440
AVL,BAG,33480,14848,33600,0,0,0,0,0,0,0
AUA,AUA,60360,79360,60360,100560,190320,33792,116880,157100,311500,415600
IL1D,URYD,1481280,4083456,2995440,2047320,4424880,5733150,8603280,3591800,4017300,4293920
BWM05D,RIC,233400,102400,3840,5760,107640,232825,30720,2000,13900,720
AVL,SMBV,0,0,0,0,240,169297,838320,0,358400,106920
AIZ,RIR,1062360,1006848,1023960,1489200,2678880,1620663,4427280,4348000,3456900,3963440
ALN,AVK,0,0,0,0,0,277432,606720,193400,719800,302160
BWM08V,PVW,0,0,0,0,0,0,0,900,0,0
PVP,RIA,0,1536,0,0,8400,0,427680,7600,15400,9840
BWM06D,URYD,7080,0,0,0,0,0,0,0,0,0
BWM01V,BWM02D,0,0,0,6600,0,0,0,0,0,0
OLQV,RIG,290520,327424,397440,345960,865200,1198601,1475040,1089600,1077000,1148640
IL1L/R,RIF,186960,252928,96120,24720,62400,10136,0,0,149400,0
URYD,URYD,0,0,0,0,56040,0,4320,0,0,0
URB,URX,271320,829440,622800,724440,3683880,3381564,5424480,2212100,59000,531920
AVA,RIR,69120,91136,142080,5280,606480,80762,1113600,734000,1267500,70400
ASE,URAD,0,0,0,20640,0,0,0,0,0,0
ASI,RIV,1800,0,0,12240,14280,0,0,400,18800,134080
IL1L/R,PVQ,26640,0,16200,13920,3120,15544,0,0,0,0
RIS,URX,7560,0,98160,0,0,0,0,0,0,14080
RMG,URYD,0,0,0,11280,0,0,0,0,0,0
ALN,BWM04D,0,0,0,0,0,20275,61440,0,25800,61600
BAG,URYD,43920,80128,0,68880,7680,0,28080,164000,224800,37160
PLN,PVW,0,0,0,0,0,0,1680,0,0,55600
OLQD,URAD,487320,586752,584040,466680,1653720,925900,892080,713600,1022800,1624800
IL2V,URYV,379680,481024,248160,239280,543120,365628,1539360,2244200,1920300,2288320
ALA,URAD,0,0,0,1560,0,13178,13440,20400,10600,150080
IL1D,IL1D,18960,0,12960,0,0,88872,0,25800,13800,31520
AVE,URYV,1159320,1568256,1412280,1015320,2583000,2526289,4902960,1636500,2049200,2229920
PLN,SIBV,0,0,0,0,0,0,797280,118800,824400,655200
DVC,PVC,0,0,0,0,1200,0,0,0,0,0
AIZ,RIC,58440,218112,62640,244080,440040,17909,930240,413000,767500,711680
ALN,SMBD,0,0,0,822480,1115280,2013665,3189360,1486500,3480300,2403920
RIM,RIR,0,512,39840,0,0,0,0,0,0,0
SIBV,SIBV,760920,1468416,1190280,1301400,2464440,2264064,5523600,1908000,2911200,2587880
BWM07D,RIC,88080,298240,90000,13320,105120,201736,144240,29200,0,4320
BWM02D,BWM06D,0,963328,0,90000,154200,925562,93840,10000,112600,399320
ADF,AIB,179160,289792,255360,455640,142320,648805,657600,147400,333300,648400
AFD,AWB,386880,224256,303240,48960,348480,844799,1235040,699500,645000,917040
AFD,DVA,0,0,1800,0,0,0,0,0,0,0
ALN,RMDD,0,0,0,0,425520,542359,540480,278800,350200,81360
AVK,DVC,1615800,5662720,4453800,2691240,6816960,6431292,10079520,5902600,7388400,7768320
SAAD,URB,334920,329216,289800,242280,178680,182138,433200,612200,565700,627160
AIM,RMH,0,0,0,14760,0,0,0,0,0,0
ADL,AWA,609240,907264,809520,1399920,3505800,3975965,9381360,2950600,3691000,3082560
RIB,URYV,772080,1236992,991440,1199160,2445600,2426602,5076720,2532400,2857000,2215680
BAG,IL1D,73560,154880,109560,58200,251640,309195,302400,234000,106600,235680
ADE,PVP,33480,0,840,8160,94080,0,4080,0,214500,1600
ADE,URB,0,0,0,282720,2268120,2308330,3642720,4424600,3805400,3525840
AIB,RIS,480,292096,127200,153960,1740480,1057351,1235040,946500,1028200,1767840
DVC,OLL,3960,275200,131640,58920,280440,159497,360000,313000,278200,112080
BWM08V,CEPV,450600,793344,514080,286320,1666200,1569638,1998480,1365100,169100,1657800
AUA,URX,2353320,3968256,3940560,2108760,7551000,10284594,11819520,6338300,6574700,8475200
DVC,SMDD,840,12800,29280,23400,1080,675,0,0,1200,5000
DVA,RMDV,75000,131328,60120,68160,66360,0,68640,37200,216800,291720
RIC,URX,225240,212736,162480,398280,1649520,2549267,5280720,2171300,1447100,1330360
SDQ,SIAV,0,0,0,393480,1879680,254791,664320,788700,1188900,156360
ALM,BWM06V,0,0,0,0,0,0,0,4900,0,0
ASH,RIP,0,0,0,0,0,0,0,3496300,4726500,5017480
OLQV,SIBD,139560,464128,573120,638280,1314600,1918371,2686080,2979600,3331800,2585680
ALN,AVF,0,0,0,0,18840,3379,108720,91700,0,71800
AIB,ASE,3372600,4494080,3169080,5066160,6546120,8136773,15709440,7800600,13216300,10243000
AFD,SMBV,0,5120,0,0,0,13516,0,0,0,145520
ADA,AVJ,425520,534528,367080,397200,588720,865412,2580240,1664800,1394700,1060160
BDU,SMBV,5880,29440,0,0,3360,0,0,0,0,16760
SIAD,URAV,44880,89344,41400,35400,99480,99348,158400,105800,142000,199800
AVH,IL1L/R,0,0,0,0,0,0,0,0,0,16560
FLP,SIBV,0,70144,72360,34920,94200,0,152640,145500,224200,53400
PVR,URYD,0,19968,0,5160,5760,0,0,0,2500,111480
RID,RIH,0,0,0,0,0,0,0,0,817800,57440
AIA,ASK,2443200,3651328,2757720,4718760,7153680,10120365,15393120,7903600,7425600,6463640
AIY,AWA,379560,772608,658320,541320,2343360,3793826,6075840,4603200,2623800,3551600
AVB,URYV,50160,62464,89760,109200,257760,190924,977520,518100,1176200,965160
RIP,SIAV,0,0,0,0,0,0,0,198800,0,0
BWM03D,RMDL/R,0,14336,0,0,0,0,0,0,0,0
OLL,RIA,0,0,118920,30960,36480,7434,141120,2600,4600,0
IL1V,RMDL/R,0,12800,0,0,0,0,0,0,0,0
BAG,RID,492000,900864,500880,850800,1120080,2194114,5102160,3926500,5232000,2524320
OLQD,PVW,0,0,0,0,0,0,0,0,168500,42840
ALA,PVW,0,0,0,0,0,0,0,6400,0,80
OLQD,SIBV,111840,424192,318600,652800,817560,993484,2404320,2460700,3582100,3113000
ADA,RIA,40200,122880,132720,200160,300120,76707,348720,149300,691300,195680
AQR,OLQV,0,0,0,0,30960,2365,0,0,0,0
AUA,URAD,0,0,0,6720,0,0,10800,0,0,160
