,name,celltype,is_postemb,type,x,y,zorder
131,RIAR,neuron,0,inter,72.83549978816673,13.013800853711684,-0.0867586723580779
132,ADLL,neuron,0,sensory,-170.16011366062295,181.60473074131116,-1.2106982049420745
133,ASGL,neuron,0,sensory,-242.96054333379652,116.01010407366962,-0.7734006938244642
134,ASKL,neuron,0,sensory,-240.6019108480956,101.2155333235392,-0.6747702221569281
135,AWAL,neuron,0,sensory,-184.0981046348836,220.24874078514097,-1.4683249385676065
136,AWCL,neuron,0,sensory,-195.69015481389297,168.6155947590333,-1.124103965060222
137,AWCR,neuron,0,sensory,-206.6083270634528,92.39131400987613,-0.615942093399174
138,HSNL,neuron,1,modulatory,-182.2827219890033,140.62809556459965,-0.9375206370973308
139,HSNR,neuron,1,modulatory,-200.5226804860856,93.77709853127064,-0.6251806568751376
140,PVWL,neuron,1,modulatory,-160.09961575270464,75.5198652311248,-0.5034657682074987
141,SIADR,neuron,0,motor,19.76757782291782,-120.97727074263634,0.8065151382842423
142,SIBDR,neuron,0,motor,-31.416154029914125,-103.92570966693413,0.6928380644462275
143,ADLR,neuron,0,sensory,-164.77944992358573,171.2510847342758,-1.1416738982285053
144,ASKR,neuron,0,sensory,-244.17159706602123,134.5359874052135,-0.8969065827014232
145,PVPR,neuron,0,inter,-69.2761417271171,133.26776007604053,-0.8884517338402702
146,URYVR,neuron,0,sensory,49.83531507243563,4.583461848757605,-0.0305564123250507
147,BAGL,neuron,0,sensory,-41.2095879804358,14.628538671535509,-0.09752359114357
148,ASIL,neuron,0,sensory,-199.56320309161043,226.5755472364796,-1.5105036482431975
149,ASIR,neuron,0,sensory,-181.7237270886479,192.590233044898,-1.2839348869659863
150,PVQR,neuron,0,modulatory,-249.08794012879628,142.35362261457595,-0.9490241507638396
151,RIBL,neuron,0,inter,-9.098483918902057,-79.64427755664222,0.5309618503776148
152,RIBR,neuron,0,inter,-18.54111438428027,-57.15823352487321,0.3810548901658214
153,RMEV,neuron,0,motor,166.18594774895473,-82.84942757738355,0.552329517182557
154,SAAVR,neuron,0,sensory,12.12952148220324,6.424419790595065,-0.0428294652706337
155,AIML,neuron,0,modulatory,-217.1421022152478,196.77601292613352,-1.3118400861742234
156,AIMR,neuron,0,modulatory,-222.03001388936676,182.09915875061515,-1.2139943916707676
157,AVFL,neuron,1,modulatory,-173.97846055887555,103.38417827024972,-0.6892278551349982
158,AVFR,neuron,1,modulatory,-180.47617626242723,168.21461162788103,-1.1214307441858735
159,RMGL,neuron,0,modulatory,49.570859376032125,37.29875961480564,-0.2486583974320375
160,ASJR,neuron,0,sensory,-264.49669552126625,189.63091504227336,-1.2642061002818223
161,URYDL,neuron,0,sensory,92.72264505214532,5.889104849986052,-0.039260698999907
162,ALA,neuron,0,modulatory,-56.923429265370245,142.10932445491213,-0.9473954963660808
163,AVM,neuron,1,sensory,-89.43597410997567,179.16386762740538,-1.1944257841827026
164,BDUR,neuron,0,inter,-94.88183331237964,101.75949843808588,-0.6783966562539058
165,BWM-DR06,muscle,0,muscle,69.16486010872504,-147.0353666304646,0.9802357775364308
166,IL1VL,neuron,0,motor,179.44061412505258,-44.10491168478077,0.2940327445652052
167,SIAVL,neuron,0,motor,36.68004687777505,-117.48258404137452,0.7832172269424967
168,AVL,neuron,0,modulatory,33.33128056693163,80.71310834461323,-0.5380873889640883
169,RMEL,neuron,0,motor,187.6183615852364,-102.81132515748408,0.6854088343832273
170,GLRDR,other,0,other,76.84068582521833,-84.7534079994335,-99999.43497728
171,PLNL,neuron,1,sensory,30.60123398522792,104.17311710452329,-0.6944874473634886
172,URADL,neuron,0,motor,192.0429316502326,-12.639370007729282,0.0842624667181952
173,IL2DR,neuron,0,sensory,165.03893193917924,80.6347277113164,-0.537564851408776
174,BWM-DL07,muscle,0,muscle,122.5387840346338,-211.68050867428076,1.4112033911618715
175,IL1DL,neuron,0,motor,176.89136195092777,-58.292831368888486,0.3886188757925899
176,OLQDL,neuron,0,sensory,118.80810423175548,5.407924016431753,-0.0360528267762116
177,RMDDL,neuron,0,motor,142.32229395778447,-141.07353969969128,0.9404902646646084
178,RMDVL,neuron,0,motor,142.07047738919243,-139.97103906580392,0.9331402604386928
179,BWM-DR05,muscle,0,muscle,127.32797435954856,-227.4164977032408,1.5161099846882715
180,BWM-DR07,muscle,0,muscle,119.8869476632646,-220.90827873391515,1.472721858226101
181,IL1DR,neuron,0,motor,164.79559356497643,-28.97498735283012,0.1931665823522008
182,OLQDR,neuron,0,sensory,92.5843509349037,-3.430421933973624,0.0228694795598241
183,RMDVR,neuron,0,motor,141.09292996317097,-126.64485546391644,0.8442990364261096
184,URYDR,neuron,0,sensory,88.18934469585886,28.1487148648408,-0.1876580990989386
185,BWM-VL05,muscle,0,muscle,117.46007971070078,-194.98535781109032,1.2999023854072689
186,IL2VL,neuron,0,sensory,180.04460022180314,56.89291574534725,-0.3792861049689817
187,URAVL,neuron,0,motor,196.93127244206627,-25.72828900545139,0.1715219267030092
188,BWM-VR01,muscle,0,muscle,158.0132218544701,-214.56314210443688,1.4304209473629126
189,IL1VR,neuron,0,motor,165.03411902736846,-33.089689615147286,0.2205979307676485
190,SIAVR,neuron,0,motor,43.13413704778695,-130.66425826603916,0.8710950551069276
191,IL2VR,neuron,0,sensory,165.1517328081866,64.29299896142386,-0.428619993076159
192,BWM-DL01,muscle,0,muscle,165.52902643848685,-220.64522997982783,1.470968199865519
193,BWM-DL02,muscle,0,muscle,178.50780351890342,-199.87106813398387,1.3324737875598924
194,BWM-DL03,muscle,0,muscle,148.53907823050528,-229.2097537357062,1.528065024904708
195,BWM-DL04,muscle,0,muscle,142.5286706959944,-203.37578104697303,1.3558385403131537
196,BWM-DR01,muscle,0,muscle,167.1606318015032,-215.3776155525453,1.4358507703503025
197,BWM-DR02,muscle,0,muscle,165.65560808411203,-205.42376676613245,1.3694917784408829
198,BWM-DR03,muscle,0,muscle,145.5589439940672,-223.5923896030428,1.4906159306869522
199,BWM-VL01,muscle,0,muscle,177.89661326457025,-205.00524948779355,1.366701663251957
200,BWM-VL02,muscle,0,muscle,179.33795896465364,-200.287352341578,1.33524901561052
201,BWM-VL04,muscle,0,muscle,133.22536181640774,-206.8840874664573,1.379227249776382
202,RMED,neuron,0,motor,171.7566359032588,-58.35495921669539,0.3890330614446359
203,BWM-VR02,muscle,0,muscle,173.56224482340423,-220.3427385543053,1.4689515903620354
204,BWM-VL03,muscle,0,muscle,149.26582486394338,-216.36438687673956,1.4424292458449302
205,GLRDL,other,0,other,120.09185435549186,-132.41347806155625,-99999.1172434796
206,GLRVL,other,0,other,130.3766805395517,-143.69448122221422,-99999.04203679186
207,GLRVR,other,0,other,135.12642823767465,-112.28085391959578,-99999.25146097389
208,BWM-VR03,muscle,0,muscle,139.76527340615263,-233.40108443649467,1.5560072295766312
209,PLNR,neuron,1,sensory,45.27055640494722,116.86988789917687,-0.7791325859945126
210,GLRL,other,0,other,99.56392328506936,-141.47783404950334,-99999.05681443968
211,BWM-DR08,muscle,0,muscle,68.07052519133987,-180.7122802516508,1.2047485350110052
212,BWM-VR06,muscle,0,muscle,86.28730509574477,-176.6131756779955,1.1774211711866367
213,BWM-VR08,muscle,0,muscle,63.99873639411414,-125.73864404822086,0.8382576269881391
214,BWM-DL06,muscle,0,muscle,77.53050155015725,-163.04287841534122,1.0869525227689414
215,BWM-VL06,muscle,0,muscle,79.4116891247397,-158.72621515831398,1.0581747677220932
216,BWM-VL07,muscle,0,muscle,99.84892717840587,-156.93014909414606,1.0462009939609738
217,BWM-VR05,muscle,0,muscle,133.6387933138189,-208.4204773586047,1.3894698490573647
218,BWM-VR07,muscle,0,muscle,107.21269277022856,-141.89066468839226,0.9459377645892816
219,BWM-VL08,muscle,0,muscle,75.46465181484456,-112.7728988646207,0.751819325764138
220,BWM-DL05,muscle,0,muscle,117.2312527551276,-221.7840584803192,1.478560389868795
221,BWM-DL08,muscle,0,muscle,81.12390493056175,-166.66496291496978,1.1110997527664652
