name,x,y,zorder,type
ADA,-55.13663493766306,47.8282663728521,-0.31885510915234727,inter
ADE,-5.504690796372779,140.48195062256593,-0.936546337483773,modulatory
ADF,-84.43028115942778,120.15652421232537,-0.8010434947488356,sensory
ADL,-167.46978179210436,176.42790773779348,-1.1761860515852898,sensory
AFD,-170.6307931583454,109.34653384641136,-0.7289768923094091,sensory
AIA,-222.3542311411673,25.190443671784145,-0.1679362911452276,inter
AIB,-97.83759642880156,1.477580698670104,-0.009850537991134,inter
AIM,-219.5860580523073,189.43758583837433,-1.2629172389224954,modulatory
AIN,-129.66488661677246,174.16195793647913,-1.1610797195765277,inter
AIY,-142.94739957311145,68.36823253760213,-0.4557882169173475,inter
AIZ,-72.51821059387218,51.30749522816229,-0.3420499681877486,inter
ALA,-56.923429265370245,142.10932445491213,-0.9473954963660808,modulatory
ALM,-61.74979957015325,158.66333522699392,-1.0577555681799593,sensory
ALN,42.96152030514695,89.20860854638464,-0.5947240569758976,sensory
AQR,-52.838818806710265,98.4602848689185,-0.6564018991261233,sensory
ASE,-179.2924288415765,133.85499707767787,-0.892366647184519,sensory
ASG,-247.20449344270284,116.72761992266477,-0.7781841328177652,sensory
ASH,-134.16232404133683,120.43302664302323,-0.8028868442868216,sensory
ASI,-190.64346509012915,209.5828901406888,-1.397219267604592,sensory
ASJ,-257.95559192338106,193.11985440640478,-1.2874656960426987,sensory
ASK,-242.38675395705843,117.87576036437635,-0.7858384024291756,sensory
AUA,-28.271715890644572,20.28153209358768,-0.13521021395725114,sensory
AVA,-47.21924228374306,-86.04776294051335,0.5736517529367557,inter
AVB,-80.17724289475842,-71.75750602941108,0.4783833735294072,inter
AVD,-98.68836603887782,-53.05022533432687,0.3536681688955124,inter
AVE,11.417710132397698,-110.13199618986033,0.7342133079324021,inter
AVF,-177.22731841065138,135.79939494906537,-0.9053292996604358,modulatory
AVH,-102.62107006484271,187.187894732882,-1.2479192982192133,modulatory
AVJ,-99.00845123291896,36.2510889865793,-0.24167392657719527,inter
AVK,22.453292469227666,39.55815332040976,-0.2637210221360651,modulatory
AVL,33.33128056693163,80.71310834461323,-0.5380873889640883,modulatory
AVM,-89.43597410997567,179.16386762740538,-1.1944257841827026,sensory
AWA,-190.07052301533463,218.1434696398315,-1.4542897975988764,sensory
AWB,-132.7854995213804,134.54557727109005,-0.8969705151406003,sensory
AWC,-201.1492409386729,130.50345438445473,-0.870023029229698,sensory
BAG,-42.39070293476507,17.258060273086667,-0.11505373515391104,sensory
BDU,-86.76245278985121,116.26866724069828,-0.7751244482713218,inter
BWM01D,166.34482911999504,-218.01142276618657,1.453409485107911,muscle
BWM01V,167.95491755952017,-209.78419579611523,1.3985613053074348,muscle
BWM02D,172.08170580150772,-202.64741745005816,1.3509827830003878,muscle
BWM02V,176.45010189402893,-210.31504544794166,1.4021003029862777,muscle
BWM03D,147.04901111228622,-226.4010716693745,1.5093404777958301,muscle
BWM03V,144.515549135048,-224.88273565661711,1.4992182377107808,muscle
BWM04D,136.26026255507762,-202.43720667695004,1.3495813778463335,muscle
BWM04V,124.13064234358076,-201.43848758862055,1.3429232505908035,muscle
BWM05D,122.27961355733808,-224.60027809178,1.4973351872785332,muscle
BWM05V,125.54943651225983,-201.7029175848475,1.3446861172323168,muscle
BWM06D,73.34768082944115,-155.03912252290291,1.0335941501526862,muscle
BWM06V,82.84949711024223,-167.66969541815473,1.117797969454365,muscle
BWM07D,121.2128658489492,-216.29439370409796,1.4419626246939863,muscle
BWM07V,103.53080997431721,-149.41040689126916,0.9960693792751276,muscle
BWM08D,74.59721506095082,-173.6886215833103,1.157924143888735,muscle
BWM08V,69.73169410447935,-119.25577145642077,0.7950384763761386,muscle
CEPD,85.61510247972916,67.48229485897923,-0.44988196572652805,modulatory
CEPV,69.8071230504063,39.604618637261595,-0.26403079091507725,modulatory
CEPshD,-128.33320210776995,7.443828105092154,-100000.04962552071,other
CEPshV,-98.39051773935168,-17.69276141578406,-99999.88204825725,other
DVA,-31.447330017903884,96.35649377257664,-0.6423766251505109,sensory
DVC,-20.15224652594105,124.70608991345536,-0.8313739327563692,modulatory
FLP,-59.18729470079386,112.79440724635,-0.7519627149756666,sensory
GLRD,98.4662700903551,-108.58344303049488,-99999.27611037981,other
GLRL/R,108.43468963691146,-122.98181491056083,-99999.18012123395,other
GLRV,132.75155438861316,-127.987667570905,-99999.14674888286,other
HSN,-191.40270123754445,117.20259704793514,-0.7813506469862341,modulatory
IL1D,170.8434777579521,-43.633909360859306,0.2908927290723954,motor
IL1L/R,150.84862139516792,-35.5003344404869,0.23666889626991267,motor
IL1V,172.23736657621052,-38.597300649964026,0.25731533766642684,motor
IL2D,169.09883605704977,67.88712768925338,-0.4525808512616891,sensory
IL2L/R,100.42548944306142,93.85143554425774,-0.6256762369617183,sensory
IL2V,172.5981665149949,60.59295735338556,-0.40395304902257034,sensory
OLL,77.91086598171478,4.663268720413412,-0.0310884581360894,sensory
OLQD,105.69622758332959,0.9887510412290645,-0.00659167360819375,sensory
OLQV,75.92358351515284,-15.690171523083091,0.10460114348722055,sensory
PLN,37.93589519508757,110.52150250185008,-0.7368100166790006,sensory
PVC,-68.18361531294617,40.055628142407144,-0.2670375209493809,inter
PVP,-69.2390980456602,122.2636781044525,-0.8150911873630167,inter
PVQ,-242.9046018628378,137.68456294616323,-0.9178970863077547,modulatory
PVR,25.954485080889285,75.23901474381931,-0.5015934316254621,inter
PVT,16.130908629459903,180.03944932439325,-1.200262995495955,inter
PVW,-137.06637121258296,87.61366777284184,-0.5840911184856121,inter
RIA,70.9094864927142,-4.506470057879217,0.030043133719194752,inter
RIB,-13.819799151591162,-68.40125554075772,0.4560083702717181,inter
RIC,50.35124135322236,-13.13880481265741,0.08759203208438271,modulatory
RID,-81.58531163206302,-74.7965386144334,0.4986435907628893,modulatory
RIF,-128.53908940880814,140.83156351666253,-0.9388770901110834,inter
RIG,0.8975440338151333,90.15164937427168,-0.601010995828478,inter
RIH,87.01696954481251,87.22666688705887,-0.5815111125803925,inter
RIM,-3.732621923194199,-39.7303056222288,0.2648687041481919,inter
RIP,161.55475079811376,-117.76403939025991,0.785093595935066,inter
RIR,-33.83709630011877,87.37030820916537,-0.5824687213944358,inter
RIS,28.04077200701831,76.17471239869778,-0.5078314159913185,modulatory
RIV,85.71350257289143,48.198865399963665,-0.321325769333091,motor
RMDD,139.90515376600837,-137.1464751397891,0.9143098342652605,motor
RMDL/R,100.80559319810598,-80.6051543265918,0.537367695510612,motor
RMDV,141.5817036761817,-133.3079472648602,0.8887196484324011,motor
RMED,171.7566359032588,-58.35495921669539,0.3890330614446359,motor
RMEL/R,189.07757003896535,-98.90736822580385,0.6593824548386924,motor
RMEV,166.18594774895473,-82.84942757738355,0.552329517182557,motor
RMF,52.80527278286441,-0.467831098767288,0.003118873991781901,motor
RMG,49.1809753190132,40.81297306535134,-0.2720864871023422,modulatory
RMH,109.26759287508312,-60.840175849658735,0.40560117233105825,motor
SAAD,17.891132614366875,-4.306069382159811,0.028707129214398698,sensory
SAAV,11.585912372564513,20.918710876422285,-0.13945807250948186,sensory
SDQ,-29.038740525628434,66.22860399204988,-0.44152402661366597,sensory
SIAD,22.221502149004166,-129.91251858523623,0.8660834572349081,motor
SIAV,39.907091962780996,-124.07342115370685,0.8271561410247121,motor
SIBD,-27.920451565442576,-101.40128242183042,0.6760085494788695,motor
SIBV,3.761217157308806,-104.2942024214056,0.6952946828093707,motor
SMBD,59.025686616281206,-18.584412297492538,0.12389608198328356,motor
SMBV,43.98331337738228,-12.907415783340642,0.0860494385556042,motor
SMDD,78.08930806303078,-116.19932582450848,0.77466217216339,motor
SMDV,71.82978015637023,-143.13692543129685,0.954246169541979,motor
URAD,181.7519623117101,-11.893016794511482,0.07928677863007655,motor
URAV,188.6848369590261,-31.055849992482948,0.20703899994988625,motor
URB,75.56978880938672,102.47871842045865,-0.683191456136391,sensory
URX,4.224259470986794,98.539118756116,-0.6569274583741066,sensory
