neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SDQL,0,0,0,0,0,0,4094,0,298,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,57,2045,1161,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,922,1,0,0,3968,72,0,0,0,0,0,0,0,36,0,0,0,884,963,298,0,0,0,9,5,229,1100,212,349,40,290,316,725,326,97,1198,0,2,0,0,0,1,6,4,16,0,0,205,0,0,0,0,289,217,282,0,266,0,0,191,0,0,0,544,440,0,60,0,0,0,7,144,0,0,5,0,0,68,0,387,951,402,0,71,81,44,182,2,120,0,0,68,187,2,95,0,0,0,0,101,1,0,0,0,0,10,115,0,124,254,418,0,0,225,0,27,535,603,435,0,0,198,32,264,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,3,2259,0,180,49,0,0,0,0,0,0,0,0,0,13,0,31,0,0,10,0,0,0,0,0,0,0,0,368,1239,751,0,0,0,0,0,0,0,0,0,0,0,0,231,215,734,132,508,255,3968,0,0,10,0,0,0,0,0,0,54,10,0,0,22,95,0,112,0,0,0,0,367,263,607,612,0,190,335,43,0,236,0,363,0,0,0,7,222,0,49,239,0,0,0,131,0,0,0,172,235,0,0,187,0,0,0,8,0,0,1297,838,109,11,0,9,439,388,0,0,0,0,266,226,617,614,855,174,568,411,135,167,252,315,252,12,15,4,148,28,216,551,0,0,0,0,20,181,0,3,73,0,0,14,501,29,17,112,0,0,0,25,1,986,524,466,0,0,424,540,122,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,0,12,0,0,0,0
URBL,0,0,24,0,22,0,330,0,537,0,0,0,23,0,0,0,0,25,0,196,0,7,0,4,0,0,11,0,11,0,3,63,0,0,23,0,0,0,0,3198,0,0,0,2386,0,53,0,574,0,38,0,0,383,0,0,72,0,0,0,149,0,1,0,177,0,425,0,0,0,1,0,0,31,2,0,0,0,26,0,276,0,193,230,204,0,190,6,2,0,2,0,0,0,54,45,0,0,78,0,5,0,74,0,0,0,0,44,0,0,881,0,3097,0,1044,0,47,0,0,260,509,218,0,12,45,300,339,31,31,559,18,1641,12,146,235,0,723,200,309,210,41,532,164,0,0,157,16,0,809,0,825,0,1905,0,314,0,84,279,184,49,0,0,0,44,893,0,317,0,0,107,0,0,39,0,814,360,59,7,99,0,0,30,0,125,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,172,0,88,0,351,0,481,8,69,9,0,0,0,1,0,58,0,150,0,155,0,0,0,0,16,0,0,17,23,0,2,116,0,0,0,0,0,3214,0,0,0,2226,0,143,0,511,0,12,386,0,0,0,0,10,0,0,0,229,0,34,0,85,0,774,0,0,0,6,176,16,0,17,0,0,0,14,27,229,265,409,0,46,50,213,0,30,0,79,0,1,150,36,0,3,0,53,0,13,0,36,0,0,0,0,13,0,0,546,0,2842,0,1092,0,162,202,0,296,447,8,1,10,115,70,16,368,77,1485,91,120,0,0,379,298,348,327,325,459,0,0,210,137,0,0,111,0,948,0,866,0,1734,0,348,212,42,114,0,0,3,16,68,0,1112,0,811,13,100,0,4,0,65,379,451,0,25,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
URXL,1483,0,0,0,144,0,429,0,79,0,495,0,1,0,0,703,0,32,0,110,0,16,0,2469,0,0,1,0,0,0,39,18,3,928,80,0,0,1361,0,3004,0,376,0,72,0,0,0,177,0,0,0,0,55,0,0,0,0,149,0,0,0,762,0,271,0,827,0,0,0,0,5,123,74,258,0,190,0,76,0,46,37,88,1,289,0,99,275,79,0,61,0,1263,0,0,0,1232,0,211,0,62,0,777,0,601,0,0,0,0,1387,237,0,172,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20,0,0,0,0,200,6,0,0,73,0,0,0,21,78,0,0,65,0,0,483,0,0,0,0,0,340,0,34,266,179,179,957,0,0,0,1394,0,57,0,207,0,0,0,64,0,210,78,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,1706,0,4,0,235,0,747,0,49,70,77,0,0,0,0,812,0,23,0,232,0,4,0,2450,0,0,2,0,17,34,100,444,68,131,0,0,0,1196,0,2389,0,333,0,8,0,0,0,332,0,0,29,0,0,0,0,0,0,229,0,0,0,632,0,350,0,614,0,1,0,1,104,182,0,302,0,104,0,32,16,0,113,182,63,160,209,105,0,104,0,46,0,1103,5,0,0,938,0,69,0,29,0,628,381,0,0,0,0,1204,0,257,0,435,0,0,0,0,27,0,28,10,0,0,0,0,0,0,0,2,0,0,148,0,0,46,94,54,132,152,7,0,0,84,30,0,0,0,0,478,0,0,0,29,0,414,126,374,136,1098,156,0,0,0,0,1549,0,550,105,0,6,0,0,11,212,339,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,141,0,127,0,178,0,0,0,47,1,82,0,0,57,0,82,0,75,0,53,0,146,0,0,112,0,31,0,32,109,192,61,172,0,0,4083,0,88,0,0,0,508,0,2753,0,0,0,0,0,0,1,353,72,0,0,1,0,762,0,0,0,0,0,169,0,106,0,25,2,92,236,24,0,153,0,157,131,159,22,520,314,155,812,155,178,33,0,37,0,0,0,68,65,0,0,787,0,32,0,75,0,709,101,1,21,0,0,3869,0,0,0,0,0,33,110,0,81,0,0,952,0,79,0,0,0,0,43,5,54,222,2,0,0,103,264,102,157,104,0,0,0,11,233,42,14,2730,0,0,0,0,0,67,0,33,77,76,449,34,18,46,100,1441,0,0,0,395,93,29,12,132,0,166,1,26,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,200,0,6,0,2,0,0,0,53,101,0,0,0,317,0,72,0,130,0,209,0,189,0,0,80,0,31,82,71,10,253,182,0,0,0,4451,0,487,0,0,0,379,0,3308,0,0,0,0,6,0,101,222,0,0,0,34,0,632,0,0,0,0,0,523,0,17,215,31,78,32,0,55,0,67,102,282,121,154,293,482,633,341,162,159,0,263,0,15,0,0,26,201,0,0,0,702,0,87,0,262,930,0,29,0,0,0,0,4173,0,0,0,0,107,103,115,0,0,0,0,933,125,0,49,0,11,31,8,0,0,99,0,0,191,54,42,4,0,40,0,0,364,17,14,24,0,2875,0,0,0,0,0,143,121,78,89,0,204,8,87,188,0,1120,0,0,491,314,169,247,0,160,4,21,6,124,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,189,0,122,0,0,0,20,0,0,0,3,0,0,0,0,51,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,270,23,0,0,0,0,80,0,2796,0,800,0,0,0,2459,0,0,0,339,0,0,56,0,0,177,0,271,0,0,0,0,0,201,0,0,0,0,71,0,5,0,0,5,0,110,215,297,172,0,511,0,1566,0,161,0,0,129,0,0,0,72,342,35,0,965,0,0,0,388,0,832,127,14,74,0,171,0,0,0,0,3461,0,0,42,1017,0,97,0,0,149,0,116,0,133,17,0,0,0,307,0,117,0,213,0,157,301,138,0,31,0,18,0,0,377,0,0,2519,0,0,0,169,0,0,0,0,0,140,285,84,322,0,0,1293,0,662,0,0,0,0,0,84,55,135,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,185,0,36,0,0,0,20,0,0,69,0,0,0,0,0,46,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,125,0,132,0,0,0,0,0,481,0,2832,0,747,0,0,0,2812,0,0,0,416,0,0,0,0,0,85,0,350,0,0,0,0,0,378,0,0,62,0,204,0,0,0,0,0,190,79,109,317,550,0,811,0,196,0,0,0,0,117,0,75,16,394,0,94,0,922,0,2,0,441,583,0,34,0,13,76,0,0,0,0,0,4892,62,0,0,1392,0,19,170,0,0,0,144,114,157,198,0,0,0,256,0,127,0,278,214,152,0,161,0,0,0,7,185,0,0,0,0,1272,0,0,0,199,0,0,0,292,0,83,271,426,0,0,0,610,270,0,0,0,0,0,111,20,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,485,0,854,0,0,0,1253,0,66,0,91,196,0,0,0,2065,0,5,0,0,0,425,0,0,0,1,86,0,772,0,2,0,0,0,387,259,0,472,0,178,0,285,0,70,0,9,0,241,0,142,0,150,121,209,491,36,54,425,0,827,0,169,0,201,0,0,90,895,0,299,34,0,0,34,0,0,0,960,604,977,317,383,748,43,4,2,599,440,0,33,0,134,16,234,0,92,0,0,0,1520,0,2,0,0,986,63,398,0,0,0,0,87,0,160,0,152,127,0,26,0,0,0,0,0,0,0,0,43,0,145,12,111,122,675,0,695,90,501,113,500,6,164,0,102,42,0,229,107,0,118,0,952,135,98,0,26,358,508,0,427,17,23,0,131,0,219,0,0,3,0,0,270,0,929,844,60,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,287,0,1091,0,2,0,986,0,54,409,0,108,0,1,0,1985,0,0,0,0,0,384,0,0,100,0,45,0,925,25,28,0,0,618,558,607,0,400,0,134,0,230,0,36,0,108,0,386,0,21,126,175,389,5,0,10,0,774,0,614,0,523,0,378,90,0,0,936,2,253,0,0,0,1,0,104,675,860,511,837,386,293,40,79,772,34,0,278,0,176,0,1060,361,43,0,130,0,0,0,1372,0,10,0,1,773,0,413,0,0,0,0,35,0,54,106,85,33,0,0,0,0,0,0,0,0,0,1,84,0,3,228,54,0,691,177,572,234,399,107,321,0,142,77,27,176,0,0,17,0,155,161,838,0,53,0,155,27,757,1,45,2,1,0,378,0,14,36,149,55,44,0,305,782,673,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,688,0,1199,0,378,0,0,0,0,0,0,1687,317,1724,0,1189,8,640,68,556,0,3251,56,16,0,0,1345,82,857,104,1402,576,0,29,0,0,0,1,0,2,0,0,0,0,0,120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,106,0,0,0,895,0,0,249,2172,17,68,106,369,3,690,3,2,0,1,47,0,363,0,28,2,67,777,0,0,0,10,0,0,0,0,0,0,0,1271,0,15,0,130,25,0,949,0,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,15,0,0,175,0,0,0,0,0,15,0,0,0,0,0,3262,0,333,214,339,0,59,3,0,0,0,0,20,0,0,0,6,143,1192,0,32,0,178,37,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,613,173,1189,8,106,0,0,0,0,0,428,914,0,1403,1,1380,0,608,0,443,133,3442,0,1,13,18,1421,78,1036,895,1364,0,0,0,62,67,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,936,249,0,13,2233,280,6,0,367,0,713,0,1,11,0,675,0,6,0,179,7,2,743,66,2,0,0,0,0,0,0,0,0,3,1183,0,0,39,0,28,0,1090,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,5,0,0,0,0,217,0,0,0,0,0,10,0,0,0,0,0,2695,479,160,30,5,0,0,8,0,0,0,0,0,0,14,85,131,0,1271,0,47,0,76,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,28,79,1217,0,621,17,0,0,0,3,64,1698,288,245,0,512,0,334,5,0,0,514,0,156,86,0,535,1,320,99,1083,324,101,11,108,21,47,0,8,21,0,0,80,4,0,19,0,0,0,0,0,232,214,407,125,884,22,1,0,0,0,25,215,0,62,299,2,2172,13,0,179,10,99,343,9,264,691,401,41,397,0,73,319,422,311,9,14,75,0,0,0,0,428,0,363,0,23,6,113,91,98,57,794,3,118,838,185,0,84,4,0,2,0,0,3,447,4,0,0,0,0,0,5,14,0,0,34,137,556,0,66,0,414,0,50,218,57,20,37,0,84,1,10,0,351,10,223,7,0,0,13,0,0,368,0,28,1,3,0,1,653,381,212,0,0,0,11,443,0,0,0,0,0,0,0,2,167,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,0,120,73,1226,0,359,0,0,50,0,125,209,1286,0,259,0,462,0,165,0,39,0,739,66,110,0,0,461,128,308,268,922,0,328,286,350,286,19,1,0,20,158,0,0,4,4,10,0,0,5,0,319,295,8,272,963,95,0,6,5,1,2,31,71,0,34,253,17,2233,179,0,248,68,0,332,612,194,41,526,0,440,409,171,276,411,12,56,0,0,0,0,342,46,0,426,5,0,201,10,2,179,649,54,4,624,148,0,72,93,0,14,0,6,58,0,0,294,0,0,5,0,12,0,51,0,0,11,459,154,131,0,568,0,127,0,117,86,70,54,136,0,3,21,292,0,169,65,0,5,75,0,0,0,0,359,21,0,0,0,0,395,427,204,0,1,0,0,534,0,0,0,0,6,74,9,38,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,109,194,0,755,3527,466,0,213,0,0,1648,142,0,210,0,0,200,828,191,9,253,10,313,2225,0,72,31,0,45,1160,437,977,46,0,0,0,152,66,0,105,0,0,0,94,141,118,0,26,0,0,0,18,0,21,298,0,0,176,123,104,92,78,0,204,0,0,68,280,10,248,0,838,11,213,0,11,0,166,0,1,26,0,0,0,260,0,0,0,0,0,0,0,0,0,1,54,147,754,0,0,0,0,4,0,137,0,0,0,79,100,0,65,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,261,0,0,0,322,0,0,0,0,0,0,0,43,6,18,54,15,0,0,89,0,0,0,259,0,0,519,0,0,0,0,57,46,0,53,0,0,0,0,6,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,44,0,0,0,3763,983,0,333,0,42,0,211,1186,42,0,0,0,99,140,0,0,0,0,2815,648,0,22,0,0,0,48,236,140,803,0,0,0,99,54,234,0,0,0,54,9,147,103,446,0,0,0,0,0,7,0,0,112,31,16,74,182,236,32,5,0,0,0,106,6,99,68,838,0,274,200,106,0,81,0,0,0,0,351,0,0,0,453,0,0,0,0,0,0,0,0,81,0,697,330,0,0,21,0,96,77,0,0,0,0,167,112,66,0,0,0,60,96,0,0,0,0,0,0,0,0,0,45,255,0,0,0,239,0,0,0,255,0,0,0,11,0,0,0,53,0,43,5,15,19,0,0,0,39,0,0,0,0,0,0,412,0,0,0,23,88,58,0,3,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,609,0,1,0,3863,136,0,0,0,0,228,1050,1274,105,0,63,0,11,0,0,0,0,0,1639,0,91,839,0,623,47,732,963,147,509,228,3,42,2,0,521,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,258,0,24,0,0,0,34,0,369,0,343,0,11,274,0,506,1890,135,0,12,61,122,0,53,38,100,9,224,14,0,13,0,146,0,0,2,317,88,786,1,136,0,122,62,345,57,10,3,0,616,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,212,0,140,18,1,5,19,18,187,9,0,0,0,0,0,0,0,0,0,59,300,0,0,1,58,0,102,33,6,1,0,0,1,0,0,0,0,0,33,0,0,0,39,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,1,604,0,29,46,3803,0,0,0,0,128,1049,1016,0,160,20,48,0,52,0,0,0,0,0,1890,187,0,945,39,344,1086,835,587,102,265,133,288,0,69,0,850,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,302,0,55,0,0,0,1,3,367,9,332,213,200,506,0,49,1467,0,0,85,38,101,0,69,92,311,33,0,39,119,72,0,57,0,0,0,348,9,919,2,242,0,74,411,15,78,0,1,525,0,31,0,49,0,0,0,36,0,0,0,0,0,0,0,0,0,19,0,30,0,0,0,0,0,137,58,214,0,5,6,12,8,165,0,0,0,3,0,0,0,0,0,0,0,236,0,0,0,34,0,0,55,1,0,0,0,45,0,1,24,1,0,106,0,0,12,118,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,1823,72,100,0,956,0,0,0,0,0,15,446,311,223,0,346,8,21,0,2,0,1,0,453,12,0,1080,3,1446,58,287,214,12,274,624,0,0,35,0,325,0,0,0,0,0,0,0,3,0,5,0,16,37,10,8,9,0,0,0,190,0,153,0,5,0,0,0,690,0,264,612,0,106,1890,49,0,289,1,33,151,0,62,69,665,424,27,11,0,0,0,0,0,59,0,10,712,160,448,0,22,73,683,69,357,556,4,4,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,5,0,0,181,0,17,0,130,93,23,98,964,56,1242,123,34,0,59,0,0,0,0,0,0,0,316,0,0,0,30,0,95,15,94,0,0,0,0,0,119,0,0,0,0,0,120,0,119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,0,1836,0,98,0,555,0,0,0,0,3,278,431,0,292,40,322,0,84,0,0,0,6,1,346,3,0,1394,42,1558,334,406,206,6,544,77,78,0,51,0,241,0,0,0,0,0,0,0,0,0,2,8,46,60,23,5,0,0,0,0,104,0,67,0,0,0,104,3,713,691,194,11,0,135,1467,289,0,3,8,4,134,43,86,596,820,73,0,0,9,4,0,0,202,0,4,3,705,11,388,16,254,163,875,459,0,564,0,17,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,236,0,6,143,169,81,26,141,891,123,1242,0,15,24,47,0,0,0,0,0,0,0,412,0,22,0,95,1,237,41,23,0,0,0,0,170,0,0,0,0,15,3,83,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,79,0,245,0,3,0,22,0,0,371,874,0,31,0,0,1046,0,0,0,36,0,3,0,409,0,60,3,0,54,0,0,4,124,498,305,1316,1317,423,81,58,0,0,143,0,8,9,0,10,0,0,36,388,528,1806,656,229,367,26,0,76,0,157,102,110,190,960,675,2,0,401,41,0,81,0,0,1,3,0,270,683,219,528,426,252,11,16,589,67,0,738,361,280,771,68,105,121,110,80,0,50,0,3,58,0,362,484,17,0,223,0,0,14,0,0,0,304,57,2,1,79,27,118,0,0,0,0,0,0,421,377,99,122,670,226,62,307,161,34,100,100,292,54,0,144,496,336,174,6,0,0,15,82,324,848,0,144,134,190,388,266,214,43,13,7,0,0,0,471,0,3,1,46,0,400,396,213,26,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,88,0,263,0,66,0,0,564,1,728,40,0,0,0,0,911,0,18,0,0,0,0,0,719,2,0,7,0,112,0,0,642,215,287,767,606,0,226,0,6,34,51,0,0,0,72,0,35,20,0,402,338,788,1710,1100,263,0,14,0,32,131,282,215,79,604,860,0,1,41,526,166,0,12,0,33,8,270,0,324,579,285,394,1,195,467,37,61,0,0,1092,472,682,0,0,54,137,34,174,14,23,193,8,1,624,233,0,33,197,0,0,0,18,25,0,160,362,0,0,16,20,2,93,0,0,0,0,200,0,131,66,648,137,183,227,69,268,27,32,134,80,0,16,472,136,217,394,0,0,26,0,656,289,2,653,0,52,224,464,280,110,288,0,0,11,0,0,199,0,0,0,57,0,206,370,0,0,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,266,0,25,0,0,0,438,572,0,36,768,3,0,71,0,894,6,0,0,0,0,0,0,1,0,779,92,0,22,0,1,0,171,0,216,842,483,102,192,0,0,8,130,0,0,0,11,48,7,0,0,8,11,8,4,212,607,276,27,46,16,159,121,297,109,977,511,1,11,397,0,0,0,61,85,151,4,683,324,0,512,786,596,514,95,650,1462,197,6,2404,2352,894,1163,849,40,0,7,53,98,1110,58,0,229,52,221,162,544,149,25,0,1,0,0,1,22,86,256,0,0,2,0,31,23,0,0,0,0,0,24,0,185,28,199,52,284,168,364,516,219,31,65,20,17,14,0,7,0,25,65,39,12,0,3,85,116,0,0,15,630,682,237,50,22,5,40,154,202,166,347,99,86,0,4,460,605,149,53,68,151,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,9,179,0,3,0,0,29,777,0,3,902,0,4,0,31,17,883,0,5,0,0,0,0,31,67,803,0,92,0,7,0,0,137,437,244,391,221,106,2,5,0,120,24,0,0,0,25,0,119,0,0,3,0,102,99,349,612,0,229,37,0,22,154,172,317,317,837,47,0,0,440,1,0,122,38,0,134,219,579,512,0,554,405,86,508,1391,375,15,435,1841,2486,1633,945,513,11,3,0,140,49,53,1048,405,0,59,359,282,0,653,39,0,0,0,0,23,63,174,167,0,0,0,0,6,5,0,0,0,0,57,0,38,19,110,0,191,24,471,114,178,236,43,5,32,22,5,0,35,2,6,0,18,53,13,13,183,143,0,4,32,780,611,31,148,0,3,28,7,219,41,192,112,74,0,0,518,710,428,92,180,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,112,62,0,1264,0,0,1999,436,15,0,456,1,60,0,0,507,1290,0,0,220,0,0,109,46,316,1544,2,62,58,20,0,1,724,560,576,1085,989,479,365,9,25,0,426,23,26,0,146,0,400,0,0,188,0,62,4,40,0,193,265,88,113,520,293,0,550,383,386,0,675,73,409,26,0,0,101,62,43,528,285,786,554,0,250,11,503,2674,141,147,0,209,2809,113,1105,832,4,0,0,26,188,0,22,0,542,42,58,139,42,135,36,0,111,61,0,0,2,166,96,0,18,0,0,0,15,0,0,0,0,0,0,0,0,0,238,0,14,229,544,537,85,36,156,0,240,0,38,4,0,116,17,0,2,334,32,286,602,0,166,64,1149,56,41,0,3,92,4,0,0,9,269,89,0,17,4,198,327,668,9,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,9,68,1297,227,0,0,884,1706,121,52,62,90,3,0,0,1237,420,0,0,0,147,38,170,218,76,1114,31,0,136,0,0,0,362,849,574,0,0,477,392,24,0,443,0,0,111,251,72,137,0,18,0,15,95,5,27,290,190,230,409,1,182,314,482,511,0,748,293,363,0,319,171,0,351,53,0,69,86,426,394,596,405,250,0,656,12,169,2509,308,62,1839,183,550,366,3,0,0,0,189,0,409,7,448,120,19,128,52,147,246,0,121,15,0,0,0,0,0,70,24,0,0,0,15,0,0,0,0,0,0,0,5,0,320,0,212,0,409,72,179,1289,119,13,105,0,40,0,3,12,8,26,0,0,12,421,554,181,79,424,559,39,1455,0,45,0,0,69,84,0,8,68,138,18,496,24,158,219,1251,0,343,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,0,18,4,0,0,0,222,0,94,0,0,0,0,0,0,76,0,0,0,9,0,0,0,676,0,11,0,7,0,0,0,0,108,1065,714,1257,780,61,0,42,21,0,0,10,1436,0,391,0,112,0,0,37,181,14,11,316,335,204,0,289,63,155,633,0,811,43,40,0,6,422,276,0,0,38,69,665,596,252,1,514,86,11,656,0,47,0,109,40,0,305,406,46,23,0,20,0,81,256,895,52,11,384,305,39,205,380,0,0,276,1,8,203,271,0,64,65,13,11,207,292,178,54,246,49,0,2,0,50,75,29,0,40,517,35,852,1,82,35,149,28,96,85,66,375,101,334,14,0,0,0,0,47,0,363,118,180,4,102,166,10,869,483,127,0,629,0,659,103,0,0,1,0,0,6,18,51,568,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
