neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SIBDR,16,62,0,0,0,154,509,0,1263,0,166,3,0,0,0,1,0,0,0,68,0,6,16,0,143,0,22,0,33,0,0,164,66,70,421,0,89,95,89,6,45,0,115,159,0,0,0,0,1376,0,1067,3,197,143,302,0,0,268,427,5,0,15,182,0,191,122,348,0,0,58,89,16,0,4,214,108,111,99,232,324,85,213,111,113,0,59,32,0,0,343,1087,12,272,0,1,29,87,0,342,0,31,0,14,36,204,410,0,3,57,0,0,16,57,0,63,434,224,0,65,521,22,207,34,0,0,0,0,0,0,540,523,112,1843,70,2603,191,0,667,1825,195,1475,7,504,12,237,60,159,0,0,0,153,297,0,146,0,30,87,83,451,0,23,13,58,2,0,0,24,0,0,0,0,21,0,444,276,327,0,17,132,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,321,0,1181,0,1589
SIBVL,179,0,2,11,0,0,0,351,365,0,217,0,0,0,0,0,3,0,0,0,0,0,0,1,23,187,0,0,365,0,0,0,65,91,824,118,0,67,0,10,20,69,250,24,56,894,0,0,14,55,32,186,209,264,58,0,13,2,92,9,0,6,41,161,308,293,73,0,0,163,52,0,0,0,0,0,0,93,18,319,414,998,44,6,55,91,0,0,55,200,404,290,5,450,0,41,13,182,73,8,10,98,0,0,108,37,0,0,11,0,0,243,0,53,21,106,109,279,264,48,617,139,283,0,0,0,0,1,23,203,380,237,473,1253,429,1491,667,0,1718,950,696,81,170,17,11,36,10,0,0,104,32,28,46,0,8,0,0,140,184,8,142,24,0,78,1,0,96,0,225,67,186,0,29,226,714,915,194,49,540,315,0,0,0,129,0,328,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,0,100,0,0,0,0,493,0,0,845,291,0,0,0,0,0,0,0,0,0,0,0,0,0,19,478,0,0,0,0,0,0,69,29,959,5,438,175,2,62,116,121,161,0,66,0,1028,16,13,3,1,186,172,106,69,86,163,5,236,17,5,0,156,77,106,160,122,2,0,49,145,0,0,1,0,1,1,5,43,281,354,312,1649,50,0,68,160,46,0,204,1056,83,157,0,21,12,81,67,130,0,13,0,40,14,72,176,400,0,94,0,0,95,34,0,42,54,77,308,292,595,132,271,106,0,0,0,2,34,1,477,21,515,397,996,728,335,1825,1718,0,933,600,4,0,0,17,8,26,0,0,9,86,11,75,23,0,0,138,323,341,6,0,27,131,11,54,19,0,0,3,92,188,57,0,825,70,286,1309,0,388,617,0,0,0,0,0,0,0,0,0,0,0,244,27,532,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDL,321,0,0,0,0,0,0,263,0,615,26,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,276,0,0,0,3,13,380,388,22,162,136,0,8,212,0,0,59,0,838,0,0,60,0,361,74,112,299,0,152,0,404,9,39,0,108,198,0,174,31,0,0,0,235,0,0,105,17,984,130,50,125,10,251,25,22,36,98,0,0,0,0,36,0,115,0,100,1,126,23,49,0,1,0,213,48,8,153,0,0,24,23,0,191,13,0,62,0,211,346,620,75,0,0,21,51,210,0,0,7,25,0,126,6,954,0,861,39,1734,195,950,933,0,238,2344,71,73,0,58,1,0,52,69,0,1,151,0,2,5,0,17,0,10,125,304,1,129,1047,0,0,3,0,0,0,0,0,209,133,136,140,1,56,42,0,0,0,0,118,0,0,0,660,65,1700,250,3742,750,2399,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,291,0,0,0,0,659,0,843,0,31,0,0,0,0,0,0,0,0,41,0,0,0,0,3,0,0,0,0,93,0,0,9,9,276,6,595,100,6,0,5,0,20,3,0,886,0,0,35,0,50,24,451,162,156,414,0,195,31,34,0,60,0,0,137,23,391,0,0,115,0,0,0,0,1,53,556,87,41,54,1,134,15,81,1,44,0,0,0,12,71,0,6,94,43,10,68,0,39,0,0,29,427,6,0,49,77,0,206,257,0,0,1,0,26,166,256,38,547,0,0,59,2,148,0,0,102,0,26,18,79,0,1835,7,696,229,1475,696,600,238,0,122,2040,0,63,1,69,110,0,0,18,0,46,88,0,11,10,5,409,0,95,301,441,1033,42,0,0,39,19,0,0,0,0,361,145,261,0,3,39,110,496,69,1094,343,2693,621,4523,995,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBVL,557,0,600,0,2,0,80,0,65,0,2,2,0,0,0,275,0,0,0,6,0,0,0,0,0,0,232,0,968,0,0,0,0,0,86,20,0,0,0,173,0,6,0,71,0,0,0,634,0,2399,0,489,27,0,466,2,2,148,0,116,0,0,0,3,0,147,0,57,0,3,19,0,0,62,1,716,170,22,5,5,0,0,115,86,2,0,156,12,0,9,0,25,0,0,51,153,25,0,0,251,0,251,72,46,5,0,19,0,67,0,0,184,0,161,0,11,118,55,41,5,69,1,550,0,0,0,281,50,3,94,15,319,11,664,0,926,7,81,4,2344,122,0,57,25,15,0,192,0,0,35,0,24,80,291,0,0,95,125,0,162,65,187,1,0,0,603,0,39,0,0,0,18,0,487,10,31,170,4,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,65,1010,311,2367,885,2162,1339,16,0,1,0,0,0,0,0
SMBVR,0,451,0,686,0,0,0,17,0,0,2,0,17,0,0,0,356,0,0,0,0,0,0,0,0,0,0,137,0,463,0,0,0,0,114,0,0,0,0,0,135,0,61,0,0,0,0,0,665,0,2370,0,608,558,0,0,1,0,233,0,82,0,0,0,36,0,198,0,81,0,19,0,0,0,79,25,994,0,92,14,19,157,0,71,82,79,0,0,0,0,62,0,16,31,2,13,127,0,41,0,279,6,111,26,0,15,0,57,137,0,0,0,183,0,228,62,0,0,28,10,38,518,8,0,0,0,232,34,145,67,147,0,0,0,506,0,504,170,0,71,2040,57,0,0,5,79,0,0,0,0,112,16,97,0,137,0,133,20,108,0,85,38,41,0,0,0,814,3,3,0,1,0,6,12,529,205,0,126,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,3,0,20,0,441,140,919,409,2397,770,2416,965
SMDDL,0,5,0,10,0,0,0,8,352,878,44,0,0,0,0,0,3,0,1,0,43,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,154,2,0,4,0,0,52,396,0,36,0,0,152,0,256,0,211,1619,189,227,0,154,0,108,344,1,14,0,20,55,0,0,6,463,0,1,0,0,90,0,155,464,0,1,0,76,468,1,0,42,0,0,0,0,0,0,0,0,458,433,42,280,0,0,0,0,0,385,344,0,0,0,0,277,0,0,106,0,20,1050,234,2,128,70,21,168,766,37,13,428,43,0,340,200,576,161,36,35,388,12,17,0,73,0,25,0,0,225,68,1725,0,97,380,0,0,113,0,17,28,21,68,0,21,55,18,41,6,530,13,0,0,0,0,0,0,18,234,384,226,9,295,50,35,57,0,239,0,155,0,47,0,118,0,422,35,1087,87,0,0,78,0,35,0,4,2,0,1,19,0,27,0,0,0,0,0
SMDDR,0,0,0,0,0,0,34,0,733,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,8,0,0,0,442,7,17,0,0,0,0,185,34,366,1604,129,238,109,253,0,13,0,27,374,0,11,26,193,0,0,170,20,0,0,0,0,0,0,417,225,1,0,44,0,161,377,0,4,0,0,0,0,0,0,0,0,492,435,242,39,0,0,1,19,0,427,354,0,0,21,341,1,6,0,0,64,1237,19,5,273,178,90,207,8,654,0,22,315,2,64,136,238,101,577,39,153,49,237,11,17,0,63,15,5,225,0,1670,161,192,0,0,251,111,0,6,0,0,1,11,0,0,239,286,36,501,0,0,0,0,67,0,0,0,0,226,176,339,0,398,96,28,217,0,339,102,528,170,355,7,0,0,0,0,0,0,0,0,52,0,35,0,0,0,0,0,85,0,61,0,0,0,0,0
SMDVL,0,0,0,0,0,0,0,0,64,416,0,0,2,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,55,18,15,0,0,47,13,24,0,0,0,88,325,0,0,0,0,0,700,90,1199,622,231,40,88,0,0,0,0,13,20,0,129,0,9,0,0,87,111,0,8,0,0,18,0,323,268,0,1,20,4,382,18,4,0,0,0,0,0,0,0,0,9,408,442,44,161,0,0,1,23,0,534,277,0,0,12,86,4,27,0,0,165,905,93,11,224,137,58,112,0,252,17,52,569,66,78,53,109,569,579,8,492,127,60,36,8,58,1,0,79,68,1670,0,369,254,7,0,76,92,32,0,0,0,0,0,9,0,210,228,182,0,0,0,366,3,0,0,0,0,0,62,196,292,74,576,0,55,83,0,43,0,5,0,0,0,14,0,0,0,0,0,0,0,40,0,36,0,0,0,0,0,144,0,315,87,174,64,53,71
SMDVR,0,0,0,0,0,3,0,0,488,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,7,78,156,63,0,97,89,0,107,0,0,294,42,0,0,0,0,664,0,1631,5,274,666,281,260,0,46,0,30,37,3,179,0,185,0,0,0,317,86,6,0,0,0,0,58,164,310,0,0,0,18,14,289,0,17,0,0,0,12,0,0,0,17,466,290,182,31,0,0,7,1,0,349,531,0,0,2,4,118,0,137,201,0,69,912,202,5,46,103,2,64,362,28,39,598,34,18,152,86,596,532,546,5,44,159,10,26,1,69,192,0,1725,161,369,0,0,307,119,0,70,69,0,0,0,0,0,86,12,252,52,303,0,2,470,0,6,0,0,0,0,0,319,21,134,10,476,92,0,35,0,60,0,6,0,0,0,81,0,100,0,47,0,0,0,104,0,186,79,171,148,84,27,13,0,7,0,0,0,0,0
URADL,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,36,0,4,0,28,0,0,0,0,0,0,0,36,21,0,0,0,0,4398,0,352,0,0,0,81,0,956,0,0,0,0,0,0,0,0,0,0,0,816,0,214,0,0,2134,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,95,75,0,35,0,0,130,28,83,0,0,0,0,0,186,0,0,0,0,0,179,0,13,0,184,0,0,1690,0,0,2680,0,61,0,546,0,0,0,37,986,0,0,284,0,868,701,1256,913,0,0,0,243,0,0,0,0,0,0,0,0,0,110,0,0,0,192,254,0,0,33,1101,0,153,0,58,0,54,48,205,149,0,0,0,0,1027,0,0,0,0,70,127,44,4,0,69,41,0,0,0,0,0,3134,1651,778,211,97,0,0,0,174,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,70,0,0,0,0,0,0,5,4,0,0,0,0,0,0,26,0,53,0,28,0,66,0,0,0,0,0,3,16,0,41,0,0,0,0,4034,0,708,0,0,0,116,0,703,0,0,0,0,0,7,0,0,0,0,0,657,0,58,2065,0,0,0,0,0,0,7,0,0,39,12,0,0,0,0,0,0,66,2,33,0,0,0,71,59,0,104,0,0,0,0,161,8,0,0,0,0,0,71,0,2,190,0,0,0,1358,0,0,3379,0,200,0,170,0,0,882,47,0,0,0,254,1083,1549,558,1119,0,0,290,39,0,0,0,0,0,0,0,0,52,0,0,0,97,0,7,307,33,0,0,958,0,130,0,97,97,0,44,0,159,0,9,13,0,1116,0,0,8,129,125,13,0,8,0,42,61,0,5,0,0,203,0,160,0,0,0,0,0,4148,1418,616,92,2,0,112,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,0,0,0,0,987,0,4085,0,52,0,0,0,1146,0,0,0,6,0,0,0,0,0,629,0,1,0,0,0,1375,0,93,0,0,0,0,123,0,0,0,0,0,0,0,63,0,72,0,3,0,6,0,0,0,0,0,0,3,0,6,31,0,0,158,0,0,0,117,0,60,14,0,1935,0,0,442,0,88,0,2942,0,0,0,379,23,0,0,32,781,1420,862,1177,738,10,0,4,336,26,0,114,0,159,0,104,9,69,0,35,0,380,0,0,119,1101,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,40,0,870,0,219,7,0,0,0,0,5,70,48,6,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,2414,206,362,0,0,0,0,24,0,21,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,851,0,4387,9,113,0,0,0,1317,0,0,0,24,0,0,0,0,0,850,0,119,0,0,0,1302,0,128,0,0,0,0,0,0,0,0,0,0,56,0,10,0,2,0,0,0,0,0,0,0,0,54,0,24,155,53,0,0,0,136,0,0,0,132,30,0,71,0,1753,2,0,321,0,44,0,3295,2,0,0,282,0,0,677,0,1432,1452,788,523,0,9,369,3,0,183,0,123,0,153,32,86,0,18,0,112,0,251,76,0,0,958,0,0,0,122,0,0,0,0,0,0,0,58,28,78,0,0,0,522,224,0,0,0,0,0,0,7,39,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3104,2136,339,80,0,0,0,0
ADEL,0,0,0,0,0,0,690,0,909,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1884,4587,0,0,1283,0,0,0,48,0,0,0,0,0,49,0,0,14,55,188,245,28,3120,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,219,537,0,0,131,0,0,256,43,0,3,0,0,0,12,0,335,0,57,0,0,0,44,0,223,25,0,0,0,0,0,0,57,0,1152,0,132,0,311,99,0,0,147,225,0,0,6,48,2243,0,77,116,0,1072,23,33,6,0,0,297,28,11,1,0,24,16,0,111,92,70,153,0,183,0,0,2120,0,0,16,0,0,102,0,42,257,4,120,0,121,0,0,990,0,0,0,0,4,0,1,0,0,0,0,0,27,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,738,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,8,0,0,0,546,0,468,282,0,0,0,0,0,0,0,0,0,66,0,0,0,0,4,0,9,0,0,0,0,0,0,1,1193,2907,0,0,0,1218,0,0,0,82,0,0,0,0,13,0,432,293,34,6,0,157,0,1962,0,316,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,340,2,0,2,0,5,29,13,0,34,0,0,87,0,0,0,100,44,0,32,0,0,0,0,244,214,0,14,0,0,0,188,0,163,0,1073,0,20,837,1057,146,23,210,199,0,10,0,1873,42,0,240,287,767,283,43,25,5,4,122,0,46,75,151,46,80,97,113,0,32,69,0,130,0,122,2120,0,0,0,41,70,120,0,77,57,65,353,0,124,0,142,45,263,0,0,0,12,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,43,0,323,0,0,0,0,0,0,0,0,0,0,16,0,0,46,0,104,0,0,18,0
AIML,1824,0,379,0,23,0,809,0,132,0,22,191,21,2907,0,927,0,19,0,1754,49,1019,0,0,0,0,433,0,1853,0,267,0,0,0,10,0,0,58,0,117,0,0,0,11,0,143,0,231,0,0,0,0,36,0,1,0,0,379,0,529,0,0,184,322,0,155,0,2583,0,420,0,0,0,68,0,475,0,544,0,226,0,382,160,208,0,409,467,316,4,131,0,142,0,0,0,0,0,0,0,380,14,0,0,10,0,0,98,12,84,61,0,33,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1,0,0,146,0,23,0,88,291,0,0,6,0,0,58,0,0,0,0,0,0,89,86,1225,1245,217,875,0,0,0,59,0,215,0,0,0,0,0,819,0,88,0,9,431,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,1401,0,464,0,1,0,314,0,62,249,0,361,0,2908,0,667,0,5,5,1702,0,1285,0,0,0,0,632,0,1415,128,282,0,0,0,0,0,0,41,0,561,0,34,0,28,0,148,0,176,0,0,3,0,57,0,0,110,0,410,0,556,402,0,0,119,0,420,0,2950,0,398,0,0,0,26,0,417,0,349,1,88,549,404,0,158,546,292,0,177,0,234,0,0,10,0,0,0,0,0,0,437,0,0,0,0,0,0,203,19,0,111,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,77,0,8,0,2,0,0,137,17,0,0,0,0,97,0,0,0,0,89,0,278,695,1228,275,448,0,0,0,0,233,0,87,0,120,138,16,0,647,0,19,124,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,1016,1146,0,0,75,124,8,41,0,112,41,18,327,0,0,279,255,1119,1074,2520,1991,0,0,0,79,107,2,0,139,46,0,0,0,0,0,111,146,230,161,0,0,79,59,148,141,0,0,0,0,3,3,0,0,45,4,28,123,122,144,86,106,0,0,6,0,337,377,38,3,165,3,0,0,0,0,0,0,0,0,102,133,74,36,402,428,69,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,10,19,0,87,86,197,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,91,0,0,119,30,0,0,5,11,0,0,28,0,0,0,54,97,0,0,16,41,86,278,0,313,314,572,408,0,0,0,5,3,0,0,0,25,0,0,883,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,7,116,403,412,0,0,0,0,24,15,13,115,19,0,0,591,180,0,0,2047,144,428,152,0,0,0,1125,616,983,576,0,0,0,0,3,5,0,124,11,168,383,0,0,62,8,99,33,0,0,0,0,0,2,0,0,0,0,91,55,198,50,97,231,0,0,113,276,165,100,0,0,0,0,0,0,0,0,0,0,7,10,21,0,3,3,122,237,690,1573,0,0,0,0,0,0,0,0,0,0,261,863,0,0,0,0,0,1784,1877,0,126,26,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,59,0,42,87,0,138,0,10,95,133,21,1,0,0,48,0,0,0,0,70,1225,695,313,0,4562,171,768,0,0,0,28,0,170,132,0,0,185,412,4431,1330,27,0,0,103,0,1282,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,50,154,317,29,0,0,13,48,71,188,80,0,2,0,0,580,13,0,0,577,1981,92,633,0,0,15,210,273,636,308,0,0,0,0,11,49,0,17,131,119,668,0,0,32,73,110,176,0,0,0,0,6,5,10,0,0,38,83,231,55,286,171,36,0,0,74,0,97,69,0,0,0,0,0,0,0,0,0,0,92,0,2,115,71,183,306,426,1054,2012,0,0,0,0,3,0,0,0,0,0,694,256,0,0,0,0,18,1623,1683,0,0,99,22,178,0,0,0,0,29,10,0,0,0,0,0,0,0,0,0,0,0,0,72,58,89,0,143,83,140,323,17,5,125,20,68,11,0,0,205,44,0,0,0,120,1245,1228,314,4562,0,194,440,0,0,0,0,50,52,170,0,120,724,1428,1312,3431,24,8,19,130,0,1028,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,1,1300,0,19,0,0,800,0,118,0,999,0,0,0,0,153,112,0,0,198,0,34,0,0,39,11,0,229,0,496,0,0,33,0,866,0,433,382,22,0,235,0,2,0,0,168,0,0,154,0,0,0,219,3,169,647,0,0,0,188,379,329,148,0,146,0,492,0,13,43,0,49,0,0,18,0,93,134,377,289,375,100,203,10,205,2323,335,520,0,637,1883,7,3409,185,2,0,6,0,0,534,1842,0,0,40,0,311,317,7,819,121,0,0,0,0,8,99,16,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,540,0,525,177,451,184,341,0,409,0,108,0,0,9,86,149,0,0,0,102,0,217,275,572,171,194,0,20,83,34,0,150,0,0,0,1,75,326,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,1367,15,419,0,24,0,0,815,0,7,1327,1,0,0,0,672,34,0,24,0,237,0,0,0,0,82,210,0,400,0,0,0,0,0,657,155,24,0,295,135,0,0,0,0,0,0,169,132,0,0,0,192,0,0,0,13,94,0,0,924,171,180,0,165,0,547,0,0,0,0,32,0,187,8,0,63,0,367,163,637,307,1,803,0,241,55,2456,277,630,1937,0,4293,0,0,0,0,0,0,0,936,676,8,0,0,75,0,0,252,801,0,98,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,55,0,256,0,8,6,10,0,162,0,21,0,0,12,0,159,0,0,0,77,875,448,408,768,440,20,0,5,31,0,0,136,0,0,15,24,188,257,6,4,0,26,2,524,0,38,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,3,352,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,70,40,32,14,0,0,0,0,153,0,0,0,0,280,0,0,183,22,233,97,22,314,0,0,0,0,0,0,56,185,9,0,0,0,0,181,366,0,0,1,2,35,52,175,20,6,34,0,0,717,392,0,0,0,0,0,28,0,95,0,1373,10,8,2,4,0,0,251,663,0,393,218,0,0,0,3,0,15,0,3,0,361,136,0,0,452,279,0,0,0,0,0,0,571,1044,147,0,820,209,269,218,98,23,142,0,125,95,65,85,55,239,210,252,0,0,0,58,42,57,0,0,0,0,0,83,5,0,2047,2106,90,0,60,0,988,0,0,0,0,0,54,71,138,0,857,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKR,0,0,0,0,0,0,0,0,210,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,61,15,44,0,89,0,0,4,92,37,7,0,0,0,162,162,0,529,102,55,36,441,13,0,0,0,0,68,8,2,183,8,0,0,0,297,585,0,0,0,0,128,6,43,33,0,3,0,0,143,705,0,0,0,0,0,8,0,12,0,1582,0,3,0,43,0,0,719,206,0,225,474,0,0,4,0,47,0,12,1,0,191,444,0,0,271,485,0,0,0,0,7,0,789,944,0,111,810,361,82,234,194,13,24,27,304,301,187,38,18,286,228,52,0,9,0,28,257,65,0,0,0,0,0,34,31,2047,0,1907,0,57,0,100,892,0,0,0,0,0,65,60,111,0,860,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,199,118,221,0,0,0,264,0,9,11,0,203,150,0,0,0,57,0,0,724,3,0,0,0,0,141,131,262,462,0,0,0,0,34,197,0,0,0,0,0,25,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,2082,0,0,171,257,0,0,68,563,11,27,21,0,0,375,82,103,0,0,4,6,295,449,0,166,20,13,0,0,0,0,59,56,463,417,0,0,11,396,0,58,0,58,0,131,1,441,1,41,41,36,182,303,0,13,0,78,4,353,0,0,0,0,0,0,0,2106,1907,0,0,1,2,0,711,0,0,0,0,0,3,0,20,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,1,0,921,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,10,0,0,0,0,1586,0,5,0,0,0,751,0,792,0,0,0,0,0,0,62,0,0,0,0,1011,0,703,0,0,422,0,0,179,0,0,0,0,0,22,1,0,0,0,0,0,0,0,52,56,0,0,567,93,0,82,0,0,0,0,0,1247,0,279,40,159,0,77,0,0,0,321,0,24,254,0,0,1026,0,174,0,0,0,40,74,22,398,321,42,570,4,3,0,3,105,0,393,32,372,0,52,42,0,7,2,78,11,129,1033,0,0,6,501,0,0,1027,0,40,0,120,0,59,0,5,28,0,150,0,90,0,0,0,134,0,0,2,193,65,7,0,0,554,120,126,0,209,289,0,521,183,537,873,2209,1763,3337,3513,0,0,2,0,291,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,26,0,877,0,351,62,8,0,0,0,0,0,0,0,0,9,0,0,0,117,0,0,0,0,0,0,0,0,20,4,0,0,0,1894,0,0,0,0,0,742,0,810,0,0,0,0,30,0,0,0,0,0,0,1165,0,832,435,0,0,0,0,61,0,0,0,0,0,13,0,1,0,0,0,0,45,5,48,47,595,0,0,28,0,141,0,0,0,0,1432,0,83,217,0,106,0,71,0,0,170,18,0,0,284,0,0,887,0,132,0,0,40,58,349,14,70,211,14,503,3,0,0,71,480,0,189,40,140,0,0,45,43,0,1,54,1047,42,0,0,530,0,0,2,0,1116,0,0,0,124,0,233,3,0,50,0,136,0,57,1,134,0,0,0,3,128,239,22,0,0,101,118,298,0,239,0,247,0,0,7,0,355,0,57,0,612,118,745,1559,2559,2048,6056,3191,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0
