neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,498,574,47,2405,1156,1029,27,345,302,22,490,0,0,0,0,0,0,453,0,0,404,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2,0,406,420,0,822,207,4,2228,1557,0,0,0,90,11,7,8,72,33,1845,0,736,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,898,619,1893,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,0,0,0,58,2037,171,0,0,0,0,0,21,55,0,0,0,0,0,0,286,1443,0,0,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,497,3304,42,659,527,355,309,0,289,0,693,0,0,0,0,448,0,0,0,137,195,105,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,78,0,0,0,149,0,0,0,178,121,0,0,207,513,0,132,556,2303,19,84,1808,0,0,66,36,10,8,65,102,1203,736,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,268,1224,557,0,0,0,0,0,0,0,0,5,86,1,0,0,2,0,0,0,0,0,0,68,0,0,77,1494,0,0,0,0,0,96,18,16,0,0,0,0,0,58,1029,0,0,0,0,0,0,17,50,0,1,0,0,0,0
RMEV,48,0,0,0,49,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,140,0,14,0,0,0,0,0,0,0,3,0,0,457,137,477,583,341,711,363,41,10,12,523,297,0,0,0,0,0,0,0,0,159,4,61,175,0,0,0,0,16,48,131,112,54,0,6,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,19,27,0,0,18,59,448,41,0,159,165,154,447,317,1,51,284,463,17,1,510,241,0,0,106,154,1312,1462,1068,0,20,0,51,0,268,0,0,160,12,0,77,71,80,60,206,255,503,524,309,592,0,0,0,0,0,0,0,0,0,21,16,0,51,35,0,0,0,0,0,67,0,0,0,670,0,260,0,182,0,0,305,0,286,0,0,0,0,0,151,2,499,0,422,0,0,0,120,7,339,0,636,0,0,0
SIADL,25,0,0,116,0,0,0,1774,0,0,0,0,0,102,0,14,0,194,0,10,0,0,0,1,125,0,0,3,24,16,762,146,0,0,0,0,0,74,0,3,17,0,0,0,0,563,118,311,102,0,8,0,333,154,0,355,0,15,374,0,0,0,664,0,0,0,0,356,0,201,1023,0,507,0,253,281,847,0,81,0,0,350,101,119,0,0,0,411,121,216,149,0,0,159,0,0,755,65,0,0,45,0,0,0,0,34,0,32,130,351,127,467,474,167,117,0,0,0,20,0,1492,2475,186,1975,153,642,194,2966,0,10,0,774,221,1161,978,0,0,307,0,3,275,0,157,394,0,177,647,496,0,0,0,0,0,0,0,16,292,112,56,37,0,37,0,0,0,0,0,0,0,0,0,0,365,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,222,70,0,0,0,2722,0,1,0,0,0,11,45,0,0,74,0,13,0,0,0,6,95,0,0,0,0,29,18,1022,0,0,0,0,0,0,0,54,26,1,0,0,0,0,74,740,61,799,170,0,104,0,0,275,0,548,120,83,0,0,761,0,0,0,0,0,0,378,609,108,492,0,80,0,803,201,10,146,0,25,36,50,0,140,0,49,168,416,124,158,0,0,0,76,5,159,575,0,0,115,0,0,0,0,0,168,71,84,119,406,581,706,5,216,0,0,0,0,1492,0,223,1940,225,2711,270,536,0,2710,0,202,110,692,1155,830,0,0,0,69,3,3,150,0,77,83,0,756,418,268,0,0,0,3,49,30,0,4,498,21,137,36,37,0,0,0,43,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,1,0,164,0,0,0,0,14,1615,0,0,0,0,120,0,229,0,32,0,0,0,106,0,101,75,153,30,441,0,0,0,0,0,89,0,498,0,0,0,0,90,0,0,0,0,1,0,477,0,11,307,0,60,143,465,0,189,268,0,983,462,331,0,0,0,84,404,43,0,0,0,2,0,0,142,0,0,0,0,0,0,105,0,136,0,0,555,0,109,128,413,117,663,0,0,0,51,2475,223,0,0,3225,96,1389,1431,1426,26,2890,0,43,77,4,432,0,0,173,0,0,6,5,0,0,0,474,61,201,0,0,0,47,0,0,0,0,1226,451,502,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,702,795,0,0,0,0,0,0,0,0,0
SIAVR,0,0,0,40,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,1660,0,289,0,0,0,84,0,36,0,18,0,0,0,32,36,46,75,134,0,999,0,13,0,0,0,131,0,589,0,0,141,0,0,0,0,0,0,36,14,543,712,20,84,0,412,93,140,0,0,342,598,298,0,257,438,17,303,68,0,36,0,0,0,37,15,0,206,0,0,0,0,0,0,145,0,67,849,24,32,0,766,146,742,84,0,0,0,0,186,1940,0,0,62,3406,824,1525,8,1548,0,2712,41,62,637,11,0,0,0,51,0,19,0,52,0,196,0,32,81,79,0,0,0,345,11,0,48,564,1080,0,29,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8,145,158,700,655,0
SIBDL,12,0,0,193,574,0,0,392,14,0,0,0,19,66,1,28,0,30,4,15,173,0,0,13,8,42,290,33,66,72,359,0,0,0,0,42,50,350,0,4,205,0,0,273,0,327,31,286,460,409,268,0,267,128,88,55,0,597,126,0,1,98,89,16,0,328,0,174,0,485,315,244,616,212,239,3,151,114,605,28,3,0,0,265,8,78,0,119,0,263,0,0,0,15,0,0,693,102,0,0,53,0,0,80,2,75,0,686,578,46,0,138,469,36,21,0,0,0,268,1975,225,3225,62,0,384,2391,698,1934,277,624,5,413,45,173,119,1,0,119,0,0,0,0,93,125,1,622,1,41,0,0,0,10,0,0,0,13,1267,347,735,18,566,247,0,0,0,0,0,0,0,0,0,0,219,0,67,0,0,0,0,0,18,0,1467,0,0,0,0,0,0,0,0,0,0
SIBDR,0,0,72,0,0,423,823,0,7,0,0,0,49,82,0,0,31,0,49,3,0,107,4,0,0,220,17,198,237,112,356,0,0,0,0,61,0,0,103,206,0,0,0,0,522,3,292,503,439,278,889,153,0,88,90,0,154,86,714,0,0,118,34,0,0,0,233,201,223,259,521,651,44,289,207,94,15,213,382,29,0,0,113,20,288,9,0,12,142,0,309,0,0,0,64,0,72,548,0,2,190,0,0,10,2,0,134,645,683,9,30,612,79,155,53,0,0,0,0,153,2711,96,3406,384,0,580,2690,222,2143,21,695,97,507,96,253,0,0,0,59,0,0,136,0,42,69,17,5,2,62,0,0,0,448,0,64,0,479,934,186,0,199,86,0,0,0,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,937,0,0
SIBVL,1,0,0,0,0,0,0,330,0,0,0,0,145,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,210,1782,6,0,36,0,78,193,150,64,17,2,538,0,34,252,386,335,285,181,405,358,0,0,101,10,88,300,908,238,0,0,180,69,0,0,11,0,48,4,219,45,102,386,925,188,1,81,465,123,0,467,501,107,185,81,356,0,74,4,110,96,0,33,57,0,0,193,105,12,20,143,0,0,113,39,88,32,68,76,343,496,51,668,60,310,0,0,0,0,642,270,1389,824,2391,580,0,2145,882,1008,241,336,56,13,48,42,26,0,51,127,0,39,0,166,0,8,239,32,50,0,93,0,0,112,0,0,76,685,1366,383,0,53,183,0,0,5,324,367,920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,6,2,0,0,0,0,0,3,0,0,0,0,57,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,251,1501,0,0,0,0,9,20,60,53,3,2,0,444,117,188,267,231,189,109,122,1021,0,0,159,12,180,212,117,639,0,0,139,92,0,0,1,9,75,4,167,280,418,278,429,745,110,23,63,242,630,61,375,473,60,713,42,19,0,44,79,77,20,2,7,119,30,19,186,0,1,214,0,0,0,101,63,47,108,56,510,359,520,142,341,17,0,0,0,160,194,536,1431,1525,698,2690,2145,0,1040,857,294,54,3,91,49,60,0,0,153,69,0,2,12,0,0,99,246,1,37,131,0,293,13,154,0,0,0,1094,556,1940,0,104,199,0,0,0,0,0,0,0,0,0,67,419,361,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDL,54,0,0,28,0,0,0,882,1,0,0,0,198,0,0,0,0,13,0,0,0,0,3,0,151,0,0,0,55,35,222,92,0,0,77,0,1,148,0,0,28,0,1145,0,0,689,106,219,180,0,765,0,0,86,0,61,0,193,26,0,0,0,217,0,13,4,0,615,140,78,254,0,84,41,58,31,137,0,81,0,0,138,103,0,0,15,17,81,27,18,0,0,0,455,51,0,109,0,0,23,115,0,86,0,0,30,0,251,213,725,138,10,18,59,42,212,0,0,12,2966,0,1426,8,1934,222,882,1040,0,170,1255,135,402,0,88,22,0,398,24,0,0,198,0,9,37,0,238,414,186,0,0,268,0,0,3,0,0,482,245,127,0,177,0,0,0,0,0,2,0,0,731,31,835,1032,1608,987,330,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,72,0,0,0,0,1101,0,0,1,0,0,0,282,0,0,10,0,0,0,0,0,0,50,0,0,0,0,16,34,309,134,220,210,0,3,1,0,37,22,0,1263,0,0,0,176,608,274,228,1315,98,0,0,0,149,0,177,25,515,0,0,361,0,0,0,0,0,16,730,234,86,133,1,155,4,129,24,35,9,10,10,113,272,0,82,5,55,0,71,0,4,0,0,39,359,43,1,88,213,0,59,43,0,4,0,0,31,391,136,77,410,139,29,28,38,165,0,0,0,0,2710,26,1548,277,2143,1008,857,170,0,44,1463,0,280,14,14,262,0,0,34,2,139,30,0,16,10,0,190,222,376,140,0,0,51,3,1,0,149,435,0,0,0,473,817,122,813,635,612,590,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,133,0,0
SMBVL,502,0,246,0,0,0,0,0,128,0,0,0,1430,0,0,0,277,0,89,0,0,0,1157,0,600,0,0,0,0,0,55,0,0,0,0,254,0,65,0,148,0,0,0,850,0,256,145,0,355,135,0,129,0,0,0,48,0,238,0,233,0,3,3,0,0,224,0,1047,33,31,0,168,1,0,0,55,23,0,394,1,0,481,565,403,0,45,64,176,62,43,0,86,0,282,48,0,86,0,0,0,75,0,0,11,0,110,0,0,62,0,70,7,178,0,720,0,0,0,77,10,0,2890,0,624,21,241,294,1255,44,0,46,104,45,0,331,0,0,50,0,109,0,409,0,15,0,708,30,23,0,0,0,637,0,3,89,0,637,91,214,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,91,450,975,889,3364,3847,426,0,0,0,0,0,0,0,0
SMBVR,0,556,0,841,0,0,0,0,0,128,0,0,0,1259,0,0,0,244,0,146,0,0,0,1133,0,282,0,0,0,0,117,0,65,0,0,0,368,0,26,0,136,0,0,0,607,215,187,399,0,0,240,0,163,0,0,0,3,0,430,0,354,31,39,0,0,4,125,10,1137,0,0,21,95,14,0,0,37,127,0,0,62,5,0,0,98,4,5,29,95,0,2,0,245,1,222,0,0,53,0,29,90,0,0,0,95,0,74,80,0,69,12,330,34,559,0,0,0,0,71,0,202,0,2712,5,695,336,54,135,1463,46,0,42,56,366,0,0,0,0,3,0,12,0,561,46,164,0,54,13,12,0,0,0,588,0,0,291,125,484,0,116,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,2,539,847,283,1537,2362,1607
SMDDL,0,0,0,35,0,0,0,28,0,0,0,0,0,2,0,0,0,31,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,67,440,2,0,0,0,265,29,328,1378,0,285,0,36,28,306,0,0,75,59,0,0,9,476,0,0,0,0,1,0,221,780,0,3,0,7,460,114,0,0,0,0,0,0,0,0,0,0,470,399,82,231,0,0,0,0,0,344,520,0,0,0,0,35,0,11,4,0,18,564,257,14,91,207,0,167,241,0,0,80,774,110,43,41,413,97,56,3,402,0,104,42,0,206,109,2183,0,0,0,0,0,0,0,52,166,0,43,42,111,4,0,658,6,0,3,0,10,228,240,18,351,434,74,140,0,7,0,0,0,0,12,0,397,293,354,94,0,0,53,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
SMDDR,0,0,8,0,0,0,57,0,0,0,0,0,5,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,470,81,0,90,0,0,5,338,1263,370,309,0,51,0,253,14,0,47,39,18,0,0,517,0,0,0,0,0,0,16,802,290,23,0,62,0,48,432,0,24,0,0,0,49,0,0,0,5,472,442,237,81,0,0,0,8,19,543,283,0,0,0,0,0,37,0,0,37,937,0,6,290,441,190,159,5,264,0,0,60,221,692,77,62,45,507,13,91,0,280,45,56,206,0,2136,97,0,0,0,0,0,0,91,0,28,0,0,145,110,47,547,54,0,9,0,25,0,104,159,30,398,184,514,229,0,512,78,543,145,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,11,20,0,0,0,0
SMDVL,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,22,109,31,242,0,0,0,0,17,0,0,0,202,342,0,0,0,0,42,1259,934,363,81,0,0,0,44,0,0,338,0,273,0,0,72,122,2,8,3,0,106,0,430,383,5,22,98,11,470,12,0,0,0,16,0,0,0,170,85,51,496,449,129,290,0,0,51,10,0,694,347,0,0,0,23,0,65,0,0,0,707,61,5,288,337,166,110,9,133,0,0,206,1161,1155,4,637,173,96,48,49,88,14,0,366,109,2136,0,346,0,0,0,0,0,516,0,0,0,67,0,281,256,182,0,0,0,670,13,0,0,22,73,2,498,0,472,137,0,30,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,280,0,389,64,0,18,0,0
SMDVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,28,95,218,0,0,0,0,0,4,0,0,354,38,0,32,0,0,1268,186,303,820,0,22,0,0,67,61,277,0,310,0,0,0,45,20,0,0,0,0,0,16,270,472,1,0,11,137,38,419,0,0,30,0,1,9,74,0,0,16,691,317,255,139,0,0,0,5,0,315,569,0,0,1,27,197,0,36,0,0,13,621,228,11,112,97,0,164,136,0,0,255,978,830,432,11,119,253,42,60,22,14,331,0,2183,97,346,0,0,0,0,0,397,0,0,0,0,0,35,91,221,224,0,0,959,0,0,0,0,177,74,28,517,506,0,60,0,2,0,0,0,0,0,0,22,0,0,0,0,0,64,0,543,0,1395,1,0,0,29,0,54,0,0,0,0,0
URADL,0,0,37,0,7,0,0,0,0,0,0,0,104,0,82,0,30,0,27,0,39,0,0,0,0,0,22,37,76,11,0,0,0,4387,0,924,0,0,0,0,0,1877,0,11,0,0,0,0,0,0,0,206,0,2048,0,0,0,23,0,19,0,4,0,6,14,0,0,0,0,0,0,258,4,283,29,0,0,260,40,278,0,0,0,0,0,306,0,0,0,30,0,241,0,0,0,25,0,0,5098,0,0,2062,0,924,0,0,0,34,45,0,92,0,0,28,0,482,141,1311,503,0,0,0,0,1,0,26,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,146,0,36,18,0,0,0,0,665,0,0,0,0,7,0,213,315,283,0,0,0,2074,2207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,18,0,14,0,0,4,0,0,0,0,0,0,62,0,118,0,10,0,13,0,0,0,0,43,29,1,44,0,0,0,0,3575,0,885,0,0,0,0,0,2106,0,0,0,0,0,0,0,0,0,259,0,2273,0,0,0,14,0,49,0,10,25,14,0,0,0,0,0,0,0,45,101,256,0,0,7,224,0,91,0,0,0,0,388,1,0,0,0,0,0,171,0,15,82,0,0,0,3787,0,0,3362,0,667,0,0,0,90,112,0,0,0,0,0,256,898,268,524,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,0,230,0,0,0,0,1325,0,0,0,0,22,31,255,0,1,0,0,0,0,0,0,0,0,0,3955,2148,107,0,0,0,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189,0,0,0,0,841,0,6638,0,10,0,0,0,1530,0,8,0,0,0,0,0,294,0,0,0,1730,0,69,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,85,58,0,218,0,0,0,3,0,46,7,0,3569,0,12,0,0,726,0,2398,0,0,0,54,0,0,0,0,177,1484,619,1224,309,307,0,173,0,119,0,51,153,24,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,585,0,27,0,0,305,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,166,0,0,0,0,0,254,0,4293,0,33,0,0,0,1738,0,23,0,0,0,0,0,327,0,0,0,769,0,69,0,0,222,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,143,139,0,21,0,229,0,0,0,125,146,0,0,0,5419,31,0,0,0,1491,0,1584,0,0,0,58,0,0,250,0,1157,1893,557,592,0,69,0,51,0,59,127,69,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164,0,0,0,326,0,0,0,88,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,1489,0,1,0,0,0,1850
ADEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3484,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,971,194,0,0,0,50,0,0,0,0,0,0,844,1859,0,0,0,1254,1,0,0,0,0,0,0,0,459,23,0,438,0,0,0,0,0,0,101,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,109,0,0,0,0,397,0,0,0,0,0,12012,0,0,0,0,20,250,333,77,0,0,0,0,2369,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,9686,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,47,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,1063,756,0,0,189,386,1,32,0,27,0,77,949,1570,174,83,165,174,0,0,0,0,0,0,902,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,3,6,19,0,0,39,2,198,139,0,12,0,0,516,0,0,0,0,0,12012,0,0,0,0,28,0,596,663,104,0,0,0,0,1816,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIML,2,0,18,0,0,0,468,0,70,0,4444,0,946,0,0,0,4408,480,400,0,0,0,757,0,484,0,28,0,0,0,40,0,0,15,0,359,0,0,0,167,0,82,0,0,0,0,25,0,3,34,0,782,0,49,0,0,0,125,0,1936,0,136,0,21,0,153,0,0,0,0,0,0,0,124,0,202,0,146,14,208,0,0,0,0,0,6,0,0,0,0,0,1222,218,0,0,0,0,0,0,0,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,0,0,136,0,12,0,30,409,0,0,91,0,0,146,0,0,0,0,0,0,637,70,313,25,0,0,0,145,0,255,0,0,937,246,197,0,694,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,0,0,13,0,0,0,681,0,2,0,4065,307,1195,0,0,494,4200,16,1076,0,0,674,408,1,124,0,120,0,0,0,0,0,0,19,0,124,0,0,0,112,0,257,0,0,21,0,82,0,0,0,0,671,0,174,0,0,0,6,15,2129,0,124,0,33,0,11,0,37,0,10,0,0,0,309,0,365,0,192,230,323,0,0,0,0,0,0,0,0,0,0,14,1289,0,0,0,0,0,0,0,0,0,54,0,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,157,0,0,52,93,0,166,0,9,0,0,561,52,0,0,0,0,126,0,0,0,0,637,0,351,0,296,0,0,0,0,27,0,352,0,0,2123,0,137,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,1687,1724,0,0,446,242,107,45,0,0,63,50,0,0,1775,1533,1350,1632,0,0,442,388,20,10,0,1,0,0,0,0,0,37,155,67,150,0,0,39,151,155,310,0,0,15,8,0,0,411,113,619,284,59,158,0,0,0,0,0,0,35,55,0,0,0,0,0,0,0,0,0,0,524,98,531,529,230,203,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,94,99,190,382,503,0,0,0,0,3,0,0,0,0,0,0,0,0,0,394,77,0,0,125,42,0,0,37,16,15,46,166,28,0,0,36,84,0,0,0,0,70,351,0,71,37,0,0,0,3,14,0,0,0,1847,2330,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,1,2083,247,356,0,0,2401,170,1,361,0,0,421,2399,0,0,14,0,0,64,0,0,147,1211,232,2862,0,0,198,0,431,0,64,30,0,0,0,0,0,2,0,44,0,0,161,0,208,0,24,0,0,222,551,93,0,0,64,2,435,0,67,0,6,32,0,0,0,0,455,103,220,2279,1383,1662,5,195,0,2047,134,478,370,790,143,564,5874,112,1,0,0,0,8,808,722,0,7,0,0,95,0,0,1354,39,0,0,0,0,0,139,98,0,0,0,0,0,0,0,0,0,0,0,83,0,196,1,69,8,99,0,10,0,164,0,0,67,0,18,0,0,0,0,28,313,0,71,0,534,112,25,6,59,0,0,19,42,5,325,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,1150,0,0,106,0,0,0,1100,127,4,0,0,1399,181,0,132,0,137,0,3,0,0,566,0,2942,1,4,10,0,4,863,0,0,0,96,0,0,0,0,0,48,0,205,128,0,100,0,0,3,0,0,874,119,58,147,137,0,550,0,2,0,3,1,0,13,162,0,878,0,193,55,1478,2075,259,1972,0,42,479,3009,595,158,1109,3017,5356,849,17,0,0,0,0,0,472,401,0,0,0,39,0,0,0,1437,0,54,0,0,0,0,23,93,0,0,0,0,0,0,0,0,0,0,177,0,474,0,622,17,239,246,238,0,708,0,43,0,0,35,0,230,0,0,20,0,25,296,37,534,0,0,0,0,0,115,0,0,0,54,32,0,0,1309,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,257,0,0,13,0,0,0,24,0,0,0,8,9,1,140,601,13,35,0,0,0,0,6,16,28,21,0,26,0,0,399,237,0,0,0,0,1,151,256,0,43,0,31,16,808,434,0,0,0,3,31,13,110,268,0,2050,0,9,70,72,0,0,643,1029,0,493,493,0,0,8,0,18,0,0,0,7,510,174,0,0,229,242,0,0,0,0,0,0,647,756,61,32,1,5,32,1,414,190,30,54,42,145,281,91,0,0,2,1,250,596,0,0,0,112,0,0,4046,2116,87,0,0,19,1585,0,0,10,0,0,1164,274,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,411,0,0,0,0,0,0,7,0,0,0,0,0,23,696,157,137,14,0,0,0,0,36,6,5,123,3,0,0,0,486,447,0,0,0,0,48,113,43,90,50,71,0,175,471,712,0,0,0,2,58,26,619,75,0,1702,6,3,22,36,0,0,1030,510,0,568,693,0,0,1,2,3,0,0,0,12,266,566,0,0,227,385,0,0,0,0,5,0,496,418,201,81,41,2,50,37,186,222,23,13,111,110,256,221,0,0,0,0,333,663,0,0,0,25,0,4046,0,1690,4,18,0,108,1797,0,0,11,0,0,841,508,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
