neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
ASKL,0,0,1675,160,17,0,117,0,0,0,0,804,0,470,0,183,0,709,0,2162,90,0,407,0,0,0,315,0,192,0,335,5,0,0,0,0,0,19,0,28,0,0,0,15,0,31,0,0,0,0,0,0,0,0,73,0,0,11,0,0,0,30,0,0,0,298,0,3934,42,677,0,326,0,0,0,11,0,0,0,0,0,175,21,0,0,370,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2037,0,0,12,0,7,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,22,0,0,0,3,0,0,0,0,24,0,31,0,0,0,1,0,1303,0,2548,208,415,129,0,0,0,0,0,0,71,0,0,0,0,0,4239,3,0,0,0,0,93,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,0,0,2053,0,17,0,6,0,0,0,0,684,0,869,0,452,0,908,0,2234,407,0,0,0,0,0,921,0,65,0,239,0,0,0,0,0,0,34,0,5,0,0,0,16,0,18,0,0,0,0,0,0,1,0,0,1,0,47,0,7,0,31,0,0,0,191,157,3812,0,518,0,245,0,0,0,0,0,0,0,0,72,123,0,0,2,427,0,378,0,0,0,0,0,0,0,0,0,15,0,99,0,0,0,0,29,0,2152,0,0,32,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,1,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,1336,2033,422,25,0,131,0,0,0,0,0,0,51,0,0,3,0,0,3527,0,0,0,0,0,193,0,0,0,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,1430,130,0,0,3501,253,0,0,0,0,273,28,320,0,0,0,0,0,0,0,0,0,0,0,154,0,106,30,87,0,30,48,423,455,203,0,0,256,0,1048,0,0,0,0,0,68,0,62,0,0,0,0,0,56,0,0,0,3,0,1877,0,66,0,120,0,0,1,11,0,90,59,394,2079,1237,0,185,0,648,8,70,0,44,240,688,0,0,0,0,0,0,0,0,0,0,0,504,0,1904,7,3,0,0,0,2,69,0,0,0,75,179,0,7,0,0,0,85,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,21,0,17,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,1,993,0,0,0,3462,0,0,0,0,0,430,69,0,0,0,0,0,1,0,3,0,0,154,0,0,0,19,0,174,92,56,804,259,94,0,0,0,356,0,685,0,0,0,4,0,16,0,100,0,0,2,0,0,12,0,0,0,13,0,2411,0,107,0,137,0,0,0,11,40,103,2310,525,0,1449,6,190,0,534,0,0,218,2,6,851,0,1,0,0,0,0,0,0,0,30,0,552,69,1582,0,0,91,188,14,9,68,0,0,155,0,107,0,30,0,0,0,144,0,0,0,0,0,0,0,0,0,0,53,43,0,0,0,0,0,0,0,256,0,4,0,0,0,0,0,0,0,76,0,10,0,0,0,0,0,0,0,0,0,0,0,70,56,2,0,14,0,144,64,0,0,0,0,0,0,0,139,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,0,0,0,0,0,0,1662,924,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,664,1140,0,0,0,0,0,0,0,0,0,0,0,0,419,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,40,141,0,0,0,0,541,1131,1237,1000,0,7,1870,1254,1285,300,1919,2369,63,99,1128,0,0,0,0,0,233,360,0,0,64,186,139,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,260,459,0,0,15,11,70,1,0,0,0,0,0,0,3,0,0,11,0,78,10,380,168,0,0,0,0,0,5,0,0,2050,2830,1242,0,6,30,239,560,366,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAL,2002,0,1183,0,736,0,0,0,0,0,0,3295,37,557,0,1587,0,375,0,864,0,315,0,106,0,0,0,65,6305,0,205,471,0,0,45,0,0,2,0,78,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,29,0,0,0,17,0,706,0,211,0,0,0,1001,0,1154,0,46,0,100,0,0,0,0,0,213,165,101,0,0,0,146,0,0,0,0,0,239,0,977,0,0,0,0,12,0,1048,0,174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,473,0,58,114,827,0,333,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,19,2296,0,1219,0,566,0,0,0,0,0,42,3054,0,491,148,1461,0,371,0,309,0,921,30,19,0,65,0,349,5715,7,100,5,0,25,0,0,0,60,0,0,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,210,189,921,86,293,0,0,0,725,85,1174,0,19,0,123,34,68,0,0,509,25,50,0,0,0,0,7,0,0,0,6,0,34,61,1194,0,0,0,0,11,62,492,153,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,74,0,0,0,0,0,613,382,100,277,286,0,0,0,0,0,0,0,0,0,0,0,0,2,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,3311,17,1215,0,145,4,2,0,0,0,9,1928,65,16,0,1248,58,431,0,924,0,192,0,87,0,0,6305,349,0,141,156,9,0,0,86,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,0,2,0,0,0,340,0,586,38,249,117,0,0,491,0,842,0,163,0,16,0,0,0,0,0,402,386,0,0,0,0,284,0,0,0,10,0,368,0,1257,35,0,0,0,67,0,193,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,3,6,0,0,118,0,862,0,0,0,0,0,0,0,0,0,0,0,2838,0,1,772,1203,6,727,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,0,3252,0,1405,0,465,0,49,0,0,0,97,1184,0,0,0,620,0,713,0,598,0,65,0,174,0,0,5715,141,0,0,216,0,0,377,0,0,0,2,0,0,0,0,0,1,0,28,0,1,0,0,0,0,1,0,0,0,0,32,0,50,0,9,0,47,0,489,0,1239,99,167,0,0,0,388,9,1040,0,110,0,4,73,0,0,4,613,87,0,0,0,0,0,72,0,0,0,27,0,396,0,1114,0,0,13,0,26,1,239,12,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,836,0,0,0,0,0,7,0,0,0,0,0,2377,102,308,970,841,2,0,0,0,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,8,0,872,98,490,897,0,0,0,0,0,1118,316,1353,546,0,0,1929,1771,0,0,335,0,30,92,0,205,7,156,0,0,2780,530,365,0,0,0,43,19,44,26,0,0,26,8,34,60,0,0,0,0,0,0,1,19,0,0,8,16,0,1,22,57,0,0,0,0,775,174,822,96,796,121,1331,949,188,195,0,2,0,0,0,0,0,0,62,45,0,0,0,0,0,0,0,0,1,5,32,0,0,0,0,0,0,68,0,0,0,251,41,33,29,24,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,89,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,187,13,514,1361,849,645,0,0,0,0,0,840,1646,1061,1794,0,5,939,1635,0,2,5,239,48,56,0,471,100,9,216,2780,0,42,69,41,0,0,70,28,48,14,0,0,47,10,30,57,0,0,0,0,0,0,23,2,0,0,67,25,13,0,73,65,0,0,0,20,652,948,229,715,297,338,744,941,305,332,4,0,0,0,0,0,0,5,49,27,0,0,0,0,3,0,0,0,19,0,0,48,0,0,0,0,11,0,23,0,0,444,34,34,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,21,0,0,0,0,0,0,0,26,17,0,0,0,0,110,227,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,17,0,0,1,546,0,0,0,0,689,98,0,0,3,0,0,0,207,0,0,0,0,423,804,0,0,5,0,0,530,42,0,1121,74,0,0,230,31,40,11,0,36,0,0,132,6,0,57,0,0,0,1,26,61,0,0,0,0,2,314,5,8,0,133,0,0,0,0,127,5,1201,7,179,404,11,217,68,627,199,0,658,945,57,1173,0,0,0,0,0,0,0,9,0,0,0,639,350,1283,0,0,94,785,128,0,43,0,0,360,58,23,0,0,0,0,80,69,0,0,0,0,65,0,0,0,0,0,0,697,0,0,7,3,0,19,33,142,53,113,4,3,0,0,0,0,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,185,323,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,43,0,0,0,501,0,0,0,0,0,729,0,151,0,0,0,0,125,0,0,0,0,0,455,259,0,0,0,0,0,365,69,1121,0,96,0,0,51,118,1,4,4,0,0,0,5,128,42,0,0,0,10,0,79,48,0,0,0,0,188,1,9,70,42,0,0,0,0,0,5,121,111,871,681,189,185,50,547,109,0,156,732,893,843,355,0,0,0,0,0,0,26,0,0,0,676,0,1357,323,0,0,659,221,120,107,8,0,0,336,0,78,0,1,0,0,74,64,0,0,0,0,92,32,0,0,0,0,35,17,0,0,23,0,50,0,150,42,40,117,19,0,0,0,0,0,51,50,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,0,157,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,122,193,0,0,0,5,0,0,0,0,1209,10,27,0,0,0,0,0,0,0,0,0,0,203,94,91,45,25,86,377,0,41,74,96,0,39,447,109,2,136,90,242,77,0,0,0,0,47,99,30,77,73,36,124,74,0,276,0,17,81,0,139,177,326,321,290,359,0,0,253,338,0,0,182,247,478,518,273,247,218,253,507,373,555,459,43,22,0,52,750,431,1073,925,95,0,0,0,37,48,109,37,6,2,118,116,161,0,0,783,0,0,0,0,30,21,77,10,0,0,0,0,27,24,0,0,0,0,0,2,10,3,620,720,773,1191,552,413,765,585,283,258,65,71,1,2,152,46,0,0,23,28,32,125,0,4,0,0,0,603,472,3,0,0,0,0,0,0,17,36,21,52,0,2,74,109,963,0,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,250,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,39,0,4065,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,77,0,9,377,1250,0,0,0,0,0,0,0,0,437,5,16,0,15,149,197,0,4,83,0,0,318,1152,348,502,408,404,394,517,235,0,0,0,1404,599,302,0,0,0,44,0,0,0,0,13,0,0,260,178,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,125,0,0,0,10,141,630,95,0,69,42,48,116,48,60,98,0,19,0,57,0,0,0,0,682,780,0,41,0,0,0,1,470,4,3,0,0,0,0,0,82,0,9,0,0,0,136,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,3,0,0,0,0,0,310,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,447,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2379,1150,0,0,0,0,0,0,0,0,0,434,0,0,368,84,0,203,0,0,0,0,996,535,348,373,658,453,695,135,11,142,0,0,1558,2541,0,19,77,79,4,19,0,0,0,0,45,180,73,20,159,0,0,41,0,0,0,0,0,0,478,40,0,0,0,0,0,0,0,0,0,0,0,22,0,0,33,306,0,830,40,0,37,128,230,394,0,0,32,66,42,0,0,0,0,0,1028,1228,0,0,0,0,0,63,38,71,9,1,0,0,0,0,57,20,24,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,115,0,62,0,0,0,0,0,0,11,0,0,0,0,0,66,0,45,0,19,0,256,0,0,2,0,0,0,43,70,230,51,109,0,0,0,0,390,0,0,0,0,0,1569,0,0,0,0,0,0,2,196,131,0,0,0,0,685,0,3007,0,0,0,339,0,0,0,28,21,43,29,0,0,186,0,193,135,17,469,569,394,259,0,219,189,60,0,429,103,1,0,297,51,0,0,69,0,24,0,205,0,541,17,0,957,0,0,3003,0,0,0,0,0,268,118,0,11,0,0,31,0,486,813,520,334,0,3,166,53,182,0,0,0,77,135,65,41,24,89,0,0,54,22,1,31,3470,0,0,0,0,0,76,0,12,58,144,391,0,0,7,154,1631,0,0,0,229,82,95,252,9,0,280,44,252,83,0,0,41,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,97,0,142,0,0,0,0,0,22,8,0,0,0,47,0,27,0,67,0,34,0,356,0,0,60,0,2,19,28,31,118,2,0,0,0,0,0,431,0,0,0,0,0,1707,0,0,0,0,0,0,262,253,0,7,0,0,0,708,0,3060,0,0,0,138,0,17,1,14,30,27,0,0,0,34,66,108,92,26,384,417,0,28,1,345,0,18,92,202,0,0,60,22,0,0,0,27,0,34,0,304,399,0,0,0,1034,0,0,3195,0,0,0,0,197,184,88,0,0,0,0,68,338,720,706,381,114,0,63,154,0,78,0,0,6,158,63,60,89,170,0,0,0,119,82,86,0,3944,0,0,0,0,0,0,33,114,44,0,325,24,27,116,0,1306,0,0,280,165,1,103,0,16,69,223,0,27,0,0,0,0,0,0,0,0,0,0,168,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,820,0,159,0,505,0,28,0,4,0,16,3,138,0,0,0,0,28,0,98,0,28,0,1048,0,0,78,0,5,0,44,48,40,1,136,0,0,390,0,0,0,822,0,1102,0,1062,0,567,0,0,0,0,123,0,0,314,0,1722,0,2336,0,202,0,79,0,86,0,0,0,6,10,0,397,498,0,193,0,11,0,0,0,0,19,353,0,0,0,106,0,0,0,302,0,0,9,5,0,424,0,114,0,178,0,537,0,0,28,0,257,59,0,1584,0,135,0,146,0,0,21,69,4,0,0,286,255,1814,307,30,5,0,305,0,0,56,0,3,0,105,71,0,0,216,0,0,25,32,0,516,0,738,0,511,0,119,0,275,156,106,0,14,0,8,5,0,0,0,0,222,7,43,181,32,0,43,5,0,0,66,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,623,0,33,0,626,0,3,0,31,17,236,14,0,0,0,0,0,37,0,79,0,5,0,685,0,0,0,0,0,26,14,11,4,90,0,0,0,431,0,0,0,761,0,815,0,1026,0,1100,0,0,94,0,0,10,0,64,0,1871,0,1893,0,30,0,399,0,85,0,21,117,7,57,0,0,297,0,262,0,0,0,0,1,0,0,169,29,57,0,99,0,0,0,154,0,1,0,35,0,481,0,163,0,129,686,0,49,0,5,764,0,20,0,1503,0,119,0,189,15,0,8,17,0,0,324,1320,304,328,17,90,108,0,0,0,0,43,0,0,0,0,0,0,0,144,6,0,0,12,0,835,0,848,0,674,0,114,159,120,98,139,0,0,0,18,0,12,0,0,268,0,3,0,0,8,41,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VL,0,0,15,0,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,242,0,0,0,0,822,0,0,0,0,0,0,0,2387,0,0,0,205,0,0,0,0,0,235,0,133,0,0,0,3234,0,226,0,0,0,0,213,0,0,0,0,16,0,9,54,55,24,0,373,0,70,0,41,0,0,12,0,109,0,90,97,4,0,79,0,0,0,601,0,813,56,27,1492,0,119,0,0,0,0,3114,0,0,134,78,0,0,0,0,93,828,573,989,359,48,0,91,0,72,0,62,0,242,0,72,179,44,0,85,0,15,0,0,1,0,0,3710,0,0,0,0,0,0,0,0,0,0,13,66,125,0,0,885,0,957,0,0,0,0,0,29,197,265,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,77,0,0,0,0,0,761,0,0,0,0,0,0,0,2121,0,0,0,222,6,0,0,0,0,131,0,39,0,0,0,2337,0,54,0,0,112,0,0,0,0,0,0,2,27,0,34,1,0,0,0,0,0,0,0,0,0,0,0,100,84,156,0,78,0,91,0,0,0,611,564,111,14,0,1524,81,0,0,0,0,0,3611,181,0,0,41,0,0,73,0,907,702,586,267,0,53,0,92,0,122,0,99,0,77,67,47,0,19,0,246,0,102,75,0,0,0,0,3820,0,0,0,0,0,0,0,0,0,105,159,211,0,0,0,839,909,0,0,0,0,0,61,30,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,0
OLLL,0,0,151,0,0,0,0,0,57,0,0,3,39,0,0,0,0,41,0,24,0,15,0,0,0,0,0,0,0,0,26,47,0,0,0,0,0,0,0,1102,0,0,0,0,248,459,0,776,0,0,0,0,400,0,0,0,0,1664,0,82,0,359,0,279,0,3,0,0,0,3,51,0,76,0,0,0,0,0,0,0,0,63,0,13,1602,42,0,0,0,0,0,0,0,0,28,66,0,371,0,0,0,323,0,0,3,0,0,0,0,1344,77,1389,0,1108,0,0,0,720,49,40,62,870,14,151,453,0,191,191,0,0,99,0,23,62,0,0,56,11,74,0,8,54,0,56,316,129,218,0,0,0,0,58,0,36,0,34,82,6,0,0,4,27,48,905,0,811,0,25,0,0,2,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,72,0,68,0,0,0,161,0,37,32,0,0,0,0,0,39,0,8,0,16,0,4,0,0,1,0,1,8,10,0,0,0,0,0,0,0,0,815,0,0,248,0,0,528,0,654,0,0,297,0,38,0,0,0,0,1595,0,5,0,282,37,474,0,10,0,0,65,2,60,0,0,1,0,0,0,0,0,0,0,53,1801,0,0,86,0,0,0,0,0,0,0,43,0,77,3,473,0,0,0,363,3,1,1,0,0,0,26,1203,0,1209,182,1113,0,3,50,804,176,28,21,778,315,0,305,142,24,163,35,0,24,0,0,108,50,0,0,14,15,0,0,65,365,70,268,80,0,25,0,127,0,147,0,46,11,9,75,0,0,0,14,64,0,1036,0,844,15,0,0,0,0,2,11,1,0,26,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDL,0,0,153,0,67,0,0,0,3,0,0,48,0,0,0,0,0,56,0,57,0,31,0,68,0,0,6,0,0,0,34,30,132,5,0,0,0,1569,0,1062,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1920,0,0,0,16,0,0,0,11,10,193,46,0,0,16,0,14,0,0,2,2,236,2,307,26,0,51,0,0,0,0,0,286,70,0,6,136,0,17,0,198,0,306,0,0,538,0,0,3016,0,0,0,0,0,0,0,183,843,22,4,307,46,223,227,132,257,0,0,397,64,0,371,0,0,0,0,1449,0,0,1033,0,0,0,38,0,0,1207,0,0,0,0,0,39,0,23,88,187,77,0,26,28,72,897,0,0,0,33,42,89,58,21,0,207,366,0,120,3,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,0,0,0,81,0,18,0,0,0,30,0,9,10,0,0,0,0,0,92,0,27,0,18,0,16,0,0,58,0,28,60,57,6,128,0,0,0,0,1707,0,1026,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1664,0,0,0,3,0,153,0,20,95,177,0,0,0,0,0,0,0,0,234,2,348,0,0,36,0,7,0,0,0,0,348,18,2,0,0,234,0,10,0,166,336,0,0,0,494,0,0,2373,0,0,0,0,0,0,720,172,24,74,57,198,149,20,199,171,78,0,12,400,245,0,0,0,0,0,0,1392,922,0,0,0,51,0,0,33,0,433,0,0,0,0,0,0,28,85,38,0,81,0,2,45,0,689,0,0,35,21,1,50,0,41,206,330,163,98,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,42,47,0,0,0,0,567,0,2387,0,776,0,0,0,0,0,525,0,0,0,0,0,0,0,554,0,152,0,0,0,1871,0,110,0,0,0,0,0,0,59,0,0,0,0,0,0,3,2,0,174,0,308,0,126,0,0,50,0,0,0,24,200,24,5,208,0,0,0,256,0,291,0,0,307,0,52,0,0,0,0,2082,0,0,8,180,0,34,52,0,761,18,598,2,429,3,175,264,0,0,0,392,0,1670,0,66,157,2,0,919,0,0,0,0,0,0,0,1203,0,0,0,209,0,0,0,0,0,131,175,4,106,0,0,568,0,38,0,0,0,0,0,207,170,155,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,93,0,49,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,57,0,99,0,0,0,0,0,1100,0,2121,0,654,0,0,0,0,0,520,0,0,0,0,0,0,0,553,0,230,0,0,0,1787,0,239,0,0,0,0,34,0,0,0,0,0,0,0,1,0,156,0,351,0,58,0,0,0,0,49,0,2,51,264,6,45,0,226,0,0,0,331,387,0,0,0,573,100,0,0,0,0,0,2402,2,0,0,258,36,2,635,0,0,0,616,214,0,0,3,635,0,0,0,671,0,1856,174,113,0,0,0,977,0,0,0,0,0,0,0,870,0,0,0,182,0,0,0,107,0,19,244,159,0,0,0,594,72,0,0,0,0,0,133,101,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,12,0,5
PLNL,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,30,481,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,773,0,0,323,0,17,0,0,0,0,0,0,0,0,11,0,30,0,0,206,0,0,0,0,0,0,0,213,0,0,0,440,0,0,0,146,110,0,69,0,0,0,4,53,0,0,0,0,32,0,428,0,0,6,155,0,0,0,0,0,0,0,0,0,0,756,0,0,16,310,0,371,0,0,0,0,12,240,603,1246,21,0,3291,0,1720,0,0,507,1,0,1984,0,267,0,0,575,0,0,0,0,50,0,71,0,0,318,316,0,107,0,143,0,0,0,770,0,0,0,0,0,70,0,1085,0,241,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,1012,0,2101,0,0,0,0,0,0,0,0
