neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVBL,292,0,11,0,0,0,658,217,0,0,1036,0,0,4,0,888,33,0,0,0,0,0,0,70,0,541,100,0,16,0,0,0,199,0,218,348,348,17,92,0,0,55,34,0,0,0,0,3,1,0,0,15,29,172,20,35,584,239,0,31,95,28,28,222,106,735,410,0,0,367,0,0,0,71,2,91,0,545,214,0,723,708,597,197,15,581,1656,286,0,2002,2017,772,1733,492,10,0,4,100,77,625,0,18,355,12,393,292,325,123,88,0,6,12,0,17,18,173,340,0,0,0,0,0,10,0,0,0,54,0,129,0,19,0,101,3,200,132,449,259,312,14,38,26,0,0,2,0,48,0,50,28,24,0,0,205,1,0,109,0,499,739,249,38,3,0,15,46,37,133,16,268,221,0,0,372,425,132,105,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,22,169,1,1,0,0,83,502,0,2,529,0,2,0,23,16,600,0,0,0,0,0,0,0,0,1131,0,123,0,4,0,0,0,156,253,502,373,469,26,0,0,24,1,0,0,2,0,2,0,0,0,19,0,72,158,123,457,29,190,161,14,89,170,209,246,244,1002,22,0,0,290,0,0,41,49,0,21,298,445,723,0,570,119,27,212,1712,804,23,245,1807,2146,1661,513,782,1,6,0,79,43,69,625,386,1,12,365,353,137,579,69,8,0,0,0,6,58,122,105,0,0,0,0,5,0,0,0,0,0,198,0,3,29,38,2,211,103,326,29,346,100,44,1,42,0,1,1,4,0,3,0,1,0,0,0,16,54,0,0,39,325,730,8,30,0,64,30,56,142,17,283,224,289,0,0,661,455,1114,75,2,58,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,79,12,206,1386,0,0,1332,666,7,0,233,0,0,0,0,214,1252,0,0,201,0,175,72,44,218,1237,0,34,0,73,0,0,658,732,507,408,658,569,384,0,1,0,0,63,0,2,234,0,156,0,97,74,10,1,1,3,89,399,356,60,0,467,336,0,434,454,583,0,364,173,294,175,0,0,0,93,43,59,284,708,570,0,382,5,726,2075,73,73,0,647,2348,425,137,268,0,0,0,0,131,132,18,3,492,10,2,180,2,149,104,2,96,1,0,0,0,273,32,0,0,0,0,0,9,0,0,0,0,0,3,0,7,0,307,0,143,266,663,932,366,48,231,0,271,0,0,1,0,1,16,0,0,32,3,103,347,110,8,0,975,116,27,1,0,112,0,0,44,45,177,4,258,3,0,133,518,692,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,0,35,1402,342,0,0,980,1580,0,12,312,6,11,0,0,961,409,0,2,0,189,21,123,240,2,1000,0,68,0,0,0,0,945,893,373,404,453,394,417,19,0,373,0,0,53,236,2,174,0,440,0,52,138,7,69,4,44,131,149,7,62,89,466,518,0,747,238,338,35,195,295,173,43,55,0,38,63,132,130,597,119,382,0,812,0,13,2107,152,34,1542,224,90,285,0,0,0,0,383,0,87,230,164,50,0,104,113,113,0,85,96,0,0,117,0,0,12,102,0,0,0,0,34,0,0,0,0,0,0,29,1,0,285,0,296,0,262,218,179,1076,343,18,134,0,23,0,11,43,17,5,0,0,192,49,581,179,98,290,79,35,984,0,5,0,0,78,2,0,0,13,23,0,44,28,324,97,2395,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,49,0,26,0,0,0,159,0,0,0,0,0,0,0,0,10,0,0,0,150,0,0,0,688,6,0,0,0,0,0,0,0,57,843,555,394,695,259,0,353,0,0,0,13,1801,2,348,0,351,0,0,43,193,85,50,132,0,66,0,120,0,123,671,0,1023,67,64,0,0,250,163,0,0,23,0,720,600,105,47,197,27,5,812,0,89,0,68,4,0,123,279,0,0,0,2,0,18,263,902,17,0,268,65,56,230,206,0,0,2,12,0,125,253,0,3,78,47,0,218,236,4,65,189,0,0,0,10,27,19,25,0,44,392,20,469,1,19,2,23,34,85,87,66,502,8,309,5,0,0,0,0,1,0,220,0,167,10,4,0,0,517,377,12,0,758,0,897,106,0,0,7,0,0,0,0,129,328,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,0,4,0,0,0,4,0,139,0,0,0,0,0,0,0,0,57,0,0,0,102,0,0,0,851,7,0,0,0,4,0,5,1173,355,459,517,135,0,28,0,169,70,0,1602,0,307,0,308,0,0,0,200,10,26,1,14,5,0,67,0,156,676,313,770,0,16,33,4,0,259,189,0,6,13,42,575,940,5,70,15,212,726,0,89,0,79,0,0,36,215,176,801,8,0,0,21,0,795,241,0,58,169,245,76,125,260,0,0,51,10,0,265,110,0,0,38,45,188,0,1,179,229,29,0,59,0,0,48,47,0,5,204,28,306,29,29,38,215,56,69,61,35,45,27,406,5,336,0,0,35,0,1,58,1,114,121,184,24,0,47,155,502,0,711,0,678,16,101,0,0,0,0,0,39,6,0,331,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,138,348,329,590,0,0,802,209,1,0,142,29,30,0,2,505,1404,299,0,130,0,370,2,0,0,1870,213,509,402,613,62,49,0,0,43,235,11,219,1,0,29,0,0,42,0,26,0,0,58,0,0,25,45,0,0,1,0,114,45,12,185,157,1,0,116,33,516,8,47,1,15,457,0,0,227,22,67,22,493,581,1712,2075,13,0,79,0,373,411,324,976,2931,13,704,488,0,0,0,0,1,44,1188,0,0,0,0,237,445,521,50,20,0,0,0,0,0,52,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,35,8,94,9,0,0,10,0,282,0,0,5,0,3,3,0,0,26,0,204,609,204,137,191,3430,667,0,0,0,50,0,0,20,0,146,1054,1298,0,90,152,130,0,63,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,217,61,685,324,0,38,163,918,0,5,38,45,42,0,0,1477,304,0,414,0,270,0,427,0,1,1254,165,25,386,87,45,27,0,0,22,0,142,189,345,0,57,41,0,0,86,0,36,126,0,146,0,74,36,14,67,0,469,0,104,166,33,149,57,144,0,777,6,22,2,0,16,191,375,153,5,6,4,513,34,1656,804,73,2107,68,0,373,0,1479,890,2229,731,225,0,73,0,0,0,0,0,1553,1,0,0,9,155,3,927,524,6,0,1,0,47,0,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,75,0,17,0,0,83,12,0,106,0,0,0,0,16,0,123,0,0,2,64,660,182,148,711,464,239,3139,0,16,0,0,41,0,0,0,310,517,379,54,20,215,44,1155,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,10,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,1640,540,0,0,0,4,236,0,0,0,1285,101,50,0,0,0,0,0,0,0,0,0,60,0,106,0,0,0,0,0,51,0,0,0,110,0,0,0,0,0,1281,0,0,0,1,0,20,0,0,0,445,0,819,2,0,0,0,0,4,0,0,0,0,0,286,23,73,152,4,0,411,1479,0,1440,235,11,0,0,1,0,0,0,0,0,4644,183,0,0,0,130,0,2193,299,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,39,0,0,45,0,0,0,0,12,89,0,0,0,133,44,332,18,0,3242,2066,1069,23,0,0,0,167,0,143,0,0,2870,3350,1280,1035,724,0,0,146,0,481,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,2411,0,0,0,0,0,0,0,280,1965,0,0,18,256,0,378,0,0,300,0,0,0,0,0,0,0,0,52,0,0,0,18,0,99,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,692,0,17,0,7,0,35,0,0,0,121,33,363,0,0,0,0,0,2,0,0,0,0,0,245,0,34,0,36,324,890,1440,0,0,0,0,0,67,0,0,0,0,0,0,4424,0,0,0,0,411,344,2689,0,0,65,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,181,0,12,0,0,0,0,0,0,0,0,59,0,0,0,18,12,574,0,1150,1478,42,426,0,0,0,0,62,0,181,0,4349,5640,1230,33,2372,0,77,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,6,54,60,0,0,0,448,0,0,0,1775,0,0,0,0,66,302,0,0,0,0,0,0,0,0,1919,0,0,0,0,0,0,0,0,750,1404,1558,429,92,0,0,12,0,0,0,0,0,50,0,69,0,30,103,3,0,0,0,0,0,123,1,0,4,26,0,80,0,0,0,53,0,0,0,1,14,0,0,321,409,2002,1807,647,1542,123,215,976,2229,235,0,0,2605,1611,1467,0,0,0,0,0,0,78,106,0,0,0,93,14,63,77,112,0,0,0,0,0,0,194,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,139,19,329,302,465,437,93,30,8,8,0,0,0,0,0,0,0,0,0,3,24,32,0,0,0,1137,2237,0,1,0,0,0,0,0,0,14,70,100,0,0,355,102,2136,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,0,0,6,0,0,0,912,8,0,1124,0,0,0,0,10,112,0,0,0,0,0,0,0,0,2369,0,0,0,0,0,0,0,0,431,599,2541,103,202,0,0,0,0,0,0,0,0,0,49,0,0,218,4,437,247,0,12,0,202,0,0,7,196,0,43,43,15,0,0,142,0,0,0,0,0,0,0,193,741,2017,2146,2348,224,279,176,2931,731,11,0,2605,0,323,1811,77,0,0,0,0,0,1,141,0,0,0,1,2,114,25,9,0,0,0,0,0,0,185,243,0,0,0,0,6,0,0,0,0,0,0,0,84,43,0,219,111,311,303,138,591,437,0,53,0,4,64,65,18,62,0,0,0,0,0,0,7,250,0,0,0,1510,609,53,13,0,0,0,0,0,4,4,14,128,0,0,130,161,287,3,39,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,341,0,7,0,0,0,0,0,0,0,1777,0,0,0,0,170,11,0,0,0,0,0,0,0,0,63,146,0,284,0,0,3,0,26,1073,302,0,1,0,302,0,109,0,0,0,0,0,0,0,0,0,0,0,9,10,80,0,0,0,2166,0,0,0,0,0,327,0,4,0,0,867,0,0,12,0,439,0,472,302,772,1661,425,90,0,801,13,225,0,0,1611,323,0,169,0,26,12,0,0,0,1760,146,481,0,0,158,0,24,0,924,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,188,0,34,0,16,0,22,41,110,0,66,0,1,0,0,20,0,0,159,0,135,22,139,0,0,0,0,140,3038,120,562,0,0,0,0,0,201,0,0,0,0,0,1,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,435,0,0,0,0,0,0,0,0,3628,0,0,0,0,0,332,0,0,0,0,0,0,0,0,99,0,7,0,72,0,0,9,0,925,0,19,0,0,0,154,0,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2117,0,0,0,20,0,334,0,2,628,0,0,0,0,0,1,2,72,430,1733,513,137,285,0,8,704,0,0,0,1467,1811,169,0,19,25,0,2,0,0,0,2377,0,494,0,0,35,0,0,1081,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,89,0,0,61,102,0,0,0,33,0,0,10,0,0,0,0,133,30,59,0,96,0,0,0,4691,131,174,7,0,0,0,0,0,194,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,942,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,95,0,77,297,60,0,0,90,84,0,0,286,348,24,51,4,71,0,0,0,0,0,477,81,34,0,0,39,91,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,492,782,268,0,0,0,488,73,1,67,0,77,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,799,917,0,420,328,0,0,279,226,374,87,2,4,31,23,0,0,0,0,0,0,0,0,0,2,0,0,0,80,0,0,203,0,24,25,6,2,0,63,0,0,105,186,145,67,188,111,0,0,0,0,0,191,0,0,0,0,860,661,1222,1132,0,273,108,2979,0,1,202,679,0,47,0,9,0,0,19,4,87,6,735,0,0,2,3,90,235,138,778,311,105,0,5,0,29,22,27,292,51,15,0,158,0,58,0,439
PVT,0,0,0,0,0,0,0,0,10,188,160,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,79,51,22,9,1,97,156,28,43,70,18,200,264,53,132,154,26,0,0,258,0,18,2,0,0,51,82,187,225,0,3,0,0,149,231,0,0,0,0,74,29,88,1,10,1,0,0,2,0,0,0,0,0,0,0,26,25,0,0,0,0,54,110,0,0,806,831,32,9,0,0,0,0,28,0,0,1,24,22,20,80,0,0,35,31,0,0,0,78,94,10,594,674,89,87,3,65,0,9,0,0,0,25,10,13,1,10,2,19,12,0,0,0,46,35,122,23,0,0,0,0,0,0,0,1661,2071,3221,0,0,9,0,2215,0,0,0,0,0,0,16,0,151,70,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,368,0,4,0,22,0,0,0,104,1,121,0,55,0,0,44,0,3,0,0,0,0,0,504,0,0,0,0,10,0,1,19,0,676,0,44,4,0,0,5,0,4,0,66,0,0,2,24,6,0,0,145,0,224,69,64,84,0,0,666,0,0,0,44,0,1,0,0,0,0,51,0,44,271,0,648,0,197,30,0,6,0,0,0,21,0,0,0,0,0,0,12,0,0,0,0,1044,281,0,32,0,135,0,146,94,2,0,0,138,77,0,284,162,102,0,287,79,646,429,499,430,657,333,7,0,0,1,65,13,14,0,441,110,67,277,85,19,40,19,74,8,115,16,438,518,338,590,0,0,0,0,24,0,0,0,0,0,0,0,0,1,6,0,360,36,266,29,23,0,0,0,0,0,4,0,0,0,1,31,0,0,0,0,3,0,0,0,0,0,0,199,0,35,0,0,0,0,2,0,1,0,0,0,0,0,0,137,0,40,1,0
RIAR,0,384,0,1,0,27,0,0,0,75,90,24,3,0,0,0,45,0,7,0,0,0,0,0,552,0,0,6,0,27,5,0,639,0,0,0,19,0,0,0,35,0,78,0,77,6,0,5,45,0,3,0,133,80,129,0,86,0,0,0,827,0,0,0,23,0,84,0,0,32,0,59,0,0,371,34,555,36,131,4,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,1044,0,0,255,0,2,0,132,151,22,98,0,0,80,0,42,173,225,0,116,62,255,472,748,513,538,348,669,5,0,0,0,10,58,0,0,111,623,293,109,19,68,53,66,46,90,56,73,467,429,428,346,0,0,0,0,4,30,0,0,0,0,0,0,4,2,1,0,21,398,44,282,36,0,0,0,0,0,0,3,0,11,49,8,0,0,0,103,0,23,0,0,0,0,0,1,2,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,1,0,0,0
RIBL,133,7,0,0,108,14,0,0,0,0,15,8,8,0,0,0,0,39,0,53,0,0,0,1904,69,0,239,0,368,0,32,0,350,1357,37,0,0,69,0,424,0,79,0,371,3,136,0,208,0,0,0,0,4,0,0,0,0,14,0,196,0,438,0,473,0,0,0,0,0,0,157,95,996,613,0,234,0,64,7,100,79,0,383,263,795,0,0,0,0,0,0,0,0,0,54,281,0,0,59,0,0,88,4,29,309,78,0,0,0,36,0,95,0,45,0,44,0,3,0,0,102,45,0,108,97,0,57,0,9,0,0,189,45,73,0,200,0,130,86,0,0,0,0,33,162,58,174,4,0,183,0,2,0,0,0,0,0,0,0,0,10,0,125,208,0,212,0,480,0,0,0,0,0,0,0,322,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,0,131,0,0,0,119,0,0,0,0,86,0,5,0,0,0,0,0,83,0,23,0,15,7,1582,0,0,34,0,396,0,48,1283,323,48,0,0,0,27,0,481,0,91,0,473,0,234,0,226,0,0,22,1,7,12,0,0,0,101,0,225,0,392,0,760,0,0,0,0,246,0,553,283,0,844,0,308,27,215,77,43,131,0,902,241,1,0,0,0,0,0,0,0,0,110,0,255,59,0,0,22,0,160,114,81,274,0,0,2,0,76,0,141,0,7,0,61,0,2,109,3,0,35,157,0,5,66,26,5,0,0,45,226,0,67,0,275,93,156,0,6,0,0,312,54,188,47,0,0,0,109,0,0,0,0,0,0,0,0,0,15,23,186,0,114,0,166,425,0,0,0,0,0,0,3,99,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,692,0,0,0,11,0,408,0,0,0,3,60,0,0,0,3415,41,0,0,0,0,0,0,3,0,233,977,61,1257,0,0,0,0,0,109,0,0,24,0,114,0,0,0,0,0,17,0,0,0,32,0,0,0,0,0,152,0,0,0,13,0,0,0,0,0,1074,0,610,0,72,25,0,0,43,0,149,0,0,25,625,69,132,87,17,0,44,1553,4644,0,78,1,1760,0,0,0,32,0,0,0,0,76,0,0,0,714,0,182,0,189,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,2,16,6,0,155,0,0,0,0,2,45,0,0,0,10,2,375,0,0,1259,102,310,596,0,0,0,34,0,62,0,0,1078,1975,326,235,0,0,0,213,1,401,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,0,721,0,0,0,0,0,734,0,0,60,0,90,0,10,52,3581,0,0,0,138,0,99,0,0,360,0,1194,35,1114,0,0,0,0,37,13,0,0,34,0,163,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,223,0,0,0,38,0,17,0,0,0,1300,0,658,17,25,0,0,0,91,81,138,0,0,0,625,18,230,0,58,1188,1,183,4424,106,141,146,2377,6,0,0,2,0,22,76,0,0,0,0,0,762,0,535,129,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,4,0,0,0,0,269,0,0,0,0,0,81,0,0,0,51,0,636,0,154,571,1065,492,0,0,0,0,35,0,57,0,369,1686,67,0,415,0,22,0,5,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,0,0,0,0,0,0,0,0,672,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,94,659,6,0,45,205,0,178,0,601,0,323,0,198,0,256,0,428,0,401,107,3,356,129,0,2,0,668,0,146,0,391,0,3,0,0,0,10,405,19,1,21,9,634,22,26,101,18,386,3,164,268,169,0,0,0,0,0,0,481,0,0,806,135,0,88,0,0,0,0,661,67,76,206,0,0,405,146,0,0,0,53,0,0,323,0,0,1,0,0,0,0,39,0,0,1066,50,0,259,295,0,70,0,2,18,44,5,151,58,21,132,2,0,5,9,6,0,114,0,155,413,0,0,0,0,0,0,0,410,534,81,0,0,8,0,1301,0,0,0,0,0,0,0,98,33,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,36,0,0,0,0,0,0,0,578,106,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,785,221,2,0,180,0,304,0,129,0,611,0,363,0,166,0,331,0,332,122,502,326,7,258,0,0,15,0,784,0,241,0,377,0,0,0,0,423,11,42,0,25,14,68,610,93,0,355,1,492,50,65,245,0,0,0,0,0,0,0,494,0,831,0,132,4,160,0,0,661,0,126,151,173,0,0,397,0,101,0,7,0,50,317,0,0,0,0,4,0,0,0,0,96,0,60,1113,360,4,0,106,0,38,0,72,0,151,38,315,29,131,0,3,36,2,0,1,0,57,230,247,0,1,0,0,0,37,0,621,226,506,0,0,0,0,985,0,0,0,0,0,0,0,196,47,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,23,66,0,0,0,5,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,14,64,0,0,0,13,0,11,128,120,118,260,73,541,399,537,686,813,564,0,3,306,336,291,387,0,0,3,2,0,0,0,0,0,0,303,206,1075,794,627,542,0,0,40,0,9,10,26,3,171,197,340,405,0,2,12,12,10,0,56,76,0,9,0,0,0,0,0,0,0,32,146,151,29,114,0,0,67,126,0,53,25,359,470,604,133,23,0,0,123,163,0,30,2,19,0,0,26,2,508,443,420,660,31,6,11,0,1,0,5,1,18,54,0,29,8,6,67,16,1,1,11,6,167,87,147,217,33,31,6,0,0,0,0,0,0,1,0,28,190,201,163,162,192,0,0,0,0,0,0,0,23,129,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,36,0,0,0,0,0,4,0,0,219,4,0,0,0,0,116,0,43,0,21,0,14,0,69,9,186,12,0,67,0,68,0,0,107,116,178,20,17,0,0,0,56,111,3,1,0,0,0,0,6,137,829,1060,736,1141,260,139,0,0,0,0,13,0,12,4,607,0,4,0,102,546,0,48,114,3,396,3,259,400,393,365,2,104,230,125,0,155,130,0,93,1,158,0,0,9,94,22,309,81,714,0,76,151,53,0,169,3,0,0,0,0,0,0,24,16,204,44,0,0,94,601,0,0,25,0,0,11,580,392,13,1,284,57,171,0,368,157,148,40,76,0,26,0,290,402,431,351,0,0,1,20,0,0,0,0,0,39,0,0,60,373,325,7,0,36,0,130,74,13,119,0,0,0,80,49,23,164,20,63,0,0,0,0,0,0,0,0,0,0,0,123,0,310,0,396,0,0,0,0,0,0,0,0,0,0,0,230,0,338,0,318
RIMR,0,28,0,0,0,8,0,3,185,6,9,0,1,0,0,0,88,0,22,0,1,0,29,0,68,139,0,11,0,26,0,23,43,8,161,0,159,0,0,0,49,27,14,0,1,0,0,0,0,155,8,1189,765,1277,630,0,110,0,0,0,0,5,74,0,63,38,847,0,42,541,126,27,0,32,115,2,493,410,292,292,353,180,113,206,260,237,3,0,411,14,2,0,35,0,0,2,98,78,274,0,762,206,173,25,169,0,0,1,0,1,0,0,72,25,0,67,298,0,0,679,132,0,0,8,0,0,2,309,508,3,0,51,371,0,186,152,376,89,197,6,95,0,41,388,316,405,414,0,0,1,19,0,4,0,0,0,0,0,26,0,328,330,35,56,0,34,0,30,28,268,0,0,6,41,53,0,214,68,1,0,0,0,185,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,465,0,66,0,0,0,0,0,0,0,0
RIPL,198,0,172,0,0,0,138,0,0,0,0,249,0,0,0,3200,96,0,0,98,11,2037,0,0,0,0,1048,62,193,1,0,0,0,0,0,0,0,957,0,28,0,1492,0,0,0,538,0,307,0,0,0,0,0,0,0,0,0,104,0,0,0,23,0,4,0,17,0,1302,63,182,0,0,0,3,0,3,0,5,0,325,137,2,113,0,0,445,927,2193,344,63,114,24,0,799,0,0,0,0,0,182,0,0,0,359,3,0,0,109,4,1031,0,0,0,1316,0,0,0,27,19,0,0,17,47,132,482,260,83,0,0,0,0,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,1408,0,1512,0,0,0,147,9,5,2558,2933,390,265,0,0,0,155,0,217,0,0,21,309,219,2121,101,97,88,0,0,223,0,92,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,32,0,174,0,0,0,594,0,0,0,0,31,0,37,15,2109,0,0,39,581,0,2152,0,0,2,0,492,0,239,0,0,0,0,0,0,0,0,1034,0,5,0,1524,0,0,0,494,0,573,0,0,0,0,0,0,0,68,0,91,0,0,0,6,0,0,0,176,6,887,0,140,0,0,0,0,0,0,0,0,123,579,149,0,0,0,521,524,299,2689,77,25,0,0,917,0,0,0,0,0,0,535,0,0,470,0,1,109,0,0,0,1345,0,0,0,1728,0,0,15,51,0,0,33,14,304,163,407,295,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,75,0,0,0,0,0,1491,0,1632,0,0,0,231,65,798,1336,235,534,0,0,0,0,226,0,574,0,576,673,485,8,2531,94,80,0,0,0,468,0,0,0,0,0,0,0,0,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,93,20,1,0,0,0,0
