neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,202,875,4,0,0,5,0,0,0,186,0,272,0,137,0,354,0,1447,759,18,1065,0,0,661,0,233,0,401,0,0,0,0,0,0,432,0,0,51,74,795,25,0,207,0,196,0,502,163,181,16,1,0,0,217,0,418,0,0,1044,200,0,337,0,0,0,0,422,140,347,392,0,0,759,51,0,0,0,29,0,0,885,0,0,0,0,0,0,0,28,0,14,483,0,227,0,0,3,236,18,413,79,288,173,16,0,30,17,0,0,140,0,326,1066,0,0,0,0,7,753,735,61,5,0,0,0,2038,0,0,14,0,0,5,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1028,74,116,782,160,0,39,0,10,0,96,0,301,0,251,0,386,724,1332,916,116,0,19,0,738,0,340,0,526,0,0,0,0,835,15,58,18,37,32,46,701,108,1,282,0,497,45,246,274,0,0,0,0,275,0,0,132,0,1080,0,198,14,273,0,0,422,0,81,339,369,0,0,588,0,141,0,0,0,101,699,0,0,0,1,0,0,0,0,0,0,31,0,307,0,73,0,29,0,297,74,317,13,410,0,22,11,19,0,3,0,109,203,564,0,0,0,8,0,562,1318,341,0,9,0,0,2136,0,0,19,5,3,93,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,86,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,31,0,0,2,0,0,0,33,94,14,252,229,678,869,564,667,668,552,0,0,424,817,711,423,0,1,12,3,0,0,96,138,106,497,566,101,15,0,0,0,33,16,46,36,209,139,241,252,9,0,0,10,0,0,6,48,0,62,0,0,49,0,0,0,0,55,182,235,128,109,0,0,140,81,0,24,0,481,520,474,2,41,0,0,89,3,94,141,0,0,0,0,12,0,303,111,171,280,0,0,0,0,0,0,0,0,3,0,2,1,12,5,16,10,75,70,235,83,0,0,0,0,0,0,0,4,8,111,114,293,158,30,58,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,42,35,0,0,0,0,0,0,0,0,0,0,206,0,87,0,11,0,18,0,165,0,0,0,19,0,95,0,3,198,189,179,5,0,0,0,0,8,1,130,14,0,1,0,0,1057,1598,1016,1493,0,0,14,0,31,0,53,11,546,35,0,0,351,749,0,1,163,0,500,0,629,716,242,328,93,188,422,251,0,200,56,0,204,0,185,0,0,103,158,18,339,168,708,0,347,339,24,0,360,0,0,50,0,0,36,0,16,1,679,132,0,0,90,556,7,4,0,0,0,39,610,103,214,0,426,202,299,186,219,0,131,0,348,799,570,516,0,0,28,8,0,0,0,0,0,0,93,607,542,56,0,56,0,9,79,0,0,97,73,148,269,11,128,0,0,0,0,0,0,0,0,0,0,0,146,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,561,0,0
RIMR,5,52,0,0,0,1,0,0,0,7,0,0,0,183,0,49,0,3,0,10,0,284,0,16,0,30,0,66,135,3,336,24,0,0,0,0,0,20,7,19,11,0,0,0,0,1310,1240,1434,940,0,74,0,7,24,21,6,23,3,651,0,0,727,331,0,0,0,130,5,439,961,489,388,235,246,59,260,513,190,1,0,0,94,56,0,121,0,91,7,105,208,379,0,234,392,369,0,360,0,0,0,35,2,0,0,0,2,17,142,401,0,1,485,27,9,1,0,0,0,0,136,893,0,332,202,548,46,283,0,232,0,122,478,416,321,553,0,0,4,22,0,0,0,0,0,17,0,554,707,299,56,0,2,0,124,0,0,172,74,0,227,167,5,0,0,0,208,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,880,0,0,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382,930,1,0,3275,0,0,0,822,0,655,0,0,0,0,0,0,0,67,0,11,136,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,63,0,0,0,0,21,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,481,0,0,0,1161,0,2465,0,0,0,2379,0,0,0,107,20,0,0,71,9,346,278,884,201,0,0,0,0,0,0,8,0,0,73,67,0,0,0,0,0,4336,0,4173,0,0,0,0,0,0,0,0,0,0,0,398,0,422,0,0,0,0,27,102,0,0,0,0,437,911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,432,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,4833,0,175,0,2941,0,0,0,587,0,767,0,0,0,0,0,0,0,33,0,127,0,117,0,267,0,0,0,0,0,0,0,0,0,0,0,27,0,161,1,14,0,0,0,3,0,6,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,520,0,0,1161,0,0,0,2310,0,0,0,2499,0,0,14,105,0,0,74,42,538,417,373,404,0,0,0,0,0,7,73,154,183,0,0,91,0,0,0,0,0,4089,0,3993,0,0,0,0,0,0,0,0,0,0,9,343,0,531,0,0,0,103,266,0,0,0,0,0,0,0,0,0,0,0,0,515,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,439,91,0,0,0,0,0
RIR,1734,2129,14,0,71,242,0,0,69,58,0,0,123,284,0,5,0,0,0,0,360,321,12,104,311,532,9,4,601,611,1358,0,0,0,0,0,0,0,3,0,0,0,0,166,102,0,0,3,6,0,0,1397,1303,0,0,289,199,172,146,112,102,120,159,0,0,360,324,1176,1008,201,147,521,718,151,188,269,199,0,5,0,0,267,121,2145,2040,0,165,188,175,19,21,0,1,759,588,474,50,35,0,0,0,0,0,0,0,0,3,459,230,0,0,0,0,0,0,0,0,0,54,0,3,0,0,66,119,103,35,10,23,55,128,0,3,1,3,0,0,0,13,0,0,0,10,0,1557,2106,0,0,231,0,0,0,0,26,0,2,0,0,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,30,0,31,0,68,0,0,0,8,29,0,0,61,0,35,0,79,0,19,0,82,0,22,0,6,0,21,24,75,22,0,0,0,3519,0,24,0,0,0,1100,112,2939,0,0,0,125,0,0,0,0,0,47,0,3650,0,0,0,10,0,45,0,12,0,64,24,73,0,23,0,0,0,0,0,56,295,5,32,67,0,63,0,0,0,0,0,262,13,84,0,115,0,0,0,51,0,2,0,2,2465,0,0,0,13,526,0,0,0,0,0,0,510,0,0,2274,0,500,539,29,456,0,0,0,0,0,0,0,0,0,154,0,0,0,8,78,17,3103,0,0,0,0,0,89,0,47,65,0,3,16,8,1482,0,0,0,37,45,0,30,3,0,0,0,0,421,285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,28,0,35,0,31,0,9,51,46,0,0,0,67,0,103,0,55,0,55,0,90,0,167,0,9,23,30,85,56,0,0,0,0,3438,0,108,0,0,0,1066,0,3191,0,0,0,0,0,0,0,0,0,86,0,4052,0,0,0,125,0,62,0,36,43,36,0,52,0,37,0,35,0,5,185,110,19,94,2,161,0,29,0,0,0,5,435,37,0,116,0,29,0,29,0,141,41,0,0,0,2310,0,13,0,0,672,0,0,0,0,757,1,0,0,0,2142,585,63,751,301,0,0,0,0,0,0,0,4,25,0,0,0,92,0,0,174,0,3864,0,0,0,0,0,109,44,1,107,10,12,75,0,1547,0,0,38,0,49,0,39,0,33,0,0,0,0,0,0,0,0,0,0,551,406,55,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,164,0,10,0,526,0,12,20,0,0,0,0,78,0,124,0,112,0,28,0,13,0,0,0,57,8,29,0,0,0,0,0,0,2440,0,0,0,1939,0,0,0,0,0,0,183,35,0,3184,0,440,0,0,0,0,0,3,0,1,0,38,0,6,13,0,0,0,0,6,0,0,0,0,0,175,261,0,0,290,0,0,0,0,0,0,3,423,299,61,0,133,0,0,0,0,36,0,0,0,0,526,0,0,0,727,0,160,0,1037,618,798,681,533,479,14,0,3047,100,56,0,0,0,5,0,99,0,0,0,75,0,0,18,124,0,877,0,899,0,0,0,14,0,314,0,0,0,0,0,123,0,0,0,0,183,0,58,0,0,0,127,0,17,935,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,137,0,298,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,93,0,31,0,374,67,42,0,0,0,0,0,52,0,16,0,52,0,114,0,22,0,3,59,51,0,24,0,0,0,0,0,0,2312,0,0,0,2482,0,0,0,0,185,0,0,2,0,2562,0,147,0,0,0,0,0,0,0,53,100,20,123,0,0,10,0,28,0,0,0,0,0,22,443,253,0,0,0,104,0,0,0,0,8,0,199,206,0,88,0,230,0,0,0,0,0,0,0,0,0,672,0,0,0,989,0,142,398,1312,590,520,615,511,68,2303,13,195,0,0,0,106,11,51,98,66,1,0,0,0,11,0,0,115,0,875,0,1833,0,0,0,2,509,0,0,0,0,2,0,74,0,0,0,0,69,0,87,0,0,0,158,0,0,0,0,0,0,0,0,0,790,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,225,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,114,0,0,0,0,15,0,3159,0,933,0,0,0,2043,0,21,0,0,14,0,0,180,0,0,0,3211,0,63,0,0,0,0,137,0,0,0,0,0,0,0,39,0,0,0,0,0,26,0,0,0,0,0,0,0,0,104,75,67,0,9,0,0,0,29,0,89,16,2,2379,0,0,0,0,727,0,0,0,0,0,2929,0,0,0,0,557,231,856,12,507,173,0,39,0,86,0,32,1,23,0,217,0,14,0,0,7,0,0,1958,0,0,0,0,0,0,0,0,1,0,19,0,0,959,0,9,0,0,121,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,202,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,86,0,0,0,0,0,2,0,2284,0,1097,0,0,0,3008,0,23,3,0,0,0,0,243,0,0,0,4092,0,66,0,0,82,0,0,0,0,0,0,0,4,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,112,97,0,54,0,60,0,0,0,101,3,1,17,0,2499,3,0,0,0,989,0,0,7,0,0,2186,0,0,494,0,496,181,1462,430,0,117,0,43,0,81,57,56,0,26,0,183,0,15,25,0,0,0,0,2956,0,0,0,0,0,0,0,0,10,90,0,0,0,696,34,0,0,60,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,783,49,1,0,0,0,0
RIVL,0,0,0,0,67,0,4,0,0,9,0,0,1,0,1,0,0,0,0,0,129,0,0,0,0,0,0,6,82,88,135,427,439,0,0,133,0,0,15,38,0,0,0,0,4,22,1320,896,686,386,0,0,1,23,110,0,96,184,479,0,0,452,49,101,40,99,0,10,23,890,147,231,424,806,151,170,82,476,316,115,21,149,13,86,21,749,266,345,401,41,5,0,0,0,699,94,679,142,0,0,459,0,0,160,0,0,7,0,1836,0,457,404,0,313,0,0,0,0,0,56,96,0,984,856,759,221,92,240,304,0,327,2,1309,977,90,69,10,0,25,0,0,0,0,0,159,5,115,459,379,3,0,0,85,440,0,0,317,326,697,276,0,430,0,0,0,0,0,0,6,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,63,0,177,0,8,0
RIVR,0,0,0,0,0,40,0,55,37,0,0,0,0,5,0,8,0,0,0,0,0,122,0,0,0,0,5,0,93,105,143,316,80,1,0,0,98,3,0,0,101,0,1,47,0,1623,16,534,1149,0,250,0,0,33,70,134,0,819,189,0,0,54,785,46,62,0,95,24,5,195,662,228,164,139,249,15,182,184,193,52,33,27,40,12,203,388,71,265,529,8,40,0,0,885,0,141,132,401,0,0,230,0,0,0,142,0,0,1836,0,422,0,0,641,0,172,0,0,0,0,178,43,996,0,961,522,160,101,304,445,183,0,1307,32,166,1068,10,8,9,0,44,3,0,0,0,15,185,592,162,388,24,34,165,0,421,0,0,491,383,372,93,360,0,0,0,0,0,24,0,226,0,4,0,2,0,63,0,819,0,0,0,370,0,8,0,2594,0,0,0,37,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,204,0,18,98,0,770,86,262,448,247,0,403,0,0,0,33,195,0,0,0,261,1220,0,1,13,0,0,0,4,0,0,0,0,0,0,78,104,0,4,0,14,0,349,13,5,0,0,0,1,0,0,4,0,846,494,3,0,0,1,0,0,0,0,0,107,14,0,0,757,1037,398,2929,0,0,422,0,391,313,546,121,1746,116,113,67,632,399,262,0,130,67,60,378,499,508,61,28,142,185,10,33,221,14,341,81,0,0,0,0,48,5,0,0,0,0,0,122,418,904,0,0,0,0,63,223,0,0,48,161,105,0,438,1,0,118,1000,144,934,1021,1652,1231,1657,530,195,173,135,196,188,66,821,1,4,0,0,19,1,0,0,0,0,0
RMDDR,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,21,0,0,78,49,637,605,169,0,123,0,241,43,11,291,8,15,0,283,0,0,724,49,41,0,0,0,0,0,0,0,0,0,0,95,138,1,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,686,839,0,6,0,0,0,0,0,0,1,20,105,0,510,1,618,1312,0,2186,457,0,391,0,780,326,2018,121,117,111,123,538,121,477,172,30,2,67,455,375,112,526,100,98,8,196,214,9,217,44,0,202,0,0,1,0,0,0,0,0,0,0,598,81,0,1079,0,0,0,276,57,0,52,29,62,1143,704,1554,1901,1901,876,187,6,489,0,605,19,22,97,212,0,0,18,0,0,0,0,0,0,127,407,448,7,863,0,1202,0
RMDL,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,217,0,0,60,308,6,26,0,0,12,0,246,35,118,775,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,115,123,0,0,0,0,512,11,0,0,0,0,0,0,0,0,60,5,752,603,15,259,0,0,0,1,0,90,485,0,0,0,0,0,798,590,0,0,404,0,313,780,0,1476,448,396,5,2,6,0,529,455,0,871,0,997,129,663,30,123,0,194,159,365,215,176,0,0,0,0,0,0,0,0,0,0,0,170,403,47,834,95,867,428,6,0,0,132,405,0,427,912,1901,0,188,0,724,0,1839,0,54,0,81,0,991,0,981,0,53,0,227,0,1167,0,1987,0,143,0,125,0,877,0,1045,8,983
RMDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,372,26,0,0,317,90,63,0,16,0,20,0,76,39,694,67,2,0,0,0,7,0,10,1,0,0,0,0,0,0,0,0,0,0,64,188,0,0,0,0,9,405,0,0,0,0,0,0,0,0,10,0,847,701,242,4,0,0,0,0,0,556,27,0,0,0,0,0,681,520,0,0,0,641,546,326,1476,0,470,454,0,16,18,0,373,511,1250,57,880,82,624,126,68,46,322,21,310,82,159,198,0,0,0,0,0,0,0,0,0,0,0,344,217,5,173,489,276,1045,0,0,0,630,55,0,391,2061,760,0,393,0,773,0,432,0,122,0,83,0,426,0,1396,0,9,0,127,18,501,1,1429,2147,506,0,139,0,1666,0,3691,0,1279
RMDVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,57,0,0,57,0,1,0,0,116,711,21,271,57,0,616,0,220,154,15,0,5,5,0,1238,0,0,259,0,57,0,0,0,46,0,0,0,0,0,0,191,28,9,2,0,13,60,235,0,0,0,0,10,0,0,0,0,0,799,579,14,0,0,0,0,0,12,7,9,71,74,0,2274,0,533,615,0,494,313,0,121,2018,448,470,0,397,782,78,60,284,325,84,76,706,50,331,137,388,93,12,111,443,42,268,142,33,81,2,0,138,0,0,0,0,0,0,0,0,0,0,931,149,9,258,0,0,0,201,30,37,0,508,98,166,185,117,41,888,0,34,0,0,0,0,67,0,360,18,0,543,2,961,0,1324,0,0,0,622,859,1419,1266,2314,399,2875,0
RMDVR,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,4,21,29,0,0,21,82,0,25,59,0,8,502,129,237,473,0,229,0,75,277,6,33,0,0,0,890,451,0,120,2,0,0,2,0,21,0,0,0,0,0,43,142,24,10,10,0,249,36,4,0,0,0,0,74,0,0,0,0,513,674,0,22,0,0,0,0,0,4,1,9,42,0,0,2142,479,511,557,0,0,172,1746,121,396,454,397,0,738,81,109,90,75,340,860,48,477,60,419,69,45,89,549,0,191,27,45,115,6,82,274,0,0,0,0,0,0,0,0,0,0,0,59,840,227,0,0,0,0,28,62,3,0,136,529,0,0,0,60,0,350,284,342,151,167,64,10,989,41,1,0,433,589,980,1149,2699,91,867,0,103,3,155,0,0,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,436,731,1063,529,624,411,312,410,438,245,408,0,0,0,0,0,0,0,0,138,245,378,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,30,56,0,0,0,0,303,0,0,346,538,0,500,585,14,68,231,496,0,0,116,117,5,0,782,738,0,1228,1256,1977,0,0,0,0,0,0,5,0,209,160,0,0,465,473,254,170,519,507,975,1199,0,0,0,0,0,0,0,0,0,0,7,5,2,14,0,0,0,0,0,0,0,0,0,261,0,542,0,1819,0,234,0,318,18,810,0,1574,0,0,0,359,1,250,0,0,0,0,0,331,0,394,0,0,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,682,0,3502,365,881,238,330,207,10,144,0,0,0,0,0,0,7,0,0,311,75,319,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,43,0,0,0,28,0,111,0,0,278,417,0,539,63,0,2303,856,181,0,0,113,111,2,16,78,81,1228,0,553,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1435,349,2357,0,0,0,0,0,0,0,0,2,69,0,0,0,0,14,0,0,0,0,0,42,1,0,21,10,0,0,0,0,0,0,315,1887,1,0,0,0,0,0,45,28,20,0,0,0,0,0,110,1766,0,0,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,475,3602,5,992,937,352,21,34,242,17,433,0,0,0,0,32,0,0,0,0,336,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,171,0,0,884,373,0,29,751,3047,13,12,1462,0,0,67,123,6,18,60,109,1256,553,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,341,2609,459,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,220,2092,0,13,0,0,0,0,95,43,3,0,0,0,0,0,115,2287,363,2,0,0,0,0,71,151,0,0,0,0,0,0
RMEV,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,42,0,0,663,556,680,937,322,417,209,228,191,344,142,338,0,0,0,0,0,0,0,0,60,8,332,155,0,0,0,0,11,0,15,23,148,0,15,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,81,9,0,0,14,31,280,39,0,201,404,54,456,301,100,195,507,430,0,0,632,538,0,0,284,90,1977,916,1488,0,217,13,105,0,41,0,0,0,0,0,0,102,173,105,388,385,545,478,544,946,0,0,10,0,0,0,0,4,0,0,214,0,15,43,9,0,0,0,0,180,44,0,0,768,104,850,0,4,0,0,0,1135,26,292,0,0,0,0,0,182,5,307,0,46,0,0,0,67,19,517,0,1098,0,1012,0
SIADL,6,0,0,134,0,0,0,1395,0,2,0,0,0,3,0,0,0,136,0,16,0,0,0,17,0,2,0,0,3,59,1009,0,0,0,0,0,0,45,0,0,9,0,20,0,0,1134,213,910,130,0,30,19,21,155,0,368,0,51,122,0,0,0,814,0,22,2,0,231,0,121,669,0,255,0,384,132,416,133,194,0,0,153,32,464,0,0,0,617,100,395,30,0,0,483,0,0,610,136,0,0,0,0,0,56,0,173,0,56,178,399,121,529,373,325,75,0,0,0,217,0,1334,2725,271,2536,315,802,765,3063,0,53,11,1019,90,1332,1229,0,0,49,0,23,296,0,313,263,0,311,757,475,0,0,2,0,0,98,0,100,1115,111,32,87,162,340,0,0,0,0,0,0,0,0,0,0,0,104,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,26,182,0,0,0,1172,0,26,0,0,0,23,0,0,0,171,0,19,0,0,0,20,0,8,0,0,0,28,6,884,345,269,0,0,0,0,0,52,24,0,166,0,0,0,110,771,670,572,95,162,146,29,0,121,0,180,108,93,0,0,719,3,7,0,0,0,0,226,650,156,373,0,589,0,551,354,235,55,0,0,67,355,0,540,0,278,143,504,204,150,0,0,0,307,0,103,893,0,0,3,0,0,0,0,0,117,96,43,262,477,455,511,84,340,0,0,0,13,1334,0,108,2245,126,2205,430,1053,0,3049,0,29,45,1230,1381,1036,0,0,0,108,4,295,167,0,205,641,0,722,533,29,0,0,0,0,93,42,0,282,649,8,34,117,29,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,761,0,0,0,0,0,658,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,46,1679,0,13,0,0,40,0,30,0,49,0,0,0,112,0,276,2,108,261,156,0,16,0,0,0,39,0,829,0,22,0,0,100,0,0,0,0,8,0,431,136,23,404,0,607,20,586,0,102,468,0,416,0,488,0,0,0,92,320,102,0,17,0,227,0,0,214,0,0,0,0,0,0,0,0,39,0,0,996,0,172,0,1250,76,860,0,0,0,105,2725,108,0,0,4277,40,2176,1462,1769,47,2633,0,147,19,5,657,0,0,23,0,185,451,69,0,0,0,788,362,216,0,0,0,124,0,0,13,0,1993,724,1310,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,562,557,22,0,0,0,0,0,0,0,0
SIAVR,0,157,0,0,0,0,0,1,0,0,0,18,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1948,2,933,0,0,0,341,0,66,0,113,0,0,0,76,61,171,449,94,0,2251,0,7,0,0,0,39,0,847,0,0,137,0,0,0,0,0,0,0,132,391,364,17,268,0,603,90,285,0,0,17,163,1363,0,496,111,112,424,97,0,99,0,0,0,73,0,0,332,0,0,0,0,0,0,106,0,43,984,0,130,30,871,57,706,48,0,0,0,0,271,2245,0,0,121,3807,1611,1745,154,1909,0,2557,33,169,623,1,0,0,0,82,70,315,0,0,0,346,0,368,90,56,0,19,0,196,26,0,0,457,1396,0,36,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,172,0,885
SIBDL,103,0,0,200,269,0,0,769,0,17,0,0,6,82,3,0,0,146,19,22,98,0,0,92,0,4,252,4,82,212,454,0,0,0,0,48,0,100,0,0,97,0,0,1463,0,393,10,312,583,685,335,0,27,19,63,223,0,964,165,0,11,293,60,36,93,339,0,188,21,467,222,18,625,284,613,14,109,259,477,62,1,215,6,135,0,238,0,166,17,210,0,0,0,0,0,0,426,202,0,0,66,0,0,5,11,86,0,856,961,67,2,0,880,50,477,0,0,0,41,2536,126,4277,121,0,470,2292,961,2131,300,1372,5,581,48,199,97,12,0,51,0,0,0,0,357,147,1,399,12,15,0,0,0,530,0,0,0,127,1751,1026,808,0,840,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,627,419,1496,1685,504,0,0,0,0,0,0,0,0
SIBDR,0,243,213,0,0,227,281,0,10,0,0,0,90,15,0,0,140,0,14,2,0,119,49,0,25,42,1,183,125,79,549,0,0,0,0,31,94,0,124,109,56,0,0,0,698,53,297,454,455,320,1211,159,0,60,81,0,123,345,630,0,0,116,103,33,0,0,301,30,243,203,453,414,279,733,277,56,0,1021,214,278,76,204,23,16,332,298,0,47,67,0,284,0,0,3,29,0,202,548,0,7,119,0,0,0,51,0,81,759,522,60,67,997,82,331,60,0,0,0,0,315,2205,40,3807,470,0,1438,2483,336,2138,112,1610,101,630,149,246,0,0,0,142,0,0,166,0,126,570,32,2,54,0,0,0,0,508,0,19,0,230,1081,149,5,448,691,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,154,910,1027,2048
