neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RMGR,0,65,0,147,0,0,0,843,0,4722,9,0,20,0,227,0,815,0,0,0,938,0,376,0,4,649,0,228,0,522,0,2,0,0,45,83,428,0,0,0,584,0,0,0,252,0,7,0,3,0,3063,608,435,121,144,0,2,0,1230,0,1875,0,0,0,0,0,998,0,244,224,7,0,0,0,0,0,22,106,70,44,240,211,6,28,770,974,0,0,1718,206,274,0,38,196,31,328,71,0,61,0,1065,0,260,0,128,37,0,0,41,0,3,0,423,0,0,542,0,315,545,1786,781,687,114,0,0,1,0,1436,0,2545,864,907,172,0,740,617,519,776,696,49,385,0,760,239,203,294,0,0,0,0,0,0,145,0,1879,59,1902,940,243,0,216,164,86,0,1035,0,247,6,1644,1482,0,1381,150,745,0,174,0,0,0,0,0,0,0,0,0,0,0,74,0,779,0,3974,0,7025,0,0,0,0,0,0,0,0,0,58,0,618,0,2596,0,6638
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,8,0,0,0,3,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,5,0,0,1961,0,0,3829,0,2,0,0,0,0,0,469,0,0,0,27,1108,475,171,274,934,0,0,0,0,0,0,0,0,0,0,5,0,0,810,0,0,4,88,82,24,11314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,30,12,0,0,0,0,0,3019,30389,545,10736,0,1393,0,1563,0,1319,0,667,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,93,0,0,0,9,0,75,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,396,0,0,1299,0,3219,0,0,0,0,0,385,53,117,63,16,1088,0,0,5080,0,0,1194,0,548,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,91,0,3019,0,248,16400,0,5092,0,3227,0,0,0,0,0,0,0,0,0,8887,0,2070,0,18,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,6,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,3,7,0,0,0,0,0,0,0,0,0,936,0,0,1281,0,0,0,0,0,11,0,389,6,0,0,308,1974,587,80,249,1726,0,0,0,0,0,0,0,0,0,0,10,0,0,993,0,0,27,408,147,33,4556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,0,0,0,0,64,28,0,0,0,0,30389,248,0,1,35779,0,13710,0,3059,0,4224,0,3391,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,227,0,0,0,141,0,875,0,0,0,0,0,0,0,85,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,18,89,0,0,0,0,0,0,0,0,256,30,0,0,535,0,784,0,0,0,0,0,178,0,281,854,3,1968,0,0,1707,0,0,1389,0,626,0,9,0,0,0,0,189,0,0,393,0,0,0,62,0,13,449,0,0,0,163,0,0,0,0,0,0,0,0,0,8,0,4405,0,0,0,0,18,6,0,0,1,0,0,0,875,0,545,16400,1,0,0,24190,0,17087,0,0,0,0,0,0,0,0,0,1252,0,4608,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,186,0,2,142,0,0,0,0,0,0,0,0,0,13,0,0,31,0,0,0,0,0,220,25,573,80,0,0,600,3050,588,2,9,1315,0,0,0,0,0,0,0,0,0,0,94,0,0,1394,0,0,325,972,138,42,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,16,0,0,0,0,0,0,0,395,112,0,0,0,0,10736,0,35779,0,0,0,46191,0,1122,0,2423,0,4189,0,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,219,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,6,0,0,0,0,0,150,0,1,95,0,0,0,0,0,0,0,0,355,15,0,0,254,0,68,0,0,0,0,0,55,183,190,1013,32,2138,0,0,0,0,0,414,0,23,0,54,0,0,0,0,878,0,0,740,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4564,0,0,0,0,20,10,0,0,0,0,0,0,3041,0,0,5092,0,24190,0,0,0,64550,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,481,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,407,0,241,955,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,789,207,3372,1999,5,15,443,1800,243,0,0,17,0,0,0,35,0,1,0,0,0,0,619,0,44,1642,0,0,631,1584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8804,813,0,0,0,0,0,0,0,1482,517,0,0,0,0,1393,0,13710,0,46191,0,0,0,24,0,1474,0,8245,0,30528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,2962,0,0,0,0,0,0,0,378,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,9,0,0,0,0,0,0,0,0,275,58,0,0,665,0,0,0,0,0,0,0,0,342,22,1107,80,472,0,0,0,0,0,1087,0,216,0,71,0,0,0,0,2082,0,0,1051,0,0,0,122,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7505,0,0,0,0,0,0,0,0,0,1,0,0,7046,0,0,3227,0,17087,0,64550,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,61,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,17,0,0,0,2047,0,0,3584,0,210,0,0,0,0,0,401,0,0,1472,16,135,75,106,1263,0,0,0,0,0,0,0,0,0,0,0,5,1044,0,0,0,72,28,45,90,0,12062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,15,39,0,0,0,0,1563,0,3059,0,1122,0,24,0,0,6814,27485,888,8094,100,655,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,257,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,2,0,0,0,696,0,0,1337,0,2809,0,0,0,0,102,315,121,40,1088,55,50,5160,10,150,564,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,0,45,0,108,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,6814,0,817,15238,30,4262,0,4253,0,0,0,0,0,0,0,0,0,10075,0,2645,0,18,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,14,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,17,0,0,0,846,0,0,1326,0,0,0,0,4,0,0,189,0,0,2193,327,389,268,251,2353,0,0,0,27,0,0,0,0,0,0,0,3,1100,0,0,0,414,5,6,199,0,5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,79,20,0,0,0,0,1319,0,4224,0,2423,0,1474,0,27485,817,0,0,37096,0,13996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,476,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,264,0,0,0,4,0,122,0,0,0,0,0,0,0,50,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,306,0,49,3,0,0,0,0,0,0,0,173,0,0,60,0,0,402,0,1329,0,0,0,0,5,238,772,164,2182,0,0,3034,0,0,1203,0,697,0,24,0,0,0,0,0,0,85,295,0,0,0,64,0,0,0,0,1133,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,2688,0,49,0,270,100,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,888,15238,0,0,0,22260,0,18284,0,0,0,0,0,0,0,0,0,2226,0,4118,0,27,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,135,0,0,0,0,0,0,0,0,0,0,18,0,0,81,0,0,0,0,53,1,2,493,0,0,2979,1163,709,689,761,2041,0,0,1,244,0,0,0,0,0,0,0,66,1865,0,0,0,904,182,54,107,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2354,0,0,0,0,0,0,0,293,134,0,0,0,0,667,0,3391,0,4189,0,8245,0,8094,30,37096,0,0,0,51751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,155,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,361,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,851,0,53,0,0,0,0,52,0,0,0,373,0,0,1,0,0,303,0,263,0,0,0,0,126,40,1077,315,1825,40,0,0,0,0,473,0,63,0,68,0,0,0,0,0,0,812,511,0,0,0,76,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4789,0,0,0,543,317,0,0,0,0,0,0,0,3974,0,0,0,0,0,0,0,0,100,4262,0,22260,0,0,0,57837,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,175,2653,0,0,4041,500,629,585,82,348,0,0,0,25,0,0,0,0,0,0,103,755,2513,321,0,0,1068,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,3605,0,0,0,0,0,0,0,163,197,0,0,0,0,23,0,532,0,2887,0,30528,0,655,0,13996,0,51751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,440,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,537,0,47,0,0,0,0,0,0,0,0,500,0,0,49,0,0,484,0,0,0,0,0,0,300,0,1053,406,482,119,0,0,0,0,1412,0,31,0,231,0,0,0,0,0,0,1171,404,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7747,0,0,0,32,0,0,0,0,0,0,0,0,7025,0,0,0,0,0,0,0,0,10,4253,0,18284,0,57837,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,845,0,65,0,0,0,167,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,12,0,0,2529,0,0,0,0,25,0,2176,0,0,0,144,938,0,0,297,0,2168,134,444,462,0,0,0,0,0,0,0,0,24,0,0,0,0,0,855,0,212,85,69,129,0,0,8990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,19224,857,7126,7,2,1183,3762,0,2718,0,863,0,80,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,223,0,16,0,0,0,146,0,5,0,0,0,0,0,49,0,68,0,0,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,1,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,3803,0,2201,0,0,0,85,888,112,142,401,74,57,273,3076,214,0,429,0,794,0,0,0,0,113,0,0,0,0,0,290,0,0,0,0,0,53,0,6859,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,19,0,0,8887,0,1252,0,23,0,0,0,0,0,0,0,0,0,0,3592,0,128,12785,0,8833,0,1652,0,0,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,188,0,0,0,42,0,3,0,0,0,0,0,195,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,1,0,0,0,0,0,0,15,0,0,80,0,0,0,0,0,0,80,0,28,3,348,1880,0,0,85,0,2215,225,304,807,0,0,0,0,0,0,0,0,11,0,0,0,0,0,884,0,359,54,72,401,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19224,128,0,31,30404,0,7471,0,3074,0,2675,0,1410,0,302,0
BWM-VL04,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,14,0,157,0,0,0,520,0,428,0,0,0,0,0,274,0,340,0,26,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,13,0,0,0,0,0,1269,0,58,188,0,0,0,0,0,0,0,0,205,661,0,0,0,0,1059,0,486,0,0,97,0,1958,893,699,348,0,0,18,1781,10,0,1309,0,911,0,0,38,0,547,0,0,0,0,0,377,0,2,0,0,38,0,0,669,0,106,0,0,0,0,0,0,0,0,0,0,0,688,0,2764,0,0,63,0,0,0,4,0,0,0,741,0,0,2070,0,4608,0,0,0,48,0,0,0,0,0,0,0,0,857,12785,31,0,0,24099,0,17560,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,48,0,4,0,0,0,439,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,559,559,3187,0,0,281,0,1461,514,123,837,0,0,0,0,0,0,0,0,3,0,0,0,0,0,911,0,92,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,0,0,0,0,0,0,1,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7126,0,30404,0,0,0,29180,0,421,0,815,0,1594,0,150,0
BWM-VL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,859,0,288,0,0,10,57,0,55,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,53,172,0,0,0,0,0,0,0,1,0,0,0,0,0,1126,0,37,141,0,0,0,0,53,0,0,0,630,458,0,0,0,0,435,0,140,0,0,1127,0,3027,533,1061,290,0,0,0,19,1,32,357,100,35,0,0,231,0,1115,0,0,0,0,0,955,0,39,0,0,211,0,0,98,0,0,0,0,0,0,0,0,0,0,30,49,0,0,0,2382,0,0,0,0,0,0,0,0,0,0,1146,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8833,0,24099,0,0,0,41786,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,283,0,174,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,2996,11,1228,0,0,1591,0,24,0,0,445,0,0,0,0,0,0,7,0,17,0,0,0,0,0,1487,0,99,29,102,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9651,2,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7471,0,29180,0,0,0,8,0,741,0,166,0,2338,0
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1561,0,1564,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,0,0,5,0,0,0,0,0,0,0,0,458,229,0,0,0,0,0,0,93,0,0,4083,0,0,536,1594,0,0,0,0,0,0,0,310,391,64,0,0,1067,0,2342,0,0,0,0,0,1847,0,55,0,0,258,0,0,401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5519,0,0,0,0,0,0,0,0,0,0,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,1652,0,17560,0,41786,0,0,0,0,0,0,0,0,0,0
BWM-VR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,153,56,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,653,0,2905,2,0,1039,145,0,0,0,243,1435,79,148,463,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,720,68,233,229,21,0,0,0,10196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,0,3074,0,421,0,8,0,0,4141,19645,869,10686,300,1398,2318
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,67,0,9,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,3059,0,1596,0,0,1082,18,112,191,23,431,17,4131,159,40,543,0,697,0,0,0,0,0,0,3,0,0,0,0,0,101,0,0,0,0,0,7,0,5283,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,10075,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,4141,0,100,16518,0,10191,0,3636
BWM-VR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,168,50,0,0,0,581,0,84,0,20,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,15,15,0,0,0,0,0,0,3,0,0,0,1095,0,0,0,0,0,0,1294,308,8,1930,440,0,0,0,260,2059,226,83,358,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,552,76,255,598,11,0,0,0,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,2675,0,815,0,741,0,19645,100,0,0,32046,0,21305,3
BWM-VR04,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,17,0,0,0,327,0,112,0,15,0,0,0,197,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,1,0,0,0,0,593,0,122,9,0,0,0,0,0,0,0,151,0,0,16,0,0,0,0,1119,0,189,263,0,1501,0,669,1074,1,169,0,2252,0,0,1316,0,650,29,0,0,0,5,0,310,0,0,0,0,0,536,0,9,42,0,0,0,0,792,0,628,0,0,0,0,0,0,0,0,0,0,0,390,0,3320,0,156,92,0,0,28,19,0,0,0,618,0,0,0,0,0,0,0,0,0,2645,0,4118,0,85,0,164,0,0,0,0,0,0,0,0,869,16518,0,0,0,25163,0,18867
