neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AUAL,1696,0,0,0,3994,75,0,0,9,158,0,0,19,0,78,0,36,0,0,0,0,87,29,0,176,3,7,133,147,501,124,0,0,150,0,75,0,0,0,14,0,105,0,92,0,0,0,14,0,14,0,2380,0,9,0,130,0,0,0,0,0,48,83,654,2678,2029,25,391,0,276,0,164,11,109,80,517,0,0,0,0,0,0,0,4,0,0,0,602,0,1790,161,0,0,0,0,49,164,0,0,0,335,179,0,42,0,0,0,82,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,198,0,0,0,0,0,0,0,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,164,0,0,0,0,0,0,71,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,128,2607,0,0,0,3977,0,0,231,166,0,0,7,2,0,24,0,3,0,0,87,0,0,58,0,249,38,7,370,133,85,0,0,0,202,0,66,0,0,0,57,0,50,0,53,15,0,0,44,0,43,0,2549,0,24,0,3,8,0,0,14,104,25,2929,733,0,2100,86,562,0,323,0,131,344,78,0,714,4,0,0,0,0,0,0,0,0,0,0,563,0,1800,0,0,0,37,0,0,196,0,0,547,0,201,0,40,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0,0,0,0,61,0,0,0,0,0,130,0,169,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAL,2669,0,1846,0,289,0,231,0,4559,10,859,0,3762,5,834,0,594,0,167,0,29,0,0,408,7304,660,381,196,0,1,2,0,0,0,0,220,0,0,0,10,0,0,0,1,0,0,0,0,4,0,0,737,0,0,0,24,0,121,0,1069,0,804,0,0,4,945,0,1111,0,11,0,283,0,22,7,5,0,0,57,0,0,74,0,276,0,0,0,6,0,209,0,790,0,0,0,0,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,71,0,12,12,0,2,3,0,429,0,0,47,0,0,0,0,0,0,0,0,675,0,62,35,1187,0,0,0,0,0,0,0,0,1154,392,4,0,93,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,2418,0,2202,0,62,0,482,0,4284,0,328,98,3981,0,513,0,624,5,1002,0,58,408,0,0,8212,26,202,132,0,99,0,0,0,0,0,107,0,0,0,31,0,37,0,30,0,0,0,0,0,2,0,226,0,38,0,80,0,44,253,815,1,544,0,0,0,927,0,1419,0,0,1,314,19,0,0,10,1,0,0,0,0,32,0,324,0,0,0,37,0,48,0,167,0,0,0,0,13,0,0,3,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,453,28,60,0,224,0,13,0,766,8,0,0,0,0,4,0,0,0,0,0,655,759,1387,161,0,0,0,0,0,0,32,0,0,2367,0,6,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,4013,0,1197,0,674,0,0,0,3542,74,62,0,1725,0,1223,0,404,0,215,0,176,0,7304,0,0,746,621,58,0,6,7,0,0,0,0,13,0,0,0,0,0,0,0,182,0,0,0,0,29,0,0,1608,0,0,0,137,0,466,0,946,0,504,130,0,0,1455,18,1588,0,226,0,133,78,0,32,0,0,0,101,0,0,304,0,994,0,0,0,16,0,587,0,871,0,2,0,0,37,0,0,0,526,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,6,0,77,0,0,0,2,0,341,0,0,20,0,0,0,0,0,0,0,0,38,0,86,36,3863,0,0,0,0,0,0,0,0,201,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,295,3606,0,1522,0,385,0,618,75,2855,0,116,463,2128,0,801,0,225,0,211,3,249,660,8212,746,0,15,304,52,0,73,0,0,0,0,0,27,0,0,0,0,0,39,0,147,0,0,0,0,0,0,0,948,0,69,0,183,0,360,133,710,261,302,0,0,35,1283,0,1481,0,52,108,192,44,0,0,77,304,5,0,0,0,580,79,774,0,0,0,0,0,451,177,509,0,0,0,0,68,0,0,292,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,30,0,0,0,9,0,947,0,0,0,0,0,15,0,0,0,0,0,204,61,3338,61,0,0,0,0,0,0,5,0,0,300,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,41,109,1981,560,727,327,0,0,1561,420,1682,276,33,5,4215,2237,100,0,869,0,7,38,381,26,621,15,0,2003,164,0,0,0,0,57,180,37,142,0,0,10,29,80,130,0,0,0,0,12,82,0,31,33,2,68,74,0,0,0,0,1831,583,845,257,714,303,894,476,177,154,0,20,4,0,3,0,0,0,27,19,0,0,6,0,0,0,0,0,5,22,163,0,0,0,0,0,0,77,0,0,0,10,64,92,71,129,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,0,0,0,0,0,0,6,0,0,0,0,38,86,0,0,0,0,321,7,260,0,0,0,0,0,6,8,171,56,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,111,70,141,1401,1191,395,0,0,606,2023,581,1509,0,9,2079,2919,0,12,19,334,133,7,196,202,58,304,2003,0,175,49,0,0,0,96,65,29,56,0,0,39,41,22,48,0,0,0,0,16,0,0,2,59,0,29,17,0,0,0,0,881,1672,273,776,246,1007,1215,628,452,149,4,0,0,0,0,0,0,0,53,8,0,0,0,0,0,3,0,0,18,0,7,147,0,0,0,0,1,0,58,0,0,0,42,48,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,210,0,0,0,0,0,4,0,0,0,0,50,31,0,0,0,0,0,114,63,3,0,0,0,0,17,0,133,120,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,232,0,1,14,1886,0,0,2,78,0,89,0,18,0,1441,0,0,0,0,147,370,0,132,0,52,164,175,0,1847,130,0,0,110,23,22,0,0,205,0,0,168,60,0,167,0,13,65,109,5,0,29,391,81,24,0,269,0,0,0,3,217,3,1789,326,111,1121,2,519,55,272,221,9,756,606,123,532,1,0,0,0,0,0,0,175,0,0,0,660,333,1246,0,0,36,913,70,0,56,0,0,573,78,103,27,0,0,186,177,75,0,0,0,0,0,0,0,0,0,0,4,0,0,1,15,94,112,128,14,31,0,0,0,0,51,2,74,2,0,178,0,0,0,0,0,131,0,33,0,28,57,0,0,371,152,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,69,0,0,0,282,2,0,0,0,142,0,0,2,0,0,0,0,0,0,0,501,133,1,0,6,0,0,49,1847,0,152,0,0,117,133,0,0,359,0,0,0,19,189,438,0,1,0,67,134,0,0,302,13,8,111,251,0,0,0,2,0,0,381,357,773,474,230,436,1,487,73,11,564,836,1151,1092,129,0,24,0,0,95,0,647,0,0,41,756,0,1401,528,0,0,1097,226,118,64,9,0,0,784,48,146,0,0,226,0,219,145,0,0,0,0,0,1,0,0,0,0,3,0,28,0,24,92,166,199,8,40,0,0,0,0,28,57,18,56,378,0,0,0,0,0,0,0,51,0,0,16,48,48,494,0,66,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,258,112,0,34,5,4,0,79,0,0,0,0,58,70,0,0,0,0,0,0,124,85,2,99,7,73,0,0,130,152,0,552,77,0,0,0,0,102,60,0,0,0,0,4,192,93,33,186,224,19,204,180,201,129,192,125,239,781,899,12,0,179,208,0,0,1,0,481,449,338,166,692,957,1228,982,374,404,365,26,314,219,330,933,1898,2336,241,0,7,0,41,72,15,2,44,6,20,173,77,0,4,1037,0,0,0,0,121,86,123,46,0,0,0,0,48,57,0,0,0,0,838,778,1948,1745,520,491,1545,1449,517,423,149,141,0,3,332,229,0,0,159,204,78,106,138,5,0,961,773,0,11,0,0,0,0,28,17,34,51,604,328,1186,10,144,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2401,0,42,137,540,0,0,0,207,0,0,2690,563,336,0,988,0,29,0,640,0,0,468,223,556,0,1242,212,545,0,0,0,0,0,100,0,531,0,0,0,0,0,0,0,0,0,0,0,0,194,358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,4789,6432,0,21,0,78,0,67,1,9,0,0,0,0,1080,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,112,0,3,0,0,0,599,0,0,762,1410,468,33,268,0,260,0,2266,220,0,345,6725,3932,0,5,280,16,0,0,0,0,0,195,27,283,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,367,0,0,12,416,219,588,0,262,0,0,1,0,0,0,0,0,2499,4710,0,313,0,1058,0,0,0,69,0,0,0,0,283,0,51,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,102,0,171,0,166,0,3,86,0,0,39,0,74,0,134,0,69,0,150,0,0,0,0,0,57,96,110,117,0,0,0,0,0,585,0,0,0,0,0,3631,0,0,0,0,0,0,1,0,0,390,0,2297,0,0,0,297,0,14,0,34,0,242,164,71,0,79,0,83,0,0,0,147,530,269,0,193,0,292,0,0,0,0,0,561,0,0,0,74,0,205,0,115,0,943,0,0,4939,456,0,4491,0,0,0,0,0,0,3,0,73,0,0,74,0,549,749,819,628,0,0,0,0,0,0,4,0,0,49,0,0,4,0,0,0,7461,0,0,0,0,0,203,0,163,223,0,0,0,1,1563,0,0,0,0,28,0,194,87,0,0,0,0,97,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,44,0,43,0,0,26,0,0,0,0,60,0,121,0,73,0,8,0,202,0,0,0,0,180,65,23,133,0,0,0,0,0,0,94,0,0,0,0,0,2931,0,0,0,0,0,0,0,0,0,942,0,2012,0,0,0,5,0,35,0,6,90,162,0,4,0,0,0,5,0,41,302,136,0,1,49,118,13,424,0,0,0,0,181,31,0,0,0,91,0,198,0,31,925,0,0,23,3623,0,0,4653,0,0,0,0,112,87,191,1,144,0,13,158,683,301,927,490,0,0,0,0,0,0,0,164,134,0,0,0,0,0,0,0,0,7257,0,0,0,0,0,110,165,0,127,2,0,0,0,1838,0,0,10,0,44,211,130,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,0,0,395,0,78,0,515,0,28,54,0,0,9,0,64,0,169,0,113,0,75,0,220,0,13,0,37,29,22,0,0,0,0,585,0,0,0,193,0,2166,0,1600,0,1555,0,0,321,8,0,3112,0,688,0,241,0,0,0,40,0,2,0,7,17,0,117,2,0,6,0,30,0,0,0,19,0,317,0,0,2,14,0,0,0,0,0,189,51,3,0,99,0,30,0,4,0,868,0,0,159,0,0,5,0,3529,0,0,0,81,0,0,26,64,245,0,6,533,0,3911,1090,0,72,90,0,178,0,285,97,4,2,439,0,0,1,92,0,974,0,1013,0,0,0,213,0,422,0,0,0,0,68,0,0,0,0,3,126,0,56,21,0,10,496,0,0,93,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,49,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,0,0,82,0,3,0,362,73,19,0,0,0,55,0,102,0,253,0,165,0,66,0,107,0,27,142,56,0,0,0,0,0,0,94,0,0,0,529,0,2182,0,1836,0,1257,287,0,0,0,0,2635,0,660,0,0,0,0,0,148,0,0,1,55,131,0,0,144,0,9,0,0,0,83,0,0,0,175,130,0,0,0,0,0,0,0,0,0,3,0,0,98,0,22,0,4,725,0,0,0,14,0,0,154,0,3055,0,17,0,136,17,0,261,69,25,22,989,4211,73,1070,16,0,0,61,9,98,0,15,0,0,0,367,91,0,0,20,0,1024,0,1217,0,0,0,117,210,0,0,0,0,16,0,0,0,0,3,0,44,33,144,0,0,0,405,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,102,0,0,0,0,193,0,0,0,0,0,0,0,2360,0,21,0,0,0,86,0,248,0,0,0,1237,0,226,0,0,0,0,217,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,5,0,31,0,365,125,171,0,150,0,0,0,157,0,791,0,0,5008,0,66,0,0,0,0,4765,0,0,2,44,0,0,1,0,66,768,916,882,659,296,0,105,0,222,0,31,112,13,0,60,0,0,0,0,0,0,0,8662,0,0,0,0,0,0,0,0,9,0,164,0,0,313,0,17,0,0,190,159,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,60,0,0,0,0,0,529,0,0,0,0,0,0,0,1783,0,58,15,0,0,0,0,370,0,0,0,1085,0,269,0,0,111,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,115,0,89,0,0,0,127,1036,12,40,0,5226,1,0,0,0,0,0,3632,37,0,0,93,0,0,165,0,665,1455,1323,430,0,121,0,79,0,139,25,44,0,47,0,51,0,4,0,0,0,0,0,6658,0,0,0,0,0,0,0,18,25,139,0,0,0,415,160,0,0,110,212,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,422,0,55,0,0,0,0
OLLL,0,0,188,0,22,0,4,0,0,24,0,0,0,0,42,0,115,0,3,0,14,0,10,0,0,0,10,39,0,0,0,0,0,0,0,2166,0,0,0,0,287,282,0,386,0,120,637,0,20,1873,0,52,0,265,0,309,0,21,0,0,0,0,53,0,84,0,0,2,0,1,17,0,0,133,0,17,2219,199,0,0,0,0,0,0,0,17,179,103,10,989,16,23,0,395,0,29,25,17,0,0,0,1314,0,2440,0,1096,7,26,0,575,93,113,390,646,32,281,0,524,237,13,242,43,0,160,1,79,40,0,25,165,0,60,397,207,279,0,0,5,0,0,0,90,0,179,0,0,1,54,69,874,0,863,0,169,36,0,27,30,0,68,46,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,115,0,0,0,111,34,8,0,0,0,0,0,35,0,98,0,60,0,57,0,31,0,0,29,41,0,0,0,0,0,0,0,0,2182,0,0,287,0,0,325,0,587,410,50,0,0,0,1505,0,102,0,286,0,327,0,4,0,0,12,13,74,57,0,89,0,0,0,0,0,0,0,153,2378,0,0,128,0,0,0,0,0,0,0,49,22,68,157,933,0,8,0,310,0,1,2,0,0,0,9,828,0,1996,0,1165,0,9,40,657,281,45,10,726,212,461,56,210,45,1,0,34,101,99,0,10,0,0,0,124,444,83,362,179,0,0,0,423,0,0,0,59,76,0,3,0,7,93,0,945,0,1145,98,0,25,0,22,0,81,0,36,0,0,0,0,0,0,0,0,0,246,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0
OLQDL,0,0,78,0,82,0,0,0,8,45,0,0,113,0,38,0,204,0,25,0,105,0,0,0,0,0,80,22,168,19,0,0,0,3631,0,1600,0,0,0,282,0,0,0,0,0,0,0,0,0,484,0,68,0,2532,0,0,0,391,0,18,0,4,0,45,47,1,0,37,0,66,0,0,0,116,121,0,146,130,6,93,0,0,0,0,0,142,107,0,0,235,0,201,0,284,0,615,0,0,1108,0,0,3788,0,0,0,0,0,0,0,241,894,27,4,187,40,546,224,0,143,0,5,0,0,0,3,732,0,0,1228,0,0,10,0,0,18,2049,0,0,0,0,0,152,0,423,297,0,0,5,7,1263,0,0,0,10,50,0,652,712,10,1,0,0,30,6,0,14,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,0,0,0,157,0,41,0,0,27,28,0,0,0,119,0,181,0,89,0,106,0,50,0,37,0,39,130,48,60,189,0,0,0,0,2931,0,1836,0,0,0,325,0,0,0,0,0,0,0,0,0,483,0,67,0,2464,0,0,0,26,0,109,0,41,145,184,0,0,0,0,0,37,2,111,349,121,261,1,140,173,19,95,0,0,0,0,166,153,0,0,0,204,0,20,0,206,544,0,0,0,1512,0,0,3547,0,0,0,0,18,64,609,1,161,1,19,304,618,4,304,250,0,0,0,0,0,0,0,454,866,0,0,0,0,0,0,3,0,1730,0,0,0,0,0,125,398,0,110,65,0,23,0,969,0,0,135,0,131,494,400,0,0,0,0,0,0,0,0,0,0,0,0,68,15,0,60,0,5,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,39,0,170,0,0,0,47,0,0,0,0,0,8,0,0,0,0,0,0,0,92,0,1,0,182,0,0,0,0,438,4,0,0,0,0,1555,0,2360,0,386,0,0,0,0,0,0,0,0,0,376,0,319,0,0,0,1622,0,507,0,0,0,0,1,0,0,0,0,24,0,13,0,104,2,0,277,0,264,0,142,0,0,224,0,241,0,579,222,73,3,356,0,0,0,359,0,779,0,0,747,0,77,0,0,0,0,3242,0,0,0,137,0,0,91,0,864,47,832,34,734,0,0,145,0,840,0,0,92,0,0,720,0,0,0,0,0,0,0,2133,0,0,0,0,0,0,0,190,40,0,122,0,0,641,0,237,0,0,520,136,37,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,175,0,224,0,0,0,134,0,0,0,0,0,14,0,0,0,0,0,0,0,53,0,30,0,147,0,0,167,0,192,0,0,0,0,0,1257,0,1783,0,587,0,0,0,0,0,0,0,0,0,351,0,191,0,0,0,1405,0,597,0,0,3,0,46,0,0,0,0,8,0,0,45,149,288,0,284,0,262,0,0,0,0,250,0,36,769,53,20,69,0,345,0,0,0,373,586,0,0,0,1217,71,0,0,0,17,0,3363,99,0,0,214,0,0,906,0,357,13,840,138,0,0,0,399,0,883,195,173,0,0,0,717,0,0,0,0,0,0,0,1622,0,0,0,0,0,206,0,10,0,128,0,0,0,1238,317,0,0,122,621,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,15,0,0,157,0,1454
SAADL,0,0,0,2,0,0,0,1123,0,0,0,0,0,6,0,0,0,18,0,0,0,15,0,0,0,0,0,0,0,1,93,0,0,0,0,0,287,21,0,120,410,0,0,0,0,0,2339,271,1032,14,525,0,6,1,69,205,0,176,82,0,0,476,689,0,2,0,0,22,22,402,750,10,63,180,161,180,382,136,21,10,150,0,0,0,0,0,326,87,0,8,42,0,198,1008,609,0,1130,1684,0,0,0,0,0,0,18,25,0,1,1396,312,0,15,20,0,348,0,0,0,0,638,56,295,31,312,112,378,314,770,105,399,129,307,11,238,1051,0,0,13,0,123,0,0,33,4,0,349,344,688,44,0,0,0,0,561,0,0,98,254,83,0,481,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
SAADR,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,33,0,0,0,0,321,0,0,58,637,50,0,0,0,0,2339,0,888,119,441,0,22,10,8,13,0,526,125,526,0,0,413,430,8,0,0,0,9,28,721,401,1,0,12,245,468,180,0,43,10,0,4,0,0,0,207,422,0,78,95,1,137,0,681,1343,0,1588,1097,0,0,1,0,0,98,0,0,26,1848,112,0,345,9,34,257,0,0,0,0,0,366,542,88,157,111,480,342,194,86,686,92,436,2,365,1352,91,0,0,0,48,68,0,7,0,0,26,0,1125,401,51,63,0,0,0,174,0,0,174,154,61,146,303,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0
SAAVL,0,0,0,0,30,0,0,0,0,48,0,242,0,0,58,52,0,97,0,42,14,0,0,0,0,0,12,16,65,67,186,0,0,0,0,8,0,0,15,0,0,0,0,0,0,271,888,0,1411,90,0,0,0,177,169,0,2,170,414,0,0,284,32,0,27,0,0,10,16,1977,1735,19,45,204,131,120,151,0,0,0,0,0,0,0,4,18,19,128,159,16,4,0,0,194,750,15,884,1501,0,0,0,0,0,66,0,0,2,892,378,11,42,12,128,226,31,0,0,0,0,780,73,69,551,390,554,260,85,309,285,0,447,544,1545,737,389,0,0,0,8,36,533,0,10,0,0,0,137,170,3,0,0,0,0,147,0,0,364,405,0,32,584,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,0,104,5,0,0,56,0,195,0,0,0,31,2,70,0,96,0,0,44,4,0,29,0,82,0,109,134,224,0,0,1,0,0,0,0,0,20,0,0,0,0,0,1032,119,1411,0,18,26,0,4,108,195,4,0,855,139,0,0,55,336,21,0,0,8,0,7,1190,2637,178,64,182,104,75,4,0,0,0,0,0,0,82,139,3,0,237,87,0,2,0,0,543,55,0,1642,962,0,0,67,0,0,0,52,0,0,379,866,21,118,90,243,71,207,0,0,0,0,191,568,311,135,357,316,121,279,337,174,294,0,1796,406,291,922,2,0,0,0,548,0,1,0,0,9,0,154,114,0,2,25,0,0,82,0,0,384,393,240,13,107,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
URBL,0,0,91,0,5,0,1720,0,0,1,0,0,0,0,1,0,38,0,0,0,14,0,0,0,0,0,0,0,5,0,19,0,0,0,0,3112,0,86,0,1873,0,484,0,376,0,14,441,90,18,0,0,967,0,0,0,107,0,1204,0,0,0,0,10,0,45,0,0,0,0,159,124,13,0,177,1074,121,0,6,502,129,0,335,0,0,0,759,121,31,0,22,0,235,0,23,0,0,24,0,0,0,0,0,0,3026,0,9,0,235,0,0,324,153,578,0,0,0,0,23,0,12,338,1022,0,1224,3,686,621,242,692,509,0,17,94,174,0,0,0,93,0,0,0,10,0,113,0,0,1,0,80,1090,0,1338,0,12,5,0,1397,843,528,27,37,0,0,1955,0,2846,0,1874,0,634,0,0,0,0,0,0,0,0,0,686,0,1938,0,148,0,545,0,0,0,0,0,0,0,0
URBR,0,0,0,11,0,0,0,1662,0,4,0,0,0,1,0,6,0,195,0,28,0,43,0,2,0,0,31,2,0,0,204,0,0,0,0,0,2635,0,0,0,1505,0,483,0,351,525,0,0,26,0,0,0,964,0,7,0,0,0,776,0,0,0,0,58,0,0,32,0,0,0,0,1,77,493,83,0,94,493,0,0,128,0,27,0,0,183,0,0,5,0,50,0,272,0,11,0,0,0,0,0,0,0,0,0,2671,0,0,0,260,376,0,874,66,4,0,0,13,0,0,126,0,0,1060,232,962,389,1235,615,8,0,405,350,0,0,16,0,0,0,0,0,0,0,8,189,0,0,0,0,44,0,1668,0,1189,29,0,16,545,1409,0,3,0,69,0,0,0,0,0,0,0,0,0,1258,0,3559,0,3681,0,536,0,0,0,0,0,0,0,0,0,160,0,2586,0,164,0,2580
URXL,1916,0,77,0,932,0,1643,0,228,25,0,0,782,0,64,0,187,0,150,0,2380,0,737,0,1608,0,33,59,29,302,180,0,0,390,0,688,0,248,0,52,0,68,0,319,0,0,22,0,0,967,0,0,0,1218,0,425,0,757,0,92,0,67,134,108,108,298,0,145,0,28,0,139,63,150,209,140,73,105,290,625,0,486,0,677,0,463,0,738,0,528,0,21,0,280,0,34,1,0,0,0,1302,21,0,205,0,167,0,0,0,0,51,9,0,0,0,0,0,0,0,8,276,1,0,2,114,0,0,0,16,106,0,0,116,0,0,167,0,357,0,0,0,504,0,252,112,789,0,0,0,1154,0,304,0,1,286,0,219,184,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
