neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
URXR,0,2291,0,32,0,497,0,1018,9,81,0,0,0,680,0,0,0,193,0,30,0,2549,0,226,0,948,2,0,391,13,201,0,0,0,942,0,660,0,370,0,102,0,67,0,191,6,10,0,4,0,964,0,0,0,1032,0,617,0,512,0,269,214,15,190,69,0,436,0,167,2,278,295,234,31,71,24,276,133,95,0,0,0,0,0,1211,0,15,0,731,0,390,0,0,0,684,109,0,41,0,0,1251,0,49,0,468,0,262,1,0,7,0,1,0,0,0,30,0,0,0,92,176,0,26,82,3,4,17,44,0,0,18,30,0,0,1,0,151,0,363,0,0,0,439,305,715,105,1,8,23,0,1163,0,43,96,0,171,110,176,0,4,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,48,0,4,0,0,0,46,14,0,0,129,0,31,0,78,0,65,0,9,0,0,0,0,0,68,29,81,8,129,0,0,2297,0,241,0,0,0,265,0,2532,0,0,0,1,8,177,108,0,0,1218,0,0,0,0,0,349,0,20,0,14,154,5,8,0,0,64,0,227,17,20,27,402,350,449,1245,115,74,69,0,0,0,29,0,69,248,0,0,531,0,41,0,582,0,344,128,0,0,0,4,4665,0,0,0,0,0,50,162,0,142,0,0,655,0,271,243,0,308,248,0,0,0,102,253,43,11,138,0,0,0,26,659,85,7,2342,0,0,0,0,0,96,0,263,114,0,51,77,220,1278,0,0,0,145,88,0,4,1,375,107,0,0,1,0,72,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,4,0,60,0,91,0,140,61,36,0,0,0,101,0,36,0,69,0,76,0,24,0,38,0,69,74,17,24,111,192,0,0,0,2012,0,0,0,0,0,286,0,2464,0,0,69,13,169,195,0,7,0,1032,0,0,0,0,0,255,0,80,166,16,75,74,0,12,0,38,175,49,132,131,532,206,926,266,437,60,0,89,0,0,0,14,70,155,0,0,0,579,0,19,0,282,136,0,102,0,0,0,0,4992,0,0,0,0,186,138,270,0,0,0,0,720,256,134,633,224,0,16,0,0,252,67,27,7,0,44,0,0,816,26,0,115,0,3439,0,0,0,0,0,114,235,0,66,91,17,168,0,1738,0,0,166,0,136,1,111,0,83,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,30,0,319,0,0,0,314,0,0,0,0,0,7,0,0,0,0,0,0,0,130,0,24,0,137,0,0,0,0,251,125,0,0,0,0,0,0,1237,0,309,0,0,0,1622,0,205,0,0,4,107,0,425,0,0,0,0,0,350,0,0,0,0,149,0,0,0,0,7,0,0,139,77,16,0,420,0,1165,0,195,0,0,213,0,212,0,309,412,60,0,722,0,0,0,419,0,114,25,3,0,0,122,0,0,0,0,4225,0,0,42,1053,0,0,41,0,436,481,634,33,158,145,0,26,0,285,0,131,303,151,0,13,0,47,0,0,322,0,0,1259,0,0,0,0,0,0,0,175,127,33,448,0,0,1098,0,307,0,0,99,110,226,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,229,0,142,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,80,0,183,0,0,269,0,239,0,0,0,0,0,0,0,1085,0,327,0,0,0,1405,0,526,2,0,0,0,0,617,0,0,0,0,0,217,0,0,225,0,8,0,0,0,0,79,183,0,72,117,317,0,1402,0,109,0,0,0,0,334,0,82,188,0,0,90,0,732,0,0,0,483,561,0,54,0,120,150,0,0,0,0,0,4774,91,0,0,1027,0,0,465,0,514,161,495,151,0,472,0,93,0,90,84,80,0,227,0,6,0,35,435,0,0,0,0,1127,0,0,0,0,0,371,0,41,17,417,0,0,0,836,256,0,0,99,2,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0
ADAL,108,0,385,0,0,0,1061,0,4,0,0,0,1976,0,0,0,30,0,454,0,0,8,121,0,466,0,0,0,0,0,781,117,0,297,0,40,0,226,0,21,0,391,0,507,0,176,125,170,855,1204,0,757,0,349,0,350,0,0,188,89,0,46,99,0,0,1,0,93,120,979,1476,1049,946,232,1177,150,80,101,966,492,0,373,0,1272,22,683,0,91,0,0,0,794,0,12,0,0,356,120,17,0,10,57,0,7,0,107,0,156,186,7,11,11,0,0,34,0,0,0,0,61,50,1219,0,678,436,877,463,396,172,560,0,95,74,0,443,394,0,177,0,1160,253,23,0,0,25,1053,1,72,0,427,0,224,0,0,403,0,1122,1255,822,0,545,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,33,0,340,0,0,0,2459,0,1,0,11,0,2457,0,0,0,31,0,400,0,0,0,44,0,360,0,0,0,0,899,2401,364,0,5,0,148,0,269,0,4,0,26,0,597,82,526,414,139,0,776,0,512,0,255,0,217,188,0,0,183,184,35,0,0,0,0,3,140,1526,583,571,1078,953,53,196,135,987,1,0,1467,0,147,0,648,422,0,0,104,0,0,0,946,0,1,32,0,906,0,1,1,0,0,0,9,0,158,298,59,10,0,0,2,3,4,0,0,0,0,190,463,0,960,289,908,265,636,184,526,0,175,40,67,338,0,0,20,0,231,160,1679,0,52,0,976,0,30,11,0,0,169,0,431,110,0,245,1586,916,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,533,0,981,0,25,0,0,0,940,382,3918,0,878,0,2093,10,1631,0,3966,0,0,0,1069,253,946,133,1831,881,0,2,12,0,0,14,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,92,0,20,0,0,0,89,0,0,187,2247,0,84,93,321,0,1112,0,0,2,9,33,0,116,0,1,0,50,61,0,50,0,22,0,0,0,4,0,0,0,610,0,0,0,0,0,0,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,137,0,0,0,0,0,6,0,0,0,0,0,2501,0,130,0,113,0,0,0,0,0,62,0,0,1234,82,4,0,140,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,809,122,917,0,56,0,37,719,823,0,4427,0,1053,13,809,0,1476,268,4304,0,14,0,815,0,710,583,1672,3,0,0,42,112,0,35,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,269,0,80,0,0,0,183,187,0,0,2137,143,69,4,270,0,668,0,0,2,42,13,0,2,0,288,0,0,266,9,181,0,1,19,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,43,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,350,0,0,0,0,0,72,0,0,0,0,0,2754,50,18,0,0,0,0,0,0,0,89,0,0,1809,0,41,0,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,230,5,886,0,426,0,0,0,1493,127,883,0,703,0,647,0,111,0,1037,0,48,104,804,1,504,261,845,273,217,0,179,137,0,34,0,7,1,0,111,0,12,4,0,0,3,476,413,284,55,0,0,67,214,14,166,0,225,46,184,2247,0,0,150,134,174,459,0,183,488,900,37,495,0,45,25,594,322,0,5,0,0,17,3,95,518,0,366,0,60,4,313,259,0,0,772,0,193,941,0,0,60,30,0,0,0,0,94,790,67,0,3,0,0,0,0,0,0,0,0,15,779,0,146,56,22,106,43,0,334,46,0,5,611,64,179,4,0,0,86,14,9,161,0,174,3,12,477,383,60,0,26,57,0,383,371,0,1,9,0,116,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,134,186,0,1017,8,299,0,1,274,1389,0,796,0,682,0,303,0,32,0,1275,83,25,0,544,130,302,257,776,3,381,208,540,3,0,6,17,55,217,0,53,13,0,41,1,0,689,430,32,336,10,0,134,15,154,16,149,0,99,35,0,2137,150,0,207,224,37,408,645,160,73,681,0,610,109,263,211,371,21,0,0,0,0,11,350,24,0,402,79,0,237,38,0,157,984,8,0,868,204,0,0,159,0,23,0,23,127,0,124,1021,0,0,0,0,1,0,0,0,0,8,705,0,195,0,18,58,34,111,238,0,0,52,435,0,119,22,0,13,286,0,60,0,0,83,252,0,0,543,493,169,0,0,0,33,970,0,202,1,0,123,24,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,1,415,0,0,525,3739,316,0,976,108,256,564,0,0,123,412,116,0,308,0,654,2929,0,0,0,0,714,246,1789,357,0,0,0,242,90,0,131,0,0,0,74,45,145,0,46,0,8,0,21,0,58,108,190,5,75,0,8,0,0,84,143,134,207,0,1936,132,462,8,45,0,34,0,0,112,2,2,0,283,0,0,0,0,0,0,0,0,0,0,95,214,632,0,0,0,13,5,0,0,0,0,0,97,73,0,107,0,0,9,37,0,0,0,0,0,0,0,0,0,24,0,178,0,0,34,70,0,0,0,0,0,0,0,5,5,22,25,35,0,0,0,0,14,0,0,181,0,0,0,0,143,44,0,52,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,92,0,0,0,4353,898,0,37,43,1193,439,291,0,0,135,45,0,60,0,322,2678,733,4,0,0,0,303,1007,326,773,0,0,0,164,162,117,0,0,0,84,57,47,184,0,0,2,0,27,0,45,0,108,69,8,74,0,0,0,0,93,69,174,224,1936,0,596,196,83,2,99,0,0,0,4,170,0,1,1,344,0,0,0,0,0,0,0,0,80,0,376,409,0,0,0,0,28,51,1,0,0,1,98,124,60,0,0,0,30,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,17,54,0,0,0,0,0,0,0,0,5,0,27,29,0,0,0,0,0,0,0,0,74,0,0,0,34,95,104,0,0,0,0,0,0,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,2075,0,22,0,4124,93,0,0,1264,1114,233,0,118,0,1074,62,0,0,0,0,2029,0,945,0,1455,35,894,1215,111,474,1,0,0,71,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,1,0,321,4,459,37,132,596,0,185,1340,42,29,15,74,102,0,191,0,12,0,908,20,0,227,41,55,0,0,0,416,0,762,0,176,0,3,0,263,110,0,0,0,420,106,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,408,0,0,1,0,356,6,27,0,0,85,118,0,0,0,0,0,2,0,0,0,0,0,159,0,0,0,177,1,4,0,4,0,21,0,0,36,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,26,2127,0,107,60,4324,0,0,1239,1596,0,348,0,144,0,1170,0,0,0,0,25,2100,0,927,18,1283,476,628,1121,230,0,207,599,0,4,0,144,0,0,0,89,0,0,0,0,0,0,0,8,0,32,0,436,0,12,0,0,0,0,0,270,0,408,462,196,185,0,21,1662,0,9,122,162,45,0,19,0,622,68,0,148,127,490,0,61,2,0,0,335,0,842,0,211,0,0,227,0,97,0,0,363,0,32,0,10,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,313,2,26,0,27,0,376,0,0,0,6,0,0,0,0,0,0,0,13,0,291,0,0,0,0,0,0,0,58,0,0,29,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,2602,20,48,0,772,0,0,0,498,476,277,0,571,0,126,0,0,0,5,0,391,86,1111,0,1588,0,177,452,2,436,481,0,0,79,0,6,0,0,0,2,0,37,0,24,0,22,9,10,0,0,0,145,0,64,0,7,0,93,3,1112,0,183,645,8,83,1340,21,0,453,43,3,123,6,88,315,1054,310,0,1,0,0,7,0,80,4,0,28,499,0,364,2,18,0,831,85,214,602,16,0,0,691,99,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,317,0,7,0,370,41,12,48,753,92,1136,0,23,0,32,0,21,0,0,0,0,0,78,0,0,0,1183,80,159,0,0,0,0,0,371,2,0,55,0,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,7,2636,0,86,0,941,0,0,652,536,0,312,4,495,0,54,0,4,0,8,0,562,0,1419,0,1481,154,149,519,1,449,0,0,0,0,0,9,0,0,0,0,0,0,0,8,22,28,16,7,0,0,0,167,0,38,0,79,120,140,0,668,488,160,45,2,42,1662,453,0,0,7,0,163,21,94,357,1047,4,1,0,5,0,8,0,56,0,20,4,699,0,532,0,50,64,720,361,0,627,0,0,838,0,19,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,250,0,15,0,270,149,6,169,850,280,1328,0,18,0,40,0,0,0,0,0,0,0,55,0,964,0,135,43,0,0,0,0,7,90,0,40,0,141,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,17,0,90,0,67,0,68,0,6,27,0,0,236,0,3,0,0,0,0,0,276,0,11,0,226,0,0,4,55,487,338,2690,762,83,0,30,0,0,21,1,0,66,0,13,0,402,721,1977,1190,159,0,28,2,227,175,0,183,979,1526,0,0,900,73,0,99,29,0,43,0,0,950,435,457,678,73,73,201,0,199,0,0,529,0,482,787,21,97,192,116,270,0,0,0,16,191,0,504,897,0,0,113,2,0,183,0,0,0,970,335,143,161,288,100,189,69,0,0,0,0,165,558,395,21,241,101,128,278,114,219,0,0,260,1149,334,188,51,0,0,48,1287,1216,8,0,0,0,346,147,43,1,143,5,0,0,526,0,0,1064,835,698,1,22,143,0,0,0,0,0,0,840,0,0,0,0,0,11,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,0,0,3,0,11,0,0,3,0,0,0,0,287,0,0,0,0,0,0,0,323,0,0,0,52,20,0,272,73,166,563,1410,0,5,0,0,0,0,17,0,0,37,0,0,750,401,1735,2637,124,0,0,278,17,49,139,0,1476,583,2,0,37,681,34,0,15,9,3,7,950,0,398,487,521,390,10,248,326,66,8,0,0,193,664,807,0,0,123,122,0,213,87,0,121,1,0,881,471,0,0,220,0,0,0,0,0,0,112,525,72,72,253,215,122,184,0,0,0,0,972,63,134,308,459,341,190,168,540,61,1,0,1100,82,350,701,0,92,0,0,2156,1070,10,0,0,553,113,143,338,24,0,31,4,0,372,111,0,868,676,0,0,140,163,0,0,0,0,0,0,0,0,127,0,208,0,1191,0,2061,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AVBL,445,20,92,134,0,0,634,158,17,0,0,0,2400,294,0,0,0,0,21,0,164,0,283,1,133,108,4,0,221,11,692,336,468,0,0,0,0,0,0,0,0,0,2,104,45,10,1,19,178,13,1,139,295,20,132,77,72,1049,571,9,2,495,0,0,0,74,122,123,0,435,398,0,1118,1514,1154,369,15,1483,2874,686,382,2565,2386,2124,3239,507,31,0,36,80,143,1242,121,0,155,5,250,266,0,0,274,0,0,0,0,0,0,182,475,0,0,0,0,2,7,0,0,0,119,25,208,9,279,283,751,395,321,0,48,258,53,0,19,1,18,0,57,0,0,1,0,0,0,0,1808,1132,197,82,6,14,0,42,12,54,14,16,58,160,1038,82,136,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,4,471,0,162,0,0,0,735,0,8,0,0,590,2642,0,0,0,9,0,188,11,131,0,314,78,192,0,0,9,564,957,0,33,0,41,0,83,30,0,0,0,0,111,2,149,63,0,45,64,0,77,63,234,27,131,16,117,946,1078,33,42,0,610,0,0,102,162,6,163,457,487,1118,0,791,693,9,427,3617,1489,379,353,1185,3126,3901,1382,110,0,57,0,158,7,204,1368,313,0,0,374,239,0,0,318,0,11,0,0,57,0,203,203,0,0,0,0,2,0,0,0,0,0,458,2,973,47,477,8,490,137,206,0,77,234,6,2,31,0,0,155,63,0,2,60,14,3,0,1109,1452,84,91,0,0,16,0,82,110,0,139,94,37,1766,129,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,29,0,359,413,0,0,1771,1161,2,15,0,0,322,474,4,0,160,0,103,1,109,344,22,19,0,44,3,0,756,836,1228,988,268,147,302,19,0,0,0,133,0,116,349,0,288,180,12,204,182,177,493,150,31,402,532,0,317,232,953,0,13,45,109,112,4,0,45,88,21,678,521,1514,791,0,374,62,1202,3161,424,38,1359,88,3284,196,1334,1042,11,0,0,0,294,1,181,31,566,0,122,129,0,1,26,112,231,0,0,0,0,219,166,0,2,0,0,0,33,0,0,0,0,100,645,0,311,107,303,1097,163,6,109,0,162,10,41,265,105,89,186,0,0,28,190,172,2,251,1164,0,70,1,0,207,175,0,296,39,14,6,451,384,1671,3,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,8,0,534,267,0,0,981,1344,8,0,0,0,400,184,0,0,1,119,11,15,80,78,7,0,32,0,0,0,606,1151,982,0,0,530,136,0,0,1,0,0,153,121,121,277,0,161,245,131,104,1074,83,209,71,350,206,420,0,1177,53,116,0,25,263,2,170,191,0,315,94,73,390,1154,693,374,0,1333,93,388,2672,1353,139,3408,0,1057,387,219,0,0,0,158,7,443,17,654,0,0,112,97,0,12,146,162,114,0,0,0,0,24,359,1,0,0,0,10,0,0,0,0,0,209,0,475,0,468,343,310,1512,325,17,317,0,0,0,16,47,56,317,14,0,285,206,239,168,250,0,1876,28,88,0,184,140,130,0,12,299,66,472,347,3691,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,16,0,0,0,0,0,201,0,0,0,0,0,39,0,0,0,168,0,0,0,517,0,5,0,0,0,0,0,123,1092,374,29,260,269,0,317,0,0,0,17,2378,0,261,0,284,180,468,120,75,121,0,140,24,449,926,0,1402,150,196,0,2,594,211,2,0,0,19,1054,357,73,10,369,9,62,1333,0,118,131,120,38,9,497,645,1,199,55,176,0,53,324,1039,155,0,318,78,20,393,234,0,0,109,8,8,311,457,0,92,126,87,0,256,349,9,64,318,0,0,0,0,110,637,47,607,6,196,16,112,97,125,64,15,371,146,451,8,0,0,0,0,34,21,258,0,358,351,0,756,620,151,37,544,0,621,169,14,0,25,44,263,414,376,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,0,3,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,130,0,0,0,714,0,10,0,77,0,0,532,129,404,0,0,0,1,0,175,0,0,2219,0,146,1,264,0,382,180,151,4,0,94,73,276,1245,266,1165,0,80,135,1,0,322,371,0,1,12,0,310,1047,201,248,15,427,1202,93,118,0,307,158,0,85,168,0,423,1,3,76,66,0,1027,505,1,158,204,238,81,231,460,0,0,222,72,31,443,344,156,0,67,190,325,0,0,409,278,39,53,0,0,0,689,86,506,67,27,50,336,100,187,67,15,66,89,512,0,466,0,0,11,0,84,253,0,284,193,0,255,781,665,160,765,17,622,0,171,1,106,100,23,0,358,63,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,21,444,601,0,0,1166,453,0,1,0,0,340,964,255,0,66,0,72,143,0,4,0,1,0,304,27,53,1,0,365,640,2266,193,49,0,130,0,0,199,0,130,140,0,262,136,0,0,0,6,493,105,133,115,437,0,109,101,987,0,288,0,21,283,1,0,622,0,4,0,326,1483,3617,3161,388,131,307,0,2258,2734,2759,487,8358,18,828,578,0,0,0,0,0,1133,3920,0,0,0,0,24,0,0,0,122,30,0,3,0,0,25,147,0,0,0,0,0,5,0,0,0,0,129,194,0,180,154,106,172,7,21,0,0,428,23,0,50,0,101,360,0,0,0,0,185,79,204,3237,338,0,0,0,88,25,0,123,0,12,269,205,42,1,211,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,1,0,419,366,0,0,109,758,33,0,0,0,1086,245,0,34,0,76,64,25,0,0,57,0,101,5,19,8,0,24,26,0,220,0,118,2,0,0,0,0,128,6,173,142,0,21,43,0,0,502,0,290,95,74,60,195,0,966,1,50,0,5,0,0,344,908,68,1,1,199,66,2874,1489,424,2672,120,158,2258,0,3564,104,5796,631,1685,296,539,0,0,0,0,0,3042,1023,1,0,147,109,14,0,0,23,0,72,0,0,0,0,10,7,0,0,1,0,0,0,0,0,0,0,127,165,469,0,18,143,101,245,290,29,294,0,0,79,0,0,0,223,0,0,0,7,98,136,284,918,2511,47,47,0,0,72,51,0,0,20,39,60,176,2401,115,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,4097,0,0,0,0,0,101,0,0,0,8,0,35,0,0,0,0,0,0,0,0,0,0,0,314,0,0,292,13,14,0,0,0,0,0,93,19,0,0,10,10,0,0,129,0,625,0,69,0,0,0,492,0,61,0,0,0,0,0,20,0,0,0,0,8,686,379,38,1353,38,0,2734,3564,0,536,2320,0,72,129,2237,0,0,0,0,0,5538,818,0,0,0,0,0,0,0,0,96,0,84,0,0,0,75,232,0,0,0,0,0,0,0,0,0,0,0,0,351,0,15,173,0,810,0,2,172,0,2,0,0,250,174,152,0,0,562,381,687,15,0,183,789,0,0,0,154,0,76,0,0,488,0,16,55,1108,0,771,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,1,0,0,0,5622,0,0,0,57,0,261,0,0,0,10,0,96,0,0,0,0,0,0,0,0,0,0,219,468,345,0,424,0,0,0,0,0,0,0,95,0,0,150,0,0,0,0,128,0,0,0,89,0,0,0,1467,0,266,0,0,0,0,0,148,0,5,0,0,382,353,1359,139,9,85,2759,104,536,0,0,3256,0,124,3418,0,0,0,0,0,0,5244,0,0,0,0,0,0,1,0,0,175,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,438,0,7,0,0,72,0,7,34,0,0,481,0,0,0,0,0,417,0,407,0,1,0,0,0,111,0,549,0,0,1135,72,341,0,125,0,1055,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,1,0,24,0,0,0,342,0
PVCL,59,0,318,0,0,0,565,0,86,0,0,0,810,0,0,0,2,0,6,0,0,0,74,0,304,0,6,0,0,95,330,223,6725,0,0,0,0,5,0,0,0,0,0,224,0,0,4,0,0,335,0,486,0,0,0,213,0,373,0,50,9,17,0,0,0,227,127,7,0,529,0,2565,1185,88,3408,497,168,487,5796,2320,0,0,2946,4013,14,0,9,2,0,0,0,584,0,192,210,47,290,0,0,0,269,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,275,614,805,131,43,381,1024,416,737,287,46,4,26,0,0,0,0,27,0,0,1296,10,3,0,537,3034,16,77,129,0,0,205,0,0,23,0,156,242,5447,93,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,0,0,1056,0,0,0,2671,0,2,0,0,0,983,0,0,0,0,0,32,0,0,0,32,0,580,0,0,0,0,933,556,3932,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,27,0,0,0,0,0,334,0,147,0,181,3,11,0,0,41,490,0,8,0,193,2386,3126,3284,0,645,0,8358,631,0,3256,2946,0,0,2659,209,0,0,0,0,0,0,1892,0,13,0,0,476,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,1557,0,185,618,393,0,532,0,395,0,0,0,0,0,0,0,0,0,4,0,190,0,3478,0,27,28,93,0,0,0,278,0,0,54,5,162,0,105,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,529,0,54,0,0,0,0,0,30,0,0,0,443,0,0,0,0,0,0,0,4,0,276,0,994,79,0,0,0,647,1898,0,0,0,0,0,0,31,0,0,0,0,0,241,0,0,0,0,82,0,0,677,0,29,0,212,0,1272,0,22,0,95,350,0,0,55,0,80,0,482,664,2124,3901,196,1057,1,423,18,1685,72,0,4013,0,0,45,8,0,73,0,0,0,737,0,408,0,0,48,0,0,0,2304,0,0,0,0,65,0,74,35,0,0,0,0,0,15,0,0,0,0,246,73,540,0,90,81,328,93,23,0,158,0,0,33,0,124,0,0,65,0,266,282,4,0,0,433,4941,111,320,0,0,0,0,0,29,14,0,297,56,4478,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
