neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIS,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,180,0,0,0,0,0,0,0,11,703,0,2,0,0,0,0,0,0,6,347,116,0,25,34,2,0,0,63,81,0,0,147,152,7,47,177,1,0,48,19,4,2,18,108,83,266,261,0,0,0,125,291,115,0,0,179,313,0,3,31,5,262,231,33,0,457,388,725,333,0,40,19,80,31,107,8,269,10,33,771,876,11,52,0,203,23,352,274,0,0,56,28,29,2,0,1,7,316,149,0,1,663,618,6,2,0,23,0,0,0,0,99,97,347,9,89,0,0,12,1,3,93,31,366,453,642,527,542,2,4,0,4,237,75,0,273,0,0,0,174,31,901,1242,2236,367,235,323,418,80,0,36,96,146,0,0,96,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,3,0,95,0,0,0,198,0,3989,0,3,0,0,51,0,844,0,0,0,165,0,137,0,0,0,0,73,0,303,0,0,0,0,0,20,0,0,0,0,538,0,0,0,177,0,0,0,1,0,406,544,426,196,29,0,338,0,908,0,0,0,0,0,814,0,69,0,0,197,0,0,5,0,38,0,105,148,151,235,0,669,277,26,0,686,349,0,93,0,104,0,0,51,3,58,2,0,1513,0,390,0,0,0,301,0,0,4,0,0,179,0,0,0,0,896,98,95,742,1593,548,240,0,0,0,0,0,984,1236,198,91,514,0,1409,92,1026,470,6,4,445,0,317,99,0,335,0,0,0,0,45,0,1137,0,9,2053,1706,0,194,360,439,78,382,0,311,0,48,2117,0,481,103,390,96,0,0,0,0,0,46,0,1245,0,5738,0,0,0,0,0,0,0,0,0,21,0,502,0,3976,0,4670,0,0,0,0,0,0,0,0
RMGR,0,13,0,142,0,0,0,210,0,6232,2,0,1,0,225,0,738,0,0,0,543,0,759,0,0,883,0,79,0,328,0,0,0,0,54,469,0,0,0,0,546,0,0,0,115,0,0,0,0,629,587,181,139,0,125,0,417,0,865,0,0,0,0,0,478,0,131,264,1,0,0,0,5,0,1,199,196,72,151,237,0,36,357,410,0,0,1836,0,409,0,59,183,44,134,18,0,28,0,1310,0,273,0,214,25,0,0,2,0,0,0,86,0,0,420,0,122,13,1720,819,142,432,0,0,0,0,0,2558,1907,253,148,0,422,106,947,553,489,27,418,0,357,174,357,396,0,0,0,0,0,0,39,0,1506,11,1275,823,102,0,252,307,136,0,624,0,412,23,0,2056,121,364,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,3872,0,4462,0,0,0,0,0,0,0,0,0,135,0,1390,0,3385,0,7094
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,22,0,0,0,2,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,1379,0,0,1834,0,48,0,0,0,0,0,234,1474,0,0,231,0,117,87,629,1426,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,300,25,5,8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,4,0,0,0,0,0,0,2614,19406,87,4316,0,0,0,2409,0,1086,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,1065,0,1191,0,0,0,0,0,20,1013,61,101,291,20,4,49,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,2213,0,4,0,108,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,2614,0,28,19697,0,6260,0,379,0,0,0,0,0,0,0,0,0,8092,0,1705,0,33,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,155,0,0,0,0,0,0,0,588,2954,0,0,140,0,87,66,832,1156,0,5,0,0,0,0,0,0,0,0,0,0,771,0,0,0,396,2,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,72,12,0,0,0,0,19406,28,0,0,34226,0,5081,0,3080,0,3249,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,221,0,0,0,0,0,260,0,0,30,0,0,5,0,0,0,0,0,49,15,0,0,336,0,432,0,0,0,0,0,0,1924,245,676,198,31,0,1,393,0,0,0,0,0,0,0,0,0,0,174,0,0,654,0,0,0,79,0,0,52,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,2981,0,15,0,0,0,0,0,0,0,0,46,0,87,19697,0,0,0,26775,0,10907,0,0,0,0,0,0,0,0,0,1060,0,2940,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1169,2850,0,0,1098,369,526,0,159,317,0,27,0,0,0,0,0,0,0,0,0,0,1294,0,0,2,872,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3953,10,0,0,0,0,0,141,74,0,0,0,0,4316,0,34226,0,0,0,52389,0,1001,0,1644,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,27,0,0,0,0,0,1829,0,1,0,9,4,0,0,0,970,0,0,0,0,0,0,0,0,0,0,227,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1423,0,52,0,0,0,0,0,324,0,7,0,0,0,0,0,0,0,3,0,118,1,180,0,185,0,0,0,0,8,25,0,116,0,137,0,141,0,0,55,0,0,0,0,0,0,0,0,431,0,0,5,20,0,53,0,0,0,0,1,11,1186,429,413,11,205,0,0,3,0,0,0,0,0,20,0,0,0,0,362,0,0,387,0,0,0,75,0,6,0,0,0,0,35,0,479,0,0,142,0,0,187,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,1245,0,0,6260,0,26775,0,0,0,51489,0,0,0,0,0,0,0,0,0,134,0,3,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,513,135,1774,0,3,1063,891,0,0,0,0,0,145,0,0,0,0,0,0,0,189,0,0,3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9411,0,0,0,0,0,0,664,1197,0,0,0,0,0,0,5081,0,52389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,845,0,0,0,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,15,0,0,0,0,0,0,0,0,574,0,0,0,6,0,0,0,0,0,0,0,86,699,668,675,0,634,0,0,0,0,0,0,0,0,1,0,0,0,0,697,0,0,261,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810,0,0,0,0,0,0,1,0,0,0,5738,0,0,379,0,10907,0,51489,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,1034,0,0,0,0,0,0,1368,627,0,0,0,142,117,29,77,1053,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,193,68,0,178,0,8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,10,57,0,0,0,0,2409,0,3080,0,1001,0,0,0,0,4190,22851,346,7013,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,391,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,775,0,2097,0,0,0,0,732,14,0,57,41,175,0,4645,16,0,0,769,1859,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,4023,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,366,22809,0,4877,0,889,0,0,0,0,0,0,0,0,0,7446,0,2358,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,61,0,0,0,0,2,0,1884,557,0,0,0,38,119,63,10,910,0,1,0,0,0,0,0,0,0,0,0,886,0,0,0,299,112,0,220,0,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0,0,58,209,0,0,0,0,1086,0,3249,0,1644,0,0,0,22851,366,0,0,37990,0,12563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,13,0,74,0,0,0,0,0,0,0,0,0,630,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,124,0,0,94,0,0,228,0,519,0,0,0,0,2032,0,789,251,3,223,0,197,0,0,0,2209,2787,0,0,0,0,0,0,0,194,463,0,0,0,81,0,0,0,0,564,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,346,22809,0,0,0,27197,0,11893,0,0,0,0,0,0,0,0,0,97,0,6541,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2734,482,0,32,17,379,15,0,0,494,0,0,0,55,0,0,0,0,0,0,0,879,0,0,0,1164,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2855,0,0,0,0,0,181,280,0,0,0,0,24,0,45,0,751,0,0,0,7013,0,37990,0,0,0,59260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,708,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,1018,1,0,0,0,0,0,0,0,0,0,0,0,1132,13,1345,806,20,1,0,0,0,0,0,0,2809,5,0,0,0,24,0,0,991,463,0,0,0,462,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,0,0,0,0,0,0,0,0,0,0,3872,0,0,0,0,0,0,0,0,0,4877,0,27197,0,0,0,69931,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,291,0,172,120,2476,0,0,0,0,0,0,0,39,0,0,0,0,0,0,21,583,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8017,0,0,0,0,0,89,796,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12563,0,59260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,3,238,2,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,1970,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8766,0,0,0,0,0,0,0,0,0,0,4462,0,0,0,0,0,0,0,0,0,889,0,11893,0,69931,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,1288,0,0,0,330,0,0,0,493,1187,874,14,57,78,0,0,0,0,0,0,0,88,0,0,0,0,0,605,0,137,55,12,88,0,0,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,23828,4,6573,0,0,0,4599,0,2524,0,779,0,0,0
BWM-VL02,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,117,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,1899,0,707,0,0,0,317,111,566,168,41,1069,0,13,4458,31,0,0,0,0,0,0,0,49,0,0,0,0,0,306,0,0,0,0,0,104,0,3935,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,206,0,0,0,0,4,0,0,0,21,0,0,8092,0,1060,0,134,0,24,0,0,0,0,0,0,0,0,4627,0,1185,16147,11,7236,0,2323,0,0,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,128,0,0,0,223,0,0,0,679,1965,546,5,17,39,0,0,0,0,0,0,0,165,0,0,0,0,0,304,0,123,16,71,373,0,0,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23828,1185,0,2,29299,0,5962,0,3026,0,3295,0,256,0,0,0
BWM-VL04,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1054,0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,835,0,149,0,0,4,112,1,1963,682,0,1492,0,1,1205,0,0,0,23,0,0,3,0,317,0,0,0,0,0,442,0,0,0,0,0,0,0,12,0,442,0,0,0,0,0,0,0,0,0,0,0,193,0,2700,0,0,0,0,327,44,0,0,502,0,0,1705,0,2940,0,3,0,0,0,0,0,0,0,0,0,0,4,16147,2,0,0,30797,0,14170,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,810,0,0,143,387,2672,99,0,0,0,0,0,0,0,0,169,0,135,0,0,0,0,0,666,0,45,0,66,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,40,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6573,11,29299,0,0,0,62703,0,516,0,828,0,50,0,0,0
BWM-VL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,19,0,0,0,0,0,0,0,0,362,23,0,0,0,0,208,0,0,0,0,1089,13,0,610,320,0,1541,0,0,0,0,0,1,423,0,0,0,0,580,0,0,0,0,0,56,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,0,0,0,29,0,0,0,3976,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236,0,30797,0,0,0,58592,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,884,0,0,958,0,1005,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,1423,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5962,0,62703,0,0,0,0,0,0,0,0,0,0,0
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,4,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,1598,49,0,0,0,0,0,0,0,0,0,2338,0,0,1115,157,0,0,0,0,0,0,0,305,410,0,0,0,0,1019,0,0,0,0,0,17,0,66,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10616,0,0,0,0,1327,0,0,0,4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,0,14170,0,58592,0,0,0,0,0,0,0,0,0,0
BWM-VR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,4,9,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,12,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,3,0,1235,0,0,0,229,0,0,1362,540,1242,221,106,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,87,171,166,57,0,0,0,6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599,0,3026,0,516,0,0,0,0,3027,23873,0,9870,0,175,0
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,100,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,1827,0,884,0,0,21,379,42,77,1099,3,53,3504,105,52,0,1196,492,0,0,0,0,0,32,0,0,0,0,0,127,0,0,0,0,0,112,0,6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,3,0,0,0,135,0,0,0,0,0,0,0,0,0,7446,0,97,0,0,0,0,0,0,0,0,0,0,0,0,3027,0,19,17893,0,10317,4139,6738
BWM-VR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,285,0,0,0,208,0,0,2912,1544,404,40,6,482,0,0,0,0,0,0,0,0,16,0,0,0,0,0,877,39,94,506,70,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,0,3295,0,828,0,0,0,23873,19,0,0,35704,0,481,0
