neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SMDVL,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,18,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,93,36,206,193,48,0,0,11,0,0,0,141,556,3,0,0,0,163,1288,1375,110,459,24,0,0,0,132,7,0,486,1,259,0,0,125,203,0,0,12,0,88,16,369,125,4,7,23,21,474,14,0,0,0,13,0,1,0,0,232,32,510,771,193,396,0,0,54,9,0,901,732,0,0,0,35,0,122,0,0,7,936,123,8,426,188,95,137,16,392,0,0,548,724,447,1365,1501,5,861,167,83,96,48,119,2,0,327,227,2713,0,801,0,0,0,0,0,449,0,0,0,0,0,0,0,263,102,244,0,0,0,673,4,0,0,147,354,0,629,16,27,122,0,92,0,0,0,0,0,16,0,9,0,0,1,0,0,24,0,26,0,0,0,0,0,148,0,582,98,522,208,28,0
SMDVR,0,0,0,0,0,7,0,0,0,539,0,10,6,48,0,19,0,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,35,120,405,0,0,0,8,0,99,0,0,437,162,0,58,0,0,1530,121,492,621,0,0,134,0,0,14,133,495,0,284,0,0,0,157,9,13,0,0,12,31,70,156,364,14,0,37,20,6,577,0,1,63,0,0,0,0,0,0,137,702,580,391,72,0,0,44,48,0,637,589,0,0,0,0,224,0,170,8,0,105,1111,414,0,140,265,13,131,263,0,0,629,261,1115,1098,1184,696,35,204,329,19,53,10,53,639,0,2931,320,801,0,0,0,0,0,805,344,0,0,0,352,16,0,4,256,300,411,0,2,810,0,18,0,0,458,67,213,612,216,19,37,0,33,0,0,0,0,0,150,0,138,0,1,0,0,0,63,0,505,95,191,75,0,3,9,0,151,0,0,0,0,0
URADL,0,0,106,0,35,0,0,0,0,0,0,2,8,0,0,56,0,68,0,37,0,49,0,221,0,0,5,0,0,0,184,16,47,0,0,0,0,8461,0,1838,0,0,0,31,0,2506,0,0,0,0,0,0,0,0,0,0,310,0,2671,0,0,0,0,0,36,0,2,0,29,47,0,0,2,0,0,0,60,0,248,108,0,0,232,341,390,0,115,321,0,0,573,0,0,0,0,0,190,0,19,0,223,0,0,5768,0,0,6010,0,1482,0,0,0,166,87,0,288,0,0,137,0,202,178,1437,423,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,67,0,121,0,0,84,0,0,0,1,2352,0,0,0,0,57,0,351,14,46,0,0,0,6998,3928,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,73,0,11,0,1,0,0,0,0,103,0,0,0,12,0,75,0,132,0,96,0,187,0,0,16,0,0,27,43,0,3,0,0,0,0,8929,0,1749,0,0,0,91,0,3033,0,0,0,0,0,0,0,0,0,0,290,0,2365,0,0,0,346,0,61,0,17,70,162,0,0,0,7,0,23,14,117,32,150,0,0,37,191,0,371,10,0,0,6,436,1,0,0,0,6,0,194,0,19,76,0,0,0,7110,0,0,6099,0,1476,0,1,2,4,191,12,0,0,0,106,1083,2024,530,1708,0,79,0,0,0,0,0,0,0,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,173,0,0,3,238,0,0,2,0,2172,0,0,6,0,62,163,182,0,4,0,0,0,0,0,0,0,0,0,0,8493,4943,352,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,174,0,0,0,0,3058,0,7950,0,339,0,0,0,1942,0,9,0,0,0,0,0,0,112,0,0,0,1560,0,279,0,0,0,0,128,0,0,0,0,0,0,0,36,0,6,0,0,0,0,0,0,0,0,0,0,99,0,230,99,40,0,84,0,0,0,174,0,195,31,0,8584,0,4,0,0,1889,0,4259,0,0,4,151,0,0,0,0,151,1547,629,2555,816,1,0,80,0,114,0,221,0,182,108,91,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,37,0,0,1092,0,221,0,0,75,123,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,5076,60,40,0,64,0,423,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,50,0,0,0,0,0,2048,0,8057,0,102,0,0,0,2968,0,54,0,0,0,0,57,0,25,0,0,0,1070,0,186,0,0,106,0,0,0,0,0,0,0,8,0,101,0,0,0,14,0,0,0,0,0,4,0,0,1,324,124,0,59,0,285,0,0,0,158,92,0,7,0,8624,10,0,0,0,2940,0,4134,13,0,0,217,0,0,236,0,1610,3234,634,890,0,0,0,60,0,47,0,46,45,30,0,44,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,772,308,0,0,12,245,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8661,4893,0,594,0,79,0,0
ADEL,0,0,35,0,0,0,466,0,3993,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345,0,0,0,0,139,0,0,0,135,0,0,0,0,0,1134,162,1,1376,0,939,0,0,0,0,0,0,0,1579,0,0,0,0,296,247,0,3,0,52,0,0,1230,0,56,270,248,0,805,432,0,588,0,0,10,169,0,0,396,11,0,0,0,86,0,2277,0,0,90,769,0,0,0,0,0,390,0,0,0,217,1121,0,0,128,171,0,8,0,0,0,0,333,18,52,83,170,0,0,293,0,0,61,172,278,0,295,150,0,805,0,0,0,0,0,0,0,0,117,3308,1244,247,110,1498,2049,10,0,0,0,0,1161,456,0,239,0,215,216,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,21,0,0,0,188,0,7991,1456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,1997,4736,0,0,0,143,0,0,0,235,0,0,0,0,1,722,1761,0,1276,0,539,0,0,0,0,0,0,0,2408,0,0,0,0,0,364,0,1,0,0,1600,296,0,0,86,566,6,0,0,420,0,0,0,102,0,0,644,22,0,78,0,0,0,0,0,1534,165,0,4,0,0,0,0,0,0,57,0,0,88,770,0,0,0,0,0,0,0,0,0,0,0,0,69,216,0,172,769,0,0,177,33,250,0,111,277,10,449,344,0,0,0,0,0,0,0,0,0,0,0,95,749,0,3,172,0,0,0,0,362,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIML,78,0,37,0,0,0,1601,0,0,0,0,23,0,5903,0,927,0,800,0,6526,299,1354,0,0,0,0,281,0,88,0,39,0,0,0,1,0,0,76,0,383,0,0,0,112,0,175,0,0,0,0,20,0,0,0,92,0,1223,0,37,0,0,0,48,0,3123,0,21,0,0,0,687,0,82,0,0,12,2,85,225,385,160,14,138,452,23,0,21,0,0,0,1,0,0,0,0,0,1137,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,3,0,0,196,0,13,0,147,315,0,0,149,0,0,67,0,0,0,0,0,0,477,292,0,1730,324,18,0,0,0,141,0,347,0,0,3146,0,210,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,3,0,59,0,0,0,1655,0,0,3,0,63,0,7110,202,1431,0,674,187,6250,17,1065,0,0,9,5,720,0,322,1,5,0,0,98,56,0,0,111,0,595,0,0,0,79,0,126,0,0,4,0,0,0,42,0,32,0,818,0,49,0,0,0,78,17,3248,0,249,0,9,0,345,0,39,0,0,0,87,0,324,1,200,427,267,4,1002,7,215,0,11,2,0,0,0,0,0,333,1269,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,341,0,0,461,353,0,349,0,59,0,0,317,62,0,0,0,0,144,0,0,0,0,477,0,542,0,0,31,199,0,124,0,0,47,0,0,0,74,3165,0,435,0,113,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,3151,2391,0,0,215,280,0,68,0,12,104,0,0,72,59,0,0,1946,2952,1217,849,0,0,0,129,195,28,36,32,7,0,0,0,0,0,312,46,511,479,0,0,105,93,305,168,0,0,0,1,0,14,67,279,120,300,324,60,70,0,0,0,0,177,167,9,14,0,0,0,0,0,0,0,0,0,0,351,218,680,362,368,230,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,98,138,459,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,323,0,0,182,100,0,0,38,30,15,5,120,33,0,0,121,173,0,0,117,0,292,542,0,0,0,232,153,0,0,0,38,20,0,0,0,1998,2570,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,0,0,0,0,0,0,0,0,0,0,0,104,0,355,0,0,0,0,0,33,0,0,0,0,0,0,5,0,13,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,282,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,294,0,0,283,0,0,0,0,352,0,0,0,0,3308,0,0,0,0,0,10067,0,0,0,375,0,0,0,0,0,0,179,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,8,0,0,0,0,0,0,0,0,0,0,0,0,871,0,354,0,0,0,17,0,0,0,0,0,0,29,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,782,0,0,0,0,0,78,0,386,0,0,253,0,65,0,388,0,74,0,486,4401,0,0,0,1007,0,0,0,0,0,0,0,2158,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,913,0,0,66,0,0,0,0,16,0,0,0,0,1244,0,1730,0,0,10067,0,0,1924,37,1259,0,0,0,0,0,0,2653,0,1346,0,3097,0,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,0,2169,54,780,0,21,1009,55,176,0,2013,16,321,0,0,799,1999,0,0,188,10,0,23,0,21,0,133,878,529,4976,0,0,19,0,218,783,397,45,0,0,0,0,0,0,0,106,11,0,370,0,84,0,0,1,0,0,87,1092,45,1,0,335,0,789,0,187,23,118,126,0,0,30,0,752,610,170,1449,667,2860,5,129,0,2526,227,550,143,1234,1039,432,8423,89,437,0,13,0,0,1107,520,0,2,0,0,43,0,0,1923,85,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,5,3,121,0,2,0,0,0,308,1,0,0,0,84,3,0,0,247,95,324,31,232,0,0,0,649,526,49,268,91,0,0,242,92,126,55,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,2549,0,662,152,0,0,20,645,0,532,486,482,20,0,0,2005,147,0,0,0,141,46,0,11,0,0,847,72,4827,62,0,0,0,25,203,0,31,0,85,0,0,0,0,0,0,0,120,628,0,112,0,0,0,511,0,0,586,83,0,75,270,0,930,0,55,0,44,0,0,302,58,0,897,0,433,603,1416,1494,15,1734,0,352,180,3414,380,2030,796,1195,6903,367,315,0,4,0,0,0,585,325,41,0,0,95,0,0,0,2453,0,91,0,0,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,47,0,49,0,198,0,0,0,70,0,1004,0,24,0,0,4,0,238,0,0,110,749,18,199,153,0,1924,649,0,97,119,0,0,57,0,0,0,134,71,1,0,817,1,49,0,10,0,4,0,136,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,113,0,0,0,0,16,0,40,22,35,50,0,0,215,393,49,117,0,0,2,0,0,46,20,342,3,30,12,0,0,482,249,0,0,0,0,0,32,191,297,299,72,101,2,580,724,2,0,0,0,6,54,575,536,0,2979,12,8,130,9,0,0,1129,938,2,794,516,0,0,0,32,33,0,0,33,0,347,72,0,0,484,245,0,0,0,0,0,0,160,3,810,465,547,192,53,44,6,4,77,270,62,59,39,38,263,256,0,0,22,0,1498,0,0,0,0,0,37,526,97,0,4312,2810,82,2,26,0,1743,0,0,60,79,39,1079,392,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AVKR,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,0,1,0,0,12,0,28,13,33,23,0,191,772,132,72,8,0,0,8,1,0,48,27,55,103,16,0,0,0,388,396,0,0,0,90,19,0,38,232,69,128,5,6,480,997,0,22,21,0,0,61,725,239,0,2929,1,8,14,103,9,0,1350,192,12,512,729,0,0,0,23,27,0,2,0,0,64,138,0,0,268,695,0,0,0,0,0,0,14,92,1064,556,1028,800,29,51,98,50,308,535,137,97,98,29,102,300,0,0,0,0,2049,3,0,124,0,375,1259,49,119,4312,0,2063,52,113,0,54,2054,106,0,54,90,0,1271,497,469,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,10,26,0,0,2,0,60,13,44,98,0,206,0,0,0,0,0,0,15,13,0,217,63,726,261,0,0,0,0,14,219,0,0,0,1,0,10,93,0,56,0,46,0,112,0,0,0,0,0,0,5,0,741,0,2876,0,0,379,327,0,0,4,912,57,3,68,0,0,0,70,67,0,13,46,5,7,458,1,0,21,2,0,0,0,0,0,35,0,0,0,920,0,226,0,36,0,172,0,733,0,133,99,2,244,411,1,2,37,2,10,172,0,0,0,0,0,268,0,2810,2063,0,3,3,1,0,1695,0,0,7,9,0,1787,42,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,30,0,526,0,0,0,0,0,3,0,0,58,0,1,0,55,0,0,0,123,0,0,0,0,0,0,0,0,17,0,0,0,0,2028,0,0,0,0,0,1253,0,1431,0,0,0,0,0,0,0,0,3549,0,1257,0,1508,0,0,0,365,0,0,0,0,0,19,82,8,0,0,0,0,0,14,0,130,7,0,700,30,13,201,0,0,0,0,0,892,0,550,10,120,0,58,0,0,0,305,0,180,0,0,0,1984,0,322,0,0,0,50,3,144,510,846,322,1109,34,7,5,0,0,34,247,0,81,0,0,0,1,512,0,0,694,0,0,0,781,0,0,2352,0,0,0,0,0,141,0,38,0,0,91,0,82,52,3,0,78,0,0,5,16,0,448,345,2,325,180,0,418,307,1138,2401,1337,8542,3779,12501,0,0,1,0,0,0,0,0,0,26,0,36,0,532,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,0,0,866,0,0,0,0,79,0,0,0,25,0,0,0,77,0,0,0,167,0,0,0,0,0,3,0,0,0,0,0,0,0,2075,0,0,0,0,0,1283,0,1405,0,0,0,0,0,0,0,0,2066,0,1371,0,1495,0,0,0,269,0,0,0,0,16,86,0,16,0,0,0,15,0,12,0,184,539,0,2,103,0,171,0,0,0,0,602,2,151,614,0,281,0,39,0,0,169,77,0,0,187,0,0,1918,0,138,0,0,190,72,509,241,155,710,125,1293,22,0,3,24,30,111,8,0,0,0,18,5,117,385,827,202,0,0,925,0,0,2,0,2172,0,0,0,0,0,47,20,0,0,0,57,2,113,3,78,0,0,0,0,0,4,646,618,0,375,0,15,316,0,661,0,3048,0,4782,0,149,292,864,2030,1203,955,4290,14019,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0
CEPVL,0,0,0,0,0,0,1429,0,0,0,0,14,0,619,0,42,0,207,0,245,0,57,0,184,0,0,21,0,0,0,87,88,0,362,22,0,0,0,0,2,0,1107,0,1373,0,0,0,1810,0,0,0,0,0,0,2014,0,387,0,0,0,1499,0,307,0,61,0,11,0,0,145,0,0,0,0,0,0,10,1,0,157,3,787,0,36,276,0,0,189,0,0,1326,5,528,188,247,0,107,0,8,0,66,0,136,1196,0,0,0,0,18,0,1789,0,0,87,961,0,1177,106,0,180,0,0,0,8,126,7,0,0,248,0,176,0,58,124,0,0,963,0,3,0,0,810,0,0,1092,0,0,0,347,0,0,0,0,0,0,26,0,1,0,0,0,0,0,237,0,691,417,92,236,104,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,659,375,1574,2042,3120,3729,2484,4999,0,0,0,0,0,0,0,0
CEPVR,0,134,0,209,0,27,0,1357,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,216,0,0,25,0,148,0,0,50,0,4,0,0,0,0,0,0,0,689,0,1218,0,0,0,1373,0,8,0,0,387,0,1635,0,341,0,0,0,1747,0,155,0,0,0,0,13,0,0,0,0,75,0,0,1,93,164,0,600,4,66,0,0,0,87,44,0,64,1380,18,230,670,0,238,0,27,0,0,0,168,0,0,434,87,0,0,0,19,0,2177,81,0,0,852,62,1447,210,0,0,0,0,1,1,100,0,0,0,109,0,362,119,0,0,0,0,749,0,0,673,0,0,0,0,772,0,0,0,0,0,0,0,242,0,0,54,0,0,0,0,0,15,0,0,295,766,0,279,0,1,0,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,0,0,0,0,0,0,0,868,174,1335,1354,2437,4212,4171,1936
DVC,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,91,84,0,0,174,11,9,0,42,257,215,68,99,88,117,212,544,483,167,2,0,0,0,95,81,43,153,104,158,463,14,44,0,0,617,420,0,0,0,0,170,181,328,98,2,20,264,18,149,274,0,0,0,0,0,0,0,365,0,4145,10,10,193,374,0,0,2017,2059,22,84,64,0,0,8,105,71,0,110,9,121,130,343,0,0,0,6,0,0,0,0,0,13,5,0,20,291,55,16,2,0,0,15,6,10,41,0,2,3,4,18,0,6,221,308,1161,362,0,0,0,0,0,92,0,1743,2054,1695,5,0,0,15,0,0,0,6,11,11,160,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,64,0,2136,0,0,0,36,0,0,0,0,187,0,11,0,2042,0,80,0,7167,0,5045,0,0,0,0,1708,0,278,0,83,0,0,0,14,0,0,250,0,70,0,0,0,22,0,128,0,0,0,0,0,0,0,0,20,0,128,0,33,0,0,0,1296,0,1893,0,115,0,0,0,162,0,0,0,0,77,0,0,35,123,12,0,60,142,417,0,6,0,4,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,92,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,18,0,19,0,2,103,0,0,5,0,0,57,0,0,0,456,0,3146,74,1998,179,2653,126,134,0,106,0,16,0,237,0,0,0,15,2,0,15,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,270,0,2110,0,0,0,3,0,0,0,0,370,0,122,57,1865,0,27,100,7070,342,6499,0,0,773,287,2317,0,488,0,34,0,0,70,96,0,0,57,0,471,0,0,0,44,0,83,0,0,0,0,0,0,0,0,14,0,253,0,69,0,0,0,287,64,1875,0,40,0,0,0,103,0,159,0,206,0,25,0,7,0,28,309,55,0,194,9,153,0,0,0,0,0,0,0,6,0,2218,0,0,0,0,0,0,0,0,0,142,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,19,0,179,0,0,0,0,93,6,0,0,0,0,62,0,0,0,0,0,3165,2570,0,0,55,71,0,0,0,0,4,0,0,0,15,0,0,7,0,134,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,70,0,0,0,0,0,0,110,0,0,14,2,0,622,0,307,0,0,0,0,0,0,0,0,0,0,116,0,12,0,0,0,0,0,561,0,42,231,11,155,114,280,57,17,30,783,701,560,144,202,161,32,148,1517,1224,795,207,104,40,7,21,250,844,1404,12,0,3,59,0,0,0,0,151,0,318,204,322,70,75,429,1,107,65,282,306,0,123,248,0,0,71,17,13,29,0,1,66,0,0,8,0,167,260,19,46,0,15,0,22,26,146,181,403,857,148,396,99,271,144,63,0,0,0,0,2293,1236,749,235,1730,181,761,290,587,1659,663,218,650,35,482,252,147,458,351,163,75,12,239,0,210,0,0,0,1346,0,1,60,54,7,448,646,691,295,6,2,0,0,2318,1407,41,358,210,19,0,184,0,11,0,476,0,0,0,34,0,187,0,439,0,0,0,113,8,896,10,0,0,0,0,0,0,0,0,0,0
RICR,0,7,0,0,0,0,15,41,0,0,33,0,6,0,416,0,373,0,0,0,0,0,0,0,0,687,0,61,0,0,0,0,0,0,406,245,0,3,91,5,104,196,432,6,42,890,364,259,644,178,77,250,48,2033,1243,1849,84,549,0,8,169,32,806,1340,0,60,92,0,0,0,0,0,0,153,276,510,30,156,359,288,0,126,163,47,0,279,253,36,0,0,358,9,0,1,0,0,0,5,0,27,0,174,118,13,335,0,0,7,0,0,64,281,928,320,194,41,144,142,15,267,0,0,0,0,1443,2150,87,955,252,1405,879,1120,1791,583,444,472,25,823,187,530,354,67,14,182,123,245,0,0,0,435,0,0,0,1,0,79,90,9,345,618,417,766,11,0,7,2318,0,339,130,148,356,0,0,26,0,1,0,150,0,41,0,157,0,491,0,650,0,0,0,0,0,0,0,0,0,0,0,36,12,0,0,0,0
RID,2,0,2,0,20,83,300,0,0,0,774,0,3,174,0,337,13,0,0,0,0,0,0,123,73,0,13,0,0,0,0,0,268,225,2188,0,0,4,0,0,0,0,0,0,0,427,0,250,0,0,60,0,22,0,473,0,0,0,305,0,178,0,2101,1,0,0,0,246,177,312,7,0,346,31,642,467,1462,1866,1336,4719,111,5,0,3896,1424,0,222,4561,805,0,25,1,0,0,212,175,282,0,25,117,0,108,1,0,0,234,6,0,0,0,0,0,166,354,0,0,0,0,45,0,0,0,0,0,28,96,56,94,1512,0,580,262,562,2105,246,81,652,0,1,24,0,213,46,0,0,0,215,0,0,0,0,0,3097,0,817,39,0,0,2,0,92,0,11,15,0,1407,339,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,166,66,0,0,0,0,0,0,0,0,0,0
RIS,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,50,85,0,0,0,0,0,0,27,0,50,0,0,0,0,0,0,0,0,0,93,55,0,12,0,0,0,0,43,73,9,51,1,204,0,211,24,0,27,0,23,0,0,96,97,125,257,0,0,0,110,61,45,90,85,119,363,4,2,0,0,152,155,2,1,387,452,504,180,0,38,142,33,5,47,0,152,13,20,906,918,6,50,12,74,37,380,282,0,0,0,3,19,0,0,0,0,288,131,5,108,449,496,13,2,18,0,2,18,10,18,7,38,0,203,29,0,18,0,10,82,18,269,419,692,629,612,0,4,0,21,216,24,0,113,0,0,0,0,1,1079,1271,1787,325,375,236,279,160,0,134,41,130,0,0,292,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,1,0,182,0,0,0,540,0,0,0,1,0,0,60,0,657,0,0,0,348,0,124,0,0,0,0,6,0,206,0,0,0,0,0,67,0,0,0,0,521,0,0,0,10,0,0,0,0,0,334,449,466,122,0,36,0,776,0,0,0,0,0,761,0,174,0,0,310,0,0,5,0,7,0,137,54,199,11,0,393,411,32,0,465,638,0,0,133,67,0,0,35,6,66,65,0,1728,0,375,0,4,9,165,0,0,0,0,0,62,0,0,0,11,258,53,70,865,1666,468,139,0,0,0,0,768,4220,74,170,268,0,614,67,674,284,242,0,374,0,106,110,16,216,0,0,0,0,97,0,1319,0,0,7,2058,0,49,392,497,42,180,0,104,0,0,1125,0,358,148,502,292,0,0,0,0,0,686,0,803,0,982,0,0,0,0,0,0,0,0,0,86,0,807,0,2487,0,7547,0,0,0,0,0,0,0,0
