pre,post,PC1_loading,PC2_loading,separation_axis_loading
IL2D,RIP,-0.08350106953379254,0.04361992460396195,0.08316382602087911
RIC,AVA,-0.07862912179697187,0.0180950018224594,0.07848792626222313
IL2D,RMEL/R,-0.07782581603301884,0.016646055011463004,0.07769576486491878
AQR,RIA,-0.06330869223344184,0.06313230135231339,0.0628222854290982
ADA,RIP,-0.06101005145151671,0.026239279611643424,0.06080686730387602
AIM,ASG,-0.058990157918781976,0.018476371454884375,0.05884661379701748
IL2L/R,RMDL/R,-0.05843603356413946,0.0038090512257153136,0.058405077848316604
CEPV,OLQV,-0.056942020561398035,-0.0055596912073092065,0.05698301420456814
ASI,AIB,-0.05700607667413618,0.040551010477190154,0.05669316753044873
RIC,AIB,-0.056557152660310694,0.02648422929480091,0.05635221967039517
IL2V,RMEL/R,-0.05563138849311609,0.023848261071484224,0.0554467138985705
CEPV,URAV,-0.05538641068295685,-0.0010645743989583633,0.0553929499994161
RIC,SMDD,-0.05478897593619673,0.019602544827682887,0.05463691214223847
IL2D,URAD,-0.053023966576335436,0.02678733295122004,0.052816811322086744
RIV,BWM06V,-0.05216403359436047,0.037984128027358156,0.051870967958788164
BAG,AVE,-0.051911132989343516,0.015428138154638095,0.0517911926435221
ASH,AVB,-0.051484925904460785,0.029041465033799795,0.051260515454718346
IL2V,RIP,-0.05134116442342297,0.04033099429901371,0.05103011076118585
CEPD,IL1D,-0.05106197071096136,0.021545127637375507,0.05089510731384353
IL2V,URAV,-0.04958671434496078,0.015830668845602445,0.049463753027209394
URYD,RMDV,-0.049920535506097485,0.07921185899416927,0.049311111983307156
ASG,AIA,-0.04888151364968667,0.006382112977448787,0.04883109102798284
AVF,AVB,-0.04719955589915086,0.019768810475422754,0.047046439546440715
AIZ,RIM,-0.04640502689327651,0.04347096318090251,0.046070019270059076
ASG,AIB,-0.04480975448648202,0.004188657226836807,0.044776286625210195
RIC,RIM,-0.04330038884813997,0.010229031260195703,0.04322060540651828
AIN,CEPV,-0.04349883047904152,0.03634377695733749,0.04321860980310961
RIH,CEPV,-0.04339811299692014,0.06810603432278638,0.04287411909099004
RIR,DVA,-0.042926927583451624,0.01955813133982912,0.042775554042559186
AWB,ADF,-0.04275034485329612,0.011390750847572524,0.04266166138267392
URYD,RMDD,-0.042653333100287516,0.0013650300445303652,0.04264160016915229
RIR,AIZ,-0.041753824371578534,0.026241676371534975,0.041551188991191756
CEPV,IL1V,-0.04167237410550764,0.017064680345389195,0.041540174820326195
RMDV,BWM06V,-0.041682581290219546,0.05648274893560407,0.04124784694678625
ASH,RIM,-0.04089939702917925,-0.024777199887838854,0.041088358089301724
ADF,SMBD,-0.04072370629904592,-0.026330690539182546,0.04092459561722696
ADL,ASH,-0.040513828221265355,0.027454940436381303,0.04030191752807567
ASH,RIA,-0.03997485298624959,-0.01930367794335679,0.04012183184633475
SMBD,ADA,-0.04011825304261515,0.014907005903785782,0.04000265974219268
IL1L/R,BWM04D,-0.03976143376246905,-0.009236976631535509,0.039831156699803666
CEPD,OLQD,-0.03954671208980088,0.0009769927626843552,0.0395380488561748
ADE,AVD,-0.038568020913373,-0.0017911190085763494,0.038580631839355214
AQR,RIR,-0.03888590749468845,0.045547094132296954,0.0385351869735317
ADE,CEPV,-0.03838669822994691,0.0018504862689382809,0.03837136507611964
URX,RIC,-0.03849734940371056,0.025601262686459045,0.03829972513036712
AIM,AVF,-0.038339420663175895,0.007673156976626162,0.038279399744446795
AQR,BAG,-0.037937015728606055,0.0363956770887764,0.037656560532412106
CEPV,RIP,-0.03760716533945472,0.003840062273490309,0.03757658509515938
CEPD,URYD,-0.037584833025773305,0.0013798922012693646,0.03757313531202529
RIH,OLQD,-0.037704651745266486,0.03243842138678182,0.03745457543905013
PVT,URAV,-0.03742752410613349,0.00015140686609354888,0.037425259684320124
SMDD,BWM04D,-0.036959050850882254,-0.015619104860829656,0.03707783933729391
AIM,ASK,-0.03681159905833319,0.016314957176948034,0.03668529708566115
RIB,DVA,-0.036205175095197134,-0.005328028346220777,0.03624500149133563
RIV,RMDD,-0.03571664395527926,-0.0004898919203688947,0.03571935191057652
URX,AUA,-0.0354878031439018,0.006306563124456524,0.035438354860465274
IL1D,RIP,-0.03526864930488846,-0.008409249875624364,0.03533215174470081
RIA,CEPV,-0.03521661191370393,-0.00920682043746851,0.035286237262135776
IL1L/R,BWM04V,-0.03508647822285674,-0.003478451293758001,0.03511214201387612
IL2D,IL1D,-0.03528557709775709,0.040595928697753816,0.03497296294929003
ADE,SDQ,-0.03458592829776054,-0.01939531635115829,0.034733769207599435
SMDD,BWM05D,-0.03482377928581165,0.03129253498384878,0.03458258254082039
CEPD,URAD,-0.034513976744219625,-0.008370833475344251,0.03457720656482175
URB,CEPV,-0.03432567339672998,-0.010446694579009305,0.034404841054425345
