pre,post,PC1_loading,PC2_loading,separation_axis_loading
AIY,ASK,-0.031533232289399214,0.003893393959824888,0.031263997281983646
AVB,PVQ,-0.03108706654317524,-0.002687061039462994,0.031189044413843126
AWA,SIBD,-0.030881890271249452,-0.006274339600685635,0.031186171301178987
ASE,PVP,-0.031027841723701283,-0.0034892711488280744,0.031175081081699915
BWM05V,SMDD,-0.03153585195106504,0.006877513340536534,0.031098595303382708
RID,SAAD,-0.03155313646695988,0.007742767758804995,0.03106713522385809
AVD,AWC,-0.03129097213195308,0.003600127092231123,0.0310386334880635
ALM,IL1D,-0.029927435010291083,-0.01958498392532842,0.030982670967429966
ASG,AVJ,-0.03046686198994453,-0.008612561113891408,0.030903452319946376
PVP,RMG,-0.030332824401636333,-0.010940223967061171,0.030900683796692006
DVC,SAAV,-0.031242586327480996,0.007302834374380754,0.030781847670996145
BWM02D,URAV,-0.030456805016290976,-0.005214782188767705,0.03070210317995633
BWM08D,RIA,-0.030828303304619727,0.0020056199059638687,0.03066647553550829
BWM03V,IL2V,-0.03241328076977318,0.03163151114731808,0.030580886239362615
AWA,RIA,-0.03126929210029745,0.012350409529283447,0.030524313039223726
PVR,SIAV,-0.030924737170161767,0.00644154510762278,0.030512996647817654
AVF,DVA,-0.03086592878984002,0.005512583505135789,0.030506585694447027
CEPD,PVT,-0.03034225358341445,-0.0035280257184041475,0.03049276253697861
PVT,URX,-0.030033118390003413,-0.007089629484965512,0.03038464982465923
PVR,SMDV,-0.03119027214345644,0.01415740791270622,0.030343677422297027
AIN,AWB,-0.031330607966179154,0.017439979959447634,0.03029896910105647
AVL,RMH,-0.029953837037057035,-0.006402354761858342,0.030266798007307156
AWC,PVQ,-0.031231733431066718,0.01777054639079346,0.03018163924169823
ALN,ASH,-0.03032156766747906,0.004468350616471123,0.03002188246182209
BWM01V,OLL,-0.030689931367262314,0.011470094279712602,0.02999543651829098
ADA,OLQD,-0.030573838596799078,0.00963055284760996,0.029983101219149474
AQR,ASH,-0.0294302118821793,-0.008862231652075343,0.029882504091186073
PVC,RIG,-0.02882133547690034,-0.019069843272422005,0.02984932164843952
ADL,PVC,-0.02862215148141201,-0.02249427917526512,0.029843262633852105
OLQD,PVC,-0.029956589061950444,0.0012768922584326097,0.029837174302164777
ADE,ASK,-0.030290163331707965,0.007729683177980655,0.029806902282494593
BWM03D,RMEL/R,-0.029060004505541585,-0.01286279509577962,0.02973813120654839
AQR,AWB,-0.029665884004061695,-0.001995411334002197,0.02973117376840385
AUA,OLL,-0.029926707870158477,0.0029659752995613987,0.029712238591108477
ASK,AVB,-0.030011925226022744,0.005179793167058157,0.02967267424034177
ADL,RIR,-0.03080974299955762,0.021247963514206752,0.02956452616354048
BWM08D,SAAV,-0.030014571524662994,0.007207963158267651,0.029561122511407658
BWM06V,BWM07V,-0.026306388697987522,-0.05742290741083386,0.029497790513060028
ALM,BWM04D,-0.02909703227462348,-0.006690701718422723,0.0294275874635889
ADF,BAG,-0.028946359602643034,-0.009052133180609084,0.02941011154879265
AFD,AVH,-0.028836298103187608,-0.010450534875335933,0.02937896007648745
AIA,RIS,-0.02981937485298954,0.008723005992810404,0.02928093270198903
BWM06D,RMH,-0.027701881802099204,-0.027160978719933934,0.029187206065901326
BWM04D,OLQD,-0.030313301213799635,0.019148797243232884,0.02918706308935712
ASH,RIR,-0.029680272382713088,0.008389100516416982,0.029160851065144676
BDU,PVR,-0.028586838330585635,-0.010862155084671686,0.029153071840075956
BWM07D,RMH,-0.02929569699602963,0.0017332136986736948,0.029151637958119085
BWM05V,SIAV,-0.028851454971674816,-0.005162098738400339,0.029096333454031252
ADE,RMG,-0.028989106690712956,-0.002166848080705973,0.029065122594535225
BWM08V,RIP,-0.030175413688052717,0.019129811574415213,0.029050463264264324
AVA,CEPD,-0.02894060883815456,-0.0004762862855408065,0.028921516495137026
AWB,PVC,-0.02837600521059507,-0.008448730629737748,0.028806688020302177
BWM05V,RMEL/R,-0.031081662519920155,0.04019643501094341,0.02876914196127683
PVR,SAAV,-0.02904628296379357,0.004296652163698627,0.028758288057751047
BWM05D,RMH,-0.029982799711928642,0.02119255126877987,0.028742014597868383
BWM05V,OLQV,-0.030649917064188608,0.03538133300488206,0.02860919029412564
AIZ,IL1L/R,-0.02846591157743074,-0.001404362489070206,0.028499826543394186
BDU,SMBD,-0.02820778392483283,-0.00528044238090095,0.02846034668198784
AIA,URX,-0.028081365173006044,-0.0074143918581807125,0.028454278095586847
ASJ,SAAD,-0.02851466710596816,0.0008239016492426435,0.02842304482445036
AVB,RMEV,-0.027992437169677437,-0.00770368475945684,0.028381779472007256
ASK,SMBD,-0.028017914890123105,-0.0038127075428075535,0.028188139681707823
BWM04D,OLL,-0.029037720281204247,0.015583986563259553,0.028114218293042656
BWM08D,RIM,-0.028067696736300347,-0.0013821914395775719,0.028100995082979974
BWM02V,BWM07V,-0.025193861582794005,-0.05225380016917376,0.028095987455340005
ADF,RIC,-0.02841919911697059,0.00607417324189691,0.028032117642817038
AIA,IL2D,-0.028216402176648166,0.002546816837636582,0.028028246237735442
AQR,AVE,-0.0268042608052924,-0.022046815786613327,0.028003061793867558
AIZ,PVC,-0.028096392375432704,0.0014959707947076282,0.027967593514894383
AIN,RMEV,-0.028432801849187055,0.007835616311668141,0.027946522726282126
RIF,SMBD,-0.027868046942148072,-0.001323211995040992,0.027898341226290757
AVH,RIG,-0.028606863760979068,0.013374536824255535,0.027808445831683456
AIZ,ASK,-0.027762917205780512,-0.0007869211804850504,0.027763183008477067
BDU,URB,-0.02748075666474783,-0.004954513092968914,0.027716121638896894
ALA,RMG,-0.02801873530544553,0.005298644950372076,0.027675954343594183
ASG,ASH,-0.02801873345687515,0.005832854452469664,0.027645874432918296
BWM08D,RMDV,-0.028257130365307907,0.011807380338179825,0.027547504208495634
ASG,RIF,-0.02735398380093265,-0.0041477703926787205,0.027544127137419393
SIBV,URAD,-0.028117300596069726,0.010111355469059998,0.027503389026463036
RIG,RMDL/R,-0.02784688901264015,0.007253565640363385,0.027394311044043385
RIP,URYV,-0.028248974052940915,0.014550996966610285,0.027384884586925062
AVK,URX,-0.02722506602463388,-0.0035633303380765294,0.027382507626357164
PVP,RIS,-0.027305876753806683,-0.0012055347834111986,0.027330437137521833
FLP,PVT,-0.025704985906429372,-0.02954989647598998,0.02732798321563978
AIY,BDU,-0.02777971408608925,0.0073450721455654774,0.02732209050768262
ALN,AVB,-0.02730297523830462,-0.0004892263538101398,0.027287209284463383
ADL,SIAD,-0.026245811228668092,-0.019071118886290563,0.027277954831387195
OLQV,RIV,-0.027645851564075813,0.006009238484297156,0.027263652946154543
OLQD,OLQV,-0.02780141887297624,0.009086700493245994,0.027245700438991747
AWB,RIR,-0.027528087176965463,0.005727917800489718,0.027161914815829337
AVD,RMH,-0.027359335514134418,0.003395880067364956,0.027124733608424864
OLQD,RIA,-0.027579516021965556,0.007955955342063581,0.0270878149308836
ASE,SIBD,-0.0265886146211431,-0.009130932789018026,0.02706054343186527
AVM,SMDV,-0.024574749758489587,-0.04421373749700073,0.027025171057551343
IL2L/R,SMBD,-0.02727957817036211,0.005290492126005874,0.026938428784880432
AIA,BAG,-0.02725722459352271,0.0057367178567581285,0.026890986430225104
AVH,RMG,-0.027272936981281606,0.006506570712104417,0.026863328194140022
AFD,AVM,-0.024533002047829773,-0.041990364998942105,0.026858305084934947
AIA,IL1D,-0.027298440066843233,0.007984571568800782,0.026805573648104288
BWM07V,OLQV,-0.02394821670175579,-0.049670247088927505,0.026706854517681906
PVT,URAD,-0.027315248032306488,0.010261619793711027,0.026694148312074097
AIM,SIAV,-0.027640037114215758,0.017751755698869894,0.02659669849826968
ADL,AFD,-0.029036107272289297,0.04325302587688443,0.02655473371157845
AIZ,RIV,-0.026353093292787868,-0.003554121755627073,0.026511399644621944
ADE,BWM06D,-0.024340990815399328,-0.03889661634297349,0.026492408406373923
ASG,SIAV,-0.02591239226525212,-0.010850511212958209,0.026482212710614177
BDU,BWM06D,-0.027786993205969328,0.02304805622074735,0.026445219227807456
IL2L/R,RMDL/R,-0.02632314348361885,-0.002598878159024599,0.0264277134294035
AIY,AVA,-0.02666633427356451,0.003876922522029115,0.026405747136293952
AFD,CEPV,-0.02688577395629147,0.008732746421653876,0.02635143701522151
BWM04D,RIP,-0.02690825807339472,0.009388398071177141,0.026336969736760973
ASG,AVD,-0.026516191046022507,0.002625971673933702,0.02632627546436474
ALM,PVP,-0.0282519355453324,0.0335295624656297,0.026319274601616854
ALM,AVF,-0.02630695923056156,-0.00012066479587032523,0.026272021834313264
ASH,IL1D,-0.02581863227566757,-0.008721297049092469,0.02626871844634307
RIB,URAD,-0.026631545609003056,0.006205085364987673,0.026239929068010294
PVQ,SMBD,-0.026365103341997174,0.003056398728184543,0.026151192722928727
AVM,SDQ,-0.026285364760150334,0.0018097100318643822,0.02614177403663921
ASG,RMG,-0.027476633148417473,0.02302629543868473,0.026136576717403444
ADA,RMDV,-0.0266018412819374,0.009070108212391261,0.026048959973238334
AIM,ASI,-0.026253031155216853,0.004839352320271748,0.0259389111224478
AIM,RIS,-0.025676333860926236,-0.005229135678259392,0.025930023545263546
BWM07V,RMDL/R,-0.02344768827049308,-0.04422491350169305,0.025900526703659617
AUA,AVM,-0.023491880982479698,-0.04308343428879363,0.025880379608867108
FLP,RMG,-0.027360833308425852,0.025765633686632358,0.025866725214837356
RMEL/R,URYD,-0.02551596618502346,-0.006535773378248288,0.02584347902978357
AWB,SIBD,-0.026650114206574475,0.014117534984722747,0.025812966635366273
ADA,URAD,-0.026861932543661014,0.019600708653059847,0.025715725035588655
AVA,AWC,-0.02610456821627175,0.00815681099191285,0.02560389791502113
AVA,PVR,-0.02671033976970546,0.019272416611399664,0.025582856850573325
AUA,URB,-0.02547309958670013,-0.0026564579610508262,0.025582259941267893
AWA,SAAV,-0.0269486733491375,0.025126669050933113,0.025491195258691254
BWM07V,RIA,-0.02623200493373472,0.012585288878897429,0.02548179201143925
ADE,ADL,-0.024883947275894793,-0.011044428353906531,0.025466317451997414
ADA,RMDL/R,-0.02533742726984076,-0.00228410915043002,0.025425838163410062
AIZ,SIBV,-0.026049692133271185,0.011727093266643906,0.025348088156159434
RIC,RMEV,-0.023076200141690897,-0.04039922735584131,0.025314226919815355
AVL,CEPD,-0.0259417695246869,0.011614558591060899,0.025246672885825265
ASE,SMDD,-0.02512856229232087,-0.0015108597922887574,0.025173767577653033
ASK,SIAD,-0.02412379684687857,-0.016794526360890027,0.025031125665366964
RIB,RMDD,-0.026071626311433824,0.01813900965835535,0.025008971800540705
ALA,RMDD,-0.022739879369599255,-0.04066206250404339,0.024993238297888475
ADE,AIN,-0.025643036518312783,0.010971358524428525,0.02498462842216697
AFD,URAD,-0.0246220945764715,-0.007097733828799885,0.024982665939845227
ASK,RIF,-0.02517723738702449,0.004278460826194008,0.024896404273488434
AIM,AVK,-0.026220580445396244,0.02281106595078297,0.024894634771824044
RIA,RMEV,-0.025167006674576182,0.004704172206984929,0.02486222058986148
BDU,URX,-0.026698504612148035,0.03270788313234934,0.02481457163961543
DVA,RIP,-0.024461603807274444,-0.006956513581353252,0.024814478513424592
ASH,AWC,-0.0265536863901522,0.030335473072527746,0.024803559025353708
BWM03V,SIBD,-0.025949914388648552,0.021212654989908413,0.024714394809392342
ASE,RIM,-0.025482502409718194,0.013368943730322312,0.024689355634490356
AVE,URAV,-0.024822383881407045,0.0017006000636148222,0.024687257229755587
PVQ,PVR,-0.024554652704081994,-0.0027342106227867384,0.024669647786723238
ALA,CEPD,-0.024303915335143415,-0.006414412478966594,0.024626517793173788
ASJ,RIF,-0.02465806795895901,3.0550518979735804e-05,0.024617232225998188
AIB,URX,-0.024069077158265072,-0.008902774065167868,0.024532156544857575
ASG,AWB,-0.02532448266521722,0.013527043208601552,0.024522684946823355
AVL,IL2L/R,-0.024558169159447106,2.1484323231978953e-05,0.02451800236003989
ADL,AVB,-0.02415115604772853,-0.006727927107946523,0.024491652919567775
RMDV,URX,-0.02398253214126494,-0.00935577640874997,0.024471254603402676
ADA,RID,-0.0242719840475832,-0.004148175531326189,0.024467039237043332
AWA,OLQV,-0.02403794428028517,-0.007697206253993812,0.024433194914265124
ALA,ALN,-0.023664856408208867,-0.014176914794488493,0.024425531579254114
AWA,SMBD,-0.024852248918229115,0.007939069505708553,0.024365824887278658
BWM01V,SIBD,-0.025847767456231904,0.025595489169676713,0.02436563936696915
SMBD,URX,-0.02473017991313371,0.007647854370895737,0.02426034606340868
BWM03V,RMEL/R,-0.024536680619964245,0.0047063394213058855,0.024232772412381212
ADF,ASI,-0.024889489190128303,0.011140163031371787,0.02422277211435808
OLQV,SAAD,-0.024809251437406532,0.010167918041947782,0.024197402804867325
RID,RMH,-0.025735584885228365,0.027346262689673308,0.024155059420126822
ALM,BWM02D,-0.023892416740801975,-0.0052962704982839085,0.024152716241520426
AWB,URX,-0.023642539698922396,-0.009607272165603382,0.024145961684000666
AIY,PVP,-0.0247892165705597,0.01152249414533603,0.024101131836134593
RIR,RMF,-0.02577958885012858,0.029373359431818694,0.02408486017898368
AIN,ALN,-0.02487993734431895,0.01406996866399518,0.024048276010688437
AQR,URB,-0.023967801234347542,-0.001176954628074108,0.023996047705128618
