,connector_id,x,y,z,pre_skid,pre_node,post_skid,post_node,pre,post,pre_pair,post_pair
0,20686536,10405.4,11025.0,21050.0,3116272,20661050,3116083,20630402,ADER,AVKR,ADE,AVK
1,20686536,10405.4,11025.0,21050.0,3116272,20661050,3114771,20465706,ADER,RIGL,ADE,RIG
2,20686537,9957.38,10857.0,15450.0,3116278,20662174,3115443,20538780,ADAL,AVBL,ADA,AVB
3,20686537,9957.38,10857.0,15450.0,3116278,20662174,3116360,20667275,ADAL,AVBR,ADA,AVB
4,20686537,9957.38,10857.0,15450.0,3116278,20662174,3115989,20616286,ADAL,RIML,ADA,RIM
5,20686538,10197.4,10545.0,15400.0,3116019,20621902,3115443,20538781,RICR,AVBL,RIC,AVB
6,20686539,10291.4,10825.0,14850.0,3116278,20661471,3115443,20540013,ADAL,AVBL,ADA,AVB
7,20686539,10291.4,10825.0,14850.0,3116278,20661471,3115989,20616325,ADAL,RIML,ADA,RIM
8,20686540,10591.4,10497.0,14800.0,3115252,20498501,3115443,20540013,AVHR,AVBL,AVH,AVB
9,20686540,10591.4,10497.0,14800.0,3115252,20498501,3116019,20621890,AVHR,RICR,AVH,RIC
10,20686540,10591.4,10497.0,14800.0,3115252,20498501,3115989,20616326,AVHR,RIML,AVH,RIM
11,20686541,10045.4,10761.0,14050.0,3116278,20661441,3116360,20667247,ADAL,AVBR,ADA,AVB
12,20686541,10045.4,10761.0,14050.0,3116278,20661441,3115989,20616258,ADAL,RIML,ADA,RIM
13,20686543,12572.4,8634.0,8400.0,3116278,20661321,3115443,20538925,ADAL,AVBL,ADA,AVB
14,20686543,12572.4,8634.0,8400.0,3116278,20661321,3116109,20635188,ADAL,AVAL,ADA,AVA
15,20686544,12635.4,8513.0,8200.0,3116278,20661317,3116109,20686546,ADAL,AVAL,ADA,AVA
16,20686544,12635.4,8513.0,8200.0,3116278,20661317,3115443,20538929,ADAL,AVBL,ADA,AVB
17,20686547,11923.4,8245.0,8200.0,3115458,20541893,3116032,20624087,ALML,CEPVL,ALM,CEPV
18,20686548,12753.4,8343.0,7950.0,3116278,20661312,3116095,20631624,ADAL,AVJR,ADA,AVJ
19,20686548,12753.4,8343.0,7950.0,3116278,20661312,3116109,20635162,ADAL,AVAL,ADA,AVA
20,20686548,12753.4,8343.0,7950.0,3116278,20661312,3115443,20538934,ADAL,AVBL,ADA,AVB
21,20686548,12753.4,8343.0,7950.0,3116278,20661312,3116015,20620933,ADAL,RICL,ADA,RIC
22,20686549,12197.4,7019.0,5950.0,3116278,20661270,3115443,20538975,ADAL,AVBL,ADA,AVB
