,connector_id,x,y,z,pre_skid,pre_node,post_skid,post_node,pre,post,pre_pair,post_pair
0,4976800,17116.0,8136.0,9000.0,1514235,4878556,1515817,4962446,ADAL,AVBL,ADA,AVB
1,4976800,17116.0,8136.0,9000.0,1514235,4878556,1513618,4859453,ADAL,AVEL,ADA,AVE
2,4976830,15976.0,10588.0,7680.0,1514235,4878508,1513035,4833618,ADAL,RIPL,ADA,RIP
3,4976830,15976.0,10588.0,7680.0,1514235,4878508,1515817,4962402,ADAL,AVBL,ADA,AVB
4,4976817,13806.0,13902.0,3990.0,1514235,4878298,1515238,4932917,ADAL,RIML,ADA,RIM
5,4976817,13806.0,13902.0,3990.0,1514235,4878298,1515238,4933416,ADAL,RIML,ADA,RIM
6,4976817,13806.0,13902.0,3990.0,1514235,4878298,1515912,4967970,ADAL,RIAL,ADA,RIA
7,4976817,13806.0,13902.0,3990.0,1514235,4878298,1514783,4908682,ADAL,AVBR,ADA,AVB
8,4976790,15204.0,6356.0,10140.0,1514235,4878613,1514783,4908463,ADAL,AVBR,ADA,AVB
9,4976790,15204.0,6356.0,10140.0,1514235,4878613,1513035,4976791,ADAL,RIPL,ADA,RIP
10,4976807,14272.0,13676.0,4710.0,1514235,4878684,1514783,4908658,ADAL,AVBR,ADA,AVB
11,4976807,14272.0,13676.0,4710.0,1514235,4878684,1513153,4839579,ADAL,SIBVL,ADA,SIBV
12,4976820,16436.0,7096.0,9510.0,1514235,4878663,1515817,4962464,ADAL,AVBL,ADA,AVB
13,4976820,16436.0,7096.0,9510.0,1514235,4878663,1515674,4950616,ADAL,AVAL,ADA,AVA
14,4976820,16436.0,7096.0,9510.0,1514235,4878663,1514982,4919935,ADAL,AVJR,ADA,AVJ
15,4976829,15958.0,6748.0,9660.0,1514235,4878658,1515817,4962469,ADAL,AVBL,ADA,AVB
16,4976829,15958.0,6748.0,9660.0,1514235,4878658,1514982,4919940,ADAL,AVJR,ADA,AVJ
17,4976804,16594.0,9642.0,8280.0,1514235,4878530,1514982,4919895,ADAL,AVJR,ADA,AVJ
18,4976804,16594.0,9642.0,8280.0,1514235,4878530,1515817,4962422,ADAL,AVBL,ADA,AVB
19,4976804,16594.0,9642.0,8280.0,1514235,4878530,1514993,4920500,ADAL,ASHL,ADA,ASH
20,4976833,14422.0,13900.0,4320.0,1514235,4878707,1515817,4962291,ADAL,AVBL,ADA,AVB
21,4976833,14422.0,13900.0,4320.0,1514235,4878707,1515238,4933389,ADAL,RIML,ADA,RIM
22,4976867,14128.0,13894.0,3990.0,1514235,4878298,1515817,4962280,ADAL,AVBL,ADA,AVB
23,4976867,14128.0,13894.0,3990.0,1514235,4878298,1515238,4932917,ADAL,RIML,ADA,RIM
