,connector_id,x,y,z,pre_skid,pre_node,post_skid,post_node,pre,post,pre_pair,post_pair
0,7182682,18325.5,13810.8,7550.0,1679571,7111322,1676632,7058035,ADAL,AIAL,ADA,AIA
1,7182682,18325.5,13810.8,7550.0,1679571,7111322,1678986,7101542,ADAL,AIBL,ADA,AIB
2,7182684,17434.9,13903.1,6550.0,1679571,7111302,1677019,7063635,ADAL,AVAL,ADA,AVA
3,7182684,17434.9,13903.1,6550.0,1679571,7111302,1678174,7085304,ADAL,AVBL,ADA,AVB
4,7182673,16906.3,10830.2,5550.0,1679571,7111287,1678174,7085643,ADAL,AVBL,ADA,AVB
5,7182673,16906.3,10830.2,5550.0,1679571,7111287,1677634,7074966,ADAL,AVJR,ADA,AVJ
6,7182673,16906.3,10830.2,5550.0,1679571,7111287,1677019,7063660,ADAL,AVAL,ADA,AVA
7,7182686,17331.1,11313.2,5650.0,1679571,7111289,1678174,7085641,ADAL,AVBL,ADA,AVB
8,7182686,17331.1,11313.2,5650.0,1679571,7111289,1677634,7074713,ADAL,AVJR,ADA,AVJ
9,7182686,17331.1,11313.2,5650.0,1679571,7111289,1677019,7063662,ADAL,AVAL,ADA,AVA
10,7182678,15565.1,17562.8,8650.0,1679571,7111178,1677671,7075592,ADAL,SDQR,ADA,SDQ
11,7182678,15565.1,17562.8,8650.0,1679571,7111178,1677971,7081541,ADAL,AVBR,ADA,AVB
12,7182678,15565.1,17562.8,8650.0,1679571,7111178,1677345,7069050,ADAL,AVAR,ADA,AVA
13,7182680,15276.3,18250.2,10500.0,1679571,7111141,1679590,7111833,ADAL,RIML,ADA,RIM
14,7182680,15276.3,18250.2,10500.0,1679571,7111141,1678174,7085226,ADAL,AVBL,ADA,AVB
15,7182680,15276.3,18250.2,10500.0,1679571,7111141,1677652,7075195,ADAL,AVHR,ADA,AVH
16,7182680,15276.3,18250.2,10500.0,1679571,7111141,1678577,7093032,ADAL,PVPL,ADA,PVP
17,7182680,15276.3,18250.2,10500.0,1679571,7111141,1677971,7081577,ADAL,AVBR,ADA,AVB
18,7182674,17618.9,13328.7,6200.0,1679571,7111242,1678174,7085310,ADAL,AVBL,ADA,AVB
19,7182674,17618.9,13328.7,6200.0,1679571,7111242,1678761,7097280,ADAL,RICL,ADA,RIC
20,7182679,15805.7,18357.5,10050.0,1679571,7111150,1679590,7111812,ADAL,RIML,ADA,RIM
21,7182679,15805.7,18357.5,10050.0,1679571,7111150,1678174,7085235,ADAL,AVBL,ADA,AVB
22,7182681,15012.5,18552.8,11200.0,1679571,7111126,1679590,7111445,ADAL,RIML,ADA,RIM
23,7182681,15012.5,18552.8,11200.0,1679571,7111126,1678174,7085212,ADAL,AVBL,ADA,AVB
24,7182687,15325.6,18396.4,10800.0,1679571,7111347,1679590,7111453,ADAL,RIML,ADA,RIM
25,7182687,15325.6,18396.4,10800.0,1679571,7111347,1678174,7085220,ADAL,AVBL,ADA,AVB
26,7182676,17380.3,13985.7,6400.0,1679571,7111232,1677634,7074961,ADAL,AVJR,ADA,AVJ
27,7182676,17380.3,13985.7,6400.0,1679571,7111232,1678174,7085307,ADAL,AVBL,ADA,AVB
28,7182672,16260.0,10429.7,5200.0,1679571,7111276,1680086,7121721,ADAL,RIPL,ADA,RIP
29,7182694,13751.5,9233.78,5250.0,1677770,7077761,1678174,7085339,ADAR,AVBL,ADA,AVB
30,7182694,13751.5,9233.78,5250.0,1677770,7077761,1677019,7063703,ADAR,AVAL,ADA,AVA
31,7182695,13704.9,9258.22,5000.0,1677770,7077756,1677019,7063698,ADAR,AVAL,ADA,AVA
32,7182695,13704.9,9258.22,5000.0,1677770,7077756,1678174,7085631,ADAR,AVBL,ADA,AVB
33,7182704,11535.9,17265.6,7800.0,1677770,7077602,1677721,7076618,ADAR,RIMR,ADA,RIM
34,7182704,11535.9,17265.6,7800.0,1677770,7077602,1677019,7063775,ADAR,AVAL,ADA,AVA
35,7182697,10742.6,10535.4,5850.0,1677770,7077713,1677971,7081417,ADAR,AVBR,ADA,AVB
36,7182697,10742.6,10535.4,5850.0,1677770,7077713,1677450,7071437,ADAR,AVJL,ADA,AVJ
37,7182697,10742.6,10535.4,5850.0,1677770,7077713,1677345,7069263,ADAR,AVAR,ADA,AVA
38,7182699,10250.1,10845.9,6050.0,1677770,7077709,1677971,7081412,ADAR,AVBR,ADA,AVB
39,7182699,10250.1,10845.9,6050.0,1677770,7077709,1677345,7069267,ADAR,AVAR,ADA,AVA
40,7182699,10250.1,10845.9,6050.0,1677770,7077709,1677450,7071441,ADAR,AVJL,ADA,AVJ
41,7182698,10067.5,10864.1,5900.0,1677770,7077712,1677450,7071438,ADAR,AVJL,ADA,AVJ
42,7182698,10067.5,10864.1,5900.0,1677770,7077712,1678174,7085357,ADAR,AVBL,ADA,AVB
43,7182710,12303.9,18685.1,11300.0,1677770,7077782,1677721,7076549,ADAR,RIMR,ADA,RIM
44,7182710,12303.9,18685.1,11300.0,1677770,7077782,1678174,7085472,ADAR,AVBL,ADA,AVB
45,7182702,9592.0,14324.4,7250.0,1677770,7077626,1677914,7080087,ADAR,AVDL,ADA,AVD
46,7182702,9592.0,14324.4,7250.0,1677770,7077626,1678025,7082678,ADAR,ASHR,ADA,ASH
47,7182702,9592.0,14324.4,7250.0,1677770,7077626,1677971,7081387,ADAR,AVBR,ADA,AVB
48,7182707,11997.4,18684.6,11100.0,1677770,7077536,1677721,7076882,ADAR,RIMR,ADA,RIM
49,7182707,11997.4,18684.6,11100.0,1677770,7077536,1677971,7081307,ADAR,AVBR,ADA,AVB
50,7182709,12181.8,18843.4,11550.0,1677770,7077789,1677721,7076544,ADAR,RIMR,ADA,RIM
51,7182709,12181.8,18843.4,11550.0,1677770,7077789,1677971,7081298,ADAR,AVBR,ADA,AVB
52,7182713,10070.5,15640.1,7800.0,1677770,7077678,1679941,7119082,ADAR,RIPR,ADA,RIP
53,7182713,10070.5,15640.1,7800.0,1677770,7077678,1677971,7081373,ADAR,AVBR,ADA,AVB
54,7182714,9981.41,15415.8,7800.0,1677770,7077678,1679941,7119082,ADAR,RIPR,ADA,RIP
55,7182714,9981.41,15415.8,7800.0,1677770,7077678,1677971,7081376,ADAR,AVBR,ADA,AVB
56,7182715,9998.29,15294.5,7600.0,1677770,7077674,1679941,7119077,ADAR,RIPR,ADA,RIP
57,7182715,9998.29,15294.5,7600.0,1677770,7077674,1677971,7081380,ADAR,AVBR,ADA,AVB
58,7182718,8851.99,12995.6,6750.0,1677770,7077691,1677450,7071455,ADAR,AVJL,ADA,AVJ
59,7182718,8851.99,12995.6,6750.0,1677770,7077691,1677971,7081397,ADAR,AVBR,ADA,AVB
60,7182700,8921.65,13144.3,6750.0,1677770,7077691,1677450,7071461,ADAR,AVJL,ADA,AVJ
61,7182700,8921.65,13144.3,6750.0,1677770,7077691,1677914,7080076,ADAR,AVDL,ADA,AVD
62,7182700,8921.65,13144.3,6750.0,1677770,7077691,1677971,7081397,ADAR,AVBR,ADA,AVB
63,7182703,10421.6,15538.9,7250.0,1677770,7077626,1679941,7119070,ADAR,RIPR,ADA,RIP
64,7182703,10421.6,15538.9,7250.0,1677770,7077626,1677369,7069435,ADAR,OLQVR,ADA,OLQV
65,7182724,15157.4,18614.8,13250.0,1676569,7056948,1679571,7111086,ADEL,ADAL,ADE,ADA
66,7182724,15157.4,18614.8,13250.0,1676569,7056948,1677345,7069159,ADEL,AVAR,ADE,AVA
67,7182725,15586.9,19419.1,14600.0,1676569,7056898,1677345,7069186,ADEL,AVAR,ADE,AVA
68,7182725,15586.9,19419.1,14600.0,1676569,7056898,1678835,7098596,ADEL,AVDR,ADE,AVD
69,7182725,15586.9,19419.1,14600.0,1676569,7056898,1679571,7111059,ADEL,ADAL,ADE,ADA
70,7182744,19614.6,10276.3,8350.0,1677507,7072519,1677914,7079946,ADEL,AVDL,ADE,AVD
71,7182744,19614.6,10276.3,8350.0,1677507,7072519,1676396,7054591,ADEL,Fragment,ADE,Fragment
72,7182744,19614.6,10276.3,8350.0,1677507,7072519,1678457,7090669,ADEL,AINL,ADE,AIN
73,7182739,16619.6,12803.6,5450.0,1677507,7072581,1676716,7059691,ADEL,RMHR,ADE,RMH
74,7182739,16619.6,12803.6,5450.0,1677507,7072581,1677705,7076375,ADEL,CEPVL,ADE,CEPV
75,7182741,17330.1,12106.6,7500.0,1677507,7072541,1676402,7054649,ADEL,CEPshDL,ADE,CEPshD
76,7182741,17330.1,12106.6,7500.0,1677507,7072541,1677414,7070692,ADEL,IL1L,ADE,IL1L/R
77,7182738,16792.1,12737.9,5100.0,1677507,7072588,1677405,7070441,ADEL,IL2L,ADE,IL2L/R
78,7182738,16792.1,12737.9,5100.0,1677507,7072588,1679927,7118728,ADEL,OLLL,ADE,OLL
79,7182746,16763.1,12865.7,4250.0,1677507,7072611,1679927,7118745,ADEL,OLLL,ADE,OLL
80,7182746,16763.1,12865.7,4250.0,1677507,7072611,1677405,7070458,ADEL,IL2L,ADE,IL2L/R
81,7182737,16728.9,12697.3,4700.0,1677507,7072596,1676683,7059188,ADEL,RMDR,ADE,RMDL/R
82,7182737,16728.9,12697.3,4700.0,1677507,7072596,1679927,7118736,ADEL,OLLL,ADE,OLL
83,7182727,13906.6,18964.2,12400.0,1676569,7057089,1676536,7056327,ADEL,RIGL,ADE,RIG
84,7182720,12053.8,19129.3,15000.0,1676569,7057016,1679511,7109708,ADEL,RIGR,ADE,RIG
85,7182722,13306.4,18668.4,13400.0,1676569,7056974,1679511,7109740,ADEL,RIGR,ADE,RIG
86,7182723,13444.0,18749.4,13200.0,1676569,7056970,1679511,7109744,ADEL,RIGR,ADE,RIG
87,7182723,13444.0,18749.4,13200.0,1676569,7056970,1676556,7056729,ADEL,ADER,ADE,ADE
88,7182721,12142.6,18904.1,14700.0,1676569,7057010,1676178,7053958,ADEL,SAADR,ADE,SAAD
89,7182721,12142.6,18904.1,14700.0,1676569,7057010,1679511,7109714,ADEL,RIGR,ADE,RIG
90,7182742,18872.4,10992.8,7500.0,1677507,7072536,1677914,7079963,ADEL,AVDL,ADE,AVD
91,7182742,18872.4,10992.8,7500.0,1677507,7072536,1677481,7072102,ADEL,RIVL,ADE,RIV
92,7182740,17292.3,11900.0,7400.0,1677507,7072543,1676406,7054650,ADEL,CEPshDL,ADE,CEPshD
93,7182740,17292.3,11900.0,7400.0,1677507,7072543,1677526,7072827,ADEL,SDQL,ADE,SDQ
94,7182755,13448.5,18896.6,13100.0,1676556,7056727,1679511,7109746,ADER,RIGR,ADE,RIG
95,7182755,13448.5,18896.6,13100.0,1676556,7056727,1676569,7056966,ADER,ADEL,ADE,ADE
96,7182756,13163.5,18619.5,13050.0,1676556,7056723,1679511,7109747,ADER,RIGR,ADE,RIG
97,7182756,13163.5,18619.5,13050.0,1676556,7056723,1676569,7056967,ADER,ADEL,ADE,ADE
98,7182732,9859.21,11938.2,6750.0,1677609,7074227,1677278,7068126,ADER,CEPDR,ADE,CEPD
99,7182732,9859.21,11938.2,6750.0,1677609,7074227,1676414,7054652,ADER,GLRR,ADE,GLRL/R
100,7182732,9859.21,11938.2,6750.0,1677609,7074227,1677001,7063417,ADER,PVR,ADE,PVR
101,7182732,9859.21,11938.2,6750.0,1677609,7074227,1677540,7073156,ADER,ALMR,ADE,ALM
102,7182750,12100.9,19579.3,15000.0,1676556,7056684,1677770,7077458,ADER,ADAR,ADE,ADA
103,7182750,12100.9,19579.3,15000.0,1676556,7056684,1677019,7063924,ADER,AVAL,ADE,AVA
104,7182751,15798.4,19079.9,14750.0,1676556,7056787,1676536,7056280,ADER,RIGL,ADE,RIG
105,7182751,15798.4,19079.9,14750.0,1676556,7056787,1677345,7069189,ADER,AVAR,ADE,AVA
106,7182752,15814.7,19019.4,14450.0,1676556,7056781,1676536,7056286,ADER,RIGL,ADE,RIG
107,7182752,15814.7,19019.4,14450.0,1676556,7056781,1677345,7069183,ADER,AVAR,ADE,AVA
108,7182731,9781.14,13129.6,5800.0,1677609,7074251,1677330,7068825,ADER,BWM-DR04,ADE,BWM04D
109,7182731,9781.14,13129.6,5800.0,1677609,7074251,1679274,7105420,ADER,BWM-VR04,ADE,BWM04V
110,7182733,9569.42,11614.1,7550.0,1677609,7074211,1676410,7054651,ADER,GLRR,ADE,GLRL/R
111,7182733,9569.42,11614.1,7550.0,1677609,7074211,1677671,7075407,ADER,SDQR,ADE,SDQ
112,7182730,9698.93,13286.4,5600.0,1677609,7074255,1677396,7070150,ADER,IL2R,ADE,IL2L/R
113,7182730,9698.93,13286.4,5600.0,1677609,7074255,1677597,7074073,ADER,IL1R,ADE,IL1L/R
114,7182753,14545.7,18761.5,13350.0,1676556,7056759,1676536,7056308,ADER,RIGL,ADE,RIG
115,7182753,14545.7,18761.5,13350.0,1676556,7056759,1676569,7056931,ADER,ADEL,ADE,ADE
116,7182734,8415.71,10634.1,8000.0,1677609,7074201,1678835,7098288,ADER,AVDR,ADE,AVD
