,connector_id,x,y,z,pre_skid,pre_node,post_skid,post_node,pre,post,pre_pair,post_pair
0,4508780,39693.0,9429.0,8130.0,1432082,4423197,1426196,4333373,ADAL,RIPL,ADA,RIP
1,4508780,39693.0,9429.0,8130.0,1432082,4423197,1423018,4278581,ADAL,AVBL,ADA,AVB
2,4508707,38627.0,6663.0,8010.0,1432082,4423257,1423018,4278622,ADAL,AVBL,ADA,AVB
3,4508707,38627.0,6663.0,8010.0,1432082,4423257,1434461,4464952,ADAL,AVJR,ADA,AVJ
4,4508952,39162.0,5989.0,7590.0,1432082,4423243,1423195,4282160,ADAL,AVBR,ADA,AVB
5,4508952,39162.0,5989.0,7590.0,1432082,4423243,1426538,4339002,ADAL,AVAL,ADA,AVA
6,4507211,39872.0,8813.0,7950.0,1432082,4423203,1423018,4278588,ADAL,AVBL,ADA,AVB
7,4507211,39872.0,8813.0,7950.0,1432082,4423203,1423265,4284208,ADAL,AVDR,ADA,AVD
8,4508070,40216.0,7619.0,7740.0,1432082,4423210,1423265,4284188,ADAL,AVDR,ADA,AVD
9,4508070,40216.0,7619.0,7740.0,1432082,4423210,1434461,4466139,ADAL,AVJR,ADA,AVJ
10,4505592,39596.0,10665.0,9420.0,1432082,4423138,1432287,4424818,ADAL,RIML,ADA,RIM
11,4508626,39288.0,10855.0,8670.0,1432082,4423174,1420916,4244069,ADAL,AIBR,ADA,AIB
12,4508626,39288.0,10855.0,8670.0,1432082,4423174,1432287,4424843,ADAL,RIML,ADA,RIM
13,4508750,39846.0,10833.0,9600.0,1432082,4423132,1432287,4424812,ADAL,RIML,ADA,RIM
14,4508750,39846.0,10833.0,9600.0,1432082,4423132,1423195,4282271,ADAL,AVBR,ADA,AVB
15,4508972,34951.0,12054.0,12570.0,1435183,4478671,1419924,4226331,ADAR,RIMR,ADA,RIM
16,4508972,34951.0,12054.0,12570.0,1435183,4478671,1423195,4283367,ADAR,AVBR,ADA,AVB
17,4508813,36404.0,10770.0,11850.0,1435183,4478649,1419924,4225885,ADAR,RIMR,ADA,RIM
18,4508813,36404.0,10770.0,11850.0,1435183,4478649,1429313,4377721,ADAR,AVEL,ADA,AVE
19,4508573,31957.0,9121.0,12570.0,1435183,4478501,1431222,4408090,ADAR,AVJL,ADA,AVJ
20,4504491,33599.0,5645.0,11640.0,1435183,4478565,1431222,4408058,ADAR,AVJL,ADA,AVJ
21,4509472,32545.0,9689.0,12540.0,1435183,4478500,1423195,4281987,ADAR,AVBR,ADA,AVB
22,4509472,32545.0,9689.0,12540.0,1435183,4478500,1431222,4408091,ADAR,AVJL,ADA,AVJ
23,4508835,36296.0,10617.0,12030.0,1435183,4478465,1431939,4420905,ADAR,RICL,ADA,RIC
24,4497194,33994.0,5334.0,11160.0,1435183,4478581,1423018,4278725,ADAR,AVBL,ADA,AVB
25,4497194,33994.0,5334.0,11160.0,1435183,4478581,1426227,4333997,ADAR,RIPR,ADA,RIP
