,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ASK,0.0,6.682950314094803,1.2709711188809518,0.0,0.0,0.0,6.195301937326285,6.043312221797341,5.424557655799117,6.041009710463033,6.7401644878075695,5.784596494522233,0.0,0.0,5.823847829773308,0.9847475031464415,6.033560068905806,0.0,0.0,0.0,1.503515003402204,1.483416369439787,0.0,3.065523957803105,3.1387469907893837,0.0,0.0,0.0,5.061334759187481,0.0,2.385919628682288,0.0,3.3046348383778406,0.0,5.53674542191589,6.859677887844327,6.140230571124288,5.073695116377217,0.0,0.0,0.0,0.0,3.0849170129275385,0.0,5.250088256210375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.862381056585563,0.0,0.0,3.131717197168181,6.564807022660492,0.0,3.298452373556844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2091219521975776,0.0,0.0,0.0,0.0,0.0,1.4434712577830637,0.0,0.0,6.43585328430084,6.843726121987554,5.532635095183763,0.0,5.853751730806823,0.0,0.0,0.0,3.67415763730839,0.0,0.0,6.8326538230804985,0.0,1.5579806662113624,0.0,4.723904990973181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUA,6.688571047136679,0.0,6.807531320831079,0.0,0.0,1.7492917032082014,5.238956694983891,0.0,0.0,0.0,0.0,0.0,5.436103258306766,0.0,1.6151980310533414,5.281220192022864,5.215436682181733,6.291750057753333,6.156180104029796,0.0,5.616560805109953,6.4749748530574704,0.0,2.6807271981719225,4.430762363761019,5.219140411099802,0.0,0.0,2.6106232580935007,0.0,0.0,6.849332895882685,5.11905210823346,5.101154485468942,1.259383750127881,1.5694736333782375,5.991739877838356,6.9176602982817785,6.7370061214120875,6.014462830673842,6.557500304647552,5.020448453069117,5.708094135795659,6.1781368921714055,0.0,4.509470889141181,0.0,1.4904305703529797,0.0,1.2622504740485205,6.474796283991744,7.049613552909527,1.6154457040432684,5.13570293265781,3.6304699607848256,5.782608564488576,0.0,5.810022946174833,5.488541745272965,0.0,0.0,5.794989823195586,0.0,0.0,0.0,0.0,0.0,5.6398763166893255,1.6626745206428868,0.0,0.0,0.0,5.665594169205922,1.4636450357011264,0.0,0.0,0.0,5.198395503120985,0.7347066608853082,0.0,0.0,0.0,0.0,0.0,1.5744852240117286,0.0,1.7649689702017308,0.0,5.363541674769145,5.260533127085153,0.0,0.0,0.0,0.0,5.4697293103082325,3.5692655211115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVM,1.6656497494984606,0.0,0.0,6.444722977068284,0.0,0.0,0.0,0.0,1.6330910624392014,0.0,0.0,0.0,0.0,0.0,1.5017166594399687,0.0,0.0,0.0,4.78349107254233,5.717246323087224,0.0,0.0,0.0,0.0,0.0,0.0,3.3273154921738235,0.0,0.0,3.641658830863362,0.0,0.0,0.0,0.0,3.095073214400687,0.0,0.0,0.0,5.034770226967937,0.0,0.0,6.473938207136375,6.401337757467183,1.3010299956639813,5.6965176275015645,0.0,6.715285750135725,5.220999709630821,6.370148769512332,0.0,0.0,0.0,5.38820649440209,0.0,1.9535657580173462,5.41665534156752,2.714171534999791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738422447810574,0.0,6.097155245294619,0.0,1.752143027434416,1.503515003402204,0.0,0.0,0.0,0.0,0.0,0.0,1.247313025909733,5.453501032728151,6.8289547624375215,0.0,0.0,0.0,4.768731156929068,0.0,6.823396282411611,0.0,5.457427871905257,5.450361371728068,6.09365302716015,5.02384087008119,0.0,1.731782019449473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.630698200896827,0.0,0.0,0.0,1.6240520909160976
AWA,6.596691936846263,6.508655307293117,6.4590022139369685,0.0,0.0,0.0,7.112139483422507,5.714350903130289,6.60343601142976,6.216001826291982,5.727900739081104,5.823847829773308,1.6151980310533414,1.5017166594399687,5.072298024125694,6.96667705153008,6.061055574210016,0.0,1.6135777448706021,0.0,1.0680399942186416,0.0,0.0,0.0,1.2318272254967326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691624975848688,0.0,4.996419991750745,6.280907143131205,5.68440589318902,1.433676665221327,6.54413820653036,6.530877899773377,3.0156803678053024,5.483204317256823,2.819797495919744,0.0,5.411719432191128,0.0,1.3939478626482575,1.6187887745530827,0.0,0.0,1.1267370805705352,4.554030000150445,6.385920604542911,0.0,1.8533819466163493,1.6174933312122854,6.283107402785254,5.579148981054448,1.4781896346780663,1.2329900014453397,0.0,1.4067026960133517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608258820825182,5.32043451140167,0.0,1.4884609504828061,0.0,0.0,0.0,5.186867634690029,4.97953397077774,6.209509042531526,5.0191284179433096,6.042967082618344,0.0,0.0,0.0,0.0,0.0,1.608258820825182,6.0803859343880085,1.4135164160941998,0.0,0.0,1.5728892451054035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWB,6.647614645870644,6.141601575708703,5.872245237621043,0.0,0.0,1.4716577826569395,6.3255178397172385,0.0,6.196061724980683,5.915785365594124,5.416035857870497,0.9847475031464415,5.281220192022864,0.0,6.96667705153008,5.080166780325034,5.512993535791073,0.0,5.287302902314482,0.0,0.0,0.8996566681120063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350499927733019,1.5242905340668267,0.0,0.0,6.0008587314578605,6.09240753912706,5.8421489846528125,1.366790181705854,6.085465602296904,6.454175211799268,4.810710735310827,2.6667477122793013,4.56356971022291,0.0,0.0,0.0,1.4513694797158003,1.6586915772066246,0.0,0.0,4.952577727571183,5.952660780254455,6.223861168414932,0.0,2.5965269040548082,1.7123669348597075,5.546784224008543,3.318562583437835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.232809222111085,0.0,3.2358680790248453,5.417159252984178,6.336906945692355,0.0,0.0,0.0,0.0,0.0,6.292627661172662,0.0,6.171855313790057,5.504732295497933,5.899851650860195,0.0,0.0,0.0,0.0,0.0,0.0,3.4788692830029704,3.0407692146716165,0.0,0.0,5.414051192278841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWC,4.254969701637909,6.362738106240184,6.3454775686058875,0.0,0.0,0.0,6.928401452491403,6.802910305341307,0.0,7.132418238201403,0.0,6.033560068905806,5.215436682181733,0.0,6.061055574210016,5.512993535791073,6.8818908091408915,6.306277400311827,0.6343633289973145,0.0,5.187989480652414,5.0987814987433735,0.0,4.700494112505051,5.457874290554041,1.55362182600129,0.0,0.0,4.285016289907939,0.0,1.5435437480068332,3.0771089470289534,5.295798527335204,0.0,5.0676676194953485,6.876347193078228,6.940598025676579,6.367431141979154,6.9202448366882905,6.491175388587316,4.764979203215774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.275077349644281,5.683263989607565,0.0,0.0,5.397417948910594,5.190398104824127,0.0,6.0234134775189085,5.286112099949974,4.686132742906897,0.0,4.690010093046555,0.0,0.0,0.0,0.0,0.0,1.6222926047791661,1.3757015994549358,0.0,0.0,0.0,5.81714446786437,0.0,1.5125224190508917,0.0,0.0,1.2006866637759874,3.032997468533086,0.0,0.0,5.745709080391243,3.667273866988653,0.0,0.0,5.006673315194061,0.0,0.0,2.9618096910811382,5.670135968875086,0.0,0.0,0.0,0.0,3.1394083448163443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG,1.3606889780950375,0.0,6.1408847804178945,0.0,0.0,6.570310824692144,6.143999946759847,2.9209878331430317,0.0,5.104900697578413,0.0,0.0,6.291750057753333,0.0,0.0,0.0,6.306277400311827,6.4556569302453255,5.911474060924417,0.0,5.455834230887638,4.734450468395736,4.711047717418231,1.3148275573833896,5.535410230818265,5.2154629590456585,0.0,2.979972806789686,5.5032526912411734,0.0,0.0,4.769465673833046,5.045571953422108,4.581047958370035,0.0,1.4277670762345165,5.804408792371267,6.472282656661984,6.422691219794596,5.660204458403078,6.656848957941353,5.89082141977633,6.415215109438626,6.61831183339635,0.0,6.026660890408898,3.307493494036303,0.0,0.0,3.3253582438732914,6.740490641585882,6.972372287048683,0.0,6.505005803645364,6.038536535714261,5.405308271450768,0.0,6.311503873493617,5.2564319305330836,1.259383750127881,0.0,5.743782258065825,0.0,0.0,5.130100773069916,0.0,0.0,5.218152397049611,6.573030140979967,1.8100250185173132,4.3769014028069995,4.518675979961448,5.465813139327864,5.633231289102312,1.2341435121485085,0.0,0.0,5.663600485347467,2.469955174532862,0.0,0.0,0.0,0.0,0.0,1.5242905340668267,1.2077497634659669,1.7416835653793497,0.0,0.6343633289973145,6.023514548798851,0.0,0.0,0.0,0.0,6.571605915097866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVA,5.546034648928166,0.0,0.0,0.0,0.0,6.713981842828122,0.0,0.0,0.0,0.0,0.0,0.0,6.156180104029796,4.78349107254233,1.6135777448706021,5.287302902314482,0.6343633289973145,5.911474060924417,0.0,5.579916208401315,5.040768122683144,5.795985164298973,5.523048634082855,0.0,0.0,4.882028099146169,4.855577650779824,5.46047542675138,5.4823546152620315,6.1778187380919976,4.691116983724725,5.563825229513327,5.663508113837008,5.316346547492729,6.402659023737809,0.0,6.207473287777286,0.0,6.289631314270871,6.724904733948629,6.267786775034701,6.444413513759034,6.413096749484759,6.747751908617943,3.5679124142336143,4.3549295087479925,5.9079723876397265,6.675677861972218,3.792112055696671,0.0,4.727032096002137,5.610912832783246,5.016045679920805,4.933596381065796,5.685178453807481,6.029793875258231,1.602286009839606,6.422244120921309,0.0,0.0,5.239618537699135,3.3941357444705247,0.0,0.0,5.123856140879735,0.0,0.0,3.103329224838836,1.872088468427236,4.649570688090173,6.421251145702506,6.774532730670244,6.036989409528922,6.797919625548954,6.208969957753635,5.941603330733314,1.638993349106794,6.15827832545601,0.0,5.241950665935087,5.472935131097287,1.5126063650244248,0.0,3.3360225405826776,6.434389904315542,2.386842851283919,3.6450787083392,0.0,0.0,0.0,0.0,5.5104796427422045,0.0,6.183543876046708,6.4387364168665115,0.0,4.927206960633751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLP,0.0,0.0,0.0,0.0,0.0,5.012041996727901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.717246323087224,0.0,0.0,0.0,0.0,5.579916208401315,6.305126380304429,0.0,0.0,0.0,0.0,0.0,0.0,1.7818565853521307,0.0,1.5444894851931954,6.247988795151528,0.0,0.0,0.0,0.0,5.841514386207755,1.3458088326468747,5.939800116374962,0.0,4.901260617938869,3.2874447206013726,6.622323754182965,6.144872054968931,5.826565257237982,5.853048511338328,1.6099822319805452,4.531095210908586,6.351456486527025,3.2252271922270364,3.4997251010785013,1.7066823981176802,4.835261909374727,0.0,1.815926003098207,3.249407589725028,4.960014839842024,5.815680850352936,1.5622120897540979,0.0,0.0,0.0,0.0,5.646299895668027,0.0,0.0,0.0,0.0,0.0,0.0,5.434245554571858,0.0,1.2775029709020786,5.666218867891238,1.268726657994629,5.080346619536479,5.953546627186841,4.852256536081946,1.6934459410825224,1.318080836479775,0.0,0.0,6.495987112080801,3.0177747819832796,0.0,0.0,3.5418959056036265,4.860832743929475,2.9686345887388725,0.0,0.0,0.0,0.0,3.3199878026617307,1.6700999855466039,1.714046360044045,0.0,5.742048235684739,1.433676665221327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2D,0.0,3.2514614744904606,3.6898597684392964,1.3444745851623165,0.0,0.0,3.0745325628063895,0.0,3.7381173584936467,4.543213780137725,3.12190917652144,1.503515003402204,5.616560805109953,0.0,1.0680399942186416,0.0,5.187989480652414,5.455834230887638,5.040768122683144,0.0,0.0,5.666768793123794,0.0,0.0,6.55922959346248,0.0,0.0,2.6457724159208316,5.796460150416998,0.0,1.7502213064877479,6.080407457168701,6.514713534984799,0.0,5.588833399652831,0.0,3.306257190386976,5.304752351884985,1.4500826727780545,5.007652446273062,5.797886469577622,5.646652239422294,6.097721028107155,5.075550968667926,4.889018769902709,5.991804666606037,4.811078461153399,0.9524441654770895,4.443026268306512,5.1589688719142215,0.0,4.4387731511323,4.7229904180658195,6.011355170765626,6.434269870198886,1.2006866637759874,6.678729987729568,0.0,6.750757546637151,0.0,0.0,5.774356969849399,5.0592002072927675,0.0,4.828542468107577,5.994814756564608,6.357208622155242,5.700447505272408,4.170909025541415,5.170758274717521,3.38842807373406,0.0,4.882721776157234,4.926250956622672,5.460987860623806,0.0,5.1048204011387295,4.881744287169675,6.683001418426027,0.0,0.0,3.6008680259796595,5.0420865423816394,3.262385902990149,5.412644439558778,5.702918600171048,4.979922800891122,5.2836085547578024,6.52855241852702,0.0,0.0,5.670797562693238,0.0,5.7889169846270425,5.130226566071203,5.312805887088687,0.0,4.641047393566992,0.0,1.2775029709020786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2L/R,6.215919639952964,5.374515514327146,5.8711164826030116,0.0,1.5399759034304894,1.4104898634768936,4.583226305633718,0.0,0.0,5.358189864881157,5.3400487826180365,1.483416369439787,6.4749748530574704,0.0,0.0,0.8996566681120063,5.0987814987433735,4.734450468395736,5.795985164298973,0.0,5.666768793123794,0.0,5.792137321673433,6.6540126063652165,6.109994587799302,6.196387261674173,0.0,5.147128394127656,0.0,1.5098101181223287,6.666070414146415,6.687755721043235,4.876375228567249,5.373870021938502,5.3600224319931895,0.0,3.5636079487863643,5.512371611697939,6.151547446570096,5.48729223316909,2.1378783323995187,0.0,2.8639107463172784,5.246322873635933,1.7698483344318119,5.959573422897916,0.0,3.4691704561201653,0.0,0.9602711974269305,5.088076494535112,6.128031740427368,3.686054616712362,3.2185843100376386,6.567617480819294,1.7663716278668458,4.7970689940448,6.175388408431886,4.877308698533644,6.666225111172271,4.807914802286898,5.749439726989448,3.0399489555738697,1.7856986416985778,0.0,5.899523952623075,6.782914342445178,5.960545007091454,1.7580526164212265,5.795094254120421,1.3231386374513272,1.4993449078956758,2.49842224812927,5.36222055574008,0.0,5.75020699545225,1.3512821422840842,5.125433761127675,5.912124705035083,5.8066013955869735,6.284761728863209,5.5077630636767525,5.779460212799681,5.81608239897783,4.780901311197783,3.4449472361347664,0.0,0.0,0.0,0.0,0.0,1.8480392250564526,3.380211241711606,3.476211703715076,0.0,0.0,5.275787634382635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2V,0.0,0.0,0.0,1.4595870584387909,0.0,3.2059015704601115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.711047717418231,5.523048634082855,0.0,0.0,5.792137321673433,0.0,0.0,0.0,6.432400429866962,1.562806607334237,5.587009007940665,0.0,0.0,3.4849472301363824,4.94588347358821,0.0,6.331315798769538,5.322046548722452,0.0,4.907112839590258,0.0,0.0,1.5244452800220225,5.153906735537556,5.377094061120981,5.60432847562144,1.5006268312516864,0.0,6.387125405077271,3.248488389556909,3.546496771410222,0.8350499927733019,5.460696993939261,5.65474824477889,5.293754924648141,0.0,6.05393785974083,6.286561533109546,4.896331597947847,6.4484128059369175,4.817744721465359,0.0,0.0,6.601401216018047,1.6943096383383767,4.673718565261822,0.0,2.793777240819298,5.875464390682542,6.3980506587425205,5.8854769947224,4.280411365065737,4.949685195110308,5.227492417338076,5.010360898147525,5.155465317443976,5.617052130140344,4.82269497909813,3.5338517405435845,1.5261366567770784,1.5125224190508917,0.0,6.661501069648719,0.0,0.0,0.0,0.0,1.7650423617507303,3.271560557737079,4.573074792569801,5.1658463842493445,0.0,6.546764254483503,0.0,0.0,0.0,5.498588757396239,3.484775440988813,1.821078608946997,0.0,0.0,4.966839583390453,0.0,1.4101496404594247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLL,0.0,5.521122427367768,5.468835289125181,0.0,5.4916618621221716,1.5471580368347,3.437788334579942,0.0,0.0,5.354878324582269,5.158391450076389,3.065523957803105,2.6807271981719225,0.0,0.0,0.0,4.700494112505051,1.3148275573833896,0.0,0.0,0.0,6.6540126063652165,0.0,5.822650423520734,6.162473223297873,6.497264912840104,0.0,6.298607393270951,5.071795827206677,0.0,6.785167284177199,5.5568649899770115,5.179886940285727,5.364178808901195,4.868700730582221,0.0,3.9593619142069674,5.400002961842007,1.7137120300402462,0.0,2.8359519572319436,0.0,5.260400233460498,6.92947388829014,0.0,5.329809861826732,0.0,0.0,0.0,5.376245330548071,2.359243726550797,6.548542403549962,0.0,6.536018455801838,4.363524268036843,4.7452625242312925,0.0,0.0,6.7256212699703175,6.597312299644922,6.696304389735553,1.311499483747856,6.784342974176351,5.95838467364159,6.724246897110203,6.543915971884123,6.735612729223869,6.55421940566088,6.22815598094343,5.271590989727695,1.5501025077106456,5.400187163189777,5.3369275870848805,5.281161005045657,3.130127981666128,5.556878650738079,6.43792820386534,6.474354094445741,1.586807494474404,4.897966318300516,1.744298169718671,4.986111556558131,5.317851034155996,5.276810138083687,1.425487268057748,5.473928094499399,4.346169948627732,3.394700205237809,6.442015234751074,6.525705863807158,0.0,0.0,1.2973648675634935,4.610782700670282,0.0,4.1940485251627315,4.899470911835973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLQD,0.0,5.271686580457339,3.190014015008714,0.0,1.4292672433100755,0.0,1.6678201773698353,0.0,0.0,5.385552904325517,5.079838097791403,3.1387469907893837,4.430762363761019,0.0,1.2318272254967326,0.0,5.457874290554041,5.535410230818265,0.0,0.0,6.55922959346248,6.109994587799302,0.0,6.162473223297873,1.9690869455347901,1.542455285530911,0.0,1.7439930089438347,0.0,0.0,3.414125806289283,1.822071649109996,6.8586729606938945,0.0,3.21817435627043,4.962754793453699,2.4509075458206726,5.683559290086248,0.0,2.6271358279128982,4.123375516375738,2.5877094589330456,5.600408309384424,5.713046080930969,1.0164060075567272,5.354158760587166,0.0,0.0,5.570771924874886,5.573035316953601,0.0,5.811079028539075,0.0,5.924310733501073,6.476851891227007,0.0,6.057782535934973,0.0,6.779848815437259,0.0,0.0,0.0,6.6247311556935555,1.4063534441496204,6.008000174538665,6.13682875488614,6.48350110908778,5.290020363172535,4.592889309023305,6.1528325476490835,5.285537686510717,0.0,0.0,6.4794584985461805,6.637950316298171,0.0,5.284599753229602,3.03270949862004,6.024681823706373,0.0,0.0,4.994946043313554,5.169112584752553,5.20417736488092,5.276665711634407,4.190616176247634,5.13168806755439,5.105495252590817,6.335167636471767,0.0,0.0,3.286149789122392,1.3988175139011296,6.284065339301481,5.167131048493339,5.424358677773932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLQV,5.1999791386598035,1.6321754058298517,1.6269378640935972,0.0,0.0,0.0,1.8186874081516506,0.0,0.0,1.707514508022918,0.0,0.0,5.219140411099802,0.0,0.0,0.0,1.55362182600129,5.2154629590456585,4.882028099146169,0.0,0.0,6.196387261674173,6.432400429866962,6.497264912840104,1.542455285530911,0.0,5.419697914272184,1.1326466695573458,0.0,0.0,5.832615135799581,5.448798088277159,0.0,6.445341896573695,5.525296452909248,0.0,0.0,4.488851091022479,0.0,0.0,1.1683833261066352,3.075189237813157,5.278997787098231,5.563913680089786,0.0,5.535657426103576,2.6433438716503246,1.5497782862373806,2.497307237528717,5.864603365386235,4.860357623502427,6.106230195390396,0.0,6.043222244618572,6.694815749481795,0.0,6.0677324745538685,5.224639127669525,0.0,0.0,6.532186920879231,2.860809005837579,5.762617844309491,4.518735255929506,6.5451339282526755,5.134976770113912,6.413824895846655,5.684441286506694,5.433117126798358,6.2057814961262485,0.0,5.222161955678196,6.469803888558094,3.7084322100526776,1.552351950952368,6.360601538301677,0.0,0.0,0.0,6.184415082461,0.0,5.42807241660239,0.0,0.0,5.0906117324415066,5.250917559815167,5.864570088352921,5.498360065269196,0.0,6.066707205890612,0.0,0.0,0.0,6.128292688646688,3.3046822753158875,5.84633059639659,0.0,0.0,0.0,0.0,1.2544759978543125,0.0,0.0,0.0,2.772793529367309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLN,0.0,0.0,0.0,0.0,1.7634932711102245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3273154921738235,0.0,0.0,0.0,0.0,4.855577650779824,1.7818565853521307,0.0,0.0,1.562806607334237,0.0,0.0,5.419697914272184,0.0,6.633760295707653,6.051015317766203,1.6154457040432684,0.0,0.0,0.0,0.0,1.4277670762345165,1.6135359596697636,1.0379811174356124,0.0,0.0,0.0,3.1532031935771534,0.0,1.7518539794302983,0.0,0.0,0.0,0.0,0.0,1.08183755593805,1.8120754250901943,0.0,0.0,0.0,6.015397762832726,0.0,5.397319710913973,0.0,0.0,0.0,0.0,0.0,5.904662346763968,0.0,5.569003066803646,6.347863159586538,0.0,0.0,0.0,6.1420374434705485,6.521391218440037,0.0,6.601958809363236,6.368858428761459,5.602442770834904,1.7393366809947877,6.894148258181153,5.364514858451225,6.234275579470122,0.0,0.0,1.5484740897830307,1.495807070453158,0.0,1.8257263855968435,1.1003433318879938,1.5287123417435977,5.32809727019614,0.0,0.0,5.703470735452185,0.0,1.581691597194019,0.0,6.38995952926039,4.530807608301167,4.786932225968088,6.62285717899774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6386424038990386,0.0,1.2375499005424038,0.0,4.776551824950412,0.0,3.3103787844823827,0.0,4.956645431724112
SAAD,0.0,0.0,0.0,5.911995394756324,6.141185539620152,1.800121757783313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979972806789686,5.46047542675138,0.0,2.6457724159208316,5.147128394127656,5.587009007940665,6.298607393270951,1.7439930089438347,1.1326466695573458,6.633760295707653,6.112930164078969,6.065366398946931,6.152006830814763,5.778952618480901,4.267898773812287,1.652056143491788,5.783641452949567,5.872220933706539,0.0,6.134294756786372,0.0,0.0,4.8103489754444775,6.483945234457681,0.8937470791251957,5.388470520254994,5.652745597961548,1.4434712577830637,5.867430030362228,1.4827990344859225,0.0,0.0,3.804739255666734,5.976353945310244,3.5233039401884656,1.6299539070860627,6.362847850980722,1.3958402402788208,7.107711132432587,0.0,5.275103481131613,1.5417708169872244,4.647854481185195,2.972933910127869,6.792331739894404,6.142057913629258,5.111748294426913,5.97105794721001,0.0,0.0,0.0,6.899151063359814,5.930811885168882,6.0591466254198165,3.267758707301546,5.327556066944838,6.009249827244144,6.400109422140633,7.0112069248124,6.53374165345204,6.95368318403263,0.0,3.10024920415542,6.285777602280564,0.0,0.0,1.6564719707846605,3.115514361130724,1.0944337429011832,5.8600071117831485,4.788813665534508,1.5824706026288078,0.0,0.0,5.244597981617506,0.0,5.589421238416262,1.6441579215590512,6.220764245999896,6.286840232063288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390477966981003,0.0,4.1409233180940275,0.0,5.179248173310198,0.0,1.289743906576992
SAAV,0.0,4.798592499267959,3.3472277234927414,0.0,6.537365654302383,1.612192424946883,5.699454360210937,4.915133203279569,0.0,5.327771084860994,5.133138059682511,5.061334759187481,2.6106232580935007,0.0,0.0,0.0,4.285016289907939,5.5032526912411734,5.4823546152620315,1.5444894851931954,5.796460150416998,0.0,0.0,5.071795827206677,0.0,0.0,6.051015317766203,6.065366398946931,6.025664483751362,5.7671355807482625,0.0,0.0,5.572505836153876,0.0,5.846024651449273,0.0,5.586248387545865,3.1966906485747715,0.0,1.7445688847621275,7.065425494143027,5.082159386537296,4.516613434870986,4.451286768472219,0.0,1.0263937486825416,3.3541829646213928,0.0,0.0,1.7926781074857772,6.308580633967465,0.0,1.7180398418386156,5.659161950863197,1.2049657386777115,7.107086821000007,0.0,0.0,0.0,4.331124539011186,0.0,6.338371152049677,0.0,4.498312940898483,6.025165288960186,0.0,0.0,1.679142165980208,6.843938575311035,6.15014842050681,5.72390183070467,5.615559615578999,5.790036256341492,5.0525230195746005,6.698231583273906,6.406652223353206,7.142027065730102,6.682566559195287,0.0,0.0,6.0181011324106555,1.6047491985773068,2.89587389864176,1.7013134950276738,4.195338756991533,1.2913005326214873,4.8886070126412635,0.0,0.0,0.0,0.0,2.598561803273614,1.5079154889371882,5.587158654966518,5.570420978488593,0.0,5.771750165259054,0.0,0.0,0.0,0.0,0.0,0.0,4.45289439994912,0.0,0.0,0.0,4.965631197491831,0.0,0.0,0.0,1.4513694797158003,0.0
SDQ,0.0,0.0,0.0,6.35714816354334,1.3695216745776115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.641658830863362,0.0,0.0,0.0,0.0,6.1778187380919976,6.247988795151528,0.0,1.5098101181223287,0.0,0.0,0.0,0.0,1.6154457040432684,6.152006830814763,5.7671355807482625,6.531734474782485,0.0,1.2386677812115996,0.0,0.0,5.525388536434325,0.0,6.475127649659462,3.629706849973998,0.0,0.9814942240500563,6.476453662301328,6.540449421488532,3.345886373948806,5.6667088231298735,5.764127478117696,0.0,0.0,0.0,5.468265916199581,3.6156016031385896,5.886883959488561,0.0,5.407512949506106,3.5911308353460942,0.0,6.101675681992625,4.921508980822108,3.679335543511593,0.0,5.2572879875249034,0.0,6.6450192458907855,1.7889943253259502,1.36092845677215,6.128624203876761,1.5510708379251146,0.0,1.813950725257764,6.087692963753173,6.3722929965645925,5.7133836711562145,5.722060943213363,2.965967291422743,5.847148371832183,5.584899355102024,0.0,5.813370225424774,6.0681186669735645,0.0,0.0,5.430659382904518,1.6837175074824604,1.66403716259565,1.3304086918974982,5.7031746989184215,5.103599400818923,3.843116523720223,5.339547037846139,0.0,5.551466140609951,0.0,6.434984168621235,0.0,6.520581671995536,5.469350972611243,5.7110550861231175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
