,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
URB,0.0,3.2413793948737797,3.073554821876431,4.694856300075711,5.227137552789735,0.0,3.044476773725259,0.0,1.4453530926221163,1.5860010030999332,5.025531969685518,2.385919628682288,0.0,0.0,0.0,0.8350499927733019,1.5435437480068332,0.0,4.691116983724725,0.0,1.7502213064877479,6.666070414146415,3.4849472301363824,6.785167284177199,3.414125806289283,5.832615135799581,0.0,5.778952618480901,0.0,0.0,0.0,5.613834362446815,1.8852381832062364,5.252957066617578,5.922759759064879,0.0,0.0,3.3349419647346785,1.2300653600095046,0.0,3.014060531505255,6.008627913558711,5.745942606572896,3.1733728835808193,0.0,0.0,3.1743927105128456,0.0,3.05045253017553,4.340482439138537,1.630698200896827,3.429541588634051,0.0,1.0487093452260794,0.0,0.0,4.6212654981258785,0.0,6.133183030516046,6.719174184807308,6.0747639866798275,3.327776179257306,5.7712287141133105,6.4838278653186405,1.194777074789177,1.3024704535915286,6.196740457985515,1.1932611988722701,6.006736996868579,6.5317324241168455,3.202919293551749,5.251232236255954,5.955648083020907,5.910903724215328,6.110256259632261,5.554317748975653,5.702818449432137,3.3917835300097123,5.936568110245364,5.869870937950413,6.591178976431226,5.822684974699539,5.037373958396658,5.385002002104532,0.0,5.376829213766594,1.4184241683677687,3.087768200095765,6.375809337115798,6.083951428728949,0.0,4.935362764476113,1.17885281419051,6.413772208664888,2.7982952527685114,1.3333333333333333,4.3925606379116475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132646669557346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URX,6.377097461384701,1.6678201773698353,5.72357390765015,5.585681350191017,1.578798834092214,5.958581975617289,4.464139723054589,0.0,6.019014285376641,4.372062547727336,5.405956074227532,0.0,6.849332895882685,0.0,0.0,1.5242905340668267,3.0771089470289534,4.769465673833046,5.563825229513327,0.0,6.080407457168701,6.687755721043235,4.94588347358821,5.5568649899770115,1.822071649109996,5.448798088277159,0.0,4.267898773812287,0.0,1.2386677812115996,5.613834362446815,0.0,5.631366173348908,5.368617560713864,6.310574327151476,1.2386677812115996,1.1003433318879938,5.594175507280276,5.593959892049555,4.624844048079127,5.079486393013112,4.202376733208559,5.243225758989557,5.905353489442059,1.622685453941014,5.43293994155943,4.813100453442387,6.3425213076679485,0.0,0.0,6.78137501663127,5.500908014849792,4.633783984906887,6.184476708655404,6.475663588179226,1.593439104046717,3.5894302150283814,6.4715146938057915,2.996473779468751,5.905850268753089,0.0,1.6533316127761388,1.5598092988707064,4.185852543357036,0.0,0.0,1.1205759453391977,0.0,0.0,1.6076072151010348,5.170621285133392,2.9584926620331387,5.230643586789282,4.9138416596156995,3.096285693539573,5.307581166246858,4.8001013469223395,1.7155826712102134,5.495734529909605,1.6586303788005976,3.338658794835807,5.575401522039741,5.4723403620563005,5.659524986064951,6.3183282933824465,5.632720320184596,0.0,0.0,6.560767509920439,5.576647557445376,0.0,2.1324148603367954,0.6343633289973145,6.207062518113587,0.0,1.382867551602031,6.311107979012582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URYD,0.0,5.120087612286674,3.097814037608389,1.4192261916230615,0.0,0.0,4.506023630506366,0.0,4.526520393632931,4.966785465347319,4.955431775258304,3.3046348383778406,5.11905210823346,0.0,2.691624975848688,0.0,5.295798527335204,5.045571953422108,5.663508113837008,0.0,6.514713534984799,4.876375228567249,0.0,5.179886940285727,6.8586729606938945,0.0,0.0,1.652056143491788,5.572505836153876,0.0,1.8852381832062364,5.631366173348908,0.0,0.0,5.6916650802405115,4.729246832396078,5.283232321607005,5.44090441361742,4.231106278968867,5.2720795110762495,5.865760254657588,5.816040854096716,5.975500523264086,6.18165531237399,2.865605645305197,6.000596586088423,1.7135026810127265,0.0,2.8150456562377677,5.148329746985675,0.0,6.3139577445628055,2.782690366359963,5.425968995045086,6.58399365886178,5.159167699148455,2.055516171579585,0.0,6.597366786571173,0.0,0.0,5.20887194380176,5.696743803328569,0.0,6.337997433465439,5.814074107418243,4.884397393532272,0.0,4.508173664666654,1.0680399942186416,5.113528640518417,0.0,5.347871875359779,4.986099271140428,4.876013970586015,0.0,5.838008437990422,4.241606869456316,6.586474179950597,0.0,0.0,5.178604307150835,5.095214502080878,4.880807297860438,5.558445009798294,5.538956802806979,5.16663138375104,5.2259755906710454,5.548992441822905,0.0,0.0,3.665014682225067,2.592194989749371,5.522124799341333,4.428905237174605,5.755853904424586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URYV,5.260877630015831,3.224116373872553,0.0,1.7631368536286631,0.0,1.9353933246612958,0.0,0.0,0.0,0.0,0.0,0.0,5.101154485468942,0.0,0.0,0.0,0.0,4.581047958370035,5.316346547492729,0.0,0.0,5.373870021938502,6.331315798769538,5.364178808901195,0.0,6.445341896573695,0.0,5.783641452949567,0.0,0.0,5.252957066617578,5.368617560713864,0.0,0.0,5.313066812665306,0.0,3.279942786148135,5.281675414653783,0.0,1.2981053542281462,5.953373783007166,5.923164694034436,5.736318686702842,6.291263213181973,0.0,6.134793717272983,1.0137975617194084,0.9353933246612957,0.9676966623306479,5.899591538939064,5.3006275418051105,6.4016498609184795,0.0,5.984094009755016,6.539227967912662,4.372399221632143,1.7036420807554735,5.429945059439411,0.0,0.0,6.506063755514767,2.68639487254379,6.5749338323856845,3.370608596616639,5.84351804427516,0.0,5.137738109280247,5.74848743103767,5.439976241261028,0.0,5.336663387607945,4.174812901847917,5.344730017388312,5.640308033428721,5.406829734815797,2.995210407460554,0.0,5.651623870364381,0.0,6.223442691169219,0.0,5.515471096401268,0.0,0.0,5.1841796926754435,5.290195540847933,5.668491128016881,5.751262069227668,0.0,5.478278771633993,0.0,3.046515543164535,0.0,5.6532060337784005,3.330904179525428,6.057973406536404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADA,5.856590705236716,6.1430298246811255,0.0,6.278166139238795,2.5337881878887702,5.80727129514815,5.1612138973494135,0.0,6.748045972958322,0.0,0.0,5.53674542191589,1.259383750127881,3.095073214400687,4.996419991750745,6.0008587314578605,5.0676676194953485,0.0,6.402659023737809,5.841514386207755,5.588833399652831,5.3600224319931895,5.322046548722452,4.868700730582221,3.21817435627043,5.525296452909248,1.4277670762345165,5.872220933706539,5.846024651449273,5.525388536434325,5.922759759064879,6.310574327151476,5.6916650802405115,5.313066812665306,5.120644619203049,6.390275455884992,5.957687091444762,0.0,2.650251393864501,5.07865823809556,6.750388625301951,6.793282547978137,6.239906703929335,5.380606738131956,5.266290951080427,1.6673598754643735,4.686755045683115,5.975348404290408,5.385420963646243,0.0,5.435090934766556,0.0,6.382691241860538,0.7347066608853082,0.0,6.795609034837913,5.143957103400663,2.8599659565343685,0.0,1.3274237443465229,4.688792207052665,5.802146030997382,3.8923701107775277,0.0,0.0,0.0,0.0,0.0,3.501594643666602,4.285784736870838,5.385450282434095,5.843982659741532,6.0064169941965675,6.023385440284506,6.106143625350508,5.595596194906077,5.588963443578777,5.824451258473779,2.811341898785415,5.020064469807276,5.9883337993582755,4.957722917477452,2.240877974177937,5.680379883624741,6.087040471951245,6.1304047607693954,2.9482799560954613,0.0,5.794398741258443,5.372381167981746,0.0,5.131046555704752,5.552710541866329,6.883656100938026,4.011984219344133,0.0,6.023910574035891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIA,5.89549264069156,6.225075360293933,5.300136383823428,0.0,0.0,0.0,6.492055363485098,6.420925923853303,6.60691742198021,6.348981040070016,6.070361535112518,6.859677887844327,1.5694736333782375,0.0,6.280907143131205,6.09240753912706,6.876347193078228,1.4277670762345165,0.0,1.3458088326468747,0.0,0.0,0.0,0.0,4.962754793453699,0.0,1.6135359596697636,0.0,0.0,0.0,0.0,1.2386677812115996,4.729246832396078,0.0,6.390275455884992,5.725456031353367,7.016728232243268,5.715219866834583,5.675296844695903,6.468869034925224,1.1894005746889984,2.7327316866005837,5.757025836573352,0.0,6.073699698410999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.483779144132939,0.0,3.660350998257144,4.241808490975762,6.320396133271676,4.979549793649798,1.3735246437352833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5345402146568454,0.0,1.6593021425457062,0.0,5.8035249310041195,0.0,0.0,1.227080412458529,0.0,0.0,6.982683802101654,5.914599099580009,5.182316715552142,3.7152477348003203,4.939381341914795,0.0,0.0,0.0,0.0,0.0,2.9525888579701953,6.3542744283872965,5.129466608036714,3.6142829280946613,3.1207576055821185,4.612062111712464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIB,5.501058601120014,6.541304213529876,6.420557953025596,0.0,0.0,5.43674149262232,7.007888356544846,5.680171862049023,6.340239195142888,5.782073855805784,0.0,6.140230571124288,5.991739877838356,0.0,5.68440589318902,5.8421489846528125,6.940598025676579,5.804408792371267,6.207473287777286,5.939800116374962,3.306257190386976,3.5636079487863643,4.907112839590258,3.9593619142069674,2.4509075458206726,0.0,1.0379811174356124,6.134294756786372,5.586248387545865,6.475127649659462,0.0,1.1003433318879938,5.283232321607005,3.279942786148135,5.957687091444762,7.016728232243268,5.6426936314367175,6.118274367920633,6.077338551691304,6.727848421579105,6.563030443310988,6.5446061362344246,6.288707083436177,6.3990163614845175,1.5262130699893575,6.597154216732719,1.749455223870907,6.14807212509978,0.0,6.240190262284716,5.226845814632235,6.335812217231175,5.672740004879988,6.5800547881044835,3.176334345544601,6.945426397275753,5.7362873795756135,5.691852308488379,2.4993816922504157,3.2174510373628595,4.754054975628034,6.22251605784376,0.0,0.0,2.330290468267162,5.506578076792263,0.0,5.697636415230138,6.5294318342689195,5.908928724256338,6.3515640522102474,4.66382116100465,5.826768847426833,5.732547883031823,5.886478934597679,1.4084364272419545,6.502368162101976,6.217208156588128,0.0,5.081477290838056,0.0,6.214434283373517,0.0,0.0,3.2919058839974285,4.7664228477559485,6.699361590806177,5.628027740140648,0.0,0.0,0.0,0.0,1.2613011930909117,5.704534118632652,5.372536057570083,6.078547058020444,5.694866907913533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIN,4.7631123188479885,2.9809298586067587,6.986632214849364,5.612672997281403,2.681732586241083,0.0,6.675343770317826,5.336815337032765,0.0,6.1420552170670355,4.121628715031132,5.073695116377217,6.9176602982817785,0.0,1.433676665221327,1.366790181705854,6.367431141979154,6.472282656661984,0.0,0.0,5.304752351884985,5.512371611697939,0.0,5.400002961842007,5.683559290086248,4.488851091022479,0.0,0.0,3.1966906485747715,3.629706849973998,3.3349419647346785,5.594175507280276,5.44090441361742,5.281675414653783,0.0,5.715219866834583,6.118274367920633,5.931137370810503,5.822695669831165,4.97100363574457,5.732736116540505,0.0,5.523605055290429,1.6494709885928671,0.0,0.0,0.0,0.0,0.0,0.0,5.5287118856645945,6.552069088624652,0.0,4.615446938044742,5.482329779817849,5.366073605997292,0.0,1.1570972370196462,5.505503174639645,4.863561021890443,0.0,5.415682582967679,0.0,0.0,0.0,0.0,0.0,1.7876197676528935,6.093947461264427,0.0,4.431923259708849,0.0,5.294495546218732,0.0,0.0,0.0,1.730576797787619,4.187131756049552,2.9123243512417267,0.0,4.7735584430803,0.0,4.40364033614262,0.0,5.8170682299397525,6.100850284300893,0.0,0.0,4.721725704543626,5.4860808362060745,0.0,0.0,0.0,0.0,6.728827665847221,1.2731813118472897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIY,6.1946873789584815,2.7424403275162814,7.124428415430565,0.0,0.0,5.793754521996114,7.016142677010936,4.852779057990663,5.165909402975198,5.198812317024607,0.0,0.0,6.7370061214120875,5.034770226967937,6.54413820653036,6.085465602296904,6.9202448366882905,6.422691219794596,6.289631314270871,4.901260617938869,1.4500826727780545,6.151547446570096,0.0,1.7137120300402462,0.0,0.0,0.0,0.0,0.0,0.0,1.2300653600095046,5.593959892049555,4.231106278968867,0.0,2.650251393864501,5.675296844695903,6.077338551691304,5.822695669831165,6.23219153741866,6.919591735528214,0.0,5.853221224605668,4.398597503177823,5.280306768057282,0.0,0.0,4.0918956093709395,2.723616067881103,0.0,0.0,6.671288325098071,6.786619326503867,5.532762003278393,5.522541517987292,6.523724425048073,6.033521122769613,1.2641305631660846,6.501982974732051,0.0,1.5883076615499627,0.0,1.5117647066809237,0.0,0.0,0.0,0.0,0.0,2.765800516741057,1.517556072037398,0.0,0.0,3.4841015671329956,5.870369129317434,0.0,3.7714351700223623,5.817398248746245,0.0,0.0,0.0,0.0,0.0,5.396753548440887,0.0,1.4300115371208395,2.5798890872775306,6.028097629044988,1.793765207667942,0.0,0.0,3.170718626254908,0.0,0.0,1.6748285558997225,1.5382990720110448,1.484439446682346,6.098629648544413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIZ,6.8725178789249215,0.0,6.356961972441269,0.0,0.0,0.0,6.430176780312517,5.815544048763949,6.151803099260422,4.173357847820232,0.0,0.0,6.014462830673842,0.0,6.530877899773377,6.454175211799268,6.491175388587316,5.660204458403078,6.724904733948629,3.2874447206013726,5.007652446273062,5.48729223316909,1.5244452800220225,0.0,2.6271358279128982,0.0,0.0,4.8103489754444775,1.7445688847621275,0.9814942240500563,0.0,4.624844048079127,5.2720795110762495,1.2981053542281462,5.07865823809556,6.468869034925224,6.727848421579105,4.97100363574457,6.919591735528214,5.948974492401518,5.1587280862490985,6.048664498771777,5.415756073951312,6.865375727993734,0.0,5.8748027122293935,1.0850908350344353,5.509104016357206,0.0,2.8192939655779976,7.0538147923092716,6.631995877906927,5.678793459083519,6.81358450662649,6.7521505302908436,6.863736133794965,3.809644214664626,6.591682880029903,2.4521615935350733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7901710298661975,2.6634107554585835,0.0,5.857158105304443,1.7194541640317498,5.83098508495508,3.4288591781175124,6.772389342412638,6.965472262571932,2.929528967615894,4.347826262313976,0.0,0.0,0.0,6.217297150456363,0.0,1.6018336193861333,5.106147992516913,5.332193049523086,5.84249124109355,0.0,0.0,0.0,0.0,0.0,0.0,5.784437732345185,5.668220907135482,2.14140935689866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVA,5.048807350714214,5.927360485750903,2.4277670762345167,1.2617766116702558,5.437960572444125,6.626684087964708,5.109058468383972,0.0,6.435573510679462,3.9372294812618693,1.0487093452260794,0.0,6.557500304647552,0.0,3.0156803678053024,4.810710735310827,4.764979203215774,6.656848957941353,6.267786775034701,6.622323754182965,5.797886469577622,2.1378783323995187,5.153906735537556,2.8359519572319436,4.123375516375738,1.1683833261066352,3.1532031935771534,6.483945234457681,7.065425494143027,6.476453662301328,3.014060531505255,5.079486393013112,5.865760254657588,5.953373783007166,6.750388625301951,1.1894005746889984,6.563030443310988,5.732736116540505,0.0,5.1587280862490985,6.04014785787285,6.719814700862968,6.167272034935013,5.908698666684034,1.7625259363595684,6.236052961370283,6.351363095087499,6.181529407634025,0.0,3.239914060150754,6.616185228941929,6.028777267428009,4.724794336545981,5.597827357466329,2.4138488268655163,6.929668564966104,3.225683651833472,5.605405562354519,0.0,2.19952388782738,3.163569079178503,6.150420230527895,1.2920726135305474,3.5853072015254384,5.536963208588438,0.0,0.0,0.0,6.167700287381244,6.227472287384704,6.097452396692449,5.798981081292223,5.9412840501284805,4.380069423374977,5.896166625874368,5.37034778871399,6.623734687522511,6.689589645028693,0.0,3.930046431809307,6.460457021125582,6.36674142611269,3.38524841183694,3.7357192732915596,6.267300324170207,6.262278853701923,6.126554815779509,1.5388601766952954,2.847963108808218,0.0,0.0,1.700582357982122,1.6020599913279625,6.645062156193834,5.6465253857153614,1.7086021527131756,5.4640161211927625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVB,5.934916442368096,1.7726877783209207,0.0,5.895421205790213,0.0,6.422124083908631,0.0,5.098343798169257,6.348224498905679,0.0,0.0,0.0,5.020448453069117,6.473938207136375,5.483204317256823,2.6667477122793013,0.0,5.89082141977633,6.444413513759034,6.144872054968931,5.646652239422294,0.0,5.377094061120981,0.0,2.5877094589330456,3.075189237813157,0.0,0.8937470791251957,5.082159386537296,6.540449421488532,6.008627913558711,4.202376733208559,5.816040854096716,5.923164694034436,6.793282547978137,2.7327316866005837,6.5446061362344246,0.0,5.853221224605668,6.048664498771777,6.719814700862968,6.299919602647045,6.610178835922604,6.207271203518103,5.641306783440055,3.915829002191322,7.095132589681081,6.75138633518738,6.471078421387524,3.049047286553239,1.6760548064748233,6.097938350661621,6.520746022789659,6.289375147385013,3.832073640378782,6.760380896264057,6.375961083935262,2.9112989034717045,1.3625938059365141,0.0,3.271498348811203,5.839900220389226,0.0,0.0,3.1250675200044835,0.0,0.0,3.7164906179763295,5.37236848033164,4.381519655002255,4.593443713400672,5.766169340586134,6.023609909006695,6.501215465667627,5.4877354898023825,5.006037068791615,1.3861208306984165,3.3873891885534246,4.929298200513787,4.7296793733806775,0.0,5.711134465018929,0.0,3.550288050456917,6.56103954157309,6.920372465673957,4.149425815629384,0.0,5.230565770806226,5.99526840034837,0.0,6.04771319955183,0.0,7.010173376752797,6.207000564145645,5.981016833860124,5.73308520560921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312839908392164,0.0,0.0,0.0,0.6343633289973145,0.0,0.0,0.0
AVD,5.111725652772544,6.313407609321886,0.0,6.456189566598753,2.866860291387667,5.633849391545419,1.3920304196852271,0.0,6.497961834051186,0.0,5.411579645776622,3.0849170129275385,5.708094135795659,6.401337757467183,2.819797495919744,4.56356971022291,0.0,6.415215109438626,6.413096749484759,5.826565257237982,6.097721028107155,2.8639107463172784,5.60432847562144,5.260400233460498,5.600408309384424,5.278997787098231,1.7518539794302983,5.388470520254994,4.516613434870986,3.345886373948806,5.745942606572896,5.243225758989557,5.975500523264086,5.736318686702842,6.239906703929335,5.757025836573352,6.288707083436177,5.523605055290429,4.398597503177823,5.415756073951312,6.167272034935013,6.610178835922604,5.2889773340583455,6.110051953106416,3.5580658070534157,1.6223712599439926,6.4402019844218765,5.6709641684982115,5.756518918399614,0.0,0.0,5.715191534921115,5.088963811955928,5.903781278301224,4.56385438755109,5.901042946612406,5.002546716976643,3.5857977449072123,5.222024812583251,2.235515700880119,0.0,5.258996176485414,0.0,0.0,2.917316682611482,0.0,0.0,0.0,1.537453315989258,1.6772707571101233,5.5588113245864905,4.900169045413455,5.793090186532489,6.352861330910947,5.4699898233358475,5.3960638495195274,4.759682318973361,1.6629124250962668,1.6104098979556876,0.0,5.153640167272712,6.029309356516989,5.088662165352113,5.367165520741101,6.168626290718328,6.704401193632837,2.998808034651697,0.0,5.08295322269169,4.868837691607619,0.0,5.512187794584712,3.3850523935489587,6.310839646412165,6.543531664850441,0.0,5.549629219310375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVE,1.6297672341687701,2.3692508329133872,1.0,5.493332013875393,1.518364816192773,1.7010397511819046,0.0,0.0,4.94099070212962,0.0,5.062940112516194,0.0,6.1781368921714055,1.3010299956639813,0.0,0.0,0.0,6.61831183339635,6.747751908617943,5.853048511338328,5.075550968667926,5.246322873635933,1.5006268312516864,6.92947388829014,5.713046080930969,5.563913680089786,0.0,5.652745597961548,4.451286768472219,5.6667088231298735,3.1733728835808193,5.905353489442059,6.18165531237399,6.291263213181973,5.380606738131956,0.0,6.3990163614845175,1.6494709885928671,5.280306768057282,6.865375727993734,5.908698666684034,6.207271203518103,6.110051953106416,3.430830234748901,4.877695333809791,5.234659213091548,5.885311130881651,5.797141492762552,0.0,0.0,5.495489493160278,6.829550728988767,5.21674126211605,6.238159188814547,5.407470857078626,6.6240727271685,0.0,5.632998194545407,0.9940904110131895,5.846929403390791,1.5983948632274745,5.5854159948398205,6.056649304969838,6.082359469024309,6.048579320060797,5.279928727629158,5.298426316101184,5.50425781533322,4.927994978145889,4.977357225059603,6.052807137288958,6.198860152869545,4.947888166384588,5.1545514817108415,5.529819030811993,5.840154839377978,6.303737016693081,6.3104158878683405,0.0,1.6389232280943788,5.030956146541106,5.838721020919536,5.76805516860442,5.25947658670101,5.346689941300796,5.368249017661846,6.697017437072106,1.7337990414401505,6.199749720406344,6.329114454630257,0.0,4.536728585561782,0.0,5.291437237527931,5.035027117897756,6.511066176783754,6.023657882852515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDU,1.3881176185948123,0.0,0.0,6.109477380081921,0.0,1.8947988261396735,1.5461630856515456,0.0,6.45072541840527,0.0,4.4661651833793785,5.250088256210375,0.0,5.6965176275015645,5.411719432191128,0.0,0.0,0.0,3.5679124142336143,1.6099822319805452,4.889018769902709,1.7698483344318119,0.0,0.0,1.0164060075567272,0.0,0.0,1.4434712577830637,0.0,5.764127478117696,0.0,1.622685453941014,2.865605645305197,0.0,5.266290951080427,6.073699698410999,1.5262130699893575,0.0,0.0,0.0,1.7625259363595684,5.641306783440055,3.5580658070534157,4.877695333809791,5.552077969522465,0.0,1.5318320739418578,0.0,4.603119600640546,0.0,0.0,0.0,6.8053948032190705,0.0,0.0,5.817290612768118,6.560203721688826,0.0,4.746607938080658,1.651253230577743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013270184716117,0.0,4.370230232424585,1.4500826727780545,1.408091338098086,0.0,1.1060211116542538,5.052666038600262,0.0,3.4206721926521375,5.351174584323282,1.572001114544933,6.576480268656193,5.807601766270249,6.391198507097193,0.0,0.0,4.993339616369507,5.5597599357139025,0.0,7.061649731063247,6.435277965366226,0.0,1.2282817872148042,0.0,6.13910732852307,0.0,0.0,0.0,0.0,1.4358320126377375,0.0,1.0680399942186416,0.0,1.6526952828403616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVC,0.0,0.0,0.0,0.0,1.3861208306984165,5.88418238982856,0.0,0.0,0.0,0.0,0.0,0.0,4.509470889141181,0.0,0.0,0.0,0.0,6.026660890408898,4.3549295087479925,4.531095210908586,5.991804666606037,5.959573422897916,6.387125405077271,5.329809861826732,5.354158760587166,5.535657426103576,0.0,5.867430030362228,1.0263937486825416,0.0,0.0,5.43293994155943,6.000596586088423,6.134793717272983,1.6673598754643735,0.0,6.597154216732719,0.0,0.0,5.8748027122293935,6.236052961370283,3.915829002191322,1.6223712599439926,5.234659213091548,0.0,0.0,0.0,3.1759575418511345,0.0,6.835660267666906,5.488132979059466,6.642129172990447,0.0,6.84847364687688,6.197458452309026,5.22290021078555,0.0,4.732858291091646,4.6700628395552615,0.0,5.05377259869634,5.770510295387036,0.0,4.349572144403143,0.0,5.478729010567267,5.346693921127925,3.955102906738174,6.1732701649140544,0.0,1.9555865944983692,0.0,0.0,0.0,2.9068961355415204,3.0047415827306043,2.2593837501278813,0.0,0.0,5.752928530400726,3.3886871281098667,0.0,0.0,0.0,3.4911642697596172,0.0,6.843306953423863,5.495395260696404,0.0,5.041258594556137,0.0,0.0,0.0,1.259383750127881,5.469965334035149,1.591018231121421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVC,1.8992507580559181,3.2120192004439416,0.0,6.04421953943523,0.0,6.6231849723281755,0.0,0.0,1.421605941003179,0.0,0.0,0.0,0.0,6.715285750135725,1.3939478626482575,1.4513694797158003,0.0,3.307493494036303,5.9079723876397265,6.351456486527025,4.811078461153399,0.0,3.248488389556909,0.0,0.0,2.6433438716503246,0.0,1.4827990344859225,3.3541829646213928,0.0,3.1743927105128456,4.813100453442387,1.7135026810127265,1.0137975617194084,4.686755045683115,0.0,1.749455223870907,0.0,4.0918956093709395,1.0850908350344353,6.351363095087499,7.095132589681081,6.4402019844218765,5.885311130881651,1.5318320739418578,0.0,5.4797900312581085,6.39102479349856,2.799255418708817,0.0,0.0,0.0,5.132080415547768,1.2144842254953958,1.682034929082013,3.379827710502172,4.269840094315406,4.54182799809079,0.0,0.0,1.4699777077770981,4.850369058032892,0.0,0.0,3.057720983320579,0.0,0.0,0.0,0.0,3.551408460136409,1.303185343080392,5.008465880606966,5.5439777363104,5.94131869728167,4.439909366072043,3.0755504834849368,1.3476563577977265,1.7408708120191327,0.0,0.0,0.0,4.158362492095249,0.0,0.0,6.45817665126487,6.642449096605176,1.5950149861105147,0.0,0.0,1.458858985685504,0.0,5.119507205524358,0.9814942240500563,6.0437741468772606,6.2232605847275835,3.6141852077986907,5.226453859774818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVP,4.471072624748287,0.0,0.0,1.0768163071260914,0.0,6.819819264350049,0.0,0.0,1.8334853457526572,0.0,0.0,0.0,1.4904305703529797,5.220999709630821,1.6187887745530827,1.6586915772066246,0.0,0.0,6.675677861972218,3.2252271922270364,0.9524441654770895,3.4691704561201653,3.546496771410222,0.0,0.0,1.5497782862373806,0.0,0.0,0.0,0.0,0.0,6.3425213076679485,0.0,0.9353933246612957,5.975348404290408,0.0,6.14807212509978,0.0,2.723616067881103,5.509104016357206,6.181529407634025,6.75138633518738,5.6709641684982115,5.797141492762552,0.0,3.1759575418511345,6.39102479349856,3.6020026531026326,1.5386500172188002,1.500809039994811,4.020443137182865,0.0,6.551685114187653,6.277054595531655,0.0,5.149807365675452,1.5121861475238434,6.292211229678439,0.0,0.0,1.4379557401230512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355317660104623,0.0,5.141376937284486,3.4605403771987375,1.7855968201172387,3.156251614727975,3.5034120229053833,2.5576736357096324,0.0,0.7670099985546605,0.0,3.0301283472285605,2.8451824263922223,1.6967526843104388,0.0,1.707732691677333,6.738538983236872,5.54046071042993,5.759889147255965,0.0,0.0,0.0,0.0,0.0,0.0,4.7629151092443704,5.3715349196154465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
