Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,5.4993305240808565,3.758032603241008,6.345189449292284,0.0,0.0,0.0,6.05728673870216,1.7816473875884118,6.310597018415902,2.9685810741138456,1.546362623694579,0.0,6.798590656536331,1.6596869998524102,6.67525399985243,6.801271235613924,4.309710174067856,4.82253798950159,4.923518287366416,0.0,0.0,0.0,0.0,0.0,1.4063534441496204,5.199439112402366,0.0,0.0,0.0,0.0,0.0,6.451056162158771,0.0,4.34561093753581,5.684247891406496,5.897008952651106,5.594447309234584,4.817246019048743,6.156930250427531,6.896320350388911,0.0,5.549408003280825,1.4241019481340287,1.5803313105282955,1.227080412458529,0.0,0.0,5.420942512060169,0.0,0.0,6.58649276961513,5.826920335974896,5.8112378421504784,5.870187939264674,5.58187014881694,4.468485340949774,0.0,6.4976439005575,1.5502966926187707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.829479299362178,0.0,0.0,5.765311972481861,3.4601163839133684,5.843880624486108,5.979675776475293,6.532015007391742,0.0,0.0,1.0111412518289833,0.0,0.0,5.046441983946642,0.0,2.6492203677515636,6.470560536335342,2.7055784081912857,0.0,0.0,0.0,0.0,1.7835193726472331,0.0,0.0,3.5794038645552284,1.387421871432674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADL,3.758032603241008,5.686689936749713,1.6195925791018164,3.8911631938473685,0.0,2.626998804876354,6.637225293728325,3.1205772847223603,6.544385833184233,5.382309107328907,4.248266350056716,6.726220532045255,0.0,0.0,6.705498497090694,6.450199463443913,6.686782078370456,0.0,1.6517996955464225,0.0,5.115638771559982,5.2838850459158815,0.0,5.459601531215945,5.046965055051774,5.382520061926787,0.0,0.0,3.5283302835969486,0.0,4.855420002210379,4.602945107820148,4.916609066934604,5.139819043067099,6.140546495441945,6.180764731021891,6.568427362769729,1.6795665410068743,5.081838443409523,4.182687199435317,5.9745027864667115,5.427329891481552,6.311521135975684,1.4754766417313092,0.0,0.0,5.613461165827075,5.819284061850888,0.0,0.0,0.0,0.0,3.8344963321948833,4.357137205769093,0.0,1.8767143327819336,1.2731813118472897,1.6681644458490916,5.142392232020064,4.734116837703193,0.0,1.3141680353893601,0.0,0.0,0.0,0.0,0.0,0.0,1.6871508263623978,0.0,2.140271193941893,0.0,4.787207745689788,1.6705516702415926,0.0,6.535872234802262,1.660937920710621,1.2234152843580415,2.8517419513969706,0.0,1.7107532298436814,1.1610054733813773,6.276270034876234,5.834686555503737,6.157738210573285,6.065113049485105,0.0,0.0,0.0,0.0,2.0759279669512396,0.0,6.282410784639157,1.2905243118486263,0.0,0.0,5.384541861128313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFD,6.345189449292284,1.6195925791018164,5.388807240147146,0.0,0.0,0.0,6.70680332756945,2.7693084711431033,1.455660991992617,5.951015590410482,0.0,1.1590404182398875,6.821592691891349,3.3591196065101663,6.336148492188546,5.8535374242571345,6.337530879540224,6.522291200987211,0.0,0.0,4.316960470412823,4.982975876667253,0.0,4.685033526791895,3.2167887988827375,0.0,0.0,0.0,3.3492059542385544,0.0,0.0,5.5405949388964295,3.822494490063986,0.0,0.0,3.37289524026844,6.27070089159027,7.04487659248626,7.093339411825518,6.4695884875892675,0.9260504167945478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.584657474594413,4.59117816500353,0.0,1.5267468360884588,0.0,1.3708683338448582,0.0,4.501567257453279,4.846301434195197,1.401010962338237,0.0,3.881956549688727,0.0,0.0,0.0,0.0,0.0,1.7465499257222208,1.68624320691724,0.0,0.0,0.0,5.294172518611076,0.0,0.0,1.3769493943676194,0.0,0.0,0.793403747237202,0.0,0.0,0.0,0.0,0.0,1.5771425290169827,0.0,0.0,0.0,1.5024386800254712,4.242207426991334,0.0,0.0,0.0,0.0,5.70324045260758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALM,0.0,3.8911631938473685,0.0,0.0,2.927891647685641,1.8408669026101474,0.0,0.0,2.9430205528547773,0.0,5.158570036593065,0.0,0.0,6.368910561223605,0.0,1.5220790310056262,0.0,0.0,1.473631992191604,0.0,0.0,1.6778079184956498,0.0,0.0,0.0,1.6982199198163477,0.0,5.879171999548514,2.9828637806699696,6.501553228110872,5.603377341889865,5.842773475177533,1.3378932324303976,4.460837654550812,6.3701658264417125,0.0,0.0,5.639012709704663,0.0,0.0,2.970309186084014,6.207986376512525,6.561154602875644,5.352511070611857,6.61011469374959,0.0,6.166693010930736,1.7964123279328386,6.452379238672788,0.0,0.0,0.0,6.071721439987111,0.0,0.0,1.34922139820052,3.1209716191530448,0.0,1.2504263679944474,5.310769786007769,0.0,0.0,5.333963128843244,1.3253123474943702,0.0,0.0,0.0,0.0,1.6621975356074037,3.3702200106773526,6.2562991842535665,0.0,6.012996175919352,5.5982860635615035,6.087547699516752,0.0,4.115328038484733,0.9524441654770895,0.0,0.0,5.881214787317206,6.145350685799008,4.223220143535532,5.732567090261893,5.811604501237305,6.1408920765323165,0.0,0.0,6.06317647426022,6.206953937691573,1.9020457324943576,2.1986955457242936,3.2910518089599763,4.447406795995729,5.827616699990609,0.0,5.842253216397739,0.0,0.0,0.0,0.0,0.0,0.0,1.2035533876966267,1.5761720349199224,0.0,0.0,2.5554544430704706,0.0,0.0,0.0,0.0,0.0
ALN,0.0,0.0,0.0,2.927891647685641,0.0,0.0,0.0,0.0,0.0,0.0,4.390228040012482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227080412458529,0.0,5.298187411400266,0.0,0.0,0.0,5.943174634156898,6.4487665478857386,1.579699148705825,4.993171534116846,1.4796722427958375,0.0,0.0,4.109635957818006,0.0,1.3080930953539605,3.147643946546561,0.0,0.0,5.367473047964928,1.2408779741779374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.151563777540267,0.0,0.0,5.165886131181043,0.0,5.428134512249159,0.0,0.0,0.0,2.321975235182543,0.0,5.883910897534663,5.6986621521715195,5.618644327301841,4.888067978991143,0.0,0.0,0.0,3.6991364249745913,6.220422856171247,6.160404427599231,3.0565709946878887,5.604562943153366,3.2797768150442788,6.285024892959534,5.07427744617927,6.414986422601415,6.107635650625526,0.0,0.0,6.210166078036681,2.8471409565946857,4.089946586782136,4.280059511318731,2.936203905584373,2.724014063128814,3.7420482880095265,0.0,1.7265172637217292,0.0,0.0,0.0,1.1022845828976695,4.773066800949517,1.1805264146488603,0.0,6.455652899280139,0.0,0.0,0.0,0.0,0.0,0.0,3.0318040233022163,0.0,0.0,0.0,2.6474601147847596,0.0,0.0,0.0,1.3309983661437805,0.0
AQR,0.0,2.626998804876354,0.0,1.8408669026101474,0.0,0.0,0.0,0.0,2.951709989926414,0.0,0.0,0.0,3.0375928948643462,1.597876587928354,0.0,0.8521008335890957,0.0,6.570144744013515,6.818367700364997,5.104000187331958,0.0,0.0,3.0592343815643983,0.0,0.9524441654770895,2.621544032361562,0.0,1.6533316127761388,3.17199989184919,4.841813592248756,0.0,5.56252111414874,1.496933650670285,3.424900253475658,5.8323140916793506,0.0,6.046582912244503,0.0,4.848754947876846,4.727559840349957,6.647824115485399,6.752067967927185,5.903495203184531,5.035601654905527,0.0,6.161100266660778,6.724440969090188,6.940790047019736,2.5318261950477763,5.666392763361312,5.738995231380134,2.9027847545135264,0.0,6.037652338670587,3.3148339900629757,2.456316172333469,0.0,6.449680496895077,1.3145805886104378,0.0,1.7531023737372262,5.032704687021349,0.0,0.0,0.0,0.0,0.0,1.494671654222521,1.3568024405800398,1.5491276567048733,4.142518166740879,3.282848130282641,5.174712575591058,6.012298866214738,3.6530697632025118,4.727493240611326,0.0,4.696316236530701,1.3101465315889,3.351290408477791,5.82832315074161,0.0,0.0,0.0,6.2325718363409806,5.329249606924941,5.696222403109224,3.2491378493895056,0.0,0.0,0.0,1.1754464257966146,0.0,3.537985529085161,5.444029529319523,1.0263937486825416,1.9960316620228653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASE,6.05728673870216,6.637225293728325,6.70680332756945,0.0,0.0,0.0,5.457341530479244,6.121109120484815,6.401514590397858,6.427755297173608,5.972447136368694,6.132045816342402,5.36488164510251,1.4063359594189633,7.043219288476034,6.411293493200451,6.962550229827609,6.333753092779408,0.0,0.0,2.8983760126180917,5.028940695794835,0.0,4.933598316103347,4.821548953020783,0.0,1.4145113672773542,0.0,5.313285976713234,0.0,0.0,3.1396051699007788,3.485261541640883,0.0,2.575990153214025,6.494884655070816,6.974198955455918,6.431687572064059,7.113577793108646,6.541306219525829,3.1745190243755435,0.0,0.0,0.0,0.0,1.4020953481374774,0.0,0.0,0.0,0.0,5.325046609407735,4.863512599102738,5.244032626188818,0.0,0.0,3.1247811829623706,0.0,4.014037220967548,4.908300327307663,4.805884882223427,0.0,2.81777726561689,1.1647181980061476,0.0,0.0,1.3625938059365141,0.0,0.0,1.434830175924496,0.0,0.0,0.0,2.6919209866835003,1.5066967760376142,0.0,3.0603131048839427,1.261348805269371,0.0,0.0,0.0,0.0,4.208821308167875,4.95944460996683,5.247146449228293,3.0438578335022335,1.1754464257966146,0.0,0.0,0.0,2.9669558905903624,1.9122065229168623,0.0,6.080344293507156,1.6011523718828047,3.216836003379846,0.0,1.5818997422008352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASG,1.7816473875884118,3.1205772847223603,2.7693084711431033,0.0,0.0,0.0,6.121109120484815,0.0,5.2494991574811225,6.540326940241144,5.7071219643782145,5.501584881277154,1.1610054733813773,0.0,6.02319780330064,1.3309983661437805,6.633317073726662,3.066573214204961,1.2035533876966267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7935484397303083,0.0,3.5700935633586646,0.0,0.0,0.0,0.0,0.0,0.0,6.901519752382839,6.349112902993255,5.669472059478831,5.329825797529122,6.02997303069823,1.2691783426896177,3.832194668228643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.153130829253077,0.0,2.8668181021121018,0.0,5.494520398836991,0.0,2.904081839579708,0.0,0.0,0.0,6.765732737175163,0.0,0.0,0.0,1.0944337429011832,0.0,0.0,0.0,5.552540724591272,1.62292065273735,1.075103093908621,1.6745546393992645,5.469470987293534,3.1647989097326943,0.0,1.6247886119100163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASH,6.310597018415902,6.544385833184233,1.455660991992617,2.9430205528547773,0.0,2.951709989926414,6.401514590397858,5.2494991574811225,5.473485542836483,2.734248479722929,3.3410438604448403,6.18817518714565,1.8003225847066726,1.6561609828513115,6.639751088651672,6.420646451925994,1.1647181980061476,0.0,1.3695216745776115,0.0,0.0,2.6110990267447334,0.0,0.0,2.9952689625730784,0.0,1.4912109756246137,0.0,0.0,0.9524441654770895,0.0,6.250971495587195,1.4657481936701287,0.9260504167945478,6.763342835116348,6.5333932706721605,6.541376515138246,0.0,4.743562933721288,6.152291004055177,6.1753515425589285,6.672416518441721,6.320191430065248,5.330517804893954,4.614619559330933,0.0,4.853131531638785,5.798827132451319,0.0,0.0,5.487730437001397,0.0,6.911609646768329,1.3161376552595336,0.0,5.959866618275257,0.0,5.44666153482158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25701739246433,0.0,0.0,1.4115057611708954,0.0,1.3060101122616268,5.260792745232808,1.6426619823664763,6.284130013067354,1.4135164160941998,1.7058012948054477,1.1405346422899438,0.0,0.0,5.686243816594392,0.0,6.5087168326402045,6.559742713059961,5.746487443524349,0.0,0.0,0.0,0.0,2.3428343104442964,1.2341435121485085,6.106821556750654,5.618239436319906,4.988181885175367,5.463841718431952,6.1569188119714156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASI,2.9685810741138456,5.382309107328907,5.951015590410482,0.0,0.0,0.0,6.427755297173608,6.540326940241144,2.734248479722929,4.895696079792128,5.793685577971232,6.027338261380717,2.6923050921278473,0.0,5.954005712899787,5.975876083322883,7.262999282550758,5.322320843635137,0.0,0.0,5.076734440147853,5.136356965823453,0.0,4.982059349782855,4.950100023084494,0.0,0.0,0.0,4.7966519574839275,0.0,1.185434166922429,3.1374756483365296,4.486080442296262,0.0,0.0,6.430886476468554,6.063496791191866,5.878825875785737,6.025435743710459,4.7577010776462,3.135612760007376,0.0,1.4164809871475275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094709580003973,5.321050588596594,0.0,0.0,0.0,5.11674233555502,0.0,0.0,4.812519646862928,5.312033628264051,0.0,1.3849094024800517,0.0,0.0,0.0,0.0,0.0,0.0,1.8813613061922767,0.0,0.0,0.0,3.248151487898131,0.0,0.0,0.0,0.0,1.4764764214605959,2.445647131144821,0.0,0.0,5.039065501392085,0.0,0.0,1.111484583716977,1.8372766353535772,0.0,0.0,2.759820840690519,5.602746904118892,0.0,0.0,0.0,1.3476563577977265,2.853369191444104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
