Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,5.285178195976637,,6.5763351657932185,,,,6.20643971741297,5.087665381827243,6.308525424939247,,,,6.688571047136679,,6.596691936846263,6.647614645870644,4.254969701637909,,5.546034648928166,,,6.215919639952964,,,,5.1999791386598035,,,,,,6.377097461384701,,5.260877630015831,5.856590705236716,5.89549264069156,5.501058601120014,4.7631123188479885,6.1946873789584815,6.8725178789249215,5.048807350714214,5.934916442368096,5.111725652772544,,,,,4.471072624748287,,,6.56400799007618,5.6950907213463795,6.378159349661575,,5.335531592553559,5.281648366678618,5.630683032757183,6.529290907837847,,,,,,,,,,,,,,,,5.599819001115564,6.204749172781471,6.587872200646383,,,,,,6.731565671954918,,5.511808617998883,6.466998548130142,5.997911316412026,,,,,,,,,,,5.212763358528388,,,,,,,,,,,,,,,,
ADL,,5.747801341298601,,,,,6.472613630212227,,6.096658255633049,6.382821326427941,5.416000035507115,6.682950314094803,,,6.508655307293117,6.141601575708703,6.362738106240184,,,,,5.374515514327146,,5.521122427367768,5.271686580457339,,,,4.798592499267959,,,,5.120087612286674,,6.1430298246811255,6.225075360293933,6.541304213529876,,,,5.927360485750903,,6.313407609321886,,,,,,,,3.7620239522682475,,,,,,5.362167421141389,,4.985284037214927,5.281742032335861,,,,,,,,,,,,,,,,6.348334376650037,,,,,,5.486342967594975,6.476204189549665,5.763177850800898,5.4360002406278936,6.307374132889169,,,,,,,5.741574144095697,,,,5.6460714772316445,,,,,,,,,,,,,,,,
AFD,6.5763351657932185,,5.44252463877586,,,,6.881502488737957,,,5.792747141554126,,,6.807531320831079,,6.4590022139369685,5.872245237621043,6.3454775686058875,6.1408847804178945,,,3.6898597684392964,5.8711164826030116,,5.468835289125181,,,,,,,,5.72357390765015,,,,5.300136383823428,6.420557953025596,6.986632214849364,7.124428415430565,6.356961972441269,,,,,,,,,,,3.6821910658873356,4.43471251244202,4.141046554552797,,4.286875850500808,,,5.72024394686983,,,,4.985547126196997,,,,,,,,,,,5.331423702364471,,,,,,,,,,,,,,,,4.039998161837873,,,,,,5.572167943742215,,,,,,,,,,,,,,,,,,
ALM,,,,,,,,,,,4.235658892589712,,,6.444722977068284,,,,,,,,,,,,,,5.911995394756324,,6.35714816354334,4.694856300075711,5.585681350191017,,,6.278166139238795,,,5.612672997281403,,,,5.895421205790213,6.456189566598753,5.493332013875393,6.109477380081921,,6.04421953943523,,6.320510711504493,,,,5.238038619219196,,,,5.776820722582642,,,5.342913260853268,,,,,,,,,,,6.230272727818758,,5.775705038477162,5.635199622231454,5.988888391275874,,3.9602772926597596,,,,5.77681507998125,5.747692901827402,,,5.864489177280736,6.151715788381742,,,6.00889415552023,6.259844792304169,,6.7160432124451575,,5.251197818914476,5.153412461463952,,5.5967879246031,,,,,,,,,,,,,,,,
ALN,,,,,,,,,,,,,,,,,,,,,,,,5.4916618621221716,,,,6.141185539620152,6.537365654302383,,5.227137552789735,,,,,,,,,,5.437960572444125,,,,,,,,,,,,,6.243967831711639,,5.753616131871579,,,,,,5.729404651212607,5.300006617029362,5.825004002314529,4.792967621943483,,,,6.122102069461498,6.602536766212162,6.265422261976852,,5.980513523028001,5.679411326105911,6.364900535249389,5.246988199719583,6.437105725841324,6.055340759993406,,,5.772279110738627,,,,,,5.541301761294449,,4.798261188136337,,,,,4.194601803287487,,,6.6720428337852065,,,,,,,,,,,,,,,,
AQR,,,,,,,,,,,,,,,,,,6.570310824692144,6.713981842828122,5.012041996727901,,,,,,,,,,,,5.958581975617289,,,5.80727129514815,,5.43674149262232,,5.793754521996114,,6.626684087964708,6.422124083908631,5.633849391545419,,,5.88418238982856,6.6231849723281755,6.819819264350049,,5.692228384947772,5.641216924117487,,,5.796041832255725,,,,6.231942409208927,,,,,,,,,,,,,,5.193450735772905,5.636346309424629,6.183059413277516,,,,,,,5.742207887446327,,,,6.255876170437932,4.677689072490861,5.674124723057248,,,,,,,6.1088616643826805,5.80932916415935,,,,,,,,,,,,,,,,,,
ASE,6.20643971741297,6.472613630212227,6.881502488737957,,,,5.714039393412231,6.203596222171541,5.963814260456659,6.218534756406879,5.9997007798552415,6.195301937326285,5.238956694983891,,7.112139483422507,6.3255178397172385,6.928401452491403,6.143999946759847,,,,4.583226305633718,,,,,,,5.699454360210937,,,4.464139723054589,4.506023630506366,,5.1612138973494135,6.492055363485098,7.007888356544846,6.675343770317826,7.016142677010936,6.430176780312517,5.109058468383972,,,,,,,,,,5.835675946156818,,5.268113750285156,,,,5.599512484011449,6.040627945771644,4.372210058438864,4.949235328940311,,5.192936911672273,,,,,,,4.602854966524072,,,,,,,,,,,,,5.798393190014724,,4.050746469012154,,4.95660015904985,,,,,,,5.859190246019153,,4.7563702471463065,,,,,,,,,,,,,,,,,,
ASG,5.087665381827243,,,,,,6.203596222171541,,,7.0788360056981725,6.532645919462119,6.043312221797341,,,5.714350903130289,,6.802910305341307,,,,,,,,,,,,4.915133203279569,,,,,,,6.420925923853303,5.680171862049023,5.336815337032765,4.852779057990663,5.815544048763949,,5.098343798169257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.933564928675971,5.559544546215595,,,,,,,5.45767335824365,,,,5.368442789472816,,,,,,,,,,,,,,,,,,,
ASH,6.308525424939247,6.096658255633049,,,,,5.963814260456659,,5.654853142453397,,,5.424557655799117,,,6.60343601142976,6.196061724980683,,,,,3.7381173584936467,,,,,,,,,,,6.019014285376641,4.526520393632931,,6.748045972958322,6.60691742198021,6.340239195142888,,5.165909402975198,6.151803099260422,6.435573510679462,6.348224498905679,6.497961834051186,4.94099070212962,6.45072541840527,,,,,,5.1759888458387655,,6.911097078696698,,5.326572060691601,5.539800927038996,6.639544667487765,,,,,,,,,,,,,,,,3.78063900857137,,,6.1417808766262,,,,,,6.246270597117079,,5.969550358153234,5.841666439985535,6.5350519734254435,,,,,,5.571524306529845,5.367517160633277,5.887862239751937,5.721820691485358,5.228302125794595,5.97932700685535,,,,,,,,,,,,,,,,
ASI,,6.382821326427941,5.792747141554126,,,,6.218534756406879,7.0788360056981725,,5.079554198159401,6.356767269879338,6.041009710463033,,,6.216001826291982,5.915785365594124,7.132418238201403,5.104900697578413,,,4.543213780137725,5.358189864881157,,5.354878324582269,5.385552904325517,,,,5.327771084860994,,,4.372062547727336,4.966785465347319,,,6.348981040070016,5.782073855805784,6.1420552170670355,5.198812317024607,4.173357847820232,,,,,,,,,,,5.296385308245018,5.529729302496098,,,,4.979999792640736,,,4.999022094392845,5.370986361808164,,4.001193947292614,,,,,,,,,,,,,,,,,,,,,5.93198878679567,,,5.471037947498691,,,,5.85569326305954,,,,,,,,,,,,,,,,,,,,,,,
