Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,5.4993305240808565,,6.345189449292284,,,,6.05728673870216,,6.310597018415902,,,,6.798590656536331,,6.67525399985243,6.801271235613924,4.309710174067856,4.82253798950159,4.923518287366416,,,,,,,5.199439112402366,,,,,,6.451056162158771,,4.34561093753581,5.684247891406496,5.897008952651106,5.594447309234584,4.817246019048743,6.156930250427531,6.896320350388911,,5.549408003280825,,,,,,5.420942512060169,,,6.58649276961513,5.826920335974896,5.8112378421504784,5.870187939264674,5.58187014881694,4.468485340949774,,6.4976439005575,,,,,,,,,,,,,,5.765311972481861,,5.843880624486108,5.979675776475293,6.532015007391742,,,,,,5.046441983946642,,,6.470560536335342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADL,,5.686689936749713,,3.8911631938473685,,,6.637225293728325,,6.544385833184233,5.382309107328907,4.248266350056716,6.726220532045255,,,6.705498497090694,6.450199463443913,6.686782078370456,,,,5.115638771559982,5.2838850459158815,,5.459601531215945,5.046965055051774,5.382520061926787,,,3.5283302835969486,,4.855420002210379,4.602945107820148,4.916609066934604,5.139819043067099,6.140546495441945,6.180764731021891,6.568427362769729,,5.081838443409523,4.182687199435317,5.9745027864667115,5.427329891481552,6.311521135975684,,,,5.613461165827075,5.819284061850888,,,,,,4.357137205769093,,,,,5.142392232020064,4.734116837703193,,,,,,,,,,,,,4.787207745689788,,,6.535872234802262,,,,,,,6.276270034876234,5.834686555503737,6.157738210573285,6.065113049485105,,,,,,,6.282410784639157,,,,5.384541861128313,,,,,,,,,,,,,,,,
AFD,6.345189449292284,,5.388807240147146,,,,6.70680332756945,,,5.951015590410482,,,6.821592691891349,,6.336148492188546,5.8535374242571345,6.337530879540224,6.522291200987211,,,4.316960470412823,4.982975876667253,,4.685033526791895,,,,,,,,5.5405949388964295,3.822494490063986,,,,6.27070089159027,7.04487659248626,7.093339411825518,6.4695884875892675,,,,,,,,,,,4.584657474594413,4.59117816500353,,,,,,4.501567257453279,4.846301434195197,,,3.881956549688727,,,,,,,,,,,5.294172518611076,,,,,,,,,,,,,,,,,4.242207426991334,,,,,5.70324045260758,,,,,,,,,,,,,,,,,,
ALM,,3.8911631938473685,,,,,,,,,5.158570036593065,,,6.368910561223605,,,,,,,,,,,,,,5.879171999548514,,6.501553228110872,5.603377341889865,5.842773475177533,,4.460837654550812,6.3701658264417125,,,5.639012709704663,,,,6.207986376512525,6.561154602875644,5.352511070611857,6.61011469374959,,6.166693010930736,,6.452379238672788,,,,6.071721439987111,,,,,,,5.310769786007769,,,5.333963128843244,,,,,,,,6.2562991842535665,,6.012996175919352,5.5982860635615035,6.087547699516752,,4.115328038484733,,,,5.881214787317206,6.145350685799008,4.223220143535532,5.732567090261893,5.811604501237305,6.1408920765323165,,,6.06317647426022,6.206953937691573,,,,4.447406795995729,5.827616699990609,,5.842253216397739,,,,,,,,,,,,,,,,
ALN,,,,,,,,,,,4.390228040012482,,,,,,,,,,,,,5.298187411400266,,,,5.943174634156898,6.4487665478857386,,4.993171534116846,,,,4.109635957818006,,,,,,5.367473047964928,,,,,,,,,,5.151563777540267,,,5.165886131181043,,5.428134512249159,,,,,,5.883910897534663,5.6986621521715195,5.618644327301841,4.888067978991143,,,,,6.220422856171247,6.160404427599231,,5.604562943153366,,6.285024892959534,5.07427744617927,6.414986422601415,6.107635650625526,,,6.210166078036681,,4.089946586782136,4.280059511318731,,,,,,,,,,4.773066800949517,,,6.455652899280139,,,,,,,,,,,,,,,,
AQR,,,,,,,,,,,,,,,,,,6.570144744013515,6.818367700364997,5.104000187331958,,,,,,,,,,4.841813592248756,,5.56252111414874,,,5.8323140916793506,,6.046582912244503,,4.848754947876846,4.727559840349957,6.647824115485399,6.752067967927185,5.903495203184531,5.035601654905527,,6.161100266660778,6.724440969090188,6.940790047019736,,5.666392763361312,5.738995231380134,,,6.037652338670587,,,,6.449680496895077,,,,5.032704687021349,,,,,,,,,4.142518166740879,,5.174712575591058,6.012298866214738,,4.727493240611326,,4.696316236530701,,,5.82832315074161,,,,6.2325718363409806,5.329249606924941,5.696222403109224,,,,,,,,5.444029529319523,,,,,,,,,,,,,,,,,,
ASE,6.05728673870216,6.637225293728325,6.70680332756945,,,,5.457341530479244,6.121109120484815,6.401514590397858,6.427755297173608,5.972447136368694,6.132045816342402,5.36488164510251,,7.043219288476034,6.411293493200451,6.962550229827609,6.333753092779408,,,,5.028940695794835,,4.933598316103347,4.821548953020783,,,,5.313285976713234,,,,3.485261541640883,,,6.494884655070816,6.974198955455918,6.431687572064059,7.113577793108646,6.541306219525829,,,,,,,,,,,5.325046609407735,4.863512599102738,5.244032626188818,,,,,4.014037220967548,4.908300327307663,4.805884882223427,,,,,,,,,,,,,,,,,,,,,,4.208821308167875,4.95944460996683,5.247146449228293,,,,,,,,,6.080344293507156,,,,,,,,,,,,,,,,,,,,
ASG,,,,,,,6.121109120484815,,5.2494991574811225,6.540326940241144,5.7071219643782145,5.501584881277154,,,6.02319780330064,,6.633317073726662,,,,,,,,,,,,,,,,,,,6.901519752382839,6.349112902993255,5.669472059478831,5.329825797529122,6.02997303069823,,3.832194668228643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.494520398836991,,,,,,6.765732737175163,,,,,,,,5.552540724591272,,,,5.469470987293534,,,,,,,,,,,,,,,,,,,
ASH,6.310597018415902,6.544385833184233,,,,,6.401514590397858,5.2494991574811225,5.473485542836483,,,6.18817518714565,,,6.639751088651672,6.420646451925994,,,,,,,,,,,,,,,,6.250971495587195,,,6.763342835116348,6.5333932706721605,6.541376515138246,,4.743562933721288,6.152291004055177,6.1753515425589285,6.672416518441721,6.320191430065248,5.330517804893954,4.614619559330933,,4.853131531638785,5.798827132451319,,,5.487730437001397,,6.911609646768329,,,5.959866618275257,,5.44666153482158,,,,,,,,,,5.25701739246433,,,,,,5.260792745232808,,6.284130013067354,,,,,,5.686243816594392,,6.5087168326402045,6.559742713059961,5.746487443524349,,,,,,,6.106821556750654,5.618239436319906,4.988181885175367,5.463841718431952,6.1569188119714156,,,,,,,,,,,,,,,,
ASI,,5.382309107328907,5.951015590410482,,,,6.427755297173608,6.540326940241144,,4.895696079792128,5.793685577971232,6.027338261380717,,,5.954005712899787,5.975876083322883,7.262999282550758,5.322320843635137,,,5.076734440147853,5.136356965823453,,4.982059349782855,4.950100023084494,,,,4.7966519574839275,,,,4.486080442296262,,,6.430886476468554,6.063496791191866,5.878825875785737,6.025435743710459,4.7577010776462,,,,,,,,,,,5.094709580003973,5.321050588596594,,,,5.11674233555502,,,4.812519646862928,5.312033628264051,,,,,,,,,,,,,,,,,,,,,,5.039065501392085,,,,,,,,5.602746904118892,,,,,,,,,,,,,,,,,,,,,,,
