pre,post,L1-1,L1-2,L1-3,L1-4,L2,L3,adult-1,adult-2,dauer-1,dauer-2,dauer-daf2,edge_class
PVP,ADE,0,0,0,0,0,0,0,0,0,1,0,Feed-back
PVP,AIB,0,2,0,2,0,0,3,1,3,1,2,Recurrent
PVP,AQR,0,0,0,0,7,2,5,4,2,3,1,Feed-back
PVP,ASH,0,0,0,0,1,0,0,1,0,0,0,Feed-back
PVP,AVA,2,3,2,1,5,6,7,7,3,6,8,Recurrent
PVP,AVB,3,4,2,2,11,15,22,25,17,23,14,Recurrent
PVP,AVD,0,2,0,0,0,0,0,1,1,0,1,Recurrent
PVP,AVE,0,0,0,1,0,0,1,3,0,0,3,Recurrent
PVP,AVF,0,0,0,0,1,0,2,0,0,0,0,Feed-back
PVP,AVH,1,1,1,1,0,0,4,2,1,0,2,Feed-back
PVP,AVJ,1,0,0,0,2,0,0,1,0,1,0,Recurrent
PVP,AVK,0,0,0,0,0,0,1,0,0,1,0,Feed-back
PVP,AVM,0,0,0,0,0,0,0,0,0,1,0,Feed-back
PVP,DVA,0,1,0,1,1,0,2,0,1,1,1,Feed-back
PVP,DVC,0,0,0,0,0,1,0,0,0,0,0,Feed-back
PVP,PVC,1,0,3,1,8,12,10,12,3,9,2,Recurrent
PVP,PVP,0,0,0,0,0,0,0,0,0,0,1,Recurrent
PVP,RIA,0,0,0,0,0,0,0,2,0,0,0,Recurrent
PVP,RIC,0,0,0,0,0,0,0,0,1,1,0,Feed-back
PVP,RID,1,1,0,0,0,1,0,0,0,0,0,Feed-back
PVP,RIF,0,0,0,0,0,1,0,3,1,1,1,Recurrent
PVP,RIG,1,2,1,2,1,1,1,1,6,9,2,Recurrent
PVP,RIM,0,0,0,0,0,0,0,0,2,0,1,Recurrent
PVP,RIR,1,2,0,0,0,0,1,2,0,0,0,Recurrent
PVP,RIS,0,0,0,0,1,0,0,0,0,0,0,Feed-back
PVP,RIV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVP,RMDV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVP,RMF,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
PVP,SAAD,0,0,0,0,1,0,0,0,0,0,0,Feed-back
PVP,SIAD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PVP,SIAV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVP,SIBD,0,0,0,0,0,0,0,0,0,0,4,Feed-forward
PVP,SIBV,0,0,0,0,0,0,0,0,0,0,6,Feed-forward
PVP,SMBD,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
PVP,URX,1,2,1,0,2,0,0,0,3,0,0,Feed-back
PVP,URYV,0,1,0,0,0,0,0,0,0,0,0,Feed-back
PVQ,ADA,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
PVQ,ADF,0,0,0,0,0,0,0,0,0,0,1,Feed-back
PVQ,ADL,0,0,0,0,0,2,0,3,0,3,0,Feed-back
PVQ,AIA,7,11,6,10,13,20,18,18,13,8,3,Feed-forward
PVQ,AIB,0,2,0,0,0,0,0,0,0,0,0,Feed-forward
PVQ,AIM,0,1,2,0,2,2,1,1,0,2,0,Recurrent
PVQ,AIN,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVQ,ALA,0,0,0,0,0,0,1,2,3,2,1,Recurrent
PVQ,ASE,0,0,0,0,0,0,1,2,1,1,1,Feed-back
PVQ,ASG,0,0,0,0,0,0,1,0,0,0,0,Feed-back
PVQ,ASH,0,1,0,0,1,4,0,0,1,1,1,Feed-back
PVQ,ASJ,2,1,2,3,3,1,2,2,0,1,0,Feed-back
PVQ,ASK,3,7,3,12,11,10,9,16,11,8,1,Feed-back
PVQ,AVF,0,0,0,0,1,5,0,4,7,3,3,Recurrent
PVQ,AVM,0,0,0,0,0,0,1,0,0,0,0,Feed-back
PVQ,AWA,0,0,1,1,1,0,1,1,1,5,3,Feed-back
PVQ,BDU,0,0,0,0,0,0,0,0,4,4,3,Feed-forward
PVQ,CEPV,0,0,1,0,0,0,0,0,0,0,0,Recurrent
PVQ,HSN,0,0,0,0,0,0,2,5,0,0,0,Recurrent
PVQ,PVC,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PVQ,PVW,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PVQ,RIF,0,0,0,0,0,1,0,0,0,0,3,Feed-forward
PVQ,RIP,0,0,0,0,0,0,0,0,21,13,10,Feed-forward
PVQ,RMG,0,0,0,0,0,1,2,0,0,2,2,Recurrent
PVR,ADA,0,0,0,0,0,0,0,0,1,0,0,Recurrent
PVR,AVB,3,3,4,8,13,1,20,19,10,12,11,Recurrent
PVR,AVD,0,1,0,0,0,0,0,0,0,0,0,Recurrent
PVR,AVJ,2,1,3,7,5,2,7,12,5,6,10,Recurrent
PVR,AVM,0,0,0,0,0,0,0,0,0,0,1,Feed-back
PVR,BDU,0,0,0,0,0,1,0,0,0,0,0,Recurrent
PVR,CEPD,0,0,0,0,0,1,0,0,0,0,0,Feed-back
PVR,CEPV,1,1,0,1,1,0,0,0,3,1,4,Feed-back
PVR,IL1D,0,0,1,2,3,1,3,1,4,2,0,Feed-forward
PVR,IL1V,1,1,0,3,4,0,6,7,2,4,3,Feed-forward
PVR,PVW,0,0,0,0,0,0,0,0,2,1,1,Recurrent
PVR,RIC,0,0,0,0,0,0,0,0,1,0,1,Feed-back
PVR,RID,0,0,0,0,0,0,0,0,0,1,0,Feed-back
PVR,RIP,2,1,2,5,14,1,19,15,11,14,2,Recurrent
PVR,RIV,0,0,0,0,1,0,0,0,0,0,1,Feed-forward
PVR,RMDL/R,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVR,SIBV,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
PVR,URAD,0,0,1,0,1,0,0,0,0,1,0,Feed-forward
PVR,URAV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVR,URYV,1,1,0,1,1,0,0,0,0,0,0,Feed-back
PVT,AIB,1,0,3,2,5,6,9,8,2,1,0,Recurrent
PVT,AVB,0,0,0,0,0,0,0,0,1,0,2,Recurrent
PVT,AVE,0,1,0,0,0,0,1,0,0,0,0,Recurrent
PVT,AVK,3,5,5,13,17,8,21,26,9,5,6,Feed-back
PVT,AVL,0,0,0,2,2,1,6,7,3,2,0,Feed-back
PVT,DVC,0,1,0,2,4,4,2,13,2,2,6,Feed-back
PVT,IL1V,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
PVT,IL2V,0,0,0,0,2,0,1,2,0,1,1,Feed-back
PVT,OLL,0,0,1,0,0,0,0,0,0,0,0,Feed-back
PVT,OLQV,0,1,0,1,0,1,0,0,0,0,1,Feed-back
PVT,PVP,0,0,0,0,0,0,0,0,0,0,1,Recurrent
PVT,RIB,0,0,0,0,0,0,0,0,2,4,4,Recurrent
PVT,RID,0,0,0,0,0,1,0,0,0,0,0,Feed-back
PVT,RIG,3,4,1,5,4,4,8,7,3,1,4,Recurrent
PVT,RIH,0,0,1,0,1,0,3,0,0,1,0,Recurrent
PVT,RIM,0,0,1,0,0,0,0,0,0,0,0,Recurrent
PVT,RIR,0,0,1,1,0,1,0,0,0,0,0,Recurrent
PVT,RIS,0,0,0,0,0,0,0,0,1,0,0,Feed-back
PVT,RMEL/R,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
PVT,RMEV,0,1,0,1,0,1,1,0,1,2,0,Feed-forward
PVT,RMF,0,0,0,0,0,7,13,8,10,11,9,Feed-forward
PVT,RMH,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
PVT,SAAD,0,1,0,1,0,0,0,0,0,0,0,Feed-back
PVT,SMBD,0,0,1,0,1,0,1,0,0,0,0,Feed-forward
PVT,SMBV,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
PVT,URAV,0,0,0,0,2,1,1,2,0,0,0,Feed-forward
PVT,URB,0,0,1,0,0,0,0,0,0,0,0,Feed-back
PVT,URX,0,0,0,0,0,0,0,0,0,0,1,Feed-back
PVT,URYD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
PVT,URYV,0,0,0,0,1,0,0,1,1,2,1,Feed-back
PVW,ADE,0,0,0,0,0,0,0,0,1,0,0,Feed-back
PVW,AIA,0,0,0,0,0,0,1,0,0,0,0,Recurrent
PVW,AIM,0,0,0,0,0,0,0,0,0,0,3,Feed-back
PVW,AIZ,0,0,0,0,0,0,1,0,0,0,0,Recurrent
PVW,ALM,0,0,0,0,0,0,1,2,3,5,0,Feed-back
PVW,AQR,0,0,0,0,0,0,0,0,1,0,1,Feed-back
PVW,ASH,0,0,0,0,0,0,0,0,1,0,2,Feed-back
PVW,ASJ,0,0,0,0,0,0,2,0,0,0,0,Feed-back
PVW,AVA,0,0,0,0,0,0,0,0,1,0,0,Recurrent
PVW,AVB,0,0,0,0,0,0,3,0,7,9,2,Recurrent
PVW,AVD,0,0,0,0,0,0,2,0,1,2,0,Recurrent
PVW,AVE,0,0,0,0,0,0,0,1,0,0,0,Recurrent
PVW,AVF,0,0,0,0,0,0,1,0,5,1,1,Feed-back
PVW,AVH,0,0,0,0,0,0,0,0,1,1,0,Feed-back
PVW,AVJ,0,0,0,0,0,0,1,6,5,3,3,Recurrent
PVW,AVM,0,0,0,0,0,0,1,1,5,5,0,Feed-back
PVW,BDU,0,0,0,0,0,0,8,14,5,3,1,Recurrent
PVW,CEPD,0,0,0,0,0,0,0,0,0,1,0,Feed-back
PVW,CEPV,0,0,0,0,0,0,0,1,1,0,2,Feed-back
PVW,DVA,0,0,0,0,0,0,0,0,0,0,2,Feed-back
PVW,HSN,0,0,0,0,0,0,3,0,0,0,0,Feed-back
PVW,IL2D,0,0,0,0,0,0,0,0,1,1,0,Feed-back
PVW,PVC,0,0,0,0,0,0,0,0,0,1,0,Recurrent
PVW,PVP,0,0,0,0,0,0,0,0,0,0,2,Recurrent
PVW,PVR,0,0,0,0,0,0,0,0,1,6,1,Recurrent
PVW,PVW,0,0,0,0,0,0,2,4,11,4,3,Recurrent
PVW,RIC,0,0,0,0,0,0,0,0,1,1,1,Feed-back
PVW,RIF,0,0,0,0,0,0,2,2,2,1,2,Recurrent
PVW,RIP,0,0,0,0,0,0,0,0,9,2,3,Recurrent
PVW,RIV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVW,RMDD,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
PVW,RMG,0,0,0,0,0,0,0,1,4,3,4,Feed-back
PVW,SDQ,0,0,0,0,0,0,1,0,0,1,2,Feed-back
PVW,SIBV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
PVW,SMBD,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
PVW,SMBV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
PVW,URAD,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
PVW,URYD,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIA,AIB,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIA,CEPD,0,2,1,1,6,3,2,2,2,1,4,Feed-back
RIA,CEPV,2,1,1,3,6,3,2,5,0,2,1,Feed-back
RIA,IL1L/R,0,0,1,1,0,0,3,3,3,2,3,Feed-forward
RIA,OLQD,0,0,0,0,0,1,0,0,0,0,0,Feed-back
RIA,OLQV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIA,RIA,6,12,19,32,43,40,44,99,55,32,64,Recurrent
RIA,RIC,1,0,0,0,0,0,0,0,0,0,0,Feed-back
RIA,RIV,0,1,2,2,8,9,9,13,11,10,13,Feed-forward
RIA,RMDD,24,25,36,43,43,56,81,86,52,47,56,Feed-forward
RIA,RMDL/R,9,18,27,32,47,48,65,102,60,47,59,Feed-forward
RIA,RMDV,22,33,30,42,51,65,86,89,59,54,61,Feed-forward
RIA,RMEV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
RIA,RMF,0,0,0,0,0,0,0,1,1,0,2,Feed-forward
RIA,RMH,0,0,0,0,1,1,0,0,0,0,0,Feed-forward
RIA,SAAD,0,0,0,0,0,0,0,0,2,0,1,Feed-back
RIA,SDQ,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RIA,SIAD,1,5,5,10,13,7,23,28,16,20,21,Feed-forward
RIA,SIAV,3,8,2,6,13,11,19,19,18,24,17,Feed-forward
RIA,SIBD,0,0,0,0,0,0,1,0,3,1,1,Feed-forward
RIA,SIBV,0,0,0,0,0,0,0,0,0,1,4,Feed-forward
RIA,SMBD,0,1,0,0,0,0,3,1,0,0,0,Feed-forward
RIA,SMBV,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
RIA,SMDD,11,14,21,32,37,52,58,74,49,50,46,Feed-forward
RIA,SMDV,10,17,18,38,46,52,71,71,52,46,60,Feed-forward
RIB,ADF,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIB,AIB,1,1,3,2,6,4,11,10,6,5,5,Recurrent
RIB,AIZ,0,0,0,1,2,0,0,1,3,0,4,Recurrent
RIB,AUA,0,1,1,0,2,1,3,3,2,3,5,Feed-back
RIB,AVA,3,5,2,2,1,2,5,6,1,3,2,Recurrent
RIB,AVB,0,1,0,0,0,0,0,0,0,0,2,Recurrent
RIB,AVD,1,2,2,2,1,1,3,0,1,2,0,Recurrent
RIB,AVE,2,9,7,12,17,12,25,29,19,17,17,Recurrent
RIB,AWB,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RIB,BAG,3,3,5,5,6,11,14,16,11,13,15,Feed-back
RIB,CEPD,0,0,1,0,0,0,0,1,0,1,0,Feed-back
RIB,CEPV,0,0,0,0,0,0,0,1,1,0,0,Feed-back
RIB,DVA,0,1,0,0,1,2,1,1,0,0,0,Feed-back
RIB,OLL,0,0,1,1,0,0,2,1,1,2,0,Feed-back
RIB,OLQV,0,0,0,1,0,0,0,0,0,0,0,Feed-back
RIB,RIA,3,1,4,5,5,4,4,8,3,4,5,Recurrent
RIB,RID,0,0,0,1,0,0,0,0,0,0,0,Feed-back
RIB,RIG,0,0,1,0,0,1,1,3,2,3,2,Recurrent
RIB,RIH,0,0,0,0,0,0,1,1,1,1,1,Recurrent
RIB,RIM,0,1,0,0,0,1,3,0,2,1,2,Recurrent
RIB,RIS,1,2,2,3,1,1,3,5,3,3,4,Feed-back
RIB,RMDL/R,0,0,0,0,2,0,0,3,0,0,1,Feed-forward
RIB,RMEL/R,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
RIB,RMEV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
RIB,RMF,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
RIB,SIBV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
RIB,SMDD,0,0,0,2,3,0,2,3,1,3,3,Feed-forward
RIB,SMDV,0,2,1,4,4,3,4,4,5,5,4,Feed-forward
RIB,URYD,0,0,0,0,1,0,2,2,1,1,0,Feed-back
RIB,URYV,0,0,0,2,1,0,2,3,3,2,0,Feed-back
RIC,ADA,2,2,2,4,2,4,3,5,3,1,1,Feed-forward
RIC,AIB,0,0,1,0,1,3,7,4,0,0,0,Feed-forward
RIC,AQR,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIC,AVA,7,11,8,15,20,26,36,33,1,4,0,Feed-forward
RIC,AVB,0,0,0,0,0,0,2,0,36,29,20,Feed-forward
RIC,AVD,0,0,0,0,0,0,1,0,2,0,0,Feed-forward
RIC,AVJ,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIC,CEPD,0,0,1,0,0,0,4,1,0,1,1,Recurrent
RIC,CEPV,1,0,1,0,1,2,5,3,0,1,1,Recurrent
RIC,IL1D,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIC,IL2D,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIC,PVC,0,0,0,0,0,0,1,0,1,0,0,Feed-forward
RIC,RIC,0,2,1,0,0,0,1,5,3,2,1,Recurrent
RIC,RIM,0,0,0,0,5,2,10,7,0,1,0,Feed-forward
RIC,RIS,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RIC,RIV,0,0,0,1,0,1,2,4,0,1,1,Feed-forward
RIC,RMDD,1,0,0,0,0,0,0,0,0,0,0,Feed-forward
RIC,RMDL/R,0,0,0,0,2,1,0,0,0,0,0,Feed-forward
RIC,RMG,0,0,0,0,0,0,1,0,0,0,1,Recurrent
RIC,RMH,0,0,0,6,3,0,2,3,0,0,0,Feed-forward
RIC,SAAD,0,0,0,0,1,1,0,2,0,0,0,Feed-back
RIC,SAAV,0,0,1,0,2,0,0,0,0,0,0,Feed-back
RIC,SDQ,0,0,0,0,0,0,0,0,1,1,0,Feed-back
RIC,SIBD,0,0,0,0,0,1,0,0,1,0,0,Feed-forward
RIC,SIBV,0,1,0,0,1,0,0,0,0,3,2,Feed-forward
RIC,SMBD,0,0,0,4,3,2,2,5,0,1,0,Feed-forward
RIC,SMDD,4,6,4,7,9,13,12,18,2,1,2,Feed-forward
RIC,SMDV,0,4,0,3,5,10,6,5,3,1,2,Feed-forward
RIC,URB,0,0,0,0,0,1,0,2,1,0,0,Feed-back
RIC,URX,0,0,0,0,0,0,1,1,0,0,0,Feed-back
RIC,URYD,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIC,URYV,0,0,1,0,0,0,0,0,0,0,0,Feed-back
RID,RIC,0,0,0,0,0,0,0,0,1,0,0,Recurrent
RID,RMG,0,0,0,0,0,0,0,0,1,0,0,Recurrent
RID,SIBV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
RIF,ADA,0,0,3,1,1,2,0,2,10,16,13,Recurrent
RIF,ADF,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIF,ADL,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RIF,AIA,0,0,0,0,0,0,2,0,0,2,0,Recurrent
RIF,AIB,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RIF,AIM,0,0,0,0,0,0,2,0,2,0,3,Feed-back
RIF,AIZ,0,0,0,0,0,0,0,0,3,1,3,Recurrent
RIF,ALM,1,1,0,1,2,1,3,2,1,1,0,Feed-back
RIF,AQR,0,0,0,0,0,0,1,0,0,0,1,Feed-back
RIF,ASH,5,4,3,2,2,3,3,1,1,5,2,Feed-back
RIF,AUA,0,0,0,0,0,1,0,0,0,0,0,Feed-back
RIF,AVA,0,0,0,0,0,0,0,0,0,3,0,Recurrent
RIF,AVB,6,10,9,10,18,17,30,31,13,19,18,Recurrent
RIF,AVD,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RIF,AVE,1,0,0,0,0,0,0,1,2,1,0,Recurrent
RIF,AVF,0,0,0,0,0,2,6,1,1,1,1,Feed-back
RIF,AVH,0,0,0,0,2,2,3,7,4,5,5,Feed-back
RIF,AVJ,3,9,7,5,7,7,5,5,3,9,4,Recurrent
RIF,AWA,0,0,0,0,0,0,0,0,2,0,0,Feed-back
RIF,AWB,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIF,BDU,0,0,0,4,0,1,1,2,0,2,6,Recurrent
RIF,DVA,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIF,HSN,0,0,0,0,0,0,2,2,0,0,0,Feed-back
RIF,PVC,0,0,0,1,0,0,0,0,0,0,0,Recurrent
RIF,PVP,0,1,0,2,1,6,3,9,4,2,3,Recurrent
RIF,PVQ,1,0,0,0,0,0,0,0,0,0,3,Feed-back
RIF,PVW,0,0,0,0,0,0,3,0,0,1,0,Recurrent
RIF,RIC,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RIF,RIF,0,0,0,0,0,0,0,0,1,0,0,Recurrent
RIF,RIM,0,3,4,3,9,7,17,11,11,8,9,Recurrent
RIF,RIP,0,0,0,0,0,0,0,0,1,1,1,Recurrent
RIF,RIR,0,0,0,0,0,0,0,0,2,1,1,Recurrent
RIF,RMG,0,0,0,0,0,0,1,0,1,1,1,Feed-back
RIF,SDQ,0,0,0,0,2,0,0,0,1,0,0,Feed-back
RIF,URX,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RIG,ADE,0,0,0,1,0,0,0,0,0,0,0,Feed-back
RIG,ADF,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RIG,AIB,1,3,1,5,3,2,6,8,1,0,1,Recurrent
RIG,AIY,0,0,0,0,0,0,0,0,0,0,2,Recurrent
RIG,AIZ,1,1,1,5,10,8,23,19,10,17,13,Recurrent
RIG,ALN,0,0,0,0,0,0,3,1,6,5,4,Feed-back
RIG,AQR,0,0,0,0,0,0,0,0,1,0,2,Feed-back
RIG,ASH,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RIG,AUA,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIG,AVA,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIG,AVB,0,0,0,0,0,0,1,0,1,1,1,Recurrent
RIG,AVD,0,0,1,0,0,0,0,0,1,0,0,Recurrent
RIG,AVE,1,2,1,9,7,10,23,19,10,15,14,Recurrent
RIG,AVH,0,0,0,1,0,0,0,0,0,2,0,Feed-back
RIG,AVK,3,4,6,7,7,6,10,8,6,5,8,Feed-back
RIG,AVL,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIG,BAG,4,3,4,5,4,5,18,20,5,4,3,Feed-back
RIG,CEPV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIG,DVC,0,2,0,3,1,1,0,5,0,0,4,Feed-back
RIG,IL1D,0,1,0,0,0,0,0,0,0,0,0,Feed-forward
RIG,IL2L/R,0,0,0,0,0,0,0,0,0,0,2,Feed-back
RIG,IL2V,0,0,0,0,0,0,0,0,0,1,7,Feed-back
RIG,OLL,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIG,OLQD,0,1,0,0,0,0,1,0,0,0,0,Feed-back
RIG,OLQV,2,2,2,3,2,3,5,3,0,1,1,Feed-back
RIG,PLN,0,0,0,0,0,0,2,1,5,1,0,Feed-back
RIG,PVP,0,0,0,0,0,0,1,0,3,5,1,Recurrent
RIG,PVQ,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RIG,PVT,1,1,0,0,0,1,0,1,0,0,0,Recurrent
RIG,RIA,3,2,1,1,1,0,1,6,2,3,4,Recurrent
RIG,RIB,2,4,6,4,4,6,4,10,2,2,2,Recurrent
RIG,RIG,0,0,0,0,0,1,0,0,1,0,3,Recurrent
RIG,RIH,0,0,0,0,0,0,0,0,2,0,1,Recurrent
RIG,RIM,0,0,1,0,1,0,1,0,0,0,1,Recurrent
RIG,RIR,2,3,0,3,2,4,2,3,5,7,6,Recurrent
RIG,RIS,0,0,0,0,0,0,0,0,1,0,3,Feed-back
RIG,RIV,0,0,0,0,0,1,0,3,0,0,0,Feed-forward
RIG,RMDL/R,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIG,RMED,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIG,RMEL/R,0,1,0,0,0,0,0,0,0,0,0,Feed-forward
RIG,RMF,0,0,0,0,0,4,9,10,3,4,1,Feed-forward
RIG,RMG,2,2,7,2,4,2,4,1,1,0,0,Feed-back
RIG,RMH,0,0,0,1,8,7,11,12,8,4,9,Feed-forward
RIG,SAAD,0,0,1,0,0,0,0,2,0,0,0,Feed-back
RIG,SMDV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIG,URAV,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
RIG,URX,0,1,0,1,0,1,1,0,2,3,4,Feed-back
RIG,URYD,0,2,1,0,1,0,0,2,0,0,0,Feed-back
RIG,URYV,2,3,1,4,3,2,2,2,1,2,2,Feed-back
RIH,ADF,0,0,0,0,1,0,0,0,0,0,0,Feed-back
RIH,AIY,0,0,0,0,0,0,2,1,2,6,0,Recurrent
RIH,AIZ,3,4,8,1,8,7,10,13,20,16,11,Recurrent
RIH,AUA,0,0,0,0,2,1,2,2,0,1,1,Feed-back
RIH,AVE,0,0,0,0,0,1,1,1,0,0,0,Recurrent
RIH,BAG,0,0,3,0,3,2,2,1,5,1,2,Feed-back
RIH,CEPD,0,1,3,3,1,5,7,5,2,3,0,Feed-back
RIH,CEPV,0,1,0,0,0,2,6,6,0,0,0,Feed-back
RIH,DVA,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RIH,DVC,0,0,0,0,0,0,0,0,4,3,0,Feed-back
RIH,FLP,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIH,IL1V,0,0,0,0,0,1,1,2,5,3,1,Feed-forward
RIH,IL2D,0,0,0,4,2,0,0,0,7,6,2,Feed-back
RIH,IL2L/R,3,0,0,2,1,1,2,3,1,0,1,Feed-back
RIH,IL2V,0,3,2,0,2,3,2,0,8,5,1,Feed-back
RIH,OLQD,3,2,6,6,5,6,16,12,3,0,2,Feed-back
RIH,OLQV,4,4,3,3,3,5,11,8,7,1,2,Feed-back
RIH,RIA,4,6,9,2,18,20,21,15,28,27,17,Recurrent
RIH,RIB,2,2,3,1,8,8,8,13,6,5,1,Recurrent
RIH,RIG,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RIH,RIM,0,0,0,0,0,0,0,0,2,3,3,Recurrent
RIH,RIP,5,6,7,8,12,8,8,16,7,2,3,Recurrent
RIH,RIR,0,1,1,0,1,2,1,0,4,3,3,Recurrent
RIH,RIS,0,1,0,0,0,0,0,0,0,1,0,Feed-back
RIH,RMED,0,0,0,1,0,0,1,0,0,4,0,Feed-forward
RIH,RMEL/R,1,1,1,0,0,2,1,0,0,2,3,Feed-forward
RIH,RMEV,0,0,0,0,0,1,1,1,1,1,0,Feed-forward
RIH,SIBD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
RIH,URAD,0,0,0,0,0,3,0,0,1,1,0,Feed-forward
RIH,URAV,0,0,0,0,0,0,2,0,1,1,0,Feed-forward
RIH,URX,0,0,0,0,0,0,0,0,3,4,2,Feed-back
RIH,URYD,0,0,0,0,0,0,0,0,3,1,0,Feed-back
RIH,URYV,0,1,0,0,1,1,2,2,5,5,2,Feed-back
RIM,ADA,0,0,1,0,0,1,2,1,5,1,1,Recurrent
RIM,AIB,3,5,6,5,5,15,20,17,3,7,9,Recurrent
RIM,AIZ,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RIM,AUA,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RIM,AVA,1,1,0,0,1,2,3,3,1,2,0,Recurrent
RIM,AVB,4,5,8,7,8,13,12,15,10,13,10,Recurrent
RIM,AVD,0,1,0,0,0,2,0,0,0,0,2,Recurrent
RIM,AVE,0,0,0,0,0,1,3,1,1,1,1,Recurrent
RIM,AVH,0,0,1,0,0,0,0,0,1,2,0,Feed-back
RIM,AVJ,0,0,0,0,0,1,0,1,0,0,0,Recurrent
RIM,AVK,0,0,0,0,0,1,0,3,0,2,2,Feed-back
RIM,BAG,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIM,CEPV,1,0,0,0,0,0,0,0,0,0,0,Feed-back
RIM,OLL,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RIM,PVC,0,1,0,0,0,0,0,0,0,0,0,Recurrent
RIM,RIA,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RIM,RIB,2,4,9,10,11,9,7,15,5,12,8,Recurrent
RIM,RIF,0,0,0,0,0,0,1,0,1,0,0,Recurrent
RIM,RIG,0,0,1,2,1,1,0,1,1,1,1,Recurrent
RIM,RIM,0,0,0,0,0,0,0,1,1,1,0,Recurrent
RIM,RIS,1,1,1,3,0,1,1,3,0,1,4,Feed-back
RIM,RIV,0,0,0,0,1,0,0,0,1,2,0,Feed-forward
RIM,RMDL/R,8,7,7,7,11,17,26,21,22,24,10,Feed-forward
RIM,RMEV,0,0,0,0,1,0,0,0,0,0,1,Feed-forward
RIM,RMF,0,0,0,0,0,6,8,8,3,2,2,Feed-forward
