Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,136680,0,432840,0,0,0,867840,15720,247920,0,0,0,1390440,0,789960,1311120,42840,80400,134400,0,0,0,0,0,0,48120,0,5160,0,0,0,1010760,0,25800,18000,407160,179160,480,1695960,3279000,0,81360,76440,11520,0,0,0,185160,0,0,463800,242880,0,0,111240,0,0,1281960,0,0,0,0,0,0,0,0,0,28080,0,0,89280,0,0,0,74160,570480,0,0,0,0,0,0,0,0,766200,0,0,0,0,0,0,0,3120,0,30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADL,0,117600,0,36840,0,0,368640,0,226320,301680,182400,2512080,0,0,609240,50640,1446120,0,0,0,16200,84600,0,67560,46800,0,0,0,50880,0,29880,39720,39120,0,181200,431640,808680,0,0,0,0,0,64800,35640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77520,135000,0,0,0,0,0,0,0,0,0,0,840,19320,31440,0,0,638040,0,0,0,0,0,1920,891120,0,127200,83160,0,0,0,0,0,0,958920,0,0,0,93240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD,432840,0,29520,0,0,0,910560,0,0,339240,0,0,1668480,0,0,386880,1017600,124680,0,0,1440,30720,0,5280,15240,0,0,0,23040,0,0,79200,6480,0,0,6840,580680,2985960,3660360,351240,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,1560,10680,8880,0,0,0,0,3720,0,0,1560,0,0,0,0,164400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47520,0,0,0,0,130800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALM,0,36840,0,0,0,0,0,0,6000,0,33000,0,0,0,0,0,0,0,2880,0,0,0,0,5160,0,31560,0,277320,0,0,495960,127080,0,25200,468840,0,0,10800,0,0,0,192360,414360,111480,508440,0,0,1320,1042920,0,0,0,205680,0,0,0,0,109200,0,151920,0,4080,121320,43680,0,0,0,0,0,0,215640,0,115920,70920,213600,0,0,17400,0,0,0,98040,34200,0,256800,392760,0,0,335400,146880,0,0,0,140520,0,0,59520,0,0,4560,5160,0,0,30240,0,0,0,0,0,0,0,0,0
ALN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASE,867840,368640,910560,0,0,0,197640,405360,896760,800040,194880,296880,129000,0,2463000,2006520,1970400,19920,0,0,4920,57960,0,73320,24120,0,0,0,41160,0,0,84240,10320,0,13560,1163400,3372600,539400,3034920,1021200,48600,0,0,0,0,0,0,3840,0,0,0,34560,36600,0,0,0,0,92280,17040,5760,0,0,0,0,1920,0,0,0,0,0,0,1200,0,0,0,152880,0,0,0,0,0,2520,0,0,65760,0,0,0,360,0,0,0,224160,0,44280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASG,15720,0,0,0,0,0,405360,0,480,197160,209640,20640,1680,0,268680,0,411720,0,0,0,0,0,0,0,0,0,0,0,193800,0,0,0,0,0,0,1662600,595080,312480,11400,208680,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024680,0,0,0,0,0,0,0,77400,0,0,82800,90480,10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,247920,226320,0,6000,0,0,896760,480,62880,0,146880,359880,0,0,1692240,788640,0,0,124560,0,0,1080,0,0,24480,0,0,0,0,0,0,519720,22560,4440,1944240,922920,898920,0,84120,309240,238800,1935360,350280,27960,235080,0,165480,374280,0,0,100440,0,1850400,8160,0,267960,0,120960,0,0,0,0,0,0,0,0,0,126360,0,0,37560,349440,68400,217800,278640,1441560,3240,0,9120,0,0,282000,1560,0,1150920,389160,0,0,36240,0,0,0,906000,144480,161880,71160,249480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASI,0,301680,339240,0,0,0,800040,197160,0,106440,255000,222840,0,0,76560,237960,4050600,149880,0,0,46560,47280,0,91440,56160,0,0,0,31200,0,0,0,33240,0,0,675960,495360,386400,564480,59400,3960,0,2280,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,35040,99480,0,1800,0,0,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480,28800,0,0,12000,102240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
