Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,114960,0,737760,0,0,0,230280,3480,941040,0,0,0,2097360,0,1078680,2040960,3360,9120,227280,0,0,0,0,0,0,47520,0,0,0,0,0,1026720,0,46800,61080,255840,255360,77280,1221000,2483400,0,242160,0,0,0,0,0,205320,0,0,483120,146640,136560,0,38640,3240,0,1024560,0,0,0,0,0,0,0,0,0,0,0,0,0,233520,86040,110160,863040,1043040,0,0,0,0,0,720,0,0,797640,0,0,0,0,0,0,0,720,0,0,22320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADL,0,156720,0,1440,0,0,1010880,960,386520,414600,178320,2120160,0,0,809520,396600,2419560,0,0,0,39960,58200,0,133320,51480,9960,0,0,146400,0,5760,0,20280,60120,463920,544440,698880,0,8640,8040,100920,12840,317520,0,0,0,29160,72240,0,0,0,0,0,0,0,0,0,0,22680,32880,0,0,0,0,0,0,0,0,0,0,31680,0,70440,0,0,899400,0,0,0,0,0,29280,778080,0,243480,440880,0,0,0,0,0,0,438840,0,0,0,107400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD,737760,0,67560,0,0,0,1581480,22200,0,551160,0,0,1885440,0,18240,303240,930720,830520,1800,0,5400,19200,0,0,3000,0,0,0,18360,0,0,104760,0,0,0,64560,547560,2847840,3125760,872040,0,0,0,0,0,0,0,0,0,0,40920,1200,0,0,0,0,0,70800,1680,7080,0,28680,0,0,0,0,0,0,0,0,0,0,15720,0,0,0,0,1440,0,0,0,0,0,0,103680,0,0,0,240,33600,0,0,0,0,381840,22080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALM,0,1440,0,0,0,0,0,0,138240,0,20640,27000,0,0,0,10800,0,0,68760,0,0,3000,0,0,0,9360,0,352560,0,0,715080,261840,1440,58440,1104360,0,0,98280,0,0,3840,377160,847800,106320,1539480,0,451920,0,1883640,0,0,0,333360,0,0,0,0,0,0,125640,0,0,38400,0,0,0,0,0,0,0,454200,79440,170400,369720,689640,0,0,0,0,0,0,226440,8400,0,267480,626280,0,0,210600,511200,0,0,1800,67320,149880,0,329280,0,0,36240,0,0,0,21600,0,0,0,0,0,0,0,0,0
ALN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASE,230280,1010880,1581480,0,0,0,209160,614280,756480,1348560,404520,216600,3840,0,3115200,894240,2423160,399600,0,0,1200,5640,0,0,15240,0,0,0,140760,0,0,70560,4320,0,1200,852000,3169080,851400,3323400,994440,0,0,0,0,0,0,0,4800,0,0,16800,0,340440,0,0,0,0,0,7680,8760,0,5040,0,0,12720,0,0,0,0,0,0,0,0,0,6720,12240,0,0,0,0,0,169200,10200,0,11880,480,0,0,0,2040,0,0,616920,0,149280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASG,3480,960,22200,0,0,0,614280,0,5280,344040,194280,19680,0,0,210240,0,1043280,0,0,0,0,0,0,0,0,0,0,0,150360,0,0,0,0,0,0,1823880,909000,330240,18720,203760,0,44040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235160,0,0,0,0,0,0,0,109080,0,0,0,30120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,941040,386520,0,138240,0,0,756480,5280,110040,0,5520,391200,0,0,1152000,918840,0,0,43200,0,0,0,0,0,3120,0,0,0,0,0,0,529320,63360,3960,1518840,992640,1216800,0,99240,805080,265320,1779720,408000,68880,19440,0,61320,772200,0,0,98280,0,1728720,0,0,353760,0,76800,16920,0,0,0,0,0,0,0,0,122040,0,0,10200,247800,65160,135960,179400,1038480,29040,0,0,0,0,547560,0,0,1441800,428400,0,0,32400,240,0,0,115200,178920,33000,190320,274920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASI,0,414600,551160,0,0,0,1348560,344040,0,151920,250440,253560,0,0,268200,300720,5394120,598920,0,0,16200,9480,0,28320,57480,0,0,0,15600,0,0,0,20880,0,0,565080,221040,141360,911040,87720,0,0,0,0,0,0,0,0,0,0,0,121920,3000,0,0,216960,0,0,22080,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240,0,0,16320,121200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
