Unnamed: 1,ADF,ADL,AFD,ALM,ALN,AQR,ASE,ASG,ASH,ASI,ASJ,ASK,AUA,AVM,AWA,AWB,AWC,BAG,DVA,FLP,IL2D,IL2L/R,IL2V,OLL,OLQD,OLQV,PLN,SAAD,SAAV,SDQ,URB,URX,URYD,URYV,ADA,AIA,AIB,AIN,AIY,AIZ,AVA,AVB,AVD,AVE,BDU,DVC,PVC,PVP,PVR,PVT,RIA,RIB,RIF,RIG,RIH,RIM,RIP,RIR,IL1D,IL1L/R,IL1V,RIV,RMDD,RMDL/R,RMDV,RMED,RMEL/R,RMEV,RMF,RMH,SIAD,SIAV,SIBD,SIBV,SMBD,SMBV,SMDD,SMDV,URAD,URAV,ADE,AIM,ALA,AVF,AVH,AVJ,AVK,AVL,CEPD,CEPV,HSN,PVW,PVQ,RIC,RID,RIS,RMG,BWM01D,BWM01V,BWM02D,BWM02V,BWM03D,BWM03V,BWM04D,BWM04V,BWM05D,BWM05V,BWM06D,BWM06V,BWM07D,BWM07V,BWM08D,BWM08V
ADF,332513,133816,1693992,0,0,0,1211442,0,2150184,0,0,0,5316156,95293,4547051,4907949,126044,48322,656915,0,0,0,0,0,0,72652,0,0,0,0,0,3436307,0,5744,206806,660970,648805,357856,1250641,6215024,0,562298,0,55080,0,0,0,42915,0,0,3916829,503162,672459,886701,197682,19937,0,2500945,0,0,0,0,0,0,0,0,0,0,0,0,0,1139803,0,775188,1813953,2617190,0,0,0,0,0,325416,0,0,2760805,0,0,0,0,0,0,0,0,116582,14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADL,133816,537968,0,11489,0,0,4085789,9799,2589480,714700,32102,5114418,0,0,3975965,2552985,5095832,0,0,0,123002,220999,0,420709,171663,108134,0,0,12840,0,20612,20613,68597,106106,1343231,1500363,2714848,0,101375,8447,1575719,233501,1808208,26695,0,0,656576,803235,0,0,0,0,326430,77383,0,0,0,0,182138,42577,0,0,0,0,0,0,0,0,0,0,4392,0,16896,0,0,2769930,0,0,27709,0,0,3041,1984604,696789,1136086,952595,0,0,0,0,0,0,2325227,0,0,0,390296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD,1693992,0,288583,0,0,0,3132179,4730,0,639006,0,0,4153035,141250,1838959,844799,1805842,3207874,0,0,10137,98334,0,131450,59135,0,0,0,113541,0,0,519720,1689,0,0,145642,2461408,10111916,13193409,3277485,0,0,0,0,0,0,0,0,0,0,57783,10813,0,0,0,0,0,6082,66907,0,0,4730,0,0,0,0,0,0,0,0,0,0,114216,0,0,13516,0,0,0,0,0,0,0,0,0,0,0,0,0,21964,0,0,0,0,161525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALM,0,11489,0,0,0,0,0,0,42915,0,66231,0,0,2491146,0,36833,0,0,26357,0,0,0,0,0,0,124354,0,1130004,0,3016273,252763,377456,0,129085,2487428,0,0,373738,0,0,12165,1042482,4053010,169635,4160808,0,2356316,0,2285352,0,0,0,1069515,0,0,0,153753,0,0,234177,0,0,260198,9461,0,0,0,0,0,41226,1283419,0,1604105,991795,1611540,0,2027,0,0,0,795463,1484820,16220,254115,468356,1161429,0,0,1160755,2103213,0,0,95293,94955,702873,0,1178326,0,0,0,0,0,0,0,0,0,0,2703,0,0,0,0,0
ALN,0,0,0,0,0,0,0,0,0,0,41902,0,0,0,0,0,0,0,0,0,0,0,0,270335,0,0,0,512961,2535750,0,75693,0,0,0,6082,0,0,132801,0,0,275742,0,0,0,0,0,0,0,0,0,69611,0,0,175380,0,159835,0,0,0,4055,0,753561,542359,840068,56094,0,0,0,131112,1984602,1708185,0,544051,18923,2013665,136518,2958826,1587547,0,0,1466572,7772,15544,3379,0,0,277432,0,0,0,0,0,2027,88196,0,0,2453299,0,0,0,0,0,0,20275,0,0,0,5068,0,0,0,0,0
AQR,0,0,0,0,0,0,0,0,81776,0,0,0,4392,62177,0,0,0,4571043,5339811,51025,0,0,0,0,0,2365,0,0,35143,365291,0,290611,0,112527,978277,0,1011393,0,56770,8785,5012029,5275268,274052,93603,0,1483130,3616081,7942809,0,724500,481535,30412,0,1056336,31088,0,0,1810913,8785,0,0,65555,0,0,0,0,0,0,0,0,675,0,46295,1323632,0,8110,0,57783,0,0,847502,0,0,0,1336472,115229,396041,0,0,0,0,0,0,78396,370022,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASE,1211442,4085789,3132179,0,0,0,306493,1431428,1840650,1917357,725851,911368,142600,16558,9936875,2025829,8608509,2034614,0,0,42577,78733,0,29736,111512,0,0,0,91237,0,0,0,1013,0,0,2997011,8136773,2209657,11664659,3160902,166594,0,0,0,0,0,0,0,0,0,258508,157808,50687,0,0,0,0,82452,83803,36157,0,34805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,6082,100362,1102293,0,0,0,0,0,0,0,0,1077964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASG,0,9799,4730,0,0,0,1431428,0,377793,3011204,313251,242288,3041,0,905286,0,5024531,62852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920168,2601645,317644,467004,1191843,6420,105768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63866,0,100699,0,0,0,0,0,4539954,0,0,0,0,0,0,0,271011,0,0,0,47984,30750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH,2150184,2589480,0,42915,0,81776,1840650,377793,430510,0,97658,1148251,251749,0,3878983,2176204,0,0,12840,0,0,11827,0,0,12165,0,0,0,0,0,0,1481440,0,0,5417532,3999282,3342028,0,8448,1543618,1359450,3356896,2058268,223027,29061,0,8110,548781,0,0,354139,0,8611552,0,0,564664,0,514651,0,0,0,0,0,0,0,0,0,215592,0,0,0,0,0,234854,0,1336810,0,0,0,0,0,440985,0,2856436,2977412,508905,0,0,0,0,0,0,1367562,146318,65894,138209,1208739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASI,0,714700,639006,0,0,0,1917357,3011204,0,182138,498769,1036400,10813,0,427130,770795,16906811,304803,0,0,103065,285542,0,126381,155780,0,0,0,116244,0,0,0,44942,0,0,2454987,770119,1017814,1357761,94954,373063,0,0,0,0,0,0,0,0,0,319334,129761,0,0,0,598455,0,0,78735,434226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,175718,0,0,0,0,0,0,0,354477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
