Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ADFL,0,136680,0,0,302640,0,0,0,0,0,0,180360,208920,15720,0,137400,0,0,0,0,0,0,0,679560,15000,0,432480,0,575760,0,21960,20880,0,80400,24360,0,0,0,0,0,0,0,0,0,0,0,0,40320,0,0,0,0,0,0,0,0,0,0,0,546720,0,0,0,25560,0,0,0,166800,0,56040,32160,0,480,1114080,45000,1215840,9240,0,0,44880,0,17160,0,0,960,0,0,0,0,0,151680,0,0,0,153120,0,133920,0,0,0,0,0,28080,0,0,0,0,804840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28080,0,0,0,0,0,0,0,0,0,0,0,0,52560,0,324360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,136680,0,0,0,0,130200,0,0,0,0,0,13320,465240,0,0,0,110520,0,0,0,0,0,0,0,695880,0,0,357480,8880,726480,0,0,0,0,110040,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,5160,0,0,0,0,0,0,0,464040,0,0,0,240,0,18000,0,240360,49320,41640,0,0,0,536880,40800,2013120,0,0,0,36480,4080,55200,10560,0,0,0,0,0,0,0,33480,0,0,0,310680,4320,104640,0,0,0,0,83160,0,0,0,0,477120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89280,0,0,0,0,0,0,0,21600,0,246120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,0,0,0,117600,0,0,21360,0,0,0,0,72000,0,0,0,58560,0,132120,53760,115800,0,1187040,174480,0,0,0,185760,0,11160,0,630480,11760,0,0,0,0,0,0,0,11640,0,0,0,19920,0,13080,0,0,0,0,0,0,0,44880,0,0,0,29880,0,19080,0,18960,0,0,0,38280,0,243000,960,313320,0,0,0,0,0,0,0,0,0,0,0,35640,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52920,0,77520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,2040,0,0,0,0,130800,0,0,0,0,0,0,0,0,0,0,0,1920,0,327240,0,0,0,0,41280,0,0,0,0,0,0,0,0,0,0,0,0,345720,0,0,0,0,0,38280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,0,0,117600,0,0,0,0,15480,0,0,0,0,296640,0,0,0,167760,0,115800,0,66600,0,1150560,0,0,0,0,423480,0,39480,7680,796200,0,0,0,0,0,0,16200,0,72960,0,0,0,47640,0,33720,0,0,0,0,0,0,0,6000,0,0,0,0,0,20640,0,20160,0,0,0,142920,0,187680,0,495360,0,0,0,0,0,0,0,0,0,0,0,29160,0,25440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24600,0,57480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19320,29400,0,0,0,0,0,0,507240,0,0,0,0,0,0,0,0,0,0,0,0,563880,0,0,107880,19320,0,41880,0,0,0,0,0,0,0,0,0,0,0,0,613200,0,0,0,0,0,54960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,302640,0,0,0,0,29520,0,0,0,0,0,39000,649440,0,0,0,0,321240,0,0,0,0,0,661560,0,0,0,0,51960,2640,171960,69240,0,50640,0,0,0,1440,0,11160,0,0,0,0,0,2520,0,0,0,0,0,0,0,3360,17280,0,0,0,0,53520,0,0,0,0,0,0,0,6840,0,316320,0,133080,1475160,1837320,106200,211920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,0,0,0,0,0,0,1560,5400,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,131160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,0,0,0,0,0,0,0,0,0,53520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,0,130200,0,0,29520,0,0,0,0,0,0,222120,0,0,0,0,0,0,18000,0,0,0,0,7200,999720,0,0,0,0,332280,576240,200160,74040,0,0,0,0,0,0,0,19560,0,0,0,5280,0,12720,0,0,0,0,0,0,0,2400,0,0,0,0,0,25680,0,6480,0,0,0,0,0,0,0,264360,1231800,145920,0,1716840,0,139320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,0,6360,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,33240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42840,0,0,0,0,0,0,0,0,77280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,0,0,21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,31560,0,0,0,0,123120,0,0,0,0,258240,0,57480,0,0,0,0,0,237840,0,0,0,0,0,10800,0,0,0,0,0,0,0,6600,0,167760,0,30000,0,45720,0,0,0,0,0,0,326520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109200,0,0,65400,0,0,0,4080,0,0,0,36720,0,0,0,0,0,0,0,0,0,0,0,0,126360,0,0,0,74760,0,0,0,75960,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,13560,0,0,123120,0,250560,0,0,0,0,216000,0,50280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,15480,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,21960,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154200,0,0,0,0,0,0,237720,0,69600,0,0,0,25200,0,231000,0,0,0,0,0,0,0,0,0,0,0,0,13680,172080,162840,83760,0,81480,0,462720,0,0,0,0,1320,716400,0,0,0,0,0,0,205680,0,0,0,0,0,0,0,0,0,0,0,86520,0,0,0,0,121320,0,0,6960,0,0,0,0,0,0,0,0,0,0,89280,0,0,0,41160,0,70920,0,137640,0,0,0,0,0,0,17400,0,0,0,0,0,0,0,74040,20640,0,0,0,133680,102480,39720,0,0,0,0,119400,0,96600,0,0,0,0,0,0,52560,87960,0,0,0,59520,0,0,0,0,0,4560,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
