Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
AQR,42120,34560,0,13440,0,0,0,38760,0,0,0,0,0,0,0,0,105120,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,294240,79920,1687320,159960,82440,0,0,0,0,0,14760,0,0,0,0,0,0,0,0,0,0,4440,0,0,85680,0,0,0,6480,0,0,0,10320,0,205080,0,0,335400,0,0,0,0,0,1800,0,805560,449400,1006200,764400,296400,169680,0,0,0,10200,872400,1093320,882600,1102680,2178360,95280,313800,0,7440,0,0,0,0,0,224280,32640,0,8520,0,0,1272240,0,0,0,0,0,0,15480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66720,0,480,0,0,71040,0,156000,47040,0,0,0,0,0,0,2040,0,0,0,0,11880,0,332160,0,0,0,0,0,348360,96480,61560,0,113160,9360,7440,0,0,0,0,0,0,0,0,0,0,0,0,192120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEL,651240,0,48120,0,197880,541320,0,0,0,0,0,0,1264680,311760,0,202320,0,351720,117120,203040,0,225960,0,33720,15360,0,1749960,0,1015440,36720,845880,356520,397320,29160,0,0,0,0,0,0,11280,0,0,0,0,0,3840,0,0,0,0,0,0,0,64560,0,0,0,0,0,0,0,0,0,0,0,0,483600,189960,2520480,246000,975240,32520,1978800,390360,454680,162480,0,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49560,5400,0,76680,0,0,0,0,0,0,0,0,97560,0,16560,0,68760,0,0,0,45480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,0,0,0,0,0,0,0,0,0,0,0,240,0,0,26760,0,0,122280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASER,37680,448320,0,168600,719880,925200,0,0,0,0,0,1264680,0,0,411000,0,456120,369840,313440,0,44760,0,391800,0,50760,0,0,1729320,24360,685320,1183200,1272840,156120,0,0,0,0,10080,73080,0,30720,0,0,0,6000,4200,10320,0,0,0,0,0,0,0,18600,0,0,0,0,0,25320,13920,0,0,0,0,0,130920,510360,87600,2212080,389520,124080,634440,2189880,127560,814200,0,3000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28680,0,0,0,82320,0,0,0,0,0,0,0,120,26760,47040,0,0,0,0,0,0,0,0,0,0,0,0,80880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,20640,0,0,0,0,0,0,35400,0,0,7800,0,0,0,0,0,0,0,51240,0,0,0,0,0,0,0,172560,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGL,0,0,0,0,0,0,0,0,0,0,0,311760,0,0,0,3000,0,787320,0,178560,0,25440,0,0,0,0,384600,0,20040,0,675960,97680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100440,0,0,0,0,0,0,0,0,0,0,0,0,1149720,0,348000,0,53880,20640,70680,0,40920,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82440,0,0,254160,0,0,0,0,4800,0,0,0,0,0,0,1130160,0,0,7080,31080,0,0,0,0,0,0,0,0,0,156480,0,0,0,0,0,0,0,180360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGR,0,0,0,0,0,0,0,0,0,0,0,0,411000,0,0,0,0,0,698280,0,150480,0,30600,0,0,0,0,34680,0,0,423960,149040,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087800,0,375720,0,43080,0,9000,0,12120,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87720,0,0,0,0,0,0,0,0,0,0,0,1216560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,180480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHL,460080,0,324120,0,0,0,21120,0,0,0,0,202320,0,3000,0,0,71040,5280,0,4920,0,336480,0,6480,0,0,1653960,0,517680,840,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,360,0,23760,0,0,0,0,0,0,0,0,0,3840,0,382800,0,0,0,27120,0,1103880,0,567600,0,215880,0,0,0,31560,0,110400,31920,267840,13800,1284960,0,33240,372720,0,0,0,0,0,107640,31320,158640,0,0,0,60960,0,0,0,1682160,0,0,0,0,439920,0,0,0,46320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75720,0,0,0,0,0,0,0,0,13200,0,0,196320,0,0,0,0,0,0,0,0,0,0,0,292080,29160,0,0,83280,229320,417720,12960,71160,0,0,0,0,0,0,0,0,0,0,0,852360,0,255960,0,26760,15960,205200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHR,120,149400,0,891240,0,0,0,12240,0,0,105120,0,456120,0,0,71040,0,0,0,0,5520,0,282840,0,0,103560,249960,1095120,0,505560,0,1800,0,0,40200,0,0,0,0,0,0,0,0,0,0,0,0,0,12720,0,0,0,0,0,0,0,0,0,15960,0,527880,0,0,0,9600,960,982080,0,199560,44400,286440,0,0,0,8640,101160,391200,0,430320,0,1002360,10080,38040,55560,0,10080,0,0,63960,11160,66720,210240,0,0,0,112800,0,3960,187920,1180200,0,0,0,0,927000,0,0,102720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,69600,27600,0,0,4080,0,431280,0,0,480,0,0,0,0,0,0,0,0,457560,0,0,0,528000,60960,99360,23760,0,0,0,0,0,0,3360,0,0,0,0,0,640920,0,127560,0,114840,0,255960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIL,9960,0,114840,0,149520,0,0,0,0,0,0,351720,369840,787320,0,5280,0,0,7680,111840,0,118920,21480,6600,0,0,297120,0,290160,0,2603160,1924320,0,180720,0,0,0,24480,0,18000,0,0,0,9600,0,35160,0,0,0,0,0,0,0,3120,0,0,0,18600,0,0,0,21000,0,0,0,0,0,412320,182400,381120,0,134160,135240,71040,0,16440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33840,0,41400,0,0,0,0,0,0,33840,0,0,0,0,17520,0,49200,0,0,0,12240,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,6360,0,0,0,0,0,0,0,0,0,89400,0,0,0,0,0,1080,0,132600,0,0,0,0,0,0,0,0,0,0,0,0,0,65640,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIR,0,26280,0,318840,0,229560,0,0,0,0,0,117120,313440,0,698280,0,0,7680,0,0,0,0,91080,0,0,0,0,24000,0,158520,1021200,1939800,153840,0,0,0,0,0,36480,0,29280,0,0,0,39240,0,12120,0,0,0,0,0,0,0,0,0,0,0,0,0,8040,0,14160,0,0,0,0,0,298680,0,161280,18720,22680,0,67440,0,128880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161640,0,0,0,0,0,0,3840,0,0,0,0,16800,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12960,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,180000,0,0,0,0,0,0,78600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJL,0,0,89880,0,0,0,0,0,0,0,0,203040,0,178560,0,4920,0,111840,0,0,57840,1159920,0,0,0,0,19920,0,29400,0,1680,0,0,0,0,0,0,25680,0,61920,0,0,0,24600,0,41400,0,0,0,0,0,0,0,0,16800,0,0,0,0,71760,0,15360,0,0,0,0,0,585600,0,0,0,5400,0,0,0,0,0,0,0,0,0,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18960,0,53400,0,0,0,0,4440,0,0,0,0,14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360,0,0,0,27120,0,0,0,0,18120,0,0,0,0,0,0,0,0,0,0,0,1955280,56280,306840,7560,0,6240,0,12960,0,0,0,0,0,0,43200,0,0,0,0,0,2197920,27840,0,0,0,0,148200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJR,0,0,23040,69720,0,0,0,0,0,0,0,0,44760,0,150480,0,5520,0,0,57840,0,97680,666120,0,0,0,0,11640,0,0,0,0,0,0,0,0,0,0,3720,0,18360,0,0,0,10080,0,23760,0,0,0,0,0,0,0,0,0,0,0,0,0,51360,0,17280,0,0,0,17400,0,354840,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,45600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,33960,0,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,0,0,13680,0,0,0,0,0,0,121320,15840,0,0,0,0,120,0,0,0,0,50400,1497120,524520,0,0,0,22320,0,14160,0,0,0,0,19320,0,0,0,0,0,0,0,1845720,0,0,0,0,0,390600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,0,0,1536600,0,16440,0,0,0,0,0,0,225960,0,25440,0,336480,0,118920,0,1159920,97680,0,106080,0,0,0,268320,0,47160,0,23520,0,0,0,0,0,0,0,0,5280,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,25800,0,0,0,0,36120,0,0,0,0,0,118800,0,2604960,0,209040,0,84120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143280,0,0,0,0,0,0,0,0,0,16920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111720,0,0,0,0,0,0,0,0,0,0,0,252480,1440,146640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707360,110280,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,0,264240,1380480,0,0,0,0,0,0,0,0,391800,0,30600,0,282840,21480,91080,0,666120,106080,0,0,0,0,5040,780120,0,5760,36600,110520,0,0,0,0,0,0,6360,0,4320,0,0,0,0,0,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,0,0,0,161760,12000,2101800,0,489600,0,192720,0,39240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208800,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,9960,68520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833960,0,0,0,0,0,173520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,510000,87480,0,0,2107560,0,0,0,0,0,0,33720,0,0,0,6480,0,6600,0,0,0,0,0,0,100560,0,0,0,17880,0,0,0,98280,63360,128640,0,0,128880,0,63000,0,0,0,0,0,54720,0,81480,0,0,0,0,0,9480,0,0,0,0,0,1260240,0,75720,0,64440,0,0,0,0,0,46920,49560,295920,1831200,1164840,0,437160,9960,149040,0,197400,0,13440,51960,354480,0,0,0,2160,0,0,0,0,0,0,807240,0,2195640,201000,0,0,41760,0,0,246480,23280,0,0,156480,107160,0,85200,0,0,0,101760,0,0,0,0,0,0,0,0,0,0,73560,0,0,10680,0,0,0,0,0,151920,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71280,0,67920,0,0,0,0,0,0,0,0,0,9720,35880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
