Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ADFL,0,99840,0,0,662784,0,0,0,0,0,0,214016,36608,0,0,724736,0,0,0,0,0,0,0,932352,61696,0,916992,0,1271552,58112,0,39936,0,0,119296,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,706560,0,0,0,7936,0,49920,0,193792,0,126976,117760,0,0,1513472,7680,1897984,2560,0,0,246272,0,0,0,0,0,0,0,0,0,0,512,7424,0,0,480000,0,159488,0,66048,0,0,0,71936,0,0,0,0,1041920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172032,0,193536,0,45056,0,282368,0,759552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103616,0,0,0,0,0,0,0,0,0,0,0,0,0,9984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,99840,0,0,0,0,916736,0,0,0,0,0,176384,414464,0,0,54784,340992,0,2048,0,0,0,0,0,1081088,0,0,782080,0,990720,22528,0,27136,0,28928,0,0,0,0,0,0,0,0,0,0,0,0,0,45312,0,0,0,0,0,0,0,0,0,0,0,705024,0,0,0,89600,0,7424,0,212736,0,45056,99584,0,0,910080,4864,1659392,0,0,0,109312,0,0,0,0,0,0,0,0,0,0,16640,0,0,0,334848,0,134400,0,7168,0,0,60160,0,0,0,0,1043968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124160,0,0,0,112128,0,179200,0,819456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,0,0,0,239104,0,0,0,0,0,0,0,314112,0,0,0,340224,0,457472,0,11520,0,1812224,117504,0,0,0,570880,0,235776,0,1214208,0,0,0,0,0,0,24576,0,128768,0,0,0,78848,0,768,0,36864,0,0,0,0,0,0,0,0,0,0,0,0,0,17664,0,100608,0,98048,0,236032,58880,451584,0,0,0,0,0,0,0,23808,0,13824,0,78080,148992,0,0,0,0,0,19456,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18688,0,18944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656,0,0,0,0,481024,0,0,0,0,0,0,0,0,0,0,0,0,0,811264,0,0,35840,54272,103424,131840,0,0,0,10496,0,0,0,0,0,0,0,320000,0,0,0,0,0,308224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,0,0,239104,0,0,0,0,0,0,0,0,0,522240,0,0,0,182272,0,179200,0,187136,0,1359104,0,0,0,0,336384,0,219904,252672,913408,0,0,0,0,0,0,0,0,40192,0,0,0,91136,0,44544,0,22784,0,0,0,0,0,0,0,0,0,0,0,0,0,13824,0,18944,0,101632,0,267520,0,692736,0,0,0,3072,0,0,0,0,87296,4864,103424,40704,0,0,0,0,0,0,135936,0,177664,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,37120,0,20992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36864,0,0,0,0,0,0,809984,0,0,0,0,0,0,0,0,0,0,0,0,638976,0,0,32768,0,97792,133632,0,0,0,0,0,0,0,0,0,0,0,0,503552,0,0,0,0,0,48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,662784,0,0,0,0,167936,0,0,0,0,0,0,821760,0,0,0,0,134912,0,0,0,0,0,1192192,0,0,38912,0,165632,0,382464,576000,0,89856,0,0,0,0,0,0,0,0,0,0,0,6912,0,0,0,0,0,0,0,5376,35840,0,0,0,0,248320,0,0,0,0,0,0,0,0,0,358144,0,174336,2192384,2365440,30976,407040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,8960,12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,0,0,0,0,0,0,0,0,0,372480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,0,916736,0,0,167936,0,0,0,0,0,0,778496,0,0,0,0,0,0,130304,0,0,0,0,35328,1525504,0,0,0,0,58624,31232,200192,1295616,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12032,0,4864,0,0,0,0,0,1792,0,263424,1679360,320256,22016,2198016,0,548864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,49920,0,0,0,0,0,0,0,0,0,0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70144,0,0,0,0,0,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,11008,0,55552,0,0,0,0,0,0,0,0,0,0,0,0,134656,0,0,0,0,184832,0,271360,0,0,0,7936,0,258048,0,0,0,0,0,88832,0,0,0,0,0,13568,0,277248,0,326400,179200,50432,0,496128,0,0,64256,0,0,0,1086208,0,0,0,0,0,288512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656,0,0,0,0,0,0,0,0,0,0,0,0,0,101120,0,0,3584,318720,16896,111360,0,275456,0,0,0,0,0,0,0,0,0,0,0,0,250624,0,1280,0,0,166656,0,117760,9984,0,0,0,516096,0,439296,0,0,0,0,0,0,0,0,79360,7424,0,307968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,0,0,0,0,0,0,0,0,0,28672,0,0,0,0,0,0,0,80640,0,0,0,0,0,0,60672,0,126464,0,0,0,0,23040,0,0,0,0,0,73728,0,0,0,0,0,0,0,4608,0,0,347392,0,0,0,0,0,0,311296,0,243712,0,16640,0,0,0,800768,0,0,0,0,0,0,0,0,0,0,0,0,0,200192,261376,286976,0,155904,0,1048576,0,0,279040,0,0,1706240,0,0,0,0,0,0,244736,0,0,0,0,0,0,0,0,0,0,0,126208,0,0,0,69120,153344,0,0,0,0,0,0,0,0,0,0,0,0,0,220928,0,0,0,300800,17920,186368,5632,390400,0,0,79616,61184,0,0,15616,0,0,0,0,0,0,0,235008,26368,0,0,0,356096,7936,150272,0,0,0,0,346880,0,159232,0,0,0,0,0,0,65792,0,0,0,0,202752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
