Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
OLQDL,0,0,29000,0,63800,0,0,0,0,0,0,0,54200,0,0,0,0,111100,0,93500,0,51000,0,25000,0,0,0,0,0,0,52800,148000,112600,800,0,0,0,1786400,0,786200,0,0,0,684800,0,0,0,0,0,0,0,0,0,0,0,0,0,42800,0,0,0,2814000,0,0,0,0,0,89600,0,0,0,159400,110800,0,0,0,0,0,0,0,0,0,200800,0,242300,0,0,106800,0,0,0,0,0,198000,0,0,339400,0,0,0,360000,0,1294800,0,0,61000,0,0,2727600,0,0,0,0,0,0,0,344800,1646300,0,0,374100,29200,25700,1311400,0,95400,0,0,499400,112800,0,42000,0,0,0,0,1766500,0,0,2575400,0,0,0,22600,0,0,704000,0,0,0,0,0,88600,0,37600,61600,3000,216400,0,0,0,0,99200,8500,824500,40800,0,0,0,0,2700,0,0,0,0,362000,465600,0,51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,0,0,0,115000,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,96300,0,47000,0,12600,0,0,0,0,0,0,0,146400,107000,0,93500,0,0,0,0,1579400,0,719800,0,0,0,814800,0,0,0,0,0,0,0,0,0,0,0,0,0,55200,0,0,0,3054100,0,0,0,43400,0,41600,0,0,62900,67800,0,0,0,0,0,125800,8200,17000,143500,39200,346600,0,0,0,118000,0,0,0,0,212800,210300,0,0,0,378300,0,0,0,394200,1140000,0,0,0,938200,0,0,3022000,0,0,0,0,0,0,1929000,256100,0,0,0,308000,170200,0,991000,112800,29600,0,0,594100,1600,0,0,0,0,0,0,1815600,2849200,0,0,0,33300,0,0,0,0,318800,0,0,0,0,0,95400,96400,43800,5800,0,94000,0,55000,47800,11900,70400,0,768000,0,0,0,0,132800,18200,14800,0,0,163800,239800,138400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,145200,0,0,0,76000,0,0,0,0,0,0,0,285800,0,0,0,0,132600,0,0,0,0,0,364400,0,0,0,0,0,0,0,45800,0,42200,58200,0,0,0,0,1096100,0,1235100,0,1505800,0,0,0,0,0,179800,0,2500,0,0,0,0,0,461800,0,69900,0,0,0,1181200,0,125600,0,0,0,0,0,0,542200,0,0,0,0,3200,0,53800,0,0,96700,0,357800,0,0,226000,5600,0,0,0,77600,257400,4200,2200,841600,0,0,0,564800,0,2230000,0,0,784700,0,113400,0,0,0,0,1977600,0,0,35400,352400,0,70800,0,0,1824000,268400,1301200,0,187500,0,17400,780000,0,0,0,156200,0,1695800,0,105200,88800,0,0,1133200,0,0,0,0,0,0,0,931200,0,0,0,121400,0,0,0,0,0,99400,0,86400,492600,83200,151600,0,0,675000,0,0,0,0,0,0,0,0,216400,152000,107500,296700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,43400,0,78800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95500,0,0,0,0,0,0,0,139700,0,94800,0,0,0,0,0,618800,0,1188800,0,1683400,0,0,0,0,0,107400,0,0,0,0,0,0,0,383500,0,168000,0,0,0,1896800,0,261800,0,0,0,0,0,0,0,0,0,0,0,0,0,151200,310700,0,10000,0,0,0,208300,0,0,0,0,0,285800,0,40600,0,614800,0,0,0,512200,2061400,0,0,0,461600,1600,0,0,0,0,0,2165200,0,0,0,366900,0,59000,2196600,0,171800,0,1367200,208300,211600,0,0,962400,0,0,0,55600,0,1636000,253100,3600,0,0,0,1097200,0,0,0,0,0,0,0,782700,0,0,0,71200,0,0,0,66700,0,144600,0,49200,255600,182500,0,0,0,331600,0,0,0,0,0,0,0,318000,196300,0,376000,0,0,0,0,0,0,0,0,0,5800,0,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLNL,0,0,0,0,0,0,0,0,195200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223200,0,0,0,0,0,0,48800,0,0,0,0,0,179800,0,0,0,2061600,0,0,953400,0,0,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100100,0,0,0,0,0,0,0,0,0,0,223300,0,0,23900,269400,0,1484800,0,0,0,0,433200,636000,379700,975200,0,0,2935400,0,1446000,0,118300,332200,21400,0,4766800,0,3800,0,0,708600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114600,0,0,0,0,0,0,0,0,414600,0,304500,0,1629200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,276300,0,0,0,88800,0,0,0,0,0
PLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31300,0,0,0,0,0,0,0,0,318800,0,0,0,0,0,0,0,0,0,0,0,0,0,107400,0,0,0,1877000,941800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591600,0,60200,0,0,0,0,0,0,0,0,0,0,195400,0,0,0,255400,0,934100,0,0,0,0,0,486000,481000,626800,530600,0,0,0,2273500,0,1416200,243900,130000,0,143800,0,4094200,0,126700,1241400,0,0,0,0,0,44200,0,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,247300,0,0,0,0,0,0,0,0,1246800,0,348000,0,1645700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400,0,0,0,0,0,0,0,88400,0,0,0,0,0,0,0,132200
SAADL,0,0,0,0,0,0,0,557400,534800,368200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,0,0,17800,180200,0,0,1707200,0,0,2500,0,2061600,0,0,1640900,37000,619800,0,913200,0,209700,0,12300,0,0,254300,0,189200,120000,0,0,28600,673400,0,0,0,0,6000,0,671000,820400,0,0,137600,0,62000,11800,0,21400,661600,0,0,0,0,0,244300,374200,0,0,0,0,77600,674400,114600,0,2780400,2965800,0,0,990000,0,0,0,1000,0,0,322600,3210800,866000,0,86200,0,0,396200,0,0,0,0,2316600,2034900,263000,0,1036200,0,0,0,0,0,618600,138800,2048800,47600,5600100,161800,3748000,0,211200,3719900,0,0,33300,0,183200,1089400,0,0,0,0,93200,0,0,0,0,0,455800,44200,0,0,0,0,0,0,0,0,3600,0,0,2000,222800,0,0,140600,1015400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,64600,0,0,0,0,0
SAADR,0,0,0,0,0,0,19000,0,565800,366000,251400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,106800,0,0,0,0,69800,0,0,208800,1094000,0,0,0,0,0,0,1877000,1640900,0,359800,23400,838200,112700,356000,0,9100,0,0,0,0,325600,142400,291000,0,0,225000,67500,0,0,0,0,11400,50500,958400,666500,0,0,0,85600,273000,0,0,0,486000,0,0,0,0,0,437000,0,416200,176000,26100,0,0,41400,1723000,0,2782700,3310800,0,0,5100,0,0,0,0,0,0,3323400,0,0,599000,1200,0,608600,0,0,0,0,0,2128600,2288200,0,183500,3400,972200,24400,2100,0,178000,177200,349000,0,1508600,79200,5371800,0,2512200,4738200,37600,0,0,0,24200,910600,0,0,0,0,0,0,0,0,0,0,517000,0,19600,0,0,0,0,0,0,118200,0,0,0,0,334200,0,85600,2907600,643200,137800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82800,0,0,0,0
SAAVL,0,0,63600,0,0,74900,0,0,1506800,0,0,0,327400,0,7200,0,0,104800,26000,12800,83400,0,93900,15700,0,0,0,0,0,0,42200,81800,112400,0,152800,0,0,55200,83600,0,0,0,0,0,140000,0,0,0,0,0,941800,37000,359800,0,1022000,0,441200,0,0,0,0,327500,62500,0,0,48600,229100,0,0,233600,62900,0,0,0,0,0,0,4996900,1645700,0,170600,6300,0,600,0,0,0,0,0,0,0,0,0,0,1323000,93300,0,0,0,0,0,356200,0,1538400,3559700,0,0,0,0,0,15600,0,0,0,648300,223000,0,0,28600,29200,568200,0,0,0,0,0,0,2663600,52000,1016800,197900,10400,51900,266800,14800,374000,28600,63000,194200,2427700,0,1147600,468500,6394600,1515600,539400,0,0,0,0,802300,381700,0,0,70800,0,0,1400,0,0,0,0,78800,0,0,0,0,0,0,0,0,0,0,0,0,3600,248800,47200,0,428200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79400,0,0,0,0,0,0,0,5200,0,0,0
SAAVR,0,0,0,7000,6000,1000,0,0,19700,2239500,0,125200,0,0,0,0,0,5200,41600,0,0,2600,0,0,1800,0,0,0,0,0,0,0,74400,160600,255600,0,0,62100,173100,0,0,0,0,99400,0,0,0,0,0,953400,0,619800,23400,1022000,0,0,195400,0,0,0,0,22900,169200,0,0,283600,0,0,0,111800,155000,26700,31100,0,0,0,0,1253800,4934800,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,114200,1406400,0,0,0,0,153600,0,0,4229000,2212400,0,0,0,0,0,0,20200,0,0,125100,1158000,0,0,0,0,0,425400,0,0,0,109000,3880600,0,535200,54400,0,233800,4800,127200,149800,172400,0,18200,2640000,150200,1286200,0,7149300,543200,521200,2339800,0,0,0,0,514400,157000,0,0,0,0,0,0,0,0,0,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,147500,6700,291800,0,2600,213200,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17400,0,0
SDQL,0,0,0,0,0,0,1694600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135200,0,0,0,0,0,0,0,0,97200,434100,256900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838200,0,0,0,4070200,0,0,0,0,0,0,0,0,0,0,0,0,1317000,1903800,242400,0,0,0,0,0,306400,2059500,233200,394000,0,105400,271500,657000,521600,0,0,0,0,0,0,0,0,0,0,0,0,82200,0,0,0,0,486300,320700,231000,0,171300,0,0,92300,0,0,0,320600,285400,0,19000,0,0,0,0,45000,0,0,276600,0,0,2500,0,248600,660900,245600,0,0,0,0,132300,0,0,0,0,51400,209800,0,58600,0,0,0,0,78800,0,0,0,0,0,0,0,0,125600,67000,151200,151400,168200,0,0,167200,0,0,0,305100,152200,379800,0,0,221800,0,254400,672600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,0,1584800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060400,652700,341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913200,112700,441200,195400,4070200,0,0,0,0,0,0,0,0,0,36700,0,0,0,6300,197200,0,171600,0,0,0,0,893800,465000,1941900,1693800,0,40400,510800,59400,0,83800,0,0,0,0,0,203200,0,166600,785600,0,0,0,145600,0,0,0,558600,971800,0,0,179200,0,0,0,0,0,0,2218600,1199400,213800,0,0,0,926100,887800,0,0,0,0,628700,264800,1322200,1225400,984100,123100,699200,244100,53800,201200,500200,497500,486800,0,0,0,212300,43200,505200,1461600,0,0,0,0,0,175700,0,0,98200,0,0,0,544800,0,131100,0,0,50600,0,0,0,16500,0,0,1540600,514800,584200,0,0,1050900,1422600,175600,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,0,0,0,0,3800,0,126200,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,2921600,0,0,0,3264400,0,42800,0,461800,0,0,0,0,356000,0,0,0,0,0,0,40800,0,0,0,25400,0,470800,0,0,0,0,0,0,0,0,0,0,0,47500,0,504800,0,6000,192200,231300,0,0,0,0,0,0,0,0,12200,0,0,0,61900,0,0,0,0,0,0,0,0,6500,0,0,692300,0,2699600,0,352800,0,0,0,0,389800,1016600,367400,0,0,0,697400,165000,3800,0,539500,0,1558600,0,19800,37200,0,727600,18400,303200,262600,0,993400,264300,0,0,182600,0,0,243600,0,264800,0,1859400,0,278200,0,18400,73300,4800,0,0,19400,0,0,0,400,952800,0,182800,0,0,0,12300,0,0,0,0,973600,676400,68200,0,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,20600,0,26200,0,97700,0,150200,0,12900,0,0,0,0,0,0,0,0,72400,0,500,0,0,0,0,0,0,0,0,0,0,0,337200,0,0,0,0,0,2540400,0,0,0,3134900,0,55200,0,383500,0,0,209700,0,0,0,0,0,0,0,0,18200,0,0,0,15200,0,778500,0,0,0,0,132700,0,0,4900,0,0,0,0,59400,441300,257600,384400,0,0,0,0,0,0,0,0,0,35800,19200,0,0,0,18100,0,0,0,0,0,0,0,0,0,0,0,471800,0,2516400,0,514800,0,74600,375900,0,354400,742400,0,0,0,337100,601000,0,425800,13800,1952400,79400,0,0,0,200500,210000,289600,450400,275800,847600,0,0,98800,269900,0,0,226200,0,629600,0,310300,0,1946000,0,362800,78100,800,74900,0,0,0,197500,0,18000,37800,0,1003600,0,613600,0,0,4400,0,0,0,0,581700,474200,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,1317600,0,0,0,44800,0,198600,0,0,0,610000,0,0,0,0,663400,0,21400,0,100600,0,0,0,3119600,0,0,0,0,0,0,66800,0,0,93400,102200,0,0,740600,0,3081000,0,42500,0,82800,0,0,0,69900,0,0,0,0,9100,0,0,0,0,40800,0,0,0,169500,0,91500,0,987600,0,0,0,0,0,125400,16200,243100,0,40800,0,77800,0,69500,1400,39500,0,484800,0,4600,0,131600,7100,0,1017400,0,0,0,5527400,0,13800,0,70600,0,1224400,0,2239200,0,0,0,0,1799600,0,0,189200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,0,0,0,15400,0,0,0,14600,75400,0,0,55400,0,0,268700,0,0,0,0,0,153000,0,15000,268500,158800,164600,1011300,129700,45500,0,0,0,1815800,0,48000,0,0,0,0,0,0,0,0,369800,127400,0,0,1241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,1537200,0,0,0,72000,0,380600,0,0,0,23300,0,0,0,0,632600,0,0,0,180800,0,0,0,3455100,0,0,0,0,0,26100,14100,20200,31800,352300,0,0,0,716200,0,2045600,0,178400,0,0,0,0,0,168000,0,0,12300,0,0,0,0,0,0,18200,0,0,0,100000,0,152600,0,689800,0,0,0,0,126600,228200,0,123100,0,26200,0,0,0,0,103400,94400,78400,302200,0,69200,118000,0,0,0,888300,0,0,0,3544200,0,38400,0,16800,0,904300,1292800,0,0,0,0,1580200,0,0,0,317200,0,0,0,0,0,0,46000,2800,0,0,0,0,0,0,0,0,0,0,126900,0,0,0,104400,0,206300,89200,0,0,0,89600,59200,0,0,0,0,187000,0,0,0,0,0,115600,114200,253600,84200,1092000,163000,92800,103200,0,0,0,0,1754000,0,615600,0,0,0,0,1200,0,0,321900,628000,0,0,0,755800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,72300,0,57000,0,18100,0,0,0,0,0,122800,0,0,0,0,64000,0,42700,0,39100,0,47300,0,0,37600,0,0,0,21000,51200,129800,4600,358000,0,0,1307200,0,7900,0,0,0,111100,0,2814000,0,0,0,0,0,0,0,327500,22900,0,0,0,0,169500,0,0,0,0,0,70600,0,49000,0,10500,0,69200,126500,4300,0,135200,0,152800,86100,266400,0,399200,132100,65600,545400,0,0,495400,0,0,0,0,0,20800,0,0,1189700,0,0,0,49400,0,1474800,97100,0,0,0,0,2009200,0,0,0,0,0,0,48300,0,117800,0,0,794400,0,384600,166200,0,0,0,5600,0,1600,182500,0,0,0,800,178800,20100,205000,149600,0,0,0,0,140400,3400,0,1633800,0,0,0,0,0,50200,0,40800,49900,2000,321600,0,9800,92600,30400,11000,51600,426100,0,0,0,0,0,0,0,0,4200,0,276600,0,8100,171800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,76400,0,0,0,0,0,0,0,46200,81200,0,0,0,77600,0,60200,0,68100,0,102700,0,89600,0,0,0,0,0,49600,56600,0,90400,263000,0,0,0,1271000,0,352100,0,0,0,62000,0,3054100,0,0,0,0,0,0,62500,169200,0,0,0,0,0,100000,0,0,0,0,0,341600,0,0,105400,0,14800,0,0,44200,0,66800,36200,353600,57800,269000,99200,409400,699700,425100,0,76000,583000,0,0,0,0,2500,102600,0,0,0,1000300,0,39800,0,199600,2131800,0,0,0,0,0,0,2008100,0,0,0,0,70900,48600,168200,0,0,0,0,1129800,211600,0,40400,0,0,0,0,0,0,84400,0,0,137700,0,0,0,0,0,0,0,442400,0,0,0,0,2027800,0,0,0,0,0,100400,103600,0,0,0,108800,94200,110200,0,57500,96000,0,434300,0,0,0,0,247600,101700,86000,0,6400,0,0,0,213800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,150600,0,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34800,0,0,0,0,0,0,0,0,0,114800,0,0,0,0,0,17600,0,1072700,0,419200,0,0,0,1181200,0,0,0,254300,0,0,0,0,0,25400,0,91500,0,0,0,0,0,96800,0,0,0,0,0,0,0,0,0,0,0,170300,249400,524400,111400,0,198400,0,1409600,0,0,951100,0,0,0,0,0,365500,3800,0,1358600,0,0,0,434600,0,1729000,74800,0,0,0,144800,0,0,0,0,1120600,0,0,0,1520400,0,58400,0,0,202600,0,10500,0,219600,0,0,0,0,104200,0,2800,0,90900,0,109400,228000,154000,0,9800,0,0,0,0,231400,0,0,1186000,0,0,0,110100,0,0,0,0,0,38100,0,143300,380400,2800,255300,0,0,569300,0,0,0,0,0,0,0,0,65200,87200,175600,612200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,68500,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,118300,0,0,0,0,0,0,0,0,0,42200,0,0,0,0,0,232400,0,847600,0,509900,0,0,0,1896800,0,0,0,325600,0,0,0,0,0,15200,0,152600,0,0,0,0,0,188000,0,0,0,0,160000,0,0,0,0,0,204200,80100,58000,482400,275200,0,639600,0,0,0,452800,0,0,0,0,0,522500,0,184600,0,1498400,0,0,0,456200,1352000,0,0,0,0,74400,0,0,0,0,0,1979800,3000,0,0,2210400,0,4000,329600,0,0,0,43400,58800,184200,194200,0,0,0,155900,0,0,0,124400,154100,41000,0,133600,0,0,0,0,144200,0,0,0,0,642500,0,0,0,124300,0,0,0,105000,0,79800,0,17400,248300,310500,0,0,0,533400,0,0,0,0,0,0,0,155500,0,0,340600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,655200,0,615000,0,0,0,1244400,0,0,0,67200,24600,0,0,0,2321900,0,0,0,0,0,343100,0,0,0,0,79800,0,589600,0,0,0,0,0,1286200,80400,0,259600,0,129000,0,103600,0,83200,0,0,0,125600,0,19200,0,189200,142400,48600,283600,0,36700,470800,0,987600,0,70600,0,96800,0,0,121100,1354200,0,542000,40800,0,0,14400,0,0,0,1964800,1746500,1734000,868000,357600,690600,71100,0,107600,0,0,0,0,37200,0,44400,0,319600,0,0,0,1439300,0,0,0,0,3336200,178000,455800,0,0,0,0,9600,0,80000,0,113800,149300,0,7600,0,0,0,0,0,0,0,0,17800,0,3000,0,17500,79800,247000,0,613600,18600,803600,57500,764300,0,127200,0,172000,16800,0,629800,79900,0,400,0,1435600,24800,7000,0,2200,302300,383800,0,445400,0,468800,0,0,0,20600,0,111200,0,0,0,0,0,0,74400,0,2058800,1580000,19800,0,503800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,304400,0,837600,0,0,0,756000,0,0,380000,0,27600,0,0,0,2448800,0,0,0,0,0,147200,0,0,35000,0,6000,0,682000,65200,87600,0,0,1569900,276600,273400,0,231600,0,115800,0,128700,0,62300,0,43400,0,261800,0,0,120000,291000,229100,0,0,0,0,778500,0,689800,0,341600,0,188000,121100,0,0,1622200,0,619400,0,0,0,0,0,220400,1479600,1933800,1117400,2275000,381800,279000,0,148100,0,215800,0,0,73600,0,948200,390700,0,0,371700,0,0,0,1585000,0,0,0,0,3032700,0,358200,0,0,0,0,0,0,23000,116400,95200,10800,0,0,0,0,0,0,0,0,0,0,91100,0,0,220200,0,0,556000,59000,564800,131600,450600,231200,426000,0,173000,132600,9000,481500,0,0,0,0,53500,0,1288900,0,0,0,136400,0,790600,0,884500,41400,6800,0,0,0,434200,0,0,0,0,133600,0,0,0,258600,1762000,1263400,0,0,0,559000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,674100,0,717200,0,448000,0,0,0,0,0,0,2074200,430100,1802000,0,1809400,0,917000,76400,333000,0,3629800,7600,0,0,0,1085900,93100,425800,5100,3374800,1021000,0,19200,0,0,0,0,0,0,0,0,0,0,0,89600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000,0,0,0,1354200,0,0,464600,5923500,2600,48200,160500,667300,0,1493700,0,0,0,0,36200,0,409300,0,0,717000,0,0,0,0,0,0,0,0,0,0,0,0,1680100,0,0,0,427600,0,0,1085600,0,89600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398300,0,0,0,0,0,0,0,0,0,0,0,5289700,0,442300,78000,83900,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,6200,0,820100,0,0,0,465000,13300,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,430800,54000,900600,0,95800,0,0,0,0,0,405200,1260400,0,1310800,0,1772200,0,893800,0,437600,1600,3786600,0,0,0,7400,1470900,29200,725200,1659800,2899800,0,0,0,10900,0,0,0,0,0,0,0,0,0,0,41600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622200,464600,0,0,6612300,384800,0,0,878400,0,1825200,0,0,0,0,856300,0,0,0,0,450200,0,0,0,0,0,0,0,0,0,0,0,0,1650800,0,0,0,0,19400,0,1325200,210200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,438400,0,0,0,0,0,0,0,0,0,0,0,4150500,685400,51000,0,0,0,66600,4700,0,0,0,0,0,0,0,0,0,0,23400,1600,0,1249200,0,102800,0,228600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,0,98500,1768600,0,1625200,0,0,0,0,0,117600,5035600,605700,241200,0,1125400,0,528200,0,0,0,675500,0,246500,198100,0,536300,0,292200,92800,3823000,1144200,213200,21200,514400,0,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28600,225000,233600,111800,1317000,6300,0,0,0,0,10500,105400,0,0,542000,0,5923500,0,0,882400,0,215800,796400,0,833400,2409300,1303400,87000,1802200,0,28800,772800,1050000,752800,37900,0,1691600,0,0,0,643000,0,819400,0,103400,0,532800,110600,66000,174900,2115800,0,312000,4793200,357700,0,336800,0,0,0,0,0,0,1079600,0,0,0,0,0,0,0,235600,0,0,358400,210800,1574400,0,146400,0,700000,0,33100,442800,65400,43200,103200,0,117200,0,0,0,1762500,0,1233700,0,0,0,0,0,0,592800,0,0,0,0,0,0,3000,0,2572600,1415500,331700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886800,0,241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
