Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ASJR,0,156500,22100,0,0,0,0,9900,0,0,0,0,730000,0,2185500,0,0,0,1410100,695300,0,48900,2759800,0,0,0,0,442000,0,195800,0,0,0,0,0,0,0,0,0,0,97900,0,0,0,41200,0,47000,0,0,0,0,0,0,83400,0,0,0,0,72400,0,180800,0,68100,0,0,0,0,0,437600,0,0,0,0,0,0,0,0,0,0,0,0,0,137300,0,107800,0,0,0,0,0,0,0,0,0,0,0,0,86600,0,0,0,0,0,0,0,0,508000,0,0,18700,0,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93000,0,0,0,0,0,0,166000,32800,0,0,0,0,17600,0,0,0,0,56800,2649800,1770600,82800,1005300,0,72800,0,197200,0,0,0,0,37200,0,126400,0,0,0,0,0,400,4784100,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,0,0,2072400,0,0,0,0,0,0,0,0,969200,0,601800,0,134700,5600,773000,0,3147600,48900,0,850500,0,0,0,418400,0,900,0,619400,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,39100,0,0,0,343100,0,3629800,1600,675500,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,142200,0,0,0,0,0,0,0,0,0,0,1000,0,144800,0,0,0,0,23000,0,2578600,0,0,60500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978800,0,3877100,85000,263800,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,3306400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,0,616000,2029900,0,0,0,0,0,0,0,0,1115700,0,699100,0,231200,0,269800,0,2759800,850500,0,0,0,0,0,264100,0,0,28800,237300,0,0,0,0,0,0,0,0,27000,0,0,0,79900,0,12600,0,0,0,0,0,0,93900,0,0,0,0,500,0,0,0,102700,0,0,0,147200,7600,3786600,0,1231000,0,0,0,0,0,0,0,0,0,0,28700,16700,0,0,16300,73500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819200,0,0,76700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042600,4074600,32900,5200,0,0,0,646600,0,0,0,0,0,0,18200,0,0,0,0,0,48000,3311400,0,0,0,0,0,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,1562500,391200,0,0,3681600,101400,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,311500,0,0,0,79000,8400,0,0,484200,452800,902400,0,0,214100,0,1735000,0,0,0,3800,0,25000,0,364400,0,0,0,0,0,15700,0,0,0,0,0,3119600,0,47300,0,34800,0,0,0,0,0,246500,153400,341000,3466600,2659300,0,706600,0,1075300,0,0,0,22700,226400,705400,0,0,0,19300,0,0,0,0,0,0,1698400,0,5640400,0,0,0,8200,0,181400,296800,59700,0,0,321200,151300,0,0,0,0,0,329400,0,0,0,0,0,0,0,0,0,0,490400,0,0,0,0,0,0,0,0,130000,285000,0,0,0,0,0,0,0,0,54100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54400,0,0,0,0,0,0,0,0,0,0,17300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,0,1797500,0,0,0,3752600,0,0,0,0,0,25200,0,0,0,0,0,0,0,0,0,0,0,311500,0,0,0,0,0,42600,167400,7100,366800,516400,444400,0,0,0,109000,0,1412500,0,0,0,0,0,0,0,95500,0,0,0,0,0,1800,0,0,0,0,0,3455100,0,89600,0,118300,0,0,0,0,198100,159000,2863500,788600,0,3114000,14300,423000,0,2471800,0,190400,326500,77200,0,1246800,0,0,0,0,0,0,29600,0,0,0,1697800,344400,6554200,0,0,23800,188600,77500,0,364800,0,0,288200,0,85400,0,0,0,0,0,283800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213800,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150200,0,0,0,0,0,0,0,0,0,0,0,135200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,0,0,0,0,0,0,1959100,1665600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59100,274200,283200,0,0,0,0,0,0,0,0,0,0,0,0,0,31300,0,0,0,0,135200,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,15400,240000,0,0,0,0,1609500,1841600,2251000,1761200,0,0,120200,119800,0,3055900,1987600,83400,132400,2792300,0,0,0,0,0,81800,279600,0,0,0,39600,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118900,0,0,0,0,29000,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,300,777200,4698200,4722400,0,0,0,0,0,94400,71400,0,0,2560100,1771600,3357800,0,0,700,322400,651600,831800,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAL,1624800,0,1721200,0,1483200,0,0,0,0,0,0,6384900,618800,56800,0,2541400,0,947200,0,624400,0,418400,0,0,0,0,0,61100,4772200,0,229100,317900,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37600,0,0,0,79800,0,1085900,7400,536300,0,7200,0,1272800,0,1773400,0,0,0,109700,0,0,0,0,0,135800,0,0,0,0,0,0,0,0,2400,0,0,0,587600,0,0,0,363200,0,0,1536400,0,218200,27200,0,5000,0,0,0,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35300,0,0,0,29200,0,0,0,0,0,0,0,154000,0,114200,147900,217800,0,44600,59200,250200,0,0,0,0,0,0,0,0,0,0,0,0,939000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,2213800,0,1969800,0,2071400,0,0,0,0,0,21600,6772900,0,287600,116000,2419600,0,510600,0,442000,0,264100,0,0,0,61100,0,63000,4658400,21600,422100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,93100,1470900,0,185600,12800,0,0,1351000,0,2036100,0,10000,0,217400,10000,0,0,0,74800,145700,0,0,0,0,0,0,0,0,0,0,3600,0,963500,0,0,0,0,0,0,1617600,241200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66800,0,51800,0,0,0,0,0,0,0,0,0,0,0,56800,100,571000,656200,0,0,433400,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,547900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,3641100,96400,1121700,0,130400,136200,0,0,0,0,0,854800,422000,0,0,843000,34000,312200,0,252000,0,900,0,79000,0,0,4772200,63000,0,270500,164600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589600,0,425800,29200,292200,161800,0,0,509500,2000,1429900,10300,1800,0,0,0,21000,69000,0,0,0,0,0,0,0,0,0,0,0,229000,0,396000,0,1504200,40000,0,0,15400,0,0,503600,0,180600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400,0,34700,0,1133700,0,0,0,0,0,0,0,0,0,0,0,758600,0,0,217800,611000,0,94000,203200,0,0,0,0,0,0,0,0,0,0,0,0,0,152500,0,0,0,0,0,34200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,0,2646200,0,1265800,0,378400,0,0,0,0,0,40700,1402100,0,0,0,806900,0,553200,0,195800,0,0,8400,42600,0,0,4658400,270500,0,0,150600,0,0,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682000,5100,725200,92800,284800,12600,0,33300,350600,37400,1901000,0,18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37600,0,367600,0,920400,0,0,0,0,0,0,152600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135700,0,0,0,0,0,524600,0,1195100,0,0,0,0,0,0,0,0,0,0,0,1188600,0,1115600,120700,197700,0,274200,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,194400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,42500,0,1601500,73400,316200,953400,0,0,0,0,0,3277500,850900,2598000,1441600,0,0,3546400,2454200,0,0,619400,28800,0,167400,0,229100,21600,164600,0,0,8056400,1340800,0,0,0,0,24300,63400,0,0,0,0,0,0,52800,146400,0,0,0,0,0,0,42200,0,0,0,0,0,66800,26100,21000,49600,0,0,0,65200,3374800,1659800,3823000,499400,2243800,0,1402100,2644800,511200,865600,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66200,0,554600,0,0,0,0,0,121600,387400,0,0,0,769800,0,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73600,0,13400,0,0,0,0,0,0,401400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482800,67000,239600,0,0,0,0,0,0,0,0,0,0,71400,0,55300,0,0,0,0,0,0,0,0,0,89100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,400,0,0,1167000,167600,728600,0,0,0,0,0,789900,5816800,1343200,2171200,0,0,3221400,5085400,0,0,0,237300,0,7100,0,317900,422100,0,150600,8056400,0,108400,242000,0,0,0,74000,16800,24000,31200,0,0,3700,7400,148000,107000,45800,0,0,0,0,0,81800,0,0,0,0,0,0,14100,51200,56600,0,0,0,87600,1021000,2899800,1144200,4199400,328400,220800,1921700,1716100,508000,1183400,454100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95200,0,0,378600,0,0,0,0,316800,0,235200,0,0,542600,85000,70800,20800,0,0,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363600,0,0,0,0,0,0,0,0,4000,0,12500,21300,0,0,0,0,83700,76900,303800,0,0,0,0,0,40000,0,0,0,0,15100,142400,185800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,0,0,0,0,634200,0,0,0,0,1701100,741000,0,0,11800,0,0,0,15500,0,0,0,0,484200,366800,0,0,0,0,0,1340800,108400,0,2617200,375900,0,0,161300,35700,24600,0,0,24400,8800,0,112600,0,0,139700,0,0,0,28000,112400,74400,0,0,0,0,0,20200,129800,0,0,0,0,0,0,0,213200,0,1373400,8900,83200,950800,1300,69600,261800,2200000,250700,379200,1033200,92800,27400,1849200,0,0,657000,0,0,0,0,0,18200,0,2697400,1303600,4679400,0,0,4600,1512800,151000,473600,142600,0,0,1007200,40600,0,6000,0,0,0,136700,105000,0,0,0,0,61000,0,0,0,0,0,144600,2011800,0,0,0,0,0,21200,77600,44600,163000,84400,0,0,0,0,0,0,94200,107300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507100,0,0,0,0,0,0,0,0,0,2302200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,0,0,0,0,250600,0,0,0,0,0,1687100,22200,341400,0,0,0,0,0,0,0,0,0,0,452800,516400,0,0,0,0,0,0,242000,2617200,0,430200,0,0,0,62900,0,21600,46900,0,0,0,800,93500,42200,0,0,0,0,0,0,160600,0,0,0,0,93400,31800,4600,90400,114800,0,0,0,19200,0,21200,542800,3600,1082000,1031600,46700,290600,0,1568200,295300,0,827000,292300,989600,1937000,0,0,0,169800,11200,0,0,0,0,0,3377000,0,4967600,1244300,0,0,1260900,0,610100,0,13400,0,0,844900,200,65800,0,0,0,0,27000,153200,0,0,0,0,0,0,0,0,0,113400,1538800,0,0,0,16500,0,2800,0,246100,78800,184400,111400,0,0,0,0,0,0,0,206200,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000,0,0,0,0,0,0,0,0,0,0,2929800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,150000,6600,0,0,0,0,0,0,0,0,6658700,0,0,0,0,0,0,0,0,0,0,0,0,902400,444400,59100,0,0,0,51700,0,0,375900,430200,0,794000,0,0,287600,360800,292400,246300,170700,0,0,0,0,58200,94800,223200,318800,19600,106800,152800,255600,97200,1060400,2000,337200,102200,352300,358000,263000,0,42200,1286200,1569900,0,0,514400,1363600,0,0,1338400,1152500,2917400,2703400,1153300,1390000,1111200,1245100,1223700,1547800,3521200,2825400,389100,0,4000,278600,302600,2528300,3615800,674000,0,134600,193600,22600,112100,0,47400,97500,73000,289800,416600,275600,0,0,2175200,0,0,0,0,93200,64000,35300,106200,0,0,0,0,118100,98700,0,0,0,28200,191300,222000,307000,505200,1479400,1647800,3349800,3282200,366200,319200,4330400,2718400,577400,673800,531600,467200,82600,0,1228600,1224700,0,0,64400,123000,38600,392400,0,0,0,312500,0,1312400,378800,0,0,0,150500,0,0,0,0,0,0,0,634200,0,1000,0,0,1476000,560500,2941500,0,59600,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274200,0,0,0,0,0,0,0,0,794000,0,3900500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434100,652700,0,0,0,0,0,0,0,0,80400,276600,0,10900,0,364200,0,0,0,73600,0,46500,1465400,790600,884300,343600,620800,0,931000,145900,0,67600,0,417200,370800,0,30100,108200,0,0,0,0,0,0,186000,0,0,0,234300,183800,0,0,0,0,0,0,0,0,0,100200,0,0,0,0,0,0,0,0,0,0,0,0,523000,0,0,0,6800,0,726500,0,0,0,0,0,345900,0,144100,0,0,0,0,0,0,0,0,703000,347500,0,134600,0,0,0,0,0,79300,0,0,11000,0,0,0,0,0,0,0,0,20800,148000,0,102400,0,0,0,292200,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,66800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283200,0,0,0,0,0,0,0,0,0,3900500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256900,341000,0,0,0,0,0,0,0,0,0,273400,0,0,74000,415100,0,0,0,178900,0,45000,1662800,887000,499400,105800,467800,0,620900,647200,0,0,4900,1310100,826200,0,0,248200,0,0,38900,0,0,0,94400,0,0,14800,0,102000,0,0,0,0,0,0,0,0,0,311000,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,81600,142600,260000,226800,4400,111700,0,0,0,0,0,0,0,0,624600,1567900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,0,0,0,0,0,452800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,0,0,4000,0,0,0,0,0,0,0,2300,0,0,0,0,9400,0,0,0,0,0,214100,0,0,1600,0,0,0,24300,74000,161300,0,0,0,0,0,0,234900,0,0,0,0,0,1786400,0,0,0,0,0,0,0,55200,62100,0,0,0,0,740600,0,1307200,0,0,0,259600,0,0,0,0,0,108200,53200,0,0,16800,0,416600,0,53000,10000,398800,338700,18900,0,77000,0,476000,20200,0,0,0,51000,94000,0,0,100200,0,68400,0,443200,0,1421600,0,0,2168800,0,0,2954600,0,0,0,0,0,229400,241000,0,43000,0,0,52200,0,554400,646400,653600,78600,0,3000,135000,0,0,0,0,0,17200,0,0,0,116000,0,0,0,300,0,15200,0,1884200,0,0,0,0,0,17400,0,201800,0,0,94800,25000,29200,105500,27400,76000,19900,1440400,0,0,0,0,0,310000,2600,112000,0,0,349600,75100,282700,12100,0,0,28800,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,0,0,0,0,0,0,0,0,42300,0,0,0,0,10800,0,9900,0,0,0,0,0,109000,0,0,0,0,0,63400,16800,35700,62900,287600,0,0,0,0,0,197200,0,0,0,0,0,1579400,0,0,0,0,0,0,83600,173100,0,0,0,0,0,716200,0,1271000,0,0,0,231600,0,0,0,0,44700,42400,0,22400,0,0,25500,233600,147500,0,296100,258600,0,0,0,59600,470200,0,0,0,0,0,91800,0,0,0,183000,0,42300,0,540800,1075200,0,0,0,3291000,0,0,2846600,0,0,0,0,114200,87500,0,0,0,0,0,0,478700,616100,700200,325600,0,0,0,149400,0,67600,0,0,99600,0,92800,0,0,298100,0,0,0,51500,0,1400,0,2217400,0,0,0,0,0,0,0,0,0,0,88700,139400,82800,5700,23800,114200,0,1518400,0,0,0,0,117900,12200,32200,0,0,177800,159400,0,129700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,1381200,0,173600,0,520900,0,0,0,0,0,0,0,5600,0,0,0,0,63400,0,137200,0,1200,0,1735000,0,0,0,0,0,0,0,24000,24600,0,360800,0,0,234900,0,0,0,215300,0,2291600,0,786200,0,1096100,0,0,0,0,69800,0,0,0,0,2921600,0,3081000,0,7900,0,17600,0,129000,0,0,0,0,0,0,178200,722200,0,246600,0,1800,0,0,0,0,1000,0,0,0,0,401400,0,0,0,0,0,0,0,0,660000,0,0,0,46600,0,1646800,0,0,13500,0,732200,104100,0,2565400,0,164100,0,222000,0,0,0,0,0,0,0,288700,1028800,2800000,303900,0,0,0,397200,0,0,0,0,17000,0,0,0,0,0,165300,0,0,0,116300,0,581800,0,131500,0,643000,0,78300,0,433100,112400,257800,0,278800,0,110300,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,8800,0,0,0,86200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,890200,0,57400,0,339400,0,0,0,0,0,121800,0,0,0,0,0,0,148800,0,97900,0,27000,0,1412500,0,0,0,0,0,0,31200,0,21600,292400,0,0,0,197200,0,0,0,64000,0,2544400,0,719800,0,618800,0,0,17800,0,0,0,0,0,0,2540400,0,2045600,0,352100,0,232400,0,115800,0,0,0,0,75600,0,0,994500,0,215100,0,0,0,0,20700,0,0,64100,0,0,581500,0,0,0,0,0,0,0,80200,0,665600,0,0,0,13400,1627600,0,0,0,172000,622200,0,0,0,2687900,0,157400,0,280600,0,0,0,0,0,0,305600,2700000,1341700,284100,0,0,423100,0,0,0,0,0,0,0,137800,66800,0,0,0,339600,0,0,0,10600,0,338700,0,264500,0,732200,0,117200,440700,87000,72800,274600,0,8600,89700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144100,0,0,0,70400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,97800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46900,246300,0,0,0,0,215300,0,0,0,0,0,0,0,1235100,0,48800,0,180200,0,0,0,0,0,0,0,42500,0,0,0,1072700,0,103600,0,0,0,0,17500,0,0,0,0,0,0,0,5800,0,165200,0,297600,0,0,0,0,1417200,122600,0,188600,0,0,171400,360800,0,240800,0,0,0,734000,0,798200,19400,0,1393500,0,31200,0,0,0,0,1797200,0,0,0,3200,0,0,0,0,4200,310800,273900,778000,251700,0,0,117800,0,240200,0,83600,0,139300,0,91100,27600,1000,0,195200,0,0,0,0,0,0,0,2395900,0,0,0,0,0,0,0,0,0,78800,0,122900,0,4700,77800,0,0,2249300,0,0,0,0,0,0,0,0,0,90800,145800,0,0,0,0,0,90800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400,0,170700,0,0,0,0,0,64000,0,0,0,0,0,0,0,1188800,0,0,0,208800,0,0,0,0,0,0,0,178400,0,0,0,847600,0,128700,0,0,0,0,0,0,0,0,0,0,151000,0,165700,0,310700,0,0,0,0,0,1051800,0,100000,0,25800,0,223400,0,295500,0,124000,0,0,0,581800,509100,0,0,0,1561100,0,0,0,0,0,0,2493400,0,0,0,37300,0,0,22300,0,324800,1036800,389400,606200,69200,271700,0,0,0,207200,0,69800,0,69200,140000,123700,0,82300,0,0,0,0,0,0,0,0,0,2788800,0,0,0,0,0,0,0,118500,0,105300,0,0,0,8300,0,0,0,1284400,0,0,0,0,0,0,0,138800,6000,0,0,0,0,0,0,0,71900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLL,0,0,84000,0,42800,0,0,0,209400,0,0,0,0,0,0,0,0,12000,0,203800,0,0,0,3800,0,0,0,0,0,0,0,3700,8800,0,0,0,0,0,0,2291600,0,0,0,0,583400,684800,0,1505800,0,0,0,0,1094000,0,99400,0,0,3264400,0,82800,0,111100,0,419200,0,83200,0,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,9000,0,0,3952800,0,0,0,0,0,0,0,0,259700,4600,0,2021200,228200,0,0,1618900,0,120000,15600,1200,0,0,0,2509300,0,2340900,0,1986000,0,8600,0,2510700,245800,180400,57300,2527400,1600,1935400,2970700,0,1606900,836500,0,0,375600,0,0,128000,0,0,111900,0,100800,0,0,196800,0,750000,946200,187000,1758200,0,0,24400,0,0,0,49800,0,252600,81700,33600,18900,0,400,0,0,1200,90500,1541600,0,1875000,0,0,0,0,0,0,0,0,43700,0,0,600,63300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,116800,0,220100,0,0,0,88800,0,36400,0,0,0,0,0,0,103200,0,41200,0,79900,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,0,0,2544400,0,0,583400,0,0,814800,0,1683400,0,0,1707200,0,140000,0,0,0,0,3134900,0,0,0,62000,0,509900,0,62300,0,0,0,0,135000,0,0,0,0,0,14000,0,0,0,50400,166000,2839800,0,0,0,278200,0,0,0,0,0,216200,0,0,0,2077000,0,0,0,1403400,12200,48900,127900,0,0,0,74800,1894500,0,1195800,0,1811600,0,0,196600,2724100,361000,44400,0,2828400,1516000,0,3018500,1719200,131400,1056400,317600,0,0,0,0,160000,53900,0,178100,0,23200,0,0,302800,893400,454800,1536600,143600,0,0,0,77300,0,0,0,236600,60800,0,0,0,0,0,216600,29300,58600,51500,0,1193100,0,1925200,0,0,0,0,0,0,0,0,0,0,81800,0,101200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
