,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
RMDVR,0,0,0,0,0,0,0,0,0,149560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171200,0,0,0,66000,0,0,6400,0,16640,3102160,0,349920,1409840,0,803600,0,557320,0,0,548160,0,381760,0,0,0,0,0,1727920,598720,0,0,0,0,0,720,0,0,0,0,0,0,0,0,136000,0,0,0,0,474160,97600,0,0,0,0,0,0,0,0,0,0,3398880,4800200,0,45680,0,0,0,0,0,0,0,30880,2120,0,0,5378640,717520,2970240,519040,0,0,665360,10242200,295360,1495760,1262080,1562880,0,2093760,57040,48760,672080,1920,174600,692240,107760,0,425720,1374640,122480,373280,0,864680,4800,19600,12560,2394000,5200,465200,28080,8000,485440,0,365760,1231120,53280,0,0,0,0,0,0,0,0,0,0,0,0,17680,1977840,400800,0,0,0,0,0,0,0,0,0,0,177640,0,32000,1013640,1431680,0,234320,1501440,81440,800,344640,1343640,0,0,74480,1392480,231400,0,12520,697680,0,0,139240,670720,21200,0,0,205520,0,5240,138240,30480,0,0,0,0,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479600,437520,483280,286600,664800,560520,1900800,2358640,2818160,196680,15240,0,0,0,0,0,0,0,0,0,8080,0,0,0,266320,585200,0,0,0,0,0,0,265360,0,0,0,0,0,0,0,0,0,0,0,0,0,217280,224960,0,0,0,0,0,0,0,0,0,478560,0,0,878880,1525520,0,0,145520,553880,1812720,44000,52400,206160,350680,0,624400,501560,0,0,257520,103880,132640,237800,255840,133920,0,0,1509560,2093760,0,2951200,2622280,6401520,0,7120,12160,0,0,0,0,0,0,0,0,0,707120,558000,0,0,2978200,3224160,502800,373600,941600,964560,912400,1377600,0,0,0,0,0,0,0,0,0,258320,54280,458240,14080,11960,0,0,360320,0,0,0,0,0,0,0,0,0,729080,2799440,0,0,57680,74840,867520,493680,0,0,169760,20800,439200,269200,251200,325280,0,0,0,0,387680,159400,0,3400,0,0,0,0,0,214680,0,0,0,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573440,691440,502560,2243120,490880,735880,2847880,0,2143920,0,2083680,0,0,0,0,0,0,0,0,0,722800,599640,0,0,195880,0,120880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67800,0,0,0,0,0,0,0,0,0,767600,0,0,1631960,0,0,0,211280,0,2023360,0,0,1058160,117520,0,1770840,0,189920,21640,1653280,0,0,0,26880,0,309280,1487920,225760,57040,2951200,0,535240,2885680,16800,60440,1820240,0,0,0,0,0,0,0,0,0,0,0,0,0,27760,0,42000,113120,1282080,2054760,1809600,1556040,117960,2563600,0,0,0,0,0,0,0,85840,0,713920,0,0,0,40,229600,0,0,0,0,0,0,0,0,0,0,1627280,0,0,43520,52400,51280,97840,17040,2902880,41520,3361280,0,32480,0,880,0,375080,0,232400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569680,860040,2731360,1139760,979760,384240,0,4698080,93480,1855600,0,2165960,0,0,0,0,0,0,0,0,156160,163280,0,0,0,139200,0,142800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75440,0,0,0,0,0,0,0,0,0,0,959280,0,0,0,2198960,0,0,0,414800,1661160,0,0,313160,1020720,0,0,1988080,0,8880,1000,1733920,0,0,25760,155600,1883680,265360,5040,48760,2622280,535240,0,2376720,23120,39280,0,1695040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10520,55920,2054080,800480,1832080,1075120,1827120,0,0,0,0,0,0,0,0,0,172400,990480,0,0,0,0,259600,0,0,0,0,0,0,0,0,0,0,1849280,0,0,0,61440,36880,59520,3342080,13120,2437200,16560,0,0,0,0,691480,0,83600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240520,0,0,0,0,0,0,0,489640,0,0,0,0,0,0,0,0,0,152360,0,0,0,213960,311920,610760,628440,349920,331760,1118680,2209720,115680,204560,523920,357200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351640,341920,0,0,0,0,422600,127320,105760,124840,330560,0,0,0,0,0,401600,0,0,0,172520,214480,0,0,0,0,0,0,0,0,0,918320,0,0,1290400,1197520,0,0,51240,219120,2947360,504080,223520,119680,181480,214920,253920,260240,0,0,789280,772880,175600,13920,718000,1246480,0,0,714800,672080,6401520,2885680,2376720,0,0,0,63720,0,59920,18800,167200,0,213160,0,0,218880,0,0,622000,524720,713760,493120,3144160,2797360,1294560,394760,1505200,1695040,0,0,0,0,0,0,0,0,0,0,79240,1190960,53840,0,41360,155120,0,0,0,0,0,0,0,0,0,0,233120,3996360,0,0,401040,464640,201440,77400,0,0,0,39600,132400,124560,507120,512640,0,0,0,0,21920,3080,195840,281120,0,0,0,0,0,0,88040,8160,0,0,0,0
RMFL,0,0,0,0,0,0,0,0,297760,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69920,0,0,0,0,0,0,0,0,38000,0,38440,0,0,159520,0,33320,8480,0,667800,90240,0,60400,0,0,0,600560,1155680,2221120,0,3472440,13200,886560,0,562160,0,0,0,122120,0,0,0,0,0,0,4720,1501200,0,0,0,0,0,0,16320,536600,0,315040,0,0,53200,111760,0,0,0,0,0,0,11640,0,0,2179520,163040,32480,0,123040,0,0,2623640,62040,0,2979600,621920,0,0,0,0,24000,0,807520,0,0,0,989440,15840,0,2793560,4954000,203000,1920,0,16800,23120,0,0,428760,3438400,0,0,0,0,0,0,0,0,0,184960,0,289840,0,160,0,36080,25600,0,0,3040,0,240,148960,0,0,0,0,0,0,0,1182800,2905520,228960,0,1005120,0,361680,973360,0,0,0,0,0,0,0,59120,302640,27440,481760,0,4265520,0,0,0,0,0,328720,0,507400,0,0,0,0,0,715240,0,636760,0,0,0,0,0,56840,0,0,0,0,0,0,0,24560,0,0
RMFR,0,0,0,0,0,6640,0,0,231360,286160,0,58720,0,0,0,0,0,0,0,0,0,0,0,0,27360,0,0,0,0,0,0,0,3138800,33760,0,0,0,10080,0,0,154680,0,0,0,599120,0,0,293520,0,181440,220880,2679680,2750560,3159200,0,0,277200,143280,2560,0,0,70000,0,198080,0,0,0,0,0,1020520,3680,987520,0,0,0,0,3360,483920,0,319120,0,0,40960,5200,135680,0,0,0,0,0,0,0,0,0,2931280,65600,118520,2480,1200,0,0,38080,3886320,120480,801880,2194000,0,0,0,400,0,980240,111680,0,0,1238640,0,0,3920,5067680,2524200,107520,174600,7120,60440,39280,0,428760,0,0,3123520,0,570160,0,102960,0,0,0,227720,0,593120,0,1408400,0,3041000,36640,0,0,0,0,0,2914000,0,0,0,0,0,0,0,0,2011000,1972560,936680,975920,0,471600,0,511200,0,0,0,0,0,0,0,20480,53120,120240,1236400,3209320,0,0,0,0,0,334480,0,582240,0,0,0,0,0,461920,0,738320,0,0,0,0,0,32880,0,81840,0,0,0,0,0,168800,0,31280,0
RMHL,0,0,0,0,0,0,0,0,191600,1837200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198160,45280,0,273800,84120,0,0,49360,743960,0,535360,0,300880,1645560,335280,44240,0,403840,6040,1294800,0,1404480,0,0,0,0,0,0,1360,6800,0,0,0,643560,0,0,0,0,0,0,1073840,712240,0,360,0,0,87280,0,0,0,0,0,0,161320,0,0,0,44520,200,0,0,0,0,0,0,1321680,0,640,0,0,0,0,0,985680,0,3768160,0,1005200,5800,821120,138320,286320,1699760,2814560,433840,692240,12160,1820240,0,63720,3438400,0,0,1595360,36400,0,716000,60160,644480,458600,0,1218320,211440,0,487840,117360,1055040,617440,559200,241880,4480,606320,0,1153000,0,1322080,0,0,0,0,0,0,0,478240,0,0,546800,340440,599960,221080,0,0,0,0,0,0,0,0,2302240,1487760,0,0,1269640,882880,0,0,0,58080,0,294680,0,465680,0,0,0,0,0,108880,0,20160,0,0,0,0,0,19720,0,0,0,0,0,0,0,0,0,0
RMHR,0,0,0,0,0,0,0,0,2180080,170240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,13080,99800,321200,0,0,86240,306000,0,120080,802080,0,1159520,1469880,272240,0,451600,483480,518400,0,1143400,1689440,250440,0,0,0,0,0,0,0,13080,0,0,366240,0,0,0,0,0,0,0,693040,924240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54560,0,0,0,0,0,0,1181600,1440,0,0,0,0,0,0,1329840,0,4116040,0,673440,0,969840,10960,263120,827120,2399040,1846240,631440,107760,0,0,1695040,0,0,3123520,1595360,0,0,121360,19440,1331480,759600,870000,1136800,75040,147600,293920,233480,77680,568240,756640,315480,9200,360560,80,422880,800,2268480,0,0,0,0,0,0,0,0,0,523200,0,961360,412880,128080,810400,0,0,0,0,0,0,0,0,1608720,3847360,0,0,1083440,923680,0,0,0,0,370000,0,184000,0,0,0,0,0,12280,0,59680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADL,0,0,0,17320,0,0,0,1436000,0,855600,0,0,0,0,0,0,0,0,0,0,76960,0,0,0,0,0,0,0,0,0,0,0,1200,0,1735000,0,0,185560,0,9320,0,45400,0,0,0,0,122880,0,0,0,0,592960,25040,394240,25840,0,404200,0,82760,0,25840,41040,0,106640,0,960,72640,0,0,0,1146680,0,240,0,0,259440,0,0,591920,0,560,0,239880,20800,335680,0,760,0,0,0,0,202600,0,0,0,1614800,289520,329200,17800,0,0,876720,0,2400,727280,238240,0,0,0,0,0,16400,0,117400,0,166320,147120,682720,521600,902480,648960,570560,0,0,0,0,59920,0,0,36400,0,0,414080,1331520,98960,1737840,148000,1111920,627200,3760040,0,0,4840,2834720,0,990560,1599480,0,0,94120,0,0,402000,0,63120,0,0,0,0,152840,1218640,516960,0,0,331840,0,0,0,0,0,0,0,0,0,0,963960,122880,0,5040,265960,202960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,0,0,0,0,0,828080,0,876240,0,0,0,0,0,0,0,0,0,0,101440,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1443520,0,0,0,30880,0,0,0,63720,0,0,260080,0,0,0,0,0,1160,400360,5520,387080,0,0,122400,0,174000,0,0,0,0,169440,78560,82480,0,0,1237520,0,51120,0,0,0,0,182640,577520,160,0,0,117400,0,887280,0,0,0,0,0,0,8120,0,0,0,18160,130560,1436440,39440,179640,0,0,0,40320,0,245320,1017800,0,0,0,0,0,0,0,0,45840,37280,0,338880,484880,699040,983520,160720,425720,0,0,0,18800,0,570160,0,121360,414080,0,59920,1736480,150520,1626800,809040,695600,0,3232560,0,55160,18000,1160240,2666480,1669520,0,0,0,105680,177600,0,102240,0,92760,22640,0,10120,0,652720,1085760,1045720,189200,0,0,0,0,0,0,0,0,0,2120,0,277520,749360,0,198400,186800,36080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,6360,2587160,374600,0,0,0,0,0,36640,0,102800,0,0,0,123360,0,2212400,0,0,0,55440,127200,0,56960,107440,0,36800,0,0,0,1120,0,335920,0,30880,0,0,14600,0,0,43840,0,240,0,170000,0,0,467600,0,206160,0,715360,0,31200,5160,0,22960,34440,0,0,0,0,139920,1290800,235520,0,0,0,43640,0,43680,550960,0,0,0,0,0,0,327520,0,47440,0,0,1398920,0,134920,0,1119840,165040,1374640,0,0,0,167200,0,0,716000,19440,1331520,59920,0,0,2812920,31160,1805760,569560,1955800,0,1342880,0,29920,25040,0,957760,0,0,45360,0,1240,0,0,0,0,151440,81760,0,450480,625360,606200,0,0,0,534240,0,0,0,0,0,0,0,9080,0,2164880,270680,292240,0,308400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVR,0,94280,0,0,0,0,0,0,0,0,40280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164160,0,0,0,0,0,0,0,0,3029360,96960,432400,0,0,0,31480,0,44880,0,74720,0,0,0,197840,0,2268160,0,0,673480,110280,0,99400,0,30160,0,0,0,0,0,8400,0,111200,0,0,12880,0,0,0,0,0,0,0,0,127120,96400,169480,0,0,1086400,0,0,0,0,320,0,79280,0,0,2400,0,1125360,246520,0,128880,0,0,0,0,86000,0,633120,0,0,0,0,0,0,311520,0,30280,1461880,0,124560,0,748400,20400,1194640,122480,0,0,0,0,0,102960,60160,1331480,98960,1736480,0,0,50240,3077800,328240,1907120,4600,1700960,0,1273040,28880,17680,871200,40,0,0,0,77200,0,0,0,0,0,0,0,520040,0,160,434360,23680,0,47920,0,488720,0,0,0,0,0,105800,0,0,262920,1652080,0,69760,0,83440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBDL,0,0,0,89120,87440,0,0,419760,0,497520,197360,0,0,0,0,0,40,1360,0,0,90160,0,3560,191680,0,0,0,0,0,0,406080,0,56560,83840,914160,0,0,27160,1680,80,0,190280,0,0,74800,0,0,1155200,0,1236320,0,159640,0,0,467440,0,0,409920,86560,0,147840,0,121880,72960,0,412960,0,0,0,661200,149240,0,96240,472400,0,307920,0,221040,121680,75160,526520,154520,238640,0,40040,0,240,0,0,34240,12240,0,0,0,0,247680,80480,634000,0,1120,0,0,0,78360,690560,210320,0,0,0,0,0,29200,114320,47520,0,518680,327760,57480,0,0,1577360,106160,373280,0,0,0,213160,0,0,644480,759600,1737840,150520,2812920,50240,0,103920,2718560,229480,2189120,528640,990960,0,1015120,18680,245200,186640,0,0,66640,0,22080,327120,0,188800,53200,11600,77280,0,244240,0,880,0,0,62440,150640,0,0,0,0,0,0,0,0,0,1055280,614160,265840,0,675200,275120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25440,0,0,0,0,0,0,0,32160,0,0,0,0,0,0,0,0,0
SIBDR,0,0,9320,0,0,32560,212080,0,623680,0,125600,0,0,0,0,0,0,0,66320,75440,0,0,680,0,255640,0,0,0,0,0,0,301760,33360,60320,581120,0,0,29280,17440,1760,0,0,46840,140560,0,0,0,0,1430480,0,950640,11840,0,220000,25160,0,0,174200,368480,93720,0,70000,0,0,121360,150240,540160,0,0,0,184720,2520,0,3360,325960,6800,312920,194960,370800,311520,13360,254000,82720,5800,4000,80,0,0,0,103200,7520,0,0,0,0,116720,128960,0,590800,0,0,25680,191480,281920,237120,754880,0,0,0,0,0,4480,47920,0,67200,367200,1023520,0,88080,1786640,360,311440,0,0,0,0,0,0,0,458600,870000,148000,1626800,31160,3077800,103920,0,299360,2481840,588240,2335680,480,662680,13920,638640,114960,231760,0,0,0,68240,350080,0,155040,0,66000,94920,15680,69200,0,0,0,8800,0,0,0,120760,0,0,0,0,0,0,11440,0,692280,493120,0,172360,311040,214880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90040,0,0,0,0,0,0,0,82560,0,0,0,0,0,0,0,3440
SIBVL,88640,0,0,0,0,0,0,472800,128880,0,757600,0,0,0,0,31840,0,0,0,0,0,0,0,0,0,524840,0,0,0,0,0,0,75440,94640,2977440,240,10480,2640,34560,112720,0,92240,46720,160,0,1691200,0,13760,116800,0,218880,146000,130960,0,60160,0,462400,301440,284960,0,0,0,47000,74040,112880,550640,73840,0,0,27440,86880,0,0,0,0,103840,0,0,960,583040,871840,848320,20600,0,247960,920,0,0,48880,214480,275240,0,0,483600,0,245520,113120,325440,243840,0,0,0,0,0,590800,91680,0,0,0,0,0,155360,165360,35760,69200,94280,120,854280,797720,654000,1546440,600,864680,0,0,0,0,0,0,0,1136800,1111920,809040,1805760,328240,2718560,299360,0,2587880,1793640,1669840,84240,101040,62480,1600,54120,240,3320,0,66240,39320,0,62480,0,41520,0,0,0,0,320,128320,0,0,129280,0,0,34560,0,0,0,319360,8280,565040,0,0,355680,3317280,49600,320,725120,835800,0,0,0,0,0,0,0,0,0,0,0,0,62080,0,0,0,0,0,0,0,56800,0,0,0,0,0,0,0,960,0,0,0
SIBVR,0,179440,0,0,0,0,770480,0,0,202120,1318960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854240,0,0,0,0,0,0,86520,211160,2313520,23560,19120,0,3520,147280,0,267760,41760,140080,240,0,1421800,92160,73360,436320,0,169200,450280,0,0,214720,62240,211520,381280,46080,0,0,2640,219920,66640,102000,426960,95040,0,108880,422760,0,0,0,0,0,0,0,0,683600,278480,12040,1234200,13280,1200,0,60040,36120,0,116560,37040,0,0,0,32800,28800,310800,335680,381440,0,3120,0,691000,107800,100720,544080,0,0,0,0,0,400,66000,0,15120,157120,20480,682720,872640,1643320,707080,1216960,4800,0,0,0,218880,0,227720,1218320,75040,627200,695600,569560,1907120,229480,2481840,2587880,0,2965320,1402160,237920,202160,960,0,960,440,0,0,43040,77440,360200,27760,73360,0,0,59760,0,142160,0,0,1520,440440,10200,82000,75240,0,0,0,0,0,0,0,0,0,1641400,1260080,2129600,123520,300800,699360,0,0,0,0,0,0,0,0,0,6800,0,0,0,104640,0,0,0,0,0,0,0,75960,0,0,0,0,0,0,0,3400,0,0
SMBDL,503720,0,0,0,70480,0,0,953360,0,1432480,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,157520,0,0,34480,160,4880,1068800,218400,280400,23240,49440,0,0,16560,0,0,0,0,1807920,0,0,0,0,1456280,6600,545120,3287520,0,149080,0,734680,0,0,0,0,81200,0,1102360,1160,0,0,0,94520,0,0,0,720,2260120,433520,7680,285800,63320,112120,0,510960,7760,201040,0,0,0,22400,75240,0,321200,0,39840,6400,360360,275360,0,0,800,0,491680,172160,57400,162960,17000,0,3200,0,0,335040,0,0,0,0,327360,402400,3039840,261040,0,0,1520,19600,707120,0,0,0,184960,0,211440,147600,3760040,0,1955800,4600,2189120,588240,1793640,2965320,0,612240,9810640,1027520,226720,0,3640,0,0,17240,0,0,0,508040,0,0,0,0,0,0,3200,1876160,299840,0,50480,1659520,0,0,6800,0,0,34440,0,0,0,0,832080,323280,62720,38640,97520,318560,0,405960,0,0,0,186960,0,0,0,620440,0,0,0,583760,0,7120,0,1054480,0,0,0,173120,0,0,0,851280,0,0,0,114120,0,0
SMBDR,0,584680,0,0,0,0,707840,0,971440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,394560,0,528880,560,223280,0,0,0,0,0,0,2371680,0,0,0,0,0,1600,1475120,2641920,684640,264720,0,495480,0,0,0,0,38360,0,81440,1200,499840,0,0,785600,0,0,0,0,0,291760,2074800,346640,0,0,0,92480,0,128640,3520,0,0,0,0,0,720,0,0,3840,12080,94800,389440,0,480,0,0,124240,1229840,17680,0,429200,0,0,85720,422040,0,0,0,0,0,788880,29840,379520,2754160,0,0,344360,12560,558000,0,0,0,0,593120,0,293920,0,3232560,0,1700960,528640,2335680,1669840,1402160,612240,0,162480,9551400,0,257920,0,126560,130120,0,0,0,181520,56320,0,0,0,0,0,21560,0,619120,947840,730000,1930120,3840,0,0,0,0,0,0,0,178000,0,0,527760,973240,0,143480,298480,124960,698880,0,0,0,303760,0,0,0,693040,0,0,0,397440,0,0,0,998400,0,0,0,402480,0,0,0,346480,0,0,0,26240,0,0,0
SMBVL,2347040,0,1435280,0,145520,0,0,0,86720,0,0,1880,0,0,0,749840,0,0,0,0,0,0,0,0,0,0,191040,0,1096720,0,0,0,0,0,236880,111760,0,0,0,410800,0,16160,0,196680,0,0,0,1141120,0,3107680,0,5197120,44840,0,1629200,0,0,0,0,0,0,0,0,0,0,132640,0,373840,0,0,0,0,0,503920,0,4233600,405800,224120,0,60280,154240,0,320,305760,180720,0,25920,16760,0,0,0,2880,0,0,0,482560,375840,0,0,392920,0,82480,21640,430480,129440,0,0,0,0,0,0,216920,0,309440,0,0,302800,38400,178560,0,60640,880,2394000,0,0,0,622000,289840,0,487840,233480,0,0,1342880,0,990960,480,84240,237920,9810640,162480,0,254200,168320,172600,0,462480,0,0,169200,0,153840,46960,590080,0,20880,468400,329800,0,346320,257640,1640,0,0,0,2259600,0,50160,0,0,0,0,0,0,0,1222640,146400,320120,190400,498080,0,0,0,343120,0,0,0,51520,0,0,0,621120,0,0,0,356600,0,0,0,739920,0,0,0,356480,0,0,0,473360,0,0,0,61200,0
SMBVR,0,1920720,0,864320,0,0,0,0,0,125520,0,0,0,0,3920,0,814000,0,0,0,0,0,0,0,0,180480,0,362880,0,1222480,0,0,0,0,219520,119080,0,0,0,0,378080,0,188520,0,196440,0,0,0,1158480,0,2958440,119120,4927120,1144920,0,0,0,0,245200,0,153400,0,0,0,98720,0,301520,0,392320,0,0,0,0,0,317760,170160,3284240,0,14360,0,0,202320,0,101240,102240,206720,0,0,0,0,0,0,120,0,12720,64320,378880,0,0,0,560640,652960,341360,89360,0,258080,0,0,279960,0,0,0,202440,0,381920,204200,0,131880,12560,102320,0,2129000,5200,0,0,0,524720,0,1408400,117360,77680,4840,55160,0,1273040,0,662680,101040,202160,1027520,9551400,254200,0,20080,0,275280,0,0,0,0,42520,518920,23960,0,349760,0,0,118320,404240,0,593360,209920,106920,0,0,0,1286240,0,0,0,83680,0,0,0,0,72800,1214720,0,913200,0,451200,0,0,240,405600,0,0,0,94080,0,0,0,530080,0,0,0,157040,0,0,36960,1205200,0,0,0,245040,0,0,0,298920,0,0,0,91240
SMDDL,0,0,0,0,0,0,0,81200,274680,1824960,0,0,0,0,0,0,0,0,0,0,15920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,11320,34800,0,320560,967440,0,2320,0,0,190160,0,3433360,2000,684880,8194200,69360,92880,0,121840,0,16360,7120,330840,0,0,14840,2160,0,0,0,1793800,0,0,0,0,15840,0,17480,2386320,0,0,0,138400,726640,100560,0,0,0,0,0,11040,0,0,0,0,3531360,3567840,226080,1485920,0,0,19400,0,5880,2600160,3288160,0,0,0,0,553200,0,184560,47440,0,280,4256080,1044000,0,620160,402240,0,465200,2978200,27760,0,713760,160,0,1055040,568240,2834720,18000,29920,28880,1015120,13920,62480,960,226720,0,168320,20080,0,1131280,242800,8249160,0,74440,699600,0,0,1765760,0,96320,37360,34800,89760,0,0,574800,629280,360640,0,1533360,0,0,4600,0,0,0,0,0,13920,0,1673440,421120,0,3118640,50720,202640,19960,225040,26240,69760,0,0,0,0,87600,379040,45400,4320,0,0,0,0,64240,334960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMDDR,0,0,0,0,0,0,0,0,1404640,214720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120320,480,226800,0,0,0,3080,733760,247920,901840,0,0,0,0,140320,0,2257640,6262800,594880,212920,138400,228000,0,2680,0,521960,0,0,0,47880,295360,0,0,1394840,0,0,0,0,0,0,0,1648160,702640,0,0,0,0,5720,1089200,0,0,0,0,0,0,0,0,2720,8960,3636560,3838800,1164560,186680,0,0,0,0,0,2674520,1877640,0,0,0,440320,0,28640,0,0,52640,3089320,14800,0,575120,399080,419000,646880,28080,3224160,0,0,493120,0,3041000,617440,756640,0,1160240,25040,17680,18680,638640,1600,0,0,257920,172600,0,1131280,0,7621160,178680,98160,0,0,684960,504800,0,0,0,0,13160,0,1360,0,294280,603840,30160,1188960,104160,0,2080,400,0,0,0,0,5360,0,0,157760,1323600,0,6406520,59760,10240,48000,0,5440,147440,0,0,0,0,212000,560,6880,97840,89680,0,0,0,557840,0,0,0,12160,0,0,0,109920,0,0,0,0,0,0,0
SMDVL,0,0,0,0,0,0,0,0,1109440,265040,80,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182560,88400,1125680,0,8520,0,174720,75760,0,0,34480,415360,782880,8640,0,0,0,0,726640,0,4629080,1914000,370040,146720,263360,0,0,0,0,0,0,0,397040,0,351280,0,0,70640,420160,0,0,0,0,0,0,2265680,596720,0,0,0,0,922800,11040,0,0,0,0,0,0,0,0,0,0,4081360,3687080,164040,1186640,0,0,120,69040,0,1981400,2705600,0,0,0,161120,0,38120,0,0,150080,3375440,186480,2720,1115440,608880,88000,636080,8000,502800,42000,10520,3144160,36080,36640,559200,315480,990560,2666480,0,871200,245200,114960,54120,960,3640,0,0,275280,242800,7621160,0,2730680,658040,0,0,139480,369440,505840,0,0,0,0,0,0,0,709120,0,37200,0,0,0,819360,0,0,0,0,0,0,0,0,336080,1244120,246640,3104400,0,59880,96720,18800,0,63840,0,0,0,0,70400,0,40800,230840,4440,0,0,20080,0,0,0,0,0,0,0,32480,0,0,0,50600,0,0,0,8640
