Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICRa,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
OLQDR,0,0,0,264400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293000,0,76700,0,0,0,6600,0,0,0,0,0,0,8800,1100,226800,0,0,0,0,2006100,0,758800,0,0,0,366800,0,0,0,0,0,0,0,170600,0,0,0,0,0,96400,0,0,0,3796800,0,0,0,0,0,59000,3200,0,181000,289400,0,0,0,12600,0,0,0,2300,169200,0,213200,0,0,0,150600,0,0,0,0,280200,240600,0,0,0,357600,0,0,0,358600,1264300,0,0,0,587000,0,0,2600100,0,0,0,0,0,0,1571000,313400,0,0,0,586200,2509600,0,1478300,13200,33600,0,166400,318000,347100,0,0,0,0,0,0,1205500,1689800,0,0,0,56200,0,0,0,0,221200,0,0,0,0,0,75600,150200,0,67000,0,114500,0,0,0,119600,5600,0,1028800,0,0,0,0,0,0,0,0,0,678100,667600,349200,126400,173600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,60200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54100,0,0,0,0,0,0,0,0,0,88600,0,0,0,0,0,830200,0,1306200,0,1265800,0,0,0,0,0,242300,0,0,0,0,0,0,0,172000,0,171600,0,0,0,1292600,0,117400,0,0,0,0,0,0,112500,0,0,0,0,0,0,0,0,0,23300,0,163300,0,0,183000,6900,0,34600,0,0,370600,28700,0,600000,0,0,0,614900,0,2361000,0,0,448200,0,94800,0,0,0,0,1525600,0,0,0,259600,0,0,4600,0,1836700,315300,680200,0,215000,0,265800,823400,0,0,0,66200,0,1221500,0,0,0,0,0,951600,0,0,0,0,0,0,0,529200,0,0,0,167800,0,0,0,0,0,47000,0,116100,447200,0,186000,0,0,1027800,0,0,0,0,0,0,0,0,493500,629600,84400,0,273600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,102200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63800,0,0,0,0,0,0,0,86000,0,31600,0,0,0,0,0,695200,0,1311400,0,2579200,0,0,0,0,0,12200,0,0,0,0,0,0,0,417600,0,142500,0,0,0,1323900,0,288200,0,0,0,0,0,0,0,0,0,0,0,0,0,8200,51800,0,114800,0,0,0,148400,0,8300,0,10000,0,562600,0,45100,0,783000,0,0,0,474700,2334800,0,0,0,524700,132600,0,0,0,0,0,1471400,0,0,0,331000,0,0,2065400,0,63400,0,857500,109200,30600,0,0,579600,0,0,0,2000,0,1758100,0,0,0,45400,0,1402200,0,0,0,0,0,0,0,705900,0,0,0,152800,0,0,0,62600,0,97600,0,0,209000,163300,0,0,0,438900,0,0,0,0,0,0,0,0,417600,424100,0,323000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200,0,0,0,0,0,0,0,0,0,0,0,0,242300,0,0,0,2224800,0,0,711800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980600,0,0,0,270600,0,0,0,0,0,0,0,0,0,0,727100,0,0,0,202500,0,1090500,0,0,0,0,512800,312800,627900,1108000,0,0,1106900,0,1129400,0,38200,80600,0,0,4613400,0,56400,0,0,1002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206600,0,0,0,158300,0,0,0,0,0,0,0,0,1454400,0,0,36500,0,1745400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,96100,0,0,0,61300,0
PLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12200,0,0,0,3518800,180800,0,0,70200,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713000,0,473700,0,0,0,0,0,0,0,0,0,0,633500,0,0,0,121300,0,1495900,0,0,0,0,0,480700,0,1650500,569500,0,0,0,1633400,0,912500,0,0,0,0,0,4341300,0,231200,845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282000,0,0,0,0,0,161200,0,0,0,0,0,0,0,72600,167700,1358700,0,175400,0,2549400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400
SAADL,0,0,0,0,0,0,0,875000,347500,317500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400,124400,0,0,0,0,0,0,259800,0,0,1047700,0,0,0,0,2224800,0,0,798900,95800,761500,0,521200,0,383200,0,24600,0,0,270600,0,406300,123000,0,0,328400,506800,0,0,0,0,34600,0,643400,877400,0,0,146600,0,104700,53600,0,0,255500,0,0,0,0,0,0,515000,0,0,183800,0,0,291000,230600,15400,3315400,3077400,0,0,0,0,0,0,3900,64400,0,105200,2609600,787100,0,10900,0,0,414700,0,0,0,0,2342500,1217600,262500,1300,402400,0,239900,0,254700,0,261900,286200,443000,0,5254700,0,277900,13300,221200,5286000,0,0,0,0,22000,590700,0,0,0,0,0,0,119700,0,0,0,379600,0,0,49400,0,0,0,0,22600,0,0,0,0,3800,26200,0,0,0,159000,1006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,69200,0,0,0,0,0
SAADR,0,0,0,0,0,0,162600,0,338600,357200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14700,0,369800,0,0,0,108200,185800,0,0,250800,564800,0,0,170600,0,0,0,3518800,798900,0,353000,0,310700,54000,229000,0,58000,0,0,90400,0,325400,109400,239900,0,0,278400,333300,0,0,0,0,0,228200,912400,698200,0,0,97000,44400,128200,89100,0,0,43200,0,0,0,0,0,0,0,610200,0,0,0,0,305800,1677100,0,3526000,2880000,0,0,220800,0,42200,443400,0,0,0,2875000,0,0,741600,0,67800,314200,0,0,0,0,0,1934300,957800,48200,1358900,54000,277200,0,0,0,60100,207800,170500,73100,980600,84400,4027100,0,829000,3728900,0,0,0,0,0,0,816800,0,0,0,0,0,66000,0,0,0,216300,0,266400,6500,0,0,0,0,0,110600,0,0,0,0,222900,3600,15000,0,1868400,1022800,247600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,2100,0,0,0,34900,0,0,0,7400
SAAVL,0,0,13900,0,0,0,0,0,1486700,0,0,0,343700,0,267600,0,0,93400,41800,0,100400,0,95200,0,0,0,0,0,0,0,0,500,131900,46200,155700,0,0,200900,61400,0,0,0,0,0,26800,0,0,0,0,0,180800,95800,353000,0,902500,30300,227000,0,0,0,0,137200,49600,0,0,47800,354800,0,0,90000,0,0,0,0,0,0,0,3453100,1368800,5100,44400,70000,13800,88600,56600,0,0,0,0,0,0,0,0,238800,586900,600,0,0,142600,0,31600,121600,0,2973200,4928400,0,0,0,0,0,0,0,0,0,549800,242600,0,0,56000,4400,571400,0,0,0,0,0,0,3850000,22600,227800,318800,7300,45800,0,36700,100200,174800,27600,200300,2449600,0,1171400,421100,6110800,1440000,620200,0,0,0,0,221900,6800,0,65200,0,0,0,97500,0,0,0,0,13000,0,0,0,0,0,0,0,1900,0,0,0,0,2900,453200,456900,158400,0,149200,204000,0,0,0,0,0,0,0,0,0,0,0,0,38200,0,0,0,0,0,0,0,47900,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,43900,0,0,0,0,0,748700,0,92800,0,32400,0,0,0,0,99200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166800,0,43000,0,287400,168000,0,0,0,0,54700,0,0,0,0,0,711800,0,761500,0,902500,0,0,155700,0,0,0,0,0,123000,0,0,423400,40400,0,0,0,177800,0,0,0,0,0,0,1355100,3669100,92700,0,0,61600,17400,0,0,0,0,0,37400,0,0,0,0,100000,427300,0,0,0,0,226800,0,0,3408000,1933600,0,0,0,0,0,0,39300,0,0,252700,1362300,0,0,0,18200,46800,501400,0,0,0,0,3990400,0,719000,240800,0,87200,0,115500,186300,139600,15200,0,383800,176000,1286400,0,5001600,111400,450200,1149500,0,0,0,0,61400,0,0,0,0,0,0,66400,0,0,0,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,143700,3600,230200,361000,0,65800,152600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65800,0,0,0,0,0,0,0,0,0,0
SDQL,0,0,0,0,0,0,850200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255600,0,0,0,0,0,0,0,0,925400,532400,417800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310700,30300,0,0,4620200,0,0,5200,0,0,0,0,0,0,0,0,0,0,2945200,0,0,0,0,0,0,1168000,973400,0,681300,0,0,188600,131400,381000,0,0,0,0,0,0,0,299300,0,6400,0,0,168800,0,32000,72800,0,23500,0,0,0,249000,0,0,32200,0,0,0,97200,562300,0,0,0,0,0,0,0,0,0,0,0,116000,400,0,88000,55400,0,33500,0,0,0,86800,0,202600,0,0,245100,314600,88400,403400,0,0,0,0,80100,0,0,0,0,0,0,439400,0,70400,0,387500,730600,516100,0,0,0,0,0,0,420800,326000,334800,0,0,292800,0,0,146200,233600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,446800,96600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366700,0,0,0,0,0,0,0,0,1640800,551900,35500,0,0,0,0,0,0,0,0,0,0,0,0,0,70200,521200,54000,227000,155700,4620200,0,0,0,0,0,0,0,0,0,239100,879600,0,0,0,19900,0,0,0,0,0,0,90800,485400,866400,2149000,0,0,0,142600,0,100600,0,0,0,0,0,172200,0,190800,264000,0,0,0,376600,0,0,0,149900,279600,29600,0,62400,0,0,0,179200,0,0,1376100,3263200,0,0,0,12100,721800,840600,0,0,0,0,946900,679800,1216600,882800,26000,0,261200,494000,3100,0,0,329600,79600,0,0,0,255200,223300,39000,723400,0,0,0,0,0,175800,0,112500,0,0,9800,0,0,0,0,0,0,0,0,0,271200,134700,0,0,872800,330800,0,0,0,2352600,967700,989000,0,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,0,0,0,0,13800,0,138800,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178100,0,2540100,0,0,0,2364800,0,81900,0,172000,0,0,0,0,229000,0,0,0,0,0,0,1170200,0,240000,0,141400,0,150800,0,0,0,0,0,0,0,0,0,0,0,0,0,517700,83800,91600,0,0,0,0,0,0,6300,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624600,0,2427600,0,1028100,0,0,0,0,124400,874200,788800,0,0,0,236000,365200,0,0,595500,0,1760600,0,0,0,0,0,142400,0,0,0,209000,142700,0,0,514900,0,0,433000,0,240200,0,2564400,0,429300,0,0,62800,87800,0,0,0,48600,0,0,0,1591800,0,1268600,0,0,0,516100,0,0,0,0,188400,459200,919400,0,0,39600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,0,0,0,0,30600,0,6800,0,0,0,0,0,0,0,0,0,0,48200,0,0,0,0,0,0,0,0,0,0,0,0,0,43200,0,0,0,0,0,2005800,0,187400,0,2708000,0,96400,0,417600,0,0,383200,0,0,0,0,0,0,0,0,1041900,0,212600,0,141400,0,493800,0,0,0,0,0,0,0,0,0,0,0,23200,20400,472400,135300,15800,0,0,0,0,0,0,10000,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,0,0,56600,0,0,836000,0,2435000,0,404000,0,129000,392600,0,539000,1148200,0,0,0,354000,361500,0,915800,0,1518400,0,0,0,0,173400,52700,373600,85400,269300,736700,0,0,374200,296000,0,0,66200,0,306500,0,344800,0,1860200,0,524800,61000,4800,209400,0,0,107400,0,0,0,0,0,1648200,0,498000,0,0,0,0,0,0,0,223700,506400,594800,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,808000,0,29000,0,623100,0,209600,0,25300,0,340800,0,0,0,0,718000,0,272600,0,0,0,0,0,2928800,0,0,0,0,0,0,0,0,0,4200,137500,0,0,183000,0,2590600,0,0,0,1091000,0,0,0,171600,0,0,0,0,58000,0,0,5200,0,1170200,0,0,0,56900,0,113400,0,1115400,0,0,0,0,2000,206700,65300,168400,0,51700,0,30000,0,44500,98200,59000,42000,476600,0,0,0,191500,97000,0,1113200,0,0,0,2070200,0,364300,0,10900,0,475600,0,1361900,0,0,0,0,1056500,0,0,865500,0,0,0,0,0,0,47800,0,0,0,0,0,0,0,0,0,0,0,0,0,81800,18400,0,0,0,7300,33200,0,101400,214200,0,0,0,0,0,162500,0,0,0,0,0,291500,0,212600,172800,76500,234900,875400,501800,113000,0,0,0,1153400,0,82500,0,0,0,0,0,0,0,0,278600,346300,583800,0,0,1551700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,1131200,0,71800,0,465600,0,130900,0,29200,759100,25200,0,0,0,0,531800,0,0,0,171100,0,0,0,3409500,0,0,0,0,0,0,0,6200,6200,758200,0,0,0,688700,0,2411600,0,62600,0,1310800,0,0,0,142500,0,0,24600,0,0,0,0,0,0,1041900,0,0,0,298800,0,72100,0,1606100,0,0,0,0,27700,56800,0,349000,0,8800,23000,45800,0,0,287200,212600,0,498600,0,0,134000,0,99000,0,1001400,0,0,0,1945800,0,100400,0,0,0,520100,1410800,0,60300,0,169400,1290000,0,89700,0,880200,0,0,0,91200,0,0,1600,0,0,0,0,2300,0,0,0,0,66500,0,9000,0,0,2000,170000,0,0,0,31800,0,0,116500,115200,0,0,140200,0,0,0,94600,0,321000,0,600800,285600,0,241200,349400,195600,169600,251200,0,0,0,0,1599400,0,139700,0,0,0,0,0,0,0,115200,686200,161200,0,0,0,1329400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,99600,0,0,0,0,0,0,0,0,0,2400,0,0,64400,0,71400,0,31600,0,0,0,79600,0,0,0,0,0,0,0,153600,0,0,251800,0,0,1979800,0,3800,0,0,0,106600,0,4581600,0,0,0,0,0,0,0,137200,0,0,0,240000,0,56900,0,0,0,0,0,316800,0,13600,0,0,89600,129400,140000,31800,0,144200,0,183000,75200,243200,198800,370100,0,78600,289100,0,0,461000,0,0,0,0,0,102400,0,0,648100,0,0,0,108200,0,1688800,93500,0,0,0,0,1767300,0,0,0,0,0,80400,64800,0,428200,0,0,675400,0,156000,0,0,0,0,3900,0,0,50200,0,0,0,0,181600,0,81300,74000,0,0,0,0,263900,3800,0,1684400,0,0,0,0,0,74500,0,66400,31800,0,105500,0,54000,156400,49400,0,65900,68400,0,0,0,0,0,0,0,0,0,0,0,0,231600,128200,468400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,150000,0,0,0,0,0,0,0,600,0,0,0,0,0,0,90400,0,20000,0,0,0,113800,0,0,0,0,0,0,16200,0,164000,452200,0,0,0,944800,0,0,0,0,0,59200,0,3796800,0,0,0,0,0,90400,49600,123000,0,0,0,212600,0,298800,0,0,0,0,0,202000,0,124800,77100,8400,121600,84600,0,0,0,84600,0,261000,76200,546400,417500,250600,389800,503600,0,0,568600,0,0,0,0,0,18000,0,0,0,1408600,0,0,0,217200,1308500,0,82600,0,0,0,0,1824500,0,0,0,0,66700,0,215600,0,0,0,0,1018000,389300,0,6500,0,0,27200,0,0,0,149800,0,0,0,0,0,0,0,0,0,0,359400,28400,0,2700,0,1586300,0,0,0,0,0,305800,56200,0,66000,286400,134400,55800,181500,0,52900,80000,0,27700,0,0,0,0,0,0,0,0,0,0,0,105800,10700,109100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,64000,0,973800,0,44800,0,0,0,1292600,0,0,0,270600,0,0,0,0,0,141400,0,113400,0,0,0,0,0,133100,0,0,0,0,38600,0,162200,0,0,0,0,73200,299900,183200,97500,0,304000,0,617300,0,0,669400,1100,0,0,0,0,275400,188200,0,1339400,0,0,0,404400,0,1089000,22800,0,84100,0,102600,0,0,0,0,1535400,0,0,0,1693200,0,0,0,0,357000,0,74300,0,535000,56700,90200,0,0,4900,0,125500,0,154400,0,101200,0,232400,0,0,0,0,0,0,308500,0,0,634200,0,0,0,274400,0,0,0,0,0,95900,0,201900,236300,0,222400,0,0,111000,0,0,0,21600,0,0,0,0,0,209600,277400,0,752800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136500,0,0,0,0,0,0,0,5100,0,437200,0,0,0,0,0,67500,0,1270400,0,217800,0,0,0,1323900,0,0,0,325400,0,0,0,0,0,141400,0,72100,0,0,0,0,0,127000,0,0,0,0,58100,0,0,0,0,0,324100,166900,0,237400,311400,0,1019200,0,0,0,431200,0,0,0,0,0,659500,0,34200,0,1193000,0,0,0,691600,1906700,0,0,0,45000,106700,0,0,0,0,0,1662900,0,0,0,1500400,0,0,289000,0,0,0,107900,376400,120200,11600,0,0,0,137600,0,0,0,104200,161600,67800,0,122800,0,0,0,0,84600,0,0,0,0,677900,0,0,0,70400,0,0,0,78800,0,61000,0,0,135700,275600,0,0,0,163000,0,0,0,0,0,0,0,70800,124600,0,0,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,135200,0,1057900,0,0,0,733800,0,41600,0,116500,639700,0,0,0,3951000,0,0,0,0,0,181100,0,0,0,0,137700,0,504600,0,146500,0,0,0,791400,640500,0,133800,0,119800,0,123600,0,0,0,1300,0,117400,0,0,0,406300,109400,47800,423400,0,239100,150800,0,1115400,0,316800,0,133100,0,0,143300,867500,0,334800,71200,0,0,6200,0,19600,21000,1092300,1695000,2065000,1877200,323600,200400,70000,188300,43600,0,0,5900,0,1031200,0,0,0,0,0,0,0,1261600,0,0,0,0,4233600,33800,0,0,0,0,0,0,0,42700,0,173900,312800,0,1000,0,0,0,0,0,0,0,0,293600,0,0,0,12800,65200,546000,0,59000,115600,336400,192400,218800,46900,236700,0,0,34600,0,320000,0,0,103400,0,191700,0,36000,0,2400,66400,0,0,516600,0,972200,0,0,0,448800,0,280600,0,0,0,17000,0,0,162800,0,126100,687200,3343000,5400,0,404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,499600,0,686400,0,0,0,572000,0,0,805200,0,0,0,0,0,2328200,0,0,0,0,0,79800,0,0,55100,0,31300,0,857000,41200,6000,0,0,1512500,0,0,0,308400,0,135500,0,50800,0,152800,0,0,0,288200,0,0,123000,239900,354800,40400,0,879600,0,493800,0,1606100,0,202000,0,127000,143300,0,0,1093600,35000,243000,0,0,0,0,0,239200,635600,1318000,1948400,2445900,399000,451300,0,92400,0,0,0,0,12200,0,12400,480400,0,0,149300,0,0,0,1441800,0,0,0,0,903200,0,12800,52500,0,0,0,0,0,28000,65700,198600,0,0,0,0,0,0,0,0,0,0,0,0,0,113000,85200,29200,0,402000,240500,339200,39200,138000,21000,626000,0,232900,58100,398500,0,0,0,0,0,86200,0,0,0,344500,0,271400,0,564000,0,692600,0,0,0,0,0,38600,0,197600,0,0,199000,0,0,0,108100,1666400,1493900,2340200,0,0,0,509400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,222400,1300,697300,14000,0,0,0,0,0,0,0,1011300,474800,987400,0,2013600,0,1070300,0,499400,40000,3830600,0,51100,0,0,1256100,49200,705400,94500,3099600,651400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,0,0,867500,0,0,591000,4470200,360800,37000,68100,41000,0,1570500,0,0,0,0,0,0,93800,0,0,763600,143800,0,0,0,0,0,0,0,0,0,0,0,1940800,0,0,0,0,4000,0,897600,0,41800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149200,0,0,0,0,0,0,0,0,0,0,0,4922200,0,606500,0,11600,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,23100,1094500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,305700,27900,1083400,0,103400,0,0,0,0,0,277100,1246700,0,1548800,0,2497400,13600,1373400,0,713700,0,4073000,0,0,0,10400,685000,20600,398500,1868200,2495500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124800,0,0,0,1093600,591000,0,0,4731800,177200,180200,0,48200,0,1601800,0,3700,0,0,229600,0,0,0,31200,581400,0,0,0,0,0,0,0,0,0,0,0,0,1448800,0,0,0,0,0,0,768300,131000,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252300,0,0,0,0,0,0,0,0,0,0,0,5683000,590400,74200,0,1100,0,181900,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,1024500,0,84400,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,10800,0,1598600,0,1468400,0,0,0,0,0,167800,3694000,110800,463000,0,1231800,108200,389600,0,0,0,673800,0,274400,329600,0,166200,0,312400,36500,3180000,594600,517000,0,663600,0,0,0,143200,0,0,0,0,0,357500,0,3200,0,0,0,1300,328400,278400,90000,0,0,0,0,0,0,0,0,77100,0,0,334800,35000,4470200,0,0,266400,630100,225000,606400,0,308700,2332000,1261600,56600,2223800,0,761300,451900,30600,423900,0,0,1263800,0,0,0,482900,0,581400,0,0,0,1340900,352700,54300,72200,1596800,0,893800,2717000,210700,0,4900,0,3200,0,0,0,0,200000,0,0,0,0,0,0,0,226600,0,0,0,432700,2277500,46400,418600,0,926800,0,107800,0,2500,279400,81200,0,145900,0,0,0,668200,9600,1795000,0,0,0,0,0,0,571600,0,0,0,0,27600,0,0,2000,315600,710500,18600,0,0,0,0,0,0,0,0,0,0,0,86800,449800,0,149200,239300,0,199400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,136600,0,0,2284000,0,1114200,0,0,0,0,27500,36200,3959600,0,300700,0,1004200,0,189800,0,0,0,435000,158500,536200,0,0,5400,183200,0,582600,2595600,0,729600,74000,585400,50800,0,0,184200,0,91400,0,518000,0,0,0,0,0,0,0,506800,333300,0,177800,2945200,19900,0,0,2000,0,89600,8400,38600,0,71200,243000,360800,4731800,266400,0,214000,609400,0,338100,3333600,244400,50800,1321100,0,1092800,436600,307900,250200,960000,0,0,2526600,0,0,697600,0,0,1105000,93200,0,809200,185600,0,323400,2199800,221200,0,3772400,300100,0,313600,472000,0,0,58600,0,78200,0,300500,1154000,0,0,0,0,0,0,120200,0,0,258400,1303200,108100,575400,0,1163900,0,0,0,163200,184200,146500,177600,950200,0,16800,0,2452600,47200,702500,21000,0,0,165900,0,0,0,0,982400,0,0,0,0,32800,0,204000,1762800,1810100,126000,0,0,0,0,0,0,0,0,0,0,0,251500,2000,0,199800,707200,168200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
