Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICRa,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ASJR,0,0,171000,0,0,0,0,7400,0,0,0,0,317700,0,1656000,0,0,0,659400,443000,0,300,3175700,0,0,0,0,25600,0,41400,0,0,0,0,0,0,0,0,37200,0,85200,0,0,0,29800,0,76700,0,0,0,0,0,0,100400,0,0,0,0,48200,0,171100,0,20000,0,0,0,0,40000,713700,0,0,0,7800,0,0,0,0,0,0,0,0,0,103600,0,8200,0,20000,0,0,0,0,0,0,0,0,0,0,218000,0,0,0,0,0,0,0,0,54400,0,0,35400,0,125600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000,0,0,0,70200,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,47300,1889000,1978100,0,1927800,0,210600,0,100800,0,0,0,0,0,0,175200,0,0,0,0,0,79400,2680600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,0,0,2865400,0,6500,0,0,0,0,0,0,697200,0,546100,0,94600,0,282000,0,2890000,300,0,455300,0,0,0,435400,0,0,0,534200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181100,0,3830600,0,673800,0,224000,0,0,0,0,0,0,0,0,0,0,0,0,0,88200,0,0,0,0,0,0,0,0,0,0,0,0,75400,0,0,0,0,0,0,1293000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172400,0,3834000,76800,0,0,0,281800,38400,0,0,0,0,0,2600,0,0,0,0,0,0,3788000,0,0,0,0,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,0,218800,1649000,0,0,0,0,0,0,0,0,606400,0,309200,0,184000,0,381200,130000,3175700,455300,0,0,0,0,0,222700,0,0,0,727800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95200,0,0,0,0,0,0,0,0,0,0,0,0,79800,0,4073000,0,435000,0,361400,0,0,0,0,0,0,0,0,0,0,0,0,0,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20700,1435400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963600,2945300,29800,361500,0,0,0,431300,0,0,0,0,0,0,2300,0,0,0,0,0,12100,3566000,0,0,0,15000,0,0,80200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,2722600,13100,0,0,2438100,0,0,0,0,0,0,31200,622800,0,0,0,0,0,0,0,0,0,0,0,157100,0,0,0,134800,38400,0,0,661200,326500,1057800,0,0,174200,0,1818100,0,0,0,29000,0,1200,0,54100,0,0,0,0,0,0,0,0,0,0,0,2928800,0,79600,0,0,0,0,0,51100,0,274400,158500,445000,3400800,2188500,0,239400,16400,1187200,0,84200,0,0,338400,563800,0,0,0,6600,0,0,0,0,0,0,1354400,0,5158200,92300,0,70200,0,0,300800,238300,0,0,0,618900,113900,0,0,0,0,0,377600,0,0,0,0,0,0,0,0,0,0,346100,0,0,0,0,0,0,0,0,173700,0,0,0,0,0,0,0,0,0,170500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,424600,3069900,0,0,309400,2437900,0,0,0,0,0,0,59400,0,0,0,0,0,0,0,0,0,0,157100,0,0,0,0,0,90500,76200,50000,329900,814200,966900,0,0,0,192600,0,1078400,0,0,0,0,0,6600,0,63800,0,0,0,0,0,0,0,0,0,0,0,3409500,0,113800,0,136500,0,0,0,0,329600,536200,4576100,672300,0,2576400,25200,639400,0,1668600,0,0,0,73500,0,433800,0,0,0,0,0,0,0,0,0,0,1212400,177800,4337600,0,0,0,16800,0,0,321000,0,0,247800,0,163400,0,0,0,0,0,428900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179200,12000,12600,0,0,0,0,0,0,0,45800,0,0,0,0,0,0,0,0,0,0,0,52900,0,0,0,0,0,0,0,249200,0,266200,0,0,0,0,0,0,0,0,0,0,235400,209400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,0,99300,0,0,0,0,1275400,2130300,0,0,0,0,0,0,0,2800,76500,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,18200,251000,141400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255600,366700,0,0,0,0,0,0,0,0,0,55100,0,0,0,0,0,0,19600,0,0,0,0,0,971200,1833000,783100,1196000,0,0,331800,245600,0,3162600,2687900,104100,1400,3048800,0,0,0,0,0,105100,75200,0,0,725600,368200,177400,63000,70500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243800,1024100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79400,4442800,3439000,0,0,0,0,0,284700,184800,0,0,3505300,2146200,720800,0,0,0,379800,0,158900,1480800,17700,0,0,0,142700,14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,69900,0,0,0,0,0,0,9400,65100
AWAL,1890400,0,1756200,0,1665400,0,0,0,0,0,0,4921500,105000,377100,0,1345300,386700,906200,0,128600,0,435400,0,0,0,0,0,190400,5653800,0,716600,190600,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137700,0,1256100,10400,166200,0,0,0,2506800,0,1498200,0,0,0,0,0,0,0,0,0,153200,13000,0,0,0,0,0,0,0,0,0,0,0,982800,14700,0,0,0,0,0,823600,0,276600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74200,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,970600,143600,0,62700,11600,514100,0,0,0,0,0,0,0,0,0,0,0,66800,416800,28400,0,0,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,1803300,0,1194400,0,1618500,0,0,0,0,0,13800,6633900,0,517800,0,2136400,0,1289600,0,25600,0,222700,0,0,32000,190400,0,39600,4431800,17400,322200,0,0,67100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31300,49200,685000,0,5400,0,0,0,2096400,0,1358400,0,0,0,172600,0,0,0,0,50000,166600,0,0,15200,0,0,0,0,0,0,0,46400,0,3277800,0,0,0,0,0,0,956800,170200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115400,0,0,0,0,0,0,0,0,0,0,0,132800,38800,605200,150600,1600,0,641600,336200,0,0,0,0,0,0,0,0,0,0,0,0,0,361800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,1563800,0,490800,0,124300,0,0,0,0,0,0,696400,46900,0,0,1007200,16400,254000,0,28600,0,0,0,134800,0,0,5653800,39600,0,83400,104800,0,0,0,121200,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504600,0,705400,20600,312400,183200,0,0,768200,0,806500,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134200,0,370400,0,211800,38600,0,0,0,0,0,241600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311000,0,157800,0,1220800,0,0,0,0,0,0,0,0,0,0,0,912000,0,0,233000,466800,0,140200,111200,222400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552200,0,0,137100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,400,2543500,0,288200,0,575200,0,0,0,0,26000,0,766600,0,0,0,944600,0,314700,0,41400,0,0,38400,90500,0,0,4431800,83400,0,0,43700,0,0,240600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857000,94500,398500,36500,0,0,0,0,1016300,0,1242800,0,29300,0,75800,40800,0,0,0,0,0,0,0,22600,0,0,0,0,0,139400,0,378200,0,1121500,0,0,0,0,0,0,23600,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,0,677000,0,0,0,0,0,0,0,0,0,0,0,917400,0,163900,175000,15000,0,495800,205800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,0,300,1069800,59200,252500,359200,0,0,0,0,0,2842900,397100,2311900,2664800,0,0,2974200,2892800,0,0,534200,0,0,76200,0,716600,17400,104800,0,0,5682600,206100,0,0,0,0,4800,0,0,135400,0,0,0,39200,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146500,41200,3099600,1868200,3180000,582600,928000,26100,1918000,2426300,624400,1206200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172000,70200,72800,0,0,0,0,0,52500,0,0,0,360400,0,6100,0,134400,0,0,0,46700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125400,80400,164900,0,0,0,0,49600,0,0,0,0,0,0,0,133400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,0,0,117900,1022000,527100,820800,0,0,0,0,0,54600,2465800,1317800,1414300,0,0,3693700,4430200,0,0,0,727800,0,50000,0,190600,322200,0,43700,5682600,0,87000,1124000,0,0,0,116100,60500,0,0,0,0,15200,2400,109300,8800,0,0,0,0,0,0,500,0,0,0,0,0,0,0,153600,16200,0,0,0,6000,651400,2495500,594600,2595600,202200,599200,3302000,2968200,657400,387400,0,167400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,140300,0,0,0,0,254900,0,75800,0,0,373800,104400,52700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250300,19900,0,0,0,0,30600,22400,0,0,0,0,0,113600,383800,0,0,0,0,0,0,0,0,0,0,29400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,0,0,0,0,1050400,0,0,0,0,1479000,666100,0,0,49100,0,0,0,233000,0,0,0,0,661200,329900,0,0,0,0,0,206100,87000,0,2559700,493300,0,0,149000,3800,0,97000,0,37000,0,0,184500,1100,0,86000,0,0,0,14700,131900,0,0,0,0,0,0,6200,0,0,0,5100,0,0,0,0,517000,0,1543900,33400,95400,1066600,0,295200,138600,2278600,174300,0,744700,316600,0,1578000,0,0,781200,0,718000,0,0,0,87800,0,1931800,541500,2748400,0,0,0,1529600,736400,0,0,0,0,1163600,131400,0,0,0,0,0,174400,94800,0,0,0,0,17000,0,0,0,0,261200,0,1686600,269200,0,0,95600,0,54300,63600,46000,80200,81600,0,0,0,0,0,0,180800,0,0,0,0,0,0,0,0,0,0,0,0,37400,0,4200,0,0,0,0,0,0,0,496400,0,0,0,0,0,0,0,0,0,0,2190700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,0,0,0,0,222800,0,0,0,0,0,2613800,0,1593200,0,0,0,0,162600,0,0,0,0,0,326500,814200,0,0,0,0,0,0,1124000,2559700,0,454200,0,0,0,115800,0,0,13900,0,0,0,800,226800,88600,0,0,0,16400,0,46200,166800,0,0,0,0,4200,6200,0,164000,1800,0,0,0,0,0,0,729600,140000,1590000,1166600,112200,221900,0,2294800,178000,0,464500,97400,851900,1615400,294000,0,0,513000,0,28900,0,0,0,432200,2207000,0,2699700,869400,0,0,2070400,117400,288600,277800,0,0,0,1046000,0,102600,0,0,0,0,96000,394400,0,0,0,0,0,93800,0,0,0,0,2553400,174400,0,0,586800,0,0,181400,95100,33900,125000,25600,0,0,0,0,0,0,26500,194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115100,52800,0,0,0,809300,0,0,0,0,0,0,0,0,0,0,0,1735800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,601200,52800,0,0,0,0,0,0,0,0,4573000,0,0,0,0,0,0,0,0,0,0,0,0,1057800,966900,18200,2200,67100,121200,240600,0,0,493300,454200,0,139100,0,0,57200,462000,344800,288200,114600,0,0,0,0,0,31600,15200,0,124400,369800,155700,0,925400,1640800,0,43200,137500,758200,251800,452200,0,437200,791400,1512500,0,0,663600,74000,0,0,1103000,791000,2728000,2679900,684300,977800,868600,2566600,1132000,1662400,3477000,2075800,0,0,66200,105600,428400,2752500,915700,0,0,0,206400,214600,791400,108800,421100,0,98600,421000,78600,2068200,64100,0,2463400,0,0,0,0,92200,180100,0,0,0,0,0,0,37200,0,0,0,0,72400,0,0,105200,0,479400,1367200,3067000,2588700,562200,697600,3269500,3369600,1302200,1011100,490100,975400,0,0,0,781200,0,0,208800,196000,114200,0,34500,0,0,0,32600,2870400,1574800,300,0,357600,214800,0,0,0,0,0,0,0,0,0,137800,0,0,925500,0,875200,3048200,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251000,0,0,0,0,0,0,0,0,139100,0,1775400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,532400,551900,0,0,0,0,0,0,0,0,640500,0,0,0,0,585400,0,0,35700,0,0,0,74500,1859900,50200,554500,0,325500,0,84000,0,0,0,401700,0,0,0,0,0,99400,0,0,0,0,0,121000,0,76800,258000,0,48600,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,980000,0,0,0,0,0,0,0,0,0,28000,0,312800,0,6000,0,0,0,0,0,0,0,0,0,396900,445200,0,0,0,0,0,0,31800,0,137300,0,0,0,0,0,0,0,0,0,0,0,52200,0,0,0,0,0,0,164800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,50200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141400,0,0,0,0,0,0,0,0,0,1775400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417800,35500,0,0,0,0,0,0,0,0,0,0,0,0,0,50800,0,0,9600,0,0,79600,741100,409100,0,211000,0,0,0,0,0,0,100100,611200,219900,0,0,0,0,0,0,0,0,0,0,10500,19700,9300,20900,542000,0,0,0,0,0,0,0,0,0,141900,33300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151800,0,6400,0,117500,0,535000,0,0,0,0,0,0,0,0,0,0,1481400,956200,0,0,0,0,0,137200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,120900,0,0,0,10800,0,0,0,0,0,0,0,0,30000,0,75800,0,0,0,0,0,174200,0,0,0,0,0,0,4800,116100,149000,0,0,0,0,0,0,240200,0,0,0,0,0,1612600,0,0,0,0,0,0,0,200900,287400,0,0,178100,0,183000,0,1979800,0,0,0,133800,0,0,0,0,0,48500,22900,0,0,800,0,386300,65800,102200,0,332000,289300,129800,0,32200,0,446000,0,0,0,0,2800,112800,0,0,0,0,18900,0,512600,0,1452200,0,0,2353600,0,0,2821700,0,0,0,0,0,82800,226500,0,136600,0,0,67000,0,413800,273800,618800,281000,0,6400,0,6000,0,0,0,0,0,50400,0,159000,193500,0,0,0,174600,0,33500,32800,2794800,0,0,0,0,0,1200,0,154400,56900,0,177800,0,220600,4400,600,0,72800,1611600,0,0,0,0,0,53600,144300,2300,0,0,41500,0,117200,54600,51200,0,0,48200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,115000,0,200,0,0,0,0,0,0,0,0,0,0,64800,0,56600,0,37200,0,0,0,192600,0,0,0,0,0,0,60500,3800,115800,57200,0,0,0,0,0,0,0,0,0,0,0,2006100,0,0,0,0,0,108200,61400,168000,0,0,0,0,0,688700,0,944800,0,0,0,308400,0,0,143200,0,96400,56600,0,0,0,228400,0,311400,294800,126800,277600,208300,0,108200,0,64200,558800,0,55600,0,0,0,67800,0,0,0,1200,0,22600,0,612000,1186800,0,0,0,2452800,0,0,2482800,0,0,0,0,6400,181800,90000,0,0,0,0,21800,604500,486600,293600,313100,0,0,0,26100,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,47400,0,2284400,0,0,0,0,0,0,169200,0,37400,7000,70500,250600,146200,0,77600,191400,0,1937800,0,0,0,0,122100,39600,0,0,0,0,116200,226000,0,176000,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,533300,0,188300,0,298700,0,0,0,0,0,0,0,1200,0,0,0,0,149600,0,110800,0,0,0,1818100,0,0,0,0,500,0,0,0,0,0,462000,0,0,240200,0,0,0,600800,0,2039600,0,673900,0,830200,0,0,0,0,185800,0,0,0,0,2540100,0,2590600,0,3800,0,64000,0,119800,0,0,0,0,184200,0,143400,975800,0,46600,0,0,0,0,0,0,18000,59000,0,0,0,690500,0,0,62800,0,0,0,209200,0,474000,0,0,0,0,0,2000600,0,0,9600,0,1133200,0,0,1938200,0,177800,0,271200,0,0,44400,0,0,0,0,643000,117200,1528600,431400,0,0,0,337900,0,0,0,0,0,0,7400,104900,0,0,251100,0,0,0,10800,0,228200,0,639400,0,1156800,0,21300,0,271300,69800,120200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,695400,0,215400,0,123600,0,0,0,0,0,0,0,0,0,0,0,0,112500,0,85200,0,0,0,1078400,0,0,0,0,0,135400,0,97000,0,344800,0,0,0,0,0,0,0,438800,0,1992500,0,758800,0,695200,0,0,0,0,0,0,0,0,0,2005800,0,2411600,0,0,0,67500,0,135500,0,0,0,0,247300,0,0,1020000,0,214800,0,0,0,0,0,0,0,48200,0,0,10400,0,0,0,0,0,0,0,0,0,273400,0,258200,0,0,2102400,0,0,0,138500,1073900,0,122500,0,2074300,0,54000,0,257400,0,0,0,0,0,0,448800,1677400,963200,613600,0,0,159600,0,0,0,0,0,0,0,0,117200,0,0,0,196000,0,0,0,236600,0,445000,0,466600,0,1499000,0,592600,165000,284300,642400,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13900,288200,0,0,0,0,600800,0,0,0,0,0,0,0,1306200,0,0,0,259800,0,0,0,0,0,0,0,0,0,0,0,973800,0,123600,0,0,0,0,91400,0,0,0,0,0,0,0,0,0,172400,0,38700,0,0,0,0,947000,0,0,0,0,0,56400,390200,0,300,0,0,0,312800,0,807800,98600,0,1193800,0,121300,0,0,0,0,1900200,0,0,0,10400,0,0,0,0,0,287000,302100,850700,421200,2400,0,35200,0,0,0,19400,0,23600,0,24400,83200,213000,0,0,0,0,0,0,0,0,0,1849200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528600,0,0,0,0,0,0,0,0,23400,145000,97200,0,0,0,0,0,0,45800,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,114600,0,0,0,0,0,438800,0,0,0,0,0,0,0,1311400,0,0,0,250800,0,0,0,0,0,187400,0,62600,0,0,0,1270400,0,50800,0,0,0,0,0,0,0,0,0,0,124200,0,119400,0,400600,0,0,0,0,0,975300,0,25000,0,0,0,144700,0,262000,0,130600,0,0,0,433400,593900,0,94500,0,1188900,36700,0,0,0,0,0,1873500,0,0,0,55800,0,0,0,0,256200,916600,366200,354000,0,0,0,0,0,98600,0,66500,0,35600,254900,51400,0,0,0,0,0,0,0,0,0,0,0,1980500,0,0,0,0,0,0,0,0,0,28600,0,46200,13700,160600,0,0,0,1633400,0,0,0,0,0,0,0,0,68200,34400,0,0,0,0,0,0,0,84200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLL,0,0,216600,0,197800,0,0,0,121300,0,0,0,0,0,0,0,0,131400,0,61800,0,0,0,29000,0,0,0,0,0,0,0,15200,0,0,0,0,0,0,0,2039600,0,0,0,0,879600,492400,0,1265800,0,0,0,0,564800,0,54700,0,0,2364800,0,1091000,0,106600,0,44800,0,0,0,0,0,0,518000,0,125400,86000,0,0,0,0,23000,0,0,191600,0,0,4371800,0,0,186200,0,0,0,0,0,242500,2600,0,1700800,0,0,0,1837800,0,0,5700,19200,0,0,0,2776200,0,1748700,0,3832000,64400,0,0,2071300,368100,113300,506200,2102700,32200,1795400,1728600,0,1976400,667400,0,0,3200,0,44700,203200,0,0,204000,0,0,0,0,238500,0,115200,1546000,370400,1117400,9000,0,1300,0,0,0,0,0,107400,85800,49600,0,0,110200,0,0,0,0,1599400,0,1989400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,172400,0,147400,0,0,0,205900,43800,0,0,0,0,0,0,0,146200,0,29800,0,0,0,0,0,0,0,0,0,39200,2400,0,0,0,0,0,0,0,0,1992500,0,0,879600,0,0,366800,0,2579200,0,0,1047700,0,26800,0,0,0,0,2708000,0,1310800,0,59200,0,217800,0,152800,0,0,357500,0,75800,14000,0,52400,0,0,0,0,0,0,0,194000,4590200,0,0,0,126800,0,0,0,0,0,1400,0,0,0,1626100,0,0,0,1981600,72800,21400,0,0,0,0,124200,2840600,0,1659600,61200,3535000,0,0,186200,2795200,367800,0,0,2176600,1118000,0,1833900,2177800,42800,1050000,23300,0,0,0,0,107200,83100,0,138200,39800,105900,0,0,0,1310300,9200,1460200,131200,0,48600,0,28600,0,0,0,30200,94400,0,59600,0,0,0,150800,0,3000,0,0,1314600,0,1546800,0,0,0,0,0,0,0,0,98200,0,0,4200,0,30700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDL,0,0,282400,0,0,0,0,0,19400,0,0,0,0,0,0,0,0,303200,0,41100,0,0,0,1200,0,0,0,0,0,0,5100,109300,184500,800,0,0,0,1612600,0,673900,0,0,0,492400,0,0,0,0,0,0,0,0,0,0,0,0,0,81900,0,0,0,4581600,0,0,0,1300,0,0,0,0,0,4000,86000,0,0,0,0,93200,0,0,0,0,202200,0,320900,0,0,86900,0,0,0,0,136200,215100,0,0,501100,0,0,0,539200,0,1791600,0,0,587900,0,0,2822600,0,0,0,0,0,0,0,279200,1705800,0,0,529300,0,1847400,1515900,0,98000,0,0,558600,387000,0,83400,0,0,0,0,1255200,0,0,1927200,0,0,0,85100,141800,0,492400,0,0,0,0,0,109200,0,188800,0,92500,118700,0,16000,0,0,0,215800,1343400,0,0,0,0,0,0,0,0,0,0,207700,548300,111300,155200,425200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
